name,indeks,k,bas_yil,bas_ay,son_yil,son_ay,L_ay,S,I,tepe
Edirne,SPI,1,1965,1,1965,1,1,0.401,0.401,0.401
Edirne,SPI,1,1965,4,1965,4,1,0.108,0.108,0.108
Edirne,SPI,1,1965,6,1965,7,2,2.447,1.224,1.427
Edirne,SPI,1,1965,9,1965,10,2,3.904,1.952,2.211
Edirne,SPI,1,1966,2,1966,2,1,0.723,0.723,0.723
Edirne,SPI,1,1967,2,1967,4,3,1.032,0.344,0.807
Edirne,SPI,1,1967,8,1967,8,1,0.495,0.495,0.495
Edirne,SPI,1,1967,11,1967,12,2,0.686,0.343,0.599
Edirne,SPI,1,1968,3,1968,5,3,6.505,2.168,2.918
Edirne,SPI,1,1968,7,1968,7,1,1.077,1.077,1.077
Edirne,SPI,1,1968,10,1968,11,2,1.044,0.522,0.899
Edirne,SPI,1,1969,5,1969,7,3,2.366,0.789,1.637
Edirne,SPI,1,1969,9,1969,11,3,3.363,1.121,2.042
Edirne,SPI,1,1970,1,1970,1,1,0.03,0.03,0.03
Edirne,SPI,1,1970,6,1970,6,1,0.288,0.288,0.288
Edirne,SPI,1,1970,8,1970,9,2,1.606,0.803,1.288
Edirne,SPI,1,1970,12,1970,12,1,0.714,0.714,0.714
Edirne,SPI,1,1971,5,1971,5,1,0.589,0.589,0.589
Edirne,SPI,1,1971,8,1971,8,1,1.342,1.342,1.342
Edirne,SPI,1,1971,10,1972,3,6,2.986,0.498,1.441
Edirne,SPI,1,1972,6,1972,6,1,0.879,0.879,0.879
Edirne,SPI,1,1972,11,1972,12,2,2.88,1.44,1.978
Edirne,SPI,1,1973,5,1973,5,1,1.173,1.173,1.173
Edirne,SPI,1,1973,7,1973,9,3,1.581,0.527,0.872
Edirne,SPI,1,1973,11,1973,11,1,1.282,1.282,1.282
Edirne,SPI,1,1974,1,1974,1,1,0.974,0.974,0.974
Edirne,SPI,1,1974,4,1974,4,1,0.624,0.624,0.624
Edirne,SPI,1,1974,7,1974,8,2,0.972,0.486,0.517
Edirne,SPI,1,1974,12,1974,12,1,0.484,0.484,0.484
Edirne,SPI,1,1975,2,1975,2,1,1.2,1.2,1.2
Edirne,SPI,1,1975,7,1975,7,1,0.874,0.874,0.874
Edirne,SPI,1,1975,9,1975,9,1,0.689,0.689,0.689
Edirne,SPI,1,1975,12,1976,4,5,3.448,0.69,0.984
Edirne,SPI,1,1976,6,1976,7,2,0.309,0.154,0.195
Edirne,SPI,1,1976,9,1976,9,1,0.241,0.241,0.241
Edirne,SPI,1,1976,11,1976,11,1,0.113,0.113,0.113
Edirne,SPI,1,1977,3,1977,3,1,0.01,0.01,0.01
Edirne,SPI,1,1977,5,1977,5,1,0.084,0.084,0.084
Edirne,SPI,1,1977,8,1977,8,1,1.36,1.36,1.36
Edirne,SPI,1,1977,10,1978,1,4,1.661,0.415,0.653
Edirne,SPI,1,1978,6,1978,8,3,2.016,0.672,1.077
Edirne,SPI,1,1978,10,1978,12,3,1.955,0.652,1.057
Edirne,SPI,1,1979,3,1979,4,2,2.626,1.313,2.075
Edirne,SPI,1,1979,6,1979,6,1,1.798,1.798,1.798
Edirne,SPI,1,1979,8,1979,9,2,0.836,0.418,0.705
Edirne,SPI,1,1980,2,1980,3,2,0.7,0.35,0.446
Edirne,SPI,1,1980,7,1980,7,1,0.405,0.405,0.405
Edirne,SPI,1,1980,9,1980,10,2,1.213,0.607,0.923
Edirne,SPI,1,1981,4,1981,4,1,1.436,1.436,1.436
Edirne,SPI,1,1981,6,1981,6,1,1.406,1.406,1.406
Edirne,SPI,1,1981,9,1981,9,1,0.594,0.594,0.594
Edirne,SPI,1,1982,1,1982,1,1,0.351,0.351,0.351
Edirne,SPI,1,1982,5,1982,7,3,1.151,0.384,0.416
Edirne,SPI,1,1982,9,1982,9,1,1.265,1.265,1.265
Edirne,SPI,1,1982,11,1982,11,1,0.193,0.193,0.193
Edirne,SPI,1,1983,1,1983,5,5,4.088,0.818,1.318
Edirne,SPI,1,1983,10,1983,12,3,1.799,0.6,0.838
Edirne,SPI,1,1984,6,1984,6,1,1.137,1.137,1.137
Edirne,SPI,1,1984,9,1984,10,2,4.185,2.093,2.794
Edirne,SPI,1,1984,12,1984,12,1,1.342,1.342,1.342
Edirne,SPI,1,1985,3,1985,3,1,1.03,1.03,1.03
Edirne,SPI,1,1985,5,1985,5,1,1.434,1.434,1.434
Edirne,SPI,1,1985,7,1985,7,1,0.394,0.394,0.394
Edirne,SPI,1,1985,9,1985,10,2,1.284,0.642,0.681
Edirne,SPI,1,1985,12,1985,12,1,1.715,1.715,1.715
Edirne,SPI,1,1986,3,1986,9,7,5.804,0.829,2.013
Edirne,SPI,1,1986,11,1986,12,2,1.111,0.555,0.712
Edirne,SPI,1,1987,2,1987,3,2,0.911,0.456,0.788
Edirne,SPI,1,1987,5,1987,5,1,0.947,0.947,0.947
Edirne,SPI,1,1987,7,1987,7,1,0.683,0.683,0.683
Edirne,SPI,1,1987,9,1987,9,1,1.312,1.312,1.312
Edirne,SPI,1,1988,1,1988,2,2,1.556,0.778,1.363
Edirne,SPI,1,1988,4,1988,8,5,4.501,0.9,2.128
Edirne,SPI,1,1988,10,1988,10,1,0.555,0.555,0.555
Edirne,SPI,1,1988,12,1989,2,3,5.471,1.824,3.32
Edirne,SPI,1,1989,4,1989,4,1,0.927,0.927,0.927
Edirne,SPI,1,1989,7,1989,7,1,0.932,0.932,0.932
Edirne,SPI,1,1990,1,1990,3,3,5.676,1.892,2.17
Edirne,SPI,1,1990,6,1990,8,3,1.433,0.478,1.075
Edirne,SPI,1,1990,11,1990,11,1,0.609,0.609,0.609
Edirne,SPI,1,1991,1,1991,4,4,2.45,0.613,1.289
Edirne,SPI,1,1991,6,1991,7,2,1.535,0.768,1.254
Edirne,SPI,1,1991,9,1991,9,1,0.241,0.241,0.241
Edirne,SPI,1,1991,12,1992,4,5,4.463,0.893,2.17
Edirne,SPI,1,1992,7,1992,9,3,1.273,0.424,0.791
Edirne,SPI,1,1992,12,1993,4,5,4.584,0.917,1.37
Edirne,SPI,1,1993,7,1993,7,1,0.858,0.858,0.858
Edirne,SPI,1,1993,9,1993,9,1,1.039,1.039,1.039
Edirne,SPI,1,1993,12,1994,4,5,2.726,0.545,1.234
Edirne,SPI,1,1994,8,1994,9,2,2.743,1.371,2.211
Edirne,SPI,1,1995,2,1995,2,1,0.3,0.3,0.3
Edirne,SPI,1,1995,5,1995,6,2,1.601,0.8,1.56
Edirne,SPI,1,1995,10,1995,10,1,0.324,0.324,0.324
Edirne,SPI,1,1996,1,1996,1,1,0.704,0.704,0.704
Edirne,SPI,1,1996,5,1996,7,3,4.7,1.567,2.436
Edirne,SPI,1,1996,10,1996,10,1,1.08,1.08,1.08
Edirne,SPI,1,1997,1,1997,2,2,1.329,0.664,0.711
Edirne,SPI,1,1997,5,1997,6,2,0.555,0.277,0.307
Edirne,SPI,1,1997,9,1997,9,1,1.098,1.098,1.098
Edirne,SPI,1,1998,1,1998,1,1,0.427,0.427,0.427
Edirne,SPI,1,1998,4,1998,4,1,0.684,0.684,0.684
Edirne,SPI,1,1998,6,1998,6,1,0.854,0.854,0.854
Edirne,SPI,1,1999,4,1999,4,1,0.57,0.57,0.57
Edirne,SPI,1,1999,9,1999,11,3,2.032,0.677,1.119
Edirne,SPI,1,2000,1,2000,3,3,1.065,0.355,0.456
Edirne,SPI,1,2000,6,2000,7,2,2.437,1.218,1.722
Edirne,SPI,1,2000,10,2000,10,1,0.005,0.005,0.005
Edirne,SPI,1,2000,12,2001,3,4,2.208,0.552,1.004
Edirne,SPI,1,2001,5,2001,6,2,1.426,0.713,0.715
Edirne,SPI,1,2001,8,2001,8,1,0.563,0.563,0.563
Edirne,SPI,1,2001,10,2001,10,1,1.302,1.302,1.302
Edirne,SPI,1,2002,1,2002,2,2,1.494,0.747,0.847
Edirne,SPI,1,2002,4,2002,6,3,2.093,0.698,1.257
Edirne,SPI,1,2002,8,2002,8,1,0.324,0.324,0.324
Edirne,SPI,1,2002,12,2002,12,1,0.13,0.13,0.13
Edirne,SPI,1,2003,2,2003,3,2,1.201,0.601,1.195
Edirne,SPI,1,2003,6,2003,6,1,1.638,1.638,1.638
Edirne,SPI,1,2003,8,2003,8,1,0.287,0.287,0.287
Edirne,SPI,1,2003,11,2003,12,2,1.974,0.987,1.788
Edirne,SPI,1,2004,2,2004,4,3,3.175,1.058,1.514
Edirne,SPI,1,2004,9,2004,11,3,3.752,1.251,1.728
Edirne,SPI,1,2005,3,2005,4,2,1.713,0.856,1.289
Edirne,SPI,1,2005,6,2005,6,1,0.806,0.806,0.806
Edirne,SPI,1,2006,4,2006,5,2,1.157,0.579,0.887
Edirne,SPI,1,2006,11,2006,12,2,1.467,0.734,0.838
Edirne,SPI,1,2007,2,2007,4,3,1.504,0.501,1.331
Edirne,SPI,1,2007,6,2007,8,3,3.617,1.206,1.722
Edirne,SPI,1,2008,1,2008,3,3,2.992,0.997,2.214
Edirne,SPI,1,2008,5,2008,5,1,0.387,0.387,0.387
Edirne,SPI,1,2008,8,2008,8,1,0.67,0.67,0.67
Edirne,SPI,1,2008,10,2008,12,3,1.821,0.607,0.712
Edirne,SPI,1,2009,4,2009,6,3,2.0,0.667,1.405
Edirne,SPI,1,2009,8,2009,8,1,0.083,0.083,0.083
Edirne,SPI,1,2009,11,2009,11,1,0.032,0.032,0.032
Edirne,SPI,1,2010,4,2010,5,2,1.936,0.968,1.628
Edirne,SPI,1,2010,11,2010,12,2,0.419,0.21,0.323
Edirne,SPI,1,2011,2,2011,3,2,1.755,0.877,1.162
Edirne,SPI,1,2011,5,2011,5,1,1.148,1.148,1.148
Edirne,SPI,1,2011,7,2011,7,1,0.195,0.195,0.195
Edirne,SPI,1,2011,11,2011,11,1,3.609,3.609,3.609
Edirne,SPI,1,2012,3,2012,3,1,1.986,1.986,1.986
Edirne,SPI,1,2012,6,2012,9,4,6.214,1.553,1.989
Edirne,SPI,1,2012,11,2012,11,1,1.373,1.373,1.373
Edirne,SPI,1,2013,4,2013,5,2,2.115,1.058,1.747
Edirne,SPI,1,2013,7,2013,9,3,2.099,0.7,1.116
Edirne,SPI,1,2013,12,2013,12,1,1.959,1.959,1.959
Edirne,SPI,1,2014,2,2014,2,1,1.931,1.931,1.931
Edirne,SPI,1,2014,8,2014,8,1,0.33,0.33,0.33
Edirne,SPI,1,2014,11,2014,11,1,0.44,0.44,0.44
Edirne,SPI,1,2015,4,2015,5,2,1.928,0.964,1.611
Edirne,SPI,1,2015,7,2015,7,1,1.002,1.002,1.002
Edirne,SPI,1,2015,11,2015,12,2,2.432,1.216,2.128
Edirne,SPI,1,2016,3,2016,3,1,0.075,0.075,0.075
Edirne,SPI,1,2016,6,2016,12,7,8.712,1.245,2.575
Edirne,SPI,1,2017,2,2017,2,1,0.3,0.3,0.3
Edirne,SPI,1,2017,8,2017,9,2,0.758,0.379,0.473
Edirne,SPI,1,2018,4,2018,5,2,3.797,1.899,3.019
Edirne,SPI,1,2018,8,2018,9,2,1.323,0.661,1.01
Edirne,SPI,1,2018,12,2018,12,1,0.708,0.708,0.708
Edirne,SPI,1,2019,2,2019,3,2,2.869,1.435,2.329
Edirne,SPI,1,2019,9,2020,3,7,4.058,0.58,1.384
Edirne,SPI,1,2020,7,2020,9,3,4.958,1.653,1.834
Edirne,SPI,1,2020,11,2020,11,1,2.275,2.275,2.275
Edirne,SPI,1,2021,3,2021,3,1,0.148,0.148,0.148
Edirne,SPI,1,2021,5,2021,5,1,0.525,0.525,0.525
Edirne,SPI,1,2021,7,2021,9,3,0.834,0.278,0.457
Edirne,SPI,1,2021,11,2021,11,1,0.603,0.603,0.603
Edirne,SPI,1,2022,1,2022,1,1,0.86,0.86,0.86
Edirne,SPI,1,2022,3,2022,3,1,1.598,1.598,1.598
Edirne,SPI,1,2022,5,2022,5,1,0.584,0.584,0.584
Edirne,SPI,1,2022,7,2022,7,1,1.532,1.532,1.532
Edirne,SPI,1,2022,10,2022,10,1,1.346,1.346,1.346
Edirne,SPI,1,2022,12,2022,12,1,0.607,0.607,0.607
Edirne,SPI,1,2023,2,2023,2,1,1.82,1.82,1.82
Edirne,SPI,1,2023,6,2023,7,2,0.491,0.245,0.444
Edirne,SPI,1,2023,9,2023,10,2,1.749,0.875,1.346
Edirne,SPI,1,2024,1,2024,2,2,1.659,0.83,0.872
Edirne,SPI,1,2024,4,2024,4,1,0.212,0.212,0.212
Edirne,SPI,1,2024,6,2024,6,1,1.47,1.47,1.47
Edirne,SPI,1,2024,8,2024,8,1,1.305,1.305,1.305
Edirne,SPI,1,2024,10,2024,11,2,2.515,1.258,1.76
Edirne,SPI,3,1965,6,1965,11,6,5.766,0.961,1.605
Edirne,SPI,3,1966,4,1966,4,1,0.106,0.106,0.106
Edirne,SPI,3,1966,7,1966,7,1,0.088,0.088,0.088
Edirne,SPI,3,1967,4,1967,5,2,1.246,0.623,0.924
Edirne,SPI,3,1967,10,1967,12,3,1.648,0.549,0.847
Edirne,SPI,3,1968,4,1968,7,4,9.952,2.488,3.599
Edirne,SPI,3,1968,11,1968,12,2,0.87,0.435,0.525
Edirne,SPI,3,1969,5,1969,8,4,3.032,0.758,1.749
Edirne,SPI,3,1969,10,1969,12,3,3.106,1.035,2.35
Edirne,SPI,3,1970,7,1971,2,8,3.641,0.455,0.796
Edirne,SPI,3,1971,12,1972,7,8,6.757,0.845,1.375
Edirne,SPI,3,1973,1,1973,1,1,1.317,1.317,1.317
Edirne,SPI,3,1973,6,1974,4,11,8.255,0.75,1.79
Edirne,SPI,3,1974,8,1974,10,3,1.528,0.509,0.756
Edirne,SPI,3,1974,12,1975,3,4,1.714,0.428,0.912
Edirne,SPI,3,1976,1,1976,9,9,7.982,0.887,1.696
Edirne,SPI,3,1976,11,1976,11,1,0.173,0.173,0.173
Edirne,SPI,3,1977,1,1977,1,1,0.287,0.287,0.287
Edirne,SPI,3,1977,12,1978,2,3,3.232,1.077,1.333
Edirne,SPI,3,1978,7,1978,8,2,1.544,0.772,1.196
Edirne,SPI,3,1978,12,1979,1,2,2.232,1.116,1.678
Edirne,SPI,3,1979,4,1979,6,3,3.363,1.121,1.324
Edirne,SPI,3,1980,3,1980,3,1,0.133,0.133,0.133
Edirne,SPI,3,1980,9,1980,11,3,2.078,0.693,1.078
Edirne,SPI,3,1981,4,1981,11,8,4.996,0.624,1.658
Edirne,SPI,3,1982,7,1983,5,11,10.618,0.965,1.882
Edirne,SPI,3,1983,12,1984,1,2,2.166,1.083,1.617
Edirne,SPI,3,1984,6,1984,6,1,0.051,0.051,0.051
Edirne,SPI,3,1984,10,1984,12,3,2.12,0.707,1.358
Edirne,SPI,3,1985,2,1985,2,1,0.009,0.009,0.009
Edirne,SPI,3,1985,5,1985,7,3,2.747,0.916,1.322
Edirne,SPI,3,1985,9,1986,1,5,3.287,0.657,1.053
Edirne,SPI,3,1986,5,1987,3,11,10.176,0.925,2.099
Edirne,SPI,3,1987,7,1987,10,4,2.545,0.636,1.109
Edirne,SPI,3,1988,2,1988,3,2,0.143,0.072,0.129
Edirne,SPI,3,1988,6,1988,10,5,6.821,1.364,1.731
Edirne,SPI,3,1989,1,1989,3,3,2.418,0.806,1.977
Edirne,SPI,3,1989,9,1989,11,3,1.11,0.37,0.571
Edirne,SPI,3,1990,1,1990,5,5,6.615,1.323,3.146
Edirne,SPI,3,1990,7,1990,9,3,1.003,0.334,0.868
Edirne,SPI,3,1991,1,1991,4,4,2.724,0.681,1.376
Edirne,SPI,3,1991,8,1991,9,2,1.187,0.594,0.801
Edirne,SPI,3,1992,1,1992,5,5,6.413,1.283,2.203
Edirne,SPI,3,1992,9,1992,10,2,1.443,0.722,0.957
Edirne,SPI,3,1992,12,1993,4,5,5.833,1.167,1.953
Edirne,SPI,3,1993,9,1994,6,10,7.262,0.726,1.576
Edirne,SPI,3,1994,8,1994,9,2,1.058,0.529,0.954
Edirne,SPI,3,1995,5,1995,7,3,1.346,0.449,1.078
Edirne,SPI,3,1995,10,1995,10,1,0.048,0.048,0.048
Edirne,SPI,3,1996,1,1996,1,1,0.177,0.177,0.177
Edirne,SPI,3,1996,6,1996,8,3,4.394,1.465,2.449
Edirne,SPI,3,1997,2,1997,4,3,1.235,0.412,0.766
Edirne,SPI,3,1997,6,1997,7,2,0.742,0.371,0.504
Edirne,SPI,3,1999,10,2000,4,7,5.887,0.841,1.638
Edirne,SPI,3,2000,6,2000,9,4,2.455,0.614,1.14
Edirne,SPI,3,2000,11,2001,8,10,8.123,0.812,1.131
Edirne,SPI,3,2001,10,2002,3,6,1.247,0.208,0.466
Edirne,SPI,3,2002,5,2002,8,4,3.037,0.759,1.668
Edirne,SPI,3,2003,4,2003,4,1,0.667,0.667,0.667
Edirne,SPI,3,2003,8,2003,8,1,0.596,0.596,0.596
Edirne,SPI,3,2003,11,2004,5,7,5.564,0.795,1.992
Edirne,SPI,3,2004,9,2004,12,4,5.137,1.284,2.478
Edirne,SPI,3,2005,5,2005,6,2,2.066,1.033,1.194
Edirne,SPI,3,2006,12,2007,2,3,1.74,0.58,1.009
Edirne,SPI,3,2007,4,2007,4,1,0.988,0.988,0.988
Edirne,SPI,3,2007,8,2007,10,3,2.882,0.961,2.255
Edirne,SPI,3,2008,2,2008,8,7,4.534,0.648,1.365
Edirne,SPI,3,2008,10,2009,1,4,2.864,0.716,1.658
Edirne,SPI,3,2009,5,2009,6,2,2.348,1.174,1.501
Edirne,SPI,3,2010,5,2010,6,2,1.332,0.666,0.845
Edirne,SPI,3,2011,1,2011,7,7,5.324,0.761,1.293
Edirne,SPI,3,2011,9,2011,9,1,0.219,0.219,0.219
Edirne,SPI,3,2012,1,2012,1,1,0.102,0.102,0.102
Edirne,SPI,3,2012,4,2012,4,1,0.79,0.79,0.79
Edirne,SPI,3,2012,7,2012,11,5,7.639,1.528,3.311
Edirne,SPI,3,2013,5,2013,5,1,0.773,0.773,0.773
Edirne,SPI,3,2013,9,2014,2,6,3.685,0.614,1.346
Edirne,SPI,3,2015,5,2015,7,3,1.336,0.445,0.703
Edirne,SPI,3,2015,12,2015,12,1,0.828,0.828,0.828
Edirne,SPI,3,2016,7,2017,2,8,12.556,1.57,3.187
Edirne,SPI,3,2017,4,2017,4,1,0.188,0.188,0.188
Edirne,SPI,3,2018,6,2018,6,1,0.411,0.411,0.411
Edirne,SPI,3,2018,10,2018,10,1,0.879,0.879,0.879
Edirne,SPI,3,2019,2,2019,5,4,3.247,0.812,1.187
Edirne,SPI,3,2019,10,2020,3,6,8.764,1.461,2.498
Edirne,SPI,3,2020,8,2020,12,5,6.647,1.329,3.334
Edirne,SPI,3,2021,5,2021,5,1,0.27,0.27,0.27
Edirne,SPI,3,2021,9,2021,11,3,1.223,0.408,0.748
Edirne,SPI,3,2022,3,2022,7,5,3.818,0.764,1.394
Edirne,SPI,3,2022,11,2023,3,5,4.156,0.831,1.197
Edirne,SPI,3,2023,7,2023,11,5,3.081,0.616,1.489
Edirne,SPI,3,2024,2,2024,8,7,5.48,0.783,1.166
Edirne,SPI,3,2024,10,2024,12,3,2.44,0.813,1.074
Edirne,SPI,6,1965,8,1965,12,5,4.604,0.921,1.56
Edirne,SPI,6,1966,7,1966,7,1,0.247,0.247,0.247
Edirne,SPI,6,1966,9,1966,9,1,0.054,0.054,0.054
Edirne,SPI,6,1967,7,1967,7,1,0.174,0.174,0.174
Edirne,SPI,6,1967,11,1967,12,2,0.742,0.371,0.609
Edirne,SPI,6,1968,3,1968,11,9,8.827,0.981,2.644
Edirne,SPI,6,1969,8,1970,2,7,4.889,0.698,1.605
Edirne,SPI,6,1970,9,1971,2,6,3.969,0.662,1.032
Edirne,SPI,6,1972,1,1972,8,8,8.636,1.079,1.669
Edirne,SPI,6,1973,8,1974,6,11,11.166,1.015,1.897
Edirne,SPI,6,1974,8,1975,4,9,3.015,0.335,0.66
Edirne,SPI,6,1976,2,1977,1,12,10.741,0.895,2.066
Edirne,SPI,6,1977,12,1978,5,6,2.824,0.471,0.863
Edirne,SPI,6,1978,8,1978,8,1,0.064,0.064,0.064
Edirne,SPI,6,1978,11,1978,12,2,0.917,0.459,0.645
Edirne,SPI,6,1979,3,1979,9,7,4.318,0.617,0.901
Edirne,SPI,6,1980,10,1980,11,2,1.065,0.532,0.824
Edirne,SPI,6,1981,7,1981,11,5,5.233,1.047,1.872
Edirne,SPI,6,1982,1,1982,2,2,0.355,0.177,0.257
Edirne,SPI,6,1982,9,1983,8,12,10.881,0.907,1.498
Edirne,SPI,6,1983,12,1984,1,2,0.413,0.206,0.373
Edirne,SPI,6,1984,9,1985,3,7,2.616,0.374,0.786
Edirne,SPI,6,1985,5,1987,10,30,24.164,0.805,2.385
Edirne,SPI,6,1988,6,1989,6,13,9.544,0.734,1.937
Edirne,SPI,6,1989,9,1989,9,1,0.25,0.25,0.25
Edirne,SPI,6,1989,11,1990,8,10,10.605,1.06,1.888
Edirne,SPI,6,1990,11,1990,11,1,0.132,0.132,0.132
Edirne,SPI,6,1991,3,1991,4,2,1.136,0.568,0.858
Edirne,SPI,6,1991,6,1991,9,4,2.857,0.714,1.247
Edirne,SPI,6,1992,1,1992,6,6,5.622,0.937,1.918
Edirne,SPI,6,1992,12,1993,6,7,7.19,1.027,1.621
Edirne,SPI,6,1993,12,1994,9,10,11.184,1.118,1.563
Edirne,SPI,6,1995,7,1995,7,1,0.016,0.016,0.016
Edirne,SPI,6,1995,10,1995,10,1,0.238,0.238,0.238
Edirne,SPI,6,1996,1,1996,1,1,0.288,0.288,0.288
Edirne,SPI,6,1996,8,1996,11,4,2.162,0.54,1.125
Edirne,SPI,6,1997,3,1997,3,1,0.144,0.144,0.144
Edirne,SPI,6,1997,5,1997,7,3,1.943,0.648,1.043
Edirne,SPI,6,2000,1,2002,8,32,27.722,0.866,1.683
Edirne,SPI,6,2003,7,2003,9,3,1.088,0.363,0.531
Edirne,SPI,6,2003,11,2004,7,9,6.598,0.733,2.035
Edirne,SPI,6,2004,9,2005,1,5,2.253,0.451,0.842
Edirne,SPI,6,2007,3,2007,4,2,1.66,0.83,1.071
Edirne,SPI,6,2007,7,2007,10,4,1.852,0.463,0.747
Edirne,SPI,6,2008,3,2008,3,1,0.053,0.053,0.053
Edirne,SPI,6,2008,5,2008,8,4,4.628,1.157,1.566
Edirne,SPI,6,2008,10,2009,6,9,3.729,0.414,0.899
Edirne,SPI,6,2009,8,2009,8,1,0.192,0.192,0.192
Edirne,SPI,6,2011,2,2011,9,8,7.478,0.935,1.384
Edirne,SPI,6,2012,4,2012,4,1,0.567,0.567,0.567
Edirne,SPI,6,2012,7,2012,12,6,5.998,1.0,2.236
Edirne,SPI,6,2013,8,2013,10,3,1.616,0.539,0.869
Edirne,SPI,6,2013,12,2014,2,3,2.742,0.914,1.31
Edirne,SPI,6,2015,8,2015,8,1,0.003,0.003,0.003
Edirne,SPI,6,2015,12,2015,12,1,0.363,0.363,0.363
Edirne,SPI,6,2016,9,2017,5,9,13.846,1.538,3.271
Edirne,SPI,6,2018,9,2018,9,1,0.437,0.437,0.437
Edirne,SPI,6,2019,3,2019,3,1,0.134,0.134,0.134
Edirne,SPI,6,2019,5,2019,8,4,2.948,0.737,1.062
Edirne,SPI,6,2019,10,2020,5,8,10.526,1.316,2.369
Edirne,SPI,6,2020,10,2020,12,3,3.425,1.142,1.715
Edirne,SPI,6,2021,8,2021,11,4,0.685,0.171,0.296
Edirne,SPI,6,2022,1,2022,1,1,0.108,0.108,0.108
Edirne,SPI,6,2022,4,2022,4,1,0.034,0.034,0.034
Edirne,SPI,6,2022,6,2023,5,12,7.697,0.641,1.438
Edirne,SPI,6,2023,7,2023,7,1,0.002,0.002,0.002
Edirne,SPI,6,2023,10,2024,12,15,13.316,0.888,1.692
Edirne,SPI,9,1965,9,1965,12,4,1.932,0.483,0.864
Edirne,SPI,9,1966,2,1966,2,1,0.162,0.162,0.162
Edirne,SPI,9,1967,10,1967,12,3,1.178,0.393,0.404
Edirne,SPI,9,1968,3,1969,1,11,9.834,0.894,1.678
Edirne,SPI,9,1969,10,1970,2,5,3.785,0.757,1.594
Edirne,SPI,9,1970,12,1971,2,3,2.292,0.764,0.923
Edirne,SPI,9,1972,3,1972,9,7,7.107,1.015,1.857
Edirne,SPI,9,1973,7,1973,8,2,0.459,0.23,0.34
Edirne,SPI,9,1973,11,1974,10,12,12.771,1.064,2.035
Edirne,SPI,9,1974,12,1975,4,5,2.73,0.546,0.901
Edirne,SPI,9,1976,3,1977,3,13,10.483,0.806,1.855
Edirne,SPI,9,1977,5,1977,5,1,0.065,0.065,0.065
Edirne,SPI,9,1977,12,1978,4,5,1.51,0.302,0.508
Edirne,SPI,9,1978,6,1978,8,3,1.825,0.608,0.661
Edirne,SPI,9,1978,12,1979,10,11,3.988,0.363,1.399
Edirne,SPI,9,1980,10,1980,11,2,0.385,0.193,0.265
Edirne,SPI,9,1981,10,1982,3,6,3.789,0.631,1.115
Edirne,SPI,9,1982,8,1983,8,13,11.358,0.874,1.938
Edirne,SPI,9,1983,11,1983,11,1,0.02,0.02,0.02
Edirne,SPI,9,1984,12,1987,10,35,30.418,0.869,2.08
Edirne,SPI,9,1988,1,1988,2,2,0.477,0.238,0.319
Edirne,SPI,9,1988,8,1989,6,11,8.803,0.8,1.543
Edirne,SPI,9,1989,8,1989,10,3,1.261,0.42,0.613
Edirne,SPI,9,1989,12,1990,11,12,12.49,1.041,1.663
Edirne,SPI,9,1991,2,1991,4,3,0.944,0.315,0.364
Edirne,SPI,9,1991,6,1991,10,5,2.98,0.596,1.372
Edirne,SPI,9,1992,1,1992,10,10,6.765,0.676,1.087
Edirne,SPI,9,1993,1,1993,10,10,7.469,0.747,1.711
Edirne,SPI,9,1994,2,1994,11,10,12.122,1.212,1.903
Edirne,SPI,9,1995,10,1995,10,1,0.152,0.152,0.152
Edirne,SPI,9,1995,12,1996,1,2,0.433,0.216,0.391
Edirne,SPI,9,1996,6,1996,8,3,0.333,0.111,0.21
Edirne,SPI,9,1997,1,1997,3,3,0.807,0.269,0.402
Edirne,SPI,9,1997,6,1997,6,1,0.327,0.327,0.327
Edirne,SPI,9,1997,9,1997,9,1,0.587,0.587,0.587
Edirne,SPI,9,2000,1,2002,9,33,32.081,0.972,1.852
Edirne,SPI,9,2003,10,2004,12,15,10.54,0.703,1.264
Edirne,SPI,9,2005,4,2005,6,3,0.26,0.087,0.123
Edirne,SPI,9,2007,4,2007,4,1,0.243,0.243,0.243
Edirne,SPI,9,2007,6,2007,10,5,3.032,0.606,0.907
Edirne,SPI,9,2008,2,2009,7,18,10.134,0.563,1.151
Edirne,SPI,9,2011,3,2011,9,7,6.044,0.863,1.42
Edirne,SPI,9,2011,11,2011,11,1,0.345,0.345,0.345
Edirne,SPI,9,2012,7,2012,11,5,4.268,0.854,1.525
Edirne,SPI,9,2013,11,2014,4,6,2.948,0.491,1.1
Edirne,SPI,9,2015,12,2015,12,1,0.655,0.655,0.655
Edirne,SPI,9,2016,10,2017,6,9,12.841,1.427,2.176
Edirne,SPI,9,2019,3,2019,6,4,0.978,0.244,0.431
Edirne,SPI,9,2019,8,2020,12,17,16.832,0.99,1.753
Edirne,SPI,9,2021,10,2021,11,2,0.526,0.263,0.403
Edirne,SPI,9,2022,1,2022,1,1,0.1,0.1,0.1
Edirne,SPI,9,2022,3,2022,7,5,1.322,0.264,0.614
Edirne,SPI,9,2022,9,2023,10,14,9.444,0.675,1.019
Edirne,SPI,9,2024,1,2024,12,12,13.335,1.111,1.517
Edirne,SPI,12,1966,5,1966,5,1,0.026,0.026,0.026
Edirne,SPI,12,1967,12,1968,1,2,0.558,0.279,0.385
Edirne,SPI,12,1968,3,1969,3,13,8.927,0.687,1.382
