name,indeks,k,bas_yil,bas_ay,son_yil,son_ay,L_ay,S,I,tepe
Kırklareli,SPEI,6,1991,1,1991,4,4,2.393,0.598,1.134
Kırklareli,SPEI,6,1991,6,1991,6,1,0.956,0.956,0.956
Kırklareli,SPEI,6,1991,11,1992,6,8,6.876,0.86,1.632
Kırklareli,SPEI,6,1992,12,1993,5,6,6.415,1.069,1.665
Kırklareli,SPEI,6,1993,11,1994,12,14,24.252,1.732,2.842
Kırklareli,SPEI,6,1995,10,1995,10,1,0.033,0.033,0.033
Kırklareli,SPEI,6,1996,5,1997,3,11,11.43,1.039,1.88
Kırklareli,SPEI,6,1997,5,1997,6,2,0.561,0.281,0.52
Kırklareli,SPEI,6,1998,4,1998,4,1,0.129,0.129,0.129
Kırklareli,SPEI,6,1999,11,2002,8,34,50.902,1.497,4.591
Kırklareli,SPEI,6,2003,7,2004,5,11,7.429,0.675,1.515
Kırklareli,SPEI,6,2004,12,2005,4,5,2.843,0.569,0.666
Kırklareli,SPEI,6,2007,1,2007,9,9,6.617,0.735,1.281
Kırklareli,SPEI,6,2008,2,2008,8,7,5.149,0.736,1.322
Kırklareli,SPEI,6,2008,11,2009,1,3,0.995,0.332,0.661
Kırklareli,SPEI,6,2009,3,2009,4,2,0.304,0.152,0.26
Kırklareli,SPEI,6,2010,8,2010,11,4,3.513,0.878,1.483
Kırklareli,SPEI,6,2011,1,2011,9,9,7.619,0.847,1.589
Kırklareli,SPEI,6,2011,11,2011,11,1,0.081,0.081,0.081
Kırklareli,SPEI,6,2012,4,2012,4,1,0.1,0.1,0.1
Kırklareli,SPEI,6,2012,7,2012,9,3,3.129,1.043,1.118
Kırklareli,SPEI,6,2012,11,2012,11,1,1.182,1.182,1.182
Kırklareli,SPEI,6,2013,8,2013,10,3,2.299,0.766,1.141
Kırklareli,SPEI,6,2013,12,2014,4,5,2.657,0.531,1.075
Kırklareli,SPEI,6,2015,8,2016,1,6,4.654,0.776,1.659
Kırklareli,SPEI,6,2016,4,2016,4,1,0.365,0.365,0.365
Kırklareli,SPEI,6,2016,7,2017,4,10,8.171,0.817,1.495
Kırklareli,SPEI,6,2017,8,2017,9,2,0.257,0.129,0.201
Kırklareli,SPEI,6,2019,5,2019,8,4,0.498,0.124,0.201
Kırklareli,SPEI,6,2019,11,2020,5,7,6.164,0.881,1.481
Kırklareli,SPEI,6,2020,11,2021,1,3,3.44,1.147,2.229
Kırklareli,SPEI,6,2021,9,2021,10,2,0.635,0.318,0.478
Kırklareli,SPEI,6,2022,6,2022,6,1,0.309,0.309,0.309
Kırklareli,SPEI,6,2022,8,2023,6,11,11.282,1.026,1.849
Kırklareli,SPEI,6,2023,8,2024,2,7,3.759,0.537,1.883
Kırklareli,SPEI,6,2024,6,2024,12,7,14.432,2.062,3.15
Kırklareli,SPEI,9,1965,9,1966,2,6,2.862,0.477,1.139
Kırklareli,SPEI,9,1967,9,1967,12,4,2.387,0.597,0.997
Kırklareli,SPEI,9,1968,5,1968,7,3,2.19,0.73,0.923
Kırklareli,SPEI,9,1968,10,1969,1,4,5.078,1.27,1.739
Kırklareli,SPEI,9,1969,6,1969,6,1,0.389,0.389,0.389
Kırklareli,SPEI,9,1969,10,1970,2,5,4.938,0.988,1.668
Kırklareli,SPEI,9,1970,4,1970,6,3,0.28,0.093,0.161
Kırklareli,SPEI,9,1970,10,1971,2,5,2.835,0.567,0.953
Kırklareli,SPEI,9,1972,2,1972,9,8,6.051,0.756,1.278
Kırklareli,SPEI,9,1973,7,1973,7,1,0.361,0.361,0.361
Kırklareli,SPEI,9,1974,7,1974,7,1,0.132,0.132,0.132
Kırklareli,SPEI,9,1974,9,1974,9,1,0.223,0.223,0.223
Kırklareli,SPEI,9,1975,2,1975,5,4,1.865,0.466,0.577
Kırklareli,SPEI,9,1976,5,1976,5,1,0.423,0.423,0.423
Kırklareli,SPEI,9,1976,7,1976,7,1,0.57,0.57,0.57
Kırklareli,SPEI,9,1978,12,1979,3,4,0.823,0.206,0.441
Kırklareli,SPEI,9,1979,6,1979,6,1,0.461,0.461,0.461
Kırklareli,SPEI,9,1980,10,1980,11,2,0.315,0.158,0.168
Kırklareli,SPEI,9,1981,10,1981,10,1,0.415,0.415,0.415
Kırklareli,SPEI,9,1982,9,1982,11,3,1.355,0.452,0.769
Kırklareli,SPEI,9,1983,1,1983,12,12,10.461,0.872,1.641
Kırklareli,SPEI,9,1984,6,1984,6,1,0.02,0.02,0.02
Kırklareli,SPEI,9,1984,10,1984,10,1,0.305,0.305,0.305
Kırklareli,SPEI,9,1984,12,1987,4,29,26.728,0.922,1.791
Kırklareli,SPEI,9,1988,1,1988,3,3,0.629,0.21,0.351
Kırklareli,SPEI,9,1988,5,1988,5,1,0.107,0.107,0.107
Kırklareli,SPEI,9,1988,9,1988,9,1,0.022,0.022,0.022
Kırklareli,SPEI,9,1989,2,1990,9,20,16.571,0.829,1.726
Kırklareli,SPEI,9,1990,11,1990,11,1,0.039,0.039,0.039
Kırklareli,SPEI,9,1991,1,1991,4,4,1.589,0.397,0.547
Kırklareli,SPEI,9,1991,6,1991,10,5,2.168,0.434,0.798
Kırklareli,SPEI,9,1992,1,1992,10,10,7.187,0.719,1.371
Kırklareli,SPEI,9,1992,12,1993,8,9,4.986,0.554,1.611
Kırklareli,SPEI,9,1993,11,1995,2,16,24.083,1.505,2.616
Kırklareli,SPEI,9,1996,6,1997,7,14,13.07,0.934,2.155
Kırklareli,SPEI,9,2000,1,2002,8,32,56.171,1.755,4.753
Kırklareli,SPEI,9,2003,8,2003,8,1,0.055,0.055,0.055
Kırklareli,SPEI,9,2003,10,2004,7,10,6.95,0.695,1.194
Kırklareli,SPEI,9,2005,3,2005,7,5,2.382,0.476,0.941
Kırklareli,SPEI,9,2006,12,2006,12,1,0.123,0.123,0.123
Kırklareli,SPEI,9,2007,3,2007,10,8,6.251,0.781,1.485
Kırklareli,SPEI,9,2008,2,2009,1,12,6.961,0.58,0.908
Kırklareli,SPEI,9,2009,6,2009,6,1,0.636,0.636,0.636
Kırklareli,SPEI,9,2010,11,2011,11,13,10.175,0.783,1.583
Kırklareli,SPEI,9,2012,7,2012,7,1,0.283,0.283,0.283
Kırklareli,SPEI,9,2012,9,2012,11,3,1.941,0.647,0.73
Kırklareli,SPEI,9,2013,10,2014,4,7,3.729,0.533,1.071
Kırklareli,SPEI,9,2015,9,2015,9,1,0.444,0.444,0.444
Kırklareli,SPEI,9,2015,11,2016,4,6,3.515,0.586,1.196
Kırklareli,SPEI,9,2016,6,2017,8,15,9.229,0.615,1.376
Kırklareli,SPEI,9,2019,4,2019,6,3,0.651,0.217,0.443
Kırklareli,SPEI,9,2019,10,2020,12,15,9.762,0.651,1.162
Kırklareli,SPEI,9,2021,3,2021,3,1,0.226,0.226,0.226
Kırklareli,SPEI,9,2022,9,2023,10,14,16.064,1.147,1.854
Kırklareli,SPEI,9,2024,1,2024,12,12,13.143,1.095,2.356
Kırklareli,SPEI,12,1965,12,1965,12,1,0.191,0.191,0.191
Kırklareli,SPEI,12,1966,2,1966,2,1,0.201,0.201,0.201
Kırklareli,SPEI,12,1967,12,1968,1,2,0.347,0.173,0.317
Kırklareli,SPEI,12,1968,5,1969,3,11,5.318,0.483,1.191
Kırklareli,SPEI,12,1969,9,1970,5,9,3.647,0.405,0.63
Kırklareli,SPEI,12,1970,7,1970,9,3,1.413,0.471,0.578
Kırklareli,SPEI,12,1970,12,1971,6,7,1.632,0.233,0.506
Kırklareli,SPEI,12,1972,3,1972,9,7,3.816,0.545,0.97
Kırklareli,SPEI,12,1972,11,1972,12,2,0.312,0.156,0.202
Kırklareli,SPEI,12,1974,3,1974,3,1,0.02,0.02,0.02
Kırklareli,SPEI,12,1974,10,1974,10,1,0.271,0.271,0.271
Kırklareli,SPEI,12,1974,12,1974,12,1,0.097,0.097,0.097
Kırklareli,SPEI,12,1975,2,1975,7,6,0.806,0.134,0.336
Kırklareli,SPEI,12,1975,9,1975,9,1,0.025,0.025,0.025
Kırklareli,SPEI,12,1978,11,1978,12,2,0.393,0.197,0.24
Kırklareli,SPEI,12,1979,4,1979,6,3,0.579,0.193,0.266
Kırklareli,SPEI,12,1980,11,1980,11,1,0.449,0.449,0.449
Kırklareli,SPEI,12,1982,12,1984,2,15,12.672,0.845,1.643
Kırklareli,SPEI,12,1984,6,1984,7,2,0.092,0.046,0.077
Kırklareli,SPEI,12,1984,9,1984,10,2,0.55,0.275,0.406
Kırklareli,SPEI,12,1984,12,1985,1,2,0.267,0.134,0.228
Kırklareli,SPEI,12,1985,3,1987,7,29,27.81,0.959,1.683
Kırklareli,SPEI,12,1987,10,1987,10,1,0.001,0.001,0.001
Kırklareli,SPEI,12,1988,4,1988,5,2,0.217,0.108,0.131
Kırklareli,SPEI,12,1989,3,1993,4,50,33.277,0.666,1.386
Kırklareli,SPEI,12,1993,6,1995,6,25,29.841,1.194,3.293
Kırklareli,SPEI,12,1996,6,1997,7,14,12.589,0.899,1.648
Kırklareli,SPEI,12,1997,9,1997,9,1,0.182,0.182,0.182
Kırklareli,SPEI,12,2000,1,2002,9,33,62.084,1.881,4.753
Kırklareli,SPEI,12,2003,9,2003,9,1,0.088,0.088,0.088
Kırklareli,SPEI,12,2003,11,2004,7,9,6.214,0.69,1.459
Kırklareli,SPEI,12,2004,10,2005,1,4,1.295,0.324,0.441
Kırklareli,SPEI,12,2005,6,2005,9,4,1.263,0.316,0.433
Kırklareli,SPEI,12,2007,3,2007,4,2,0.533,0.267,0.276
Kırklareli,SPEI,12,2007,6,2009,1,20,12.987,0.649,1.303
Kırklareli,SPEI,12,2009,6,2009,6,1,0.008,0.008,0.008
Kırklareli,SPEI,12,2011,2,2011,12,11,9.63,0.875,1.229
Kırklareli,SPEI,12,2012,10,2012,10,1,0.063,0.063,0.063
Kırklareli,SPEI,12,2013,12,2014,4,5,2.566,0.513,0.953
Kırklareli,SPEI,12,2015,12,2017,9,22,13.624,0.619,1.121
Kırklareli,SPEI,12,2019,7,2019,7,1,0.176,0.176,0.176
Kırklareli,SPEI,12,2019,11,2020,5,7,5.222,0.746,1.206
Kırklareli,SPEI,12,2020,7,2021,1,7,5.963,0.852,1.27
Kırklareli,SPEI,12,2022,11,2024,12,26,27.628,1.063,2.161
Lüleburgaz,SPI,1,1965,6,1965,8,3,1.196,0.399,0.772
Lüleburgaz,SPI,1,1965,10,1965,10,1,1.316,1.316,1.316
Lüleburgaz,SPI,1,1966,6,1966,7,2,1.185,0.593,0.962
Lüleburgaz,SPI,1,1967,3,1967,3,1,0.575,0.575,0.575
Lüleburgaz,SPI,1,1967,5,1967,5,1,0.513,0.513,0.513
Lüleburgaz,SPI,1,1967,10,1967,11,2,0.803,0.401,0.582
Lüleburgaz,SPI,1,1968,2,1968,2,1,0.157,0.157,0.157
Lüleburgaz,SPI,1,1968,4,1968,7,4,5.107,1.277,2.374
Lüleburgaz,SPI,1,1968,10,1968,11,2,1.729,0.865,0.885
Lüleburgaz,SPI,1,1969,3,1969,6,4,3.818,0.955,2.467
Lüleburgaz,SPI,1,1969,9,1969,9,1,0.44,0.44,0.44
Lüleburgaz,SPI,1,1969,11,1969,11,1,1.128,1.128,1.128
Lüleburgaz,SPI,1,1970,7,1970,7,1,1.08,1.08,1.08
Lüleburgaz,SPI,1,1970,9,1970,9,1,2.151,2.151,2.151
Lüleburgaz,SPI,1,1970,12,1970,12,1,0.403,0.403,0.403
Lüleburgaz,SPI,1,1971,4,1971,4,1,0.794,0.794,0.794
Lüleburgaz,SPI,1,1971,6,1971,7,2,0.083,0.042,0.067
Lüleburgaz,SPI,1,1971,10,1971,10,1,0.283,0.283,0.283
Lüleburgaz,SPI,1,1971,12,1972,3,4,2.014,0.504,0.989
Lüleburgaz,SPI,1,1972,5,1972,6,2,1.037,0.518,0.801
Lüleburgaz,SPI,1,1972,11,1973,1,3,3.032,1.011,2.303
Lüleburgaz,SPI,1,1973,4,1973,5,2,1.133,0.567,0.655
Lüleburgaz,SPI,1,1973,7,1973,9,3,1.123,0.374,0.718
Lüleburgaz,SPI,1,1973,11,1974,2,4,3.352,0.838,1.143
Lüleburgaz,SPI,1,1974,6,1974,7,2,1.598,0.799,1.14
Lüleburgaz,SPI,1,1974,10,1974,10,1,0.087,0.087,0.087
Lüleburgaz,SPI,1,1974,12,1974,12,1,0.597,0.597,0.597
Lüleburgaz,SPI,1,1975,2,1975,2,1,1.109,1.109,1.109
Lüleburgaz,SPI,1,1975,4,1975,4,1,0.239,0.239,0.239
Lüleburgaz,SPI,1,1975,9,1975,9,1,0.268,0.268,0.268
Lüleburgaz,SPI,1,1976,1,1976,3,3,3.274,1.091,1.874
Lüleburgaz,SPI,1,1976,9,1976,9,1,1.197,1.197,1.197
Lüleburgaz,SPI,1,1977,1,1977,3,3,1.181,0.394,0.704
Lüleburgaz,SPI,1,1977,8,1977,8,1,1.563,1.563,1.563
Lüleburgaz,SPI,1,1977,10,1977,12,3,1.049,0.35,0.612
Lüleburgaz,SPI,1,1978,6,1978,8,3,2.345,0.782,1.156
Lüleburgaz,SPI,1,1978,11,1978,12,2,2.74,1.37,1.611
Lüleburgaz,SPI,1,1979,2,1979,3,2,2.275,1.137,2.246
Lüleburgaz,SPI,1,1979,5,1979,6,2,1.307,0.653,0.973
Lüleburgaz,SPI,1,1979,9,1979,9,1,0.978,0.978,0.978
Lüleburgaz,SPI,1,1979,12,1979,12,1,0.346,0.346,0.346
Lüleburgaz,SPI,1,1980,10,1980,10,1,1.892,1.892,1.892
Lüleburgaz,SPI,1,1981,3,1981,6,4,3.947,0.987,2.242
Lüleburgaz,SPI,1,1981,8,1981,9,2,0.86,0.43,0.472
Lüleburgaz,SPI,1,1982,1,1982,3,3,2.047,0.682,1.393
Lüleburgaz,SPI,1,1982,7,1982,11,5,2.426,0.485,1.41
Lüleburgaz,SPI,1,1983,1,1983,1,1,0.783,0.783,0.783
Lüleburgaz,SPI,1,1983,3,1983,5,3,3.684,1.228,2.412
Lüleburgaz,SPI,1,1983,9,1983,12,4,2.01,0.502,0.921
Lüleburgaz,SPI,1,1984,2,1984,2,1,0.053,0.053,0.053
Lüleburgaz,SPI,1,1984,5,1984,6,2,0.667,0.334,0.444
Lüleburgaz,SPI,1,1984,8,1984,10,3,3.442,1.147,2.292
Lüleburgaz,SPI,1,1984,12,1984,12,1,1.786,1.786,1.786
Lüleburgaz,SPI,1,1985,3,1985,3,1,0.718,0.718,0.718
Lüleburgaz,SPI,1,1985,5,1985,5,1,1.643,1.643,1.643
Lüleburgaz,SPI,1,1985,8,1985,10,3,3.006,1.002,1.741
Lüleburgaz,SPI,1,1985,12,1985,12,1,0.901,0.901,0.901
Lüleburgaz,SPI,1,1986,3,1986,7,5,3.755,0.751,1.473
Lüleburgaz,SPI,1,1986,9,1986,9,1,1.832,1.832,1.832
Lüleburgaz,SPI,1,1986,11,1986,12,2,0.703,0.352,0.56
Lüleburgaz,SPI,1,1987,2,1987,3,2,1.049,0.524,0.976
Lüleburgaz,SPI,1,1987,5,1987,5,1,0.289,0.289,0.289
Lüleburgaz,SPI,1,1987,9,1987,9,1,1.501,1.501,1.501
Lüleburgaz,SPI,1,1988,1,1988,2,2,2.102,1.051,1.692
Lüleburgaz,SPI,1,1988,5,1988,5,1,0.369,0.369,0.369
Lüleburgaz,SPI,1,1988,8,1988,8,1,0.063,0.063,0.063
Lüleburgaz,SPI,1,1988,10,1988,10,1,0.779,0.779,0.779
Lüleburgaz,SPI,1,1989,1,1989,2,2,4.726,2.363,2.457
Lüleburgaz,SPI,1,1989,4,1989,4,1,1.661,1.661,1.661
Lüleburgaz,SPI,1,1989,7,1989,10,4,1.303,0.326,0.742
Lüleburgaz,SPI,1,1990,1,1990,3,3,4.646,1.549,2.295
Lüleburgaz,SPI,1,1990,11,1990,11,1,0.636,0.636,0.636
Lüleburgaz,SPI,1,1991,1,1991,3,3,1.754,0.585,1.198
Lüleburgaz,SPI,1,1991,6,1991,9,4,1.851,0.463,0.79
Lüleburgaz,SPI,1,1991,12,1992,2,3,2.043,0.681,1.038
Lüleburgaz,SPI,1,1992,5,1992,5,1,0.697,0.697,0.697
Lüleburgaz,SPI,1,1992,9,1992,9,1,0.801,0.801,0.801
Lüleburgaz,SPI,1,1992,12,1993,1,2,1.72,0.86,0.909
Lüleburgaz,SPI,1,1993,4,1993,4,1,1.577,1.577,1.577
Lüleburgaz,SPI,1,1993,6,1993,7,2,2.135,1.067,1.274
Lüleburgaz,SPI,1,1993,9,1993,11,3,2.318,0.773,1.283
Lüleburgaz,SPI,1,1994,1,1994,5,5,2.622,0.524,0.823
Lüleburgaz,SPI,1,1994,7,1994,8,2,0.527,0.264,0.464
Lüleburgaz,SPI,1,1994,11,1994,11,1,0.142,0.142,0.142
Lüleburgaz,SPI,1,1995,5,1995,6,2,2.437,1.218,2.21
Lüleburgaz,SPI,1,1995,10,1995,10,1,1.015,1.015,1.015
Lüleburgaz,SPI,1,1995,12,1996,1,2,0.601,0.3,0.409
Lüleburgaz,SPI,1,1996,5,1996,6,2,1.708,0.854,1.063
Lüleburgaz,SPI,1,1996,10,1996,10,1,1.251,1.251,1.251
Lüleburgaz,SPI,1,1997,1,1997,2,2,1.043,0.521,0.821
Lüleburgaz,SPI,1,1997,6,1997,7,2,0.289,0.144,0.239
Lüleburgaz,SPI,1,1997,11,1997,11,1,0.299,0.299,0.299
Lüleburgaz,SPI,1,1998,1,1998,1,1,0.735,0.735,0.735
Lüleburgaz,SPI,1,1998,4,1998,4,1,0.778,0.778,0.778
Lüleburgaz,SPI,1,1999,4,1999,4,1,0.441,0.441,0.441
Lüleburgaz,SPI,1,1999,10,1999,10,1,0.168,0.168,0.168
Lüleburgaz,SPI,1,2000,1,2000,1,1,1.214,1.214,1.214
Lüleburgaz,SPI,1,2000,4,2000,4,1,0.366,0.366,0.366
Lüleburgaz,SPI,1,2000,6,2000,6,1,0.75,0.75,0.75
Lüleburgaz,SPI,1,2000,10,2000,12,3,2.562,0.854,1.458
Lüleburgaz,SPI,1,2001,2,2001,3,2,1.026,0.513,0.695
Lüleburgaz,SPI,1,2001,6,2001,8,3,2.897,0.966,1.199
Lüleburgaz,SPI,1,2001,10,2001,10,1,1.799,1.799,1.799
Lüleburgaz,SPI,1,2002,1,2002,1,1,0.872,0.872,0.872
Lüleburgaz,SPI,1,2002,4,2002,5,2,2.97,1.485,1.922
Lüleburgaz,SPI,1,2002,10,2002,10,1,0.232,0.232,0.232
Lüleburgaz,SPI,1,2002,12,2002,12,1,1.209,1.209,1.209
Lüleburgaz,SPI,1,2003,3,2003,3,1,1.199,1.199,1.199
Lüleburgaz,SPI,1,2003,5,2003,9,5,5.871,1.174,3.475
Lüleburgaz,SPI,1,2003,11,2003,12,2,1.709,0.855,1.429
Lüleburgaz,SPI,1,2004,2,2004,2,1,1.789,1.789,1.789
Lüleburgaz,SPI,1,2004,4,2004,4,1,1.488,1.488,1.488
Lüleburgaz,SPI,1,2004,9,2004,12,4,4.521,1.13,2.257
Lüleburgaz,SPI,1,2005,3,2005,4,2,2.037,1.018,1.405
Lüleburgaz,SPI,1,2005,6,2005,6,1,0.141,0.141,0.141
Lüleburgaz,SPI,1,2005,10,2005,10,1,0.208,0.208,0.208
Lüleburgaz,SPI,1,2006,1,2006,1,1,1.257,1.257,1.257
Lüleburgaz,SPI,1,2006,4,2006,5,2,2.159,1.079,1.837
Lüleburgaz,SPI,1,2006,12,2007,2,3,2.182,0.727,0.97
Lüleburgaz,SPI,1,2007,4,2007,4,1,2.181,2.181,2.181
Lüleburgaz,SPI,1,2007,6,2007,8,3,3.579,1.193,2.01
Lüleburgaz,SPI,1,2007,10,2007,10,1,0.535,0.535,0.535
Lüleburgaz,SPI,1,2007,12,2008,3,4,2.856,0.714,1.755
Lüleburgaz,SPI,1,2008,8,2008,8,1,0.448,0.448,0.448
Lüleburgaz,SPI,1,2008,10,2008,12,3,2.759,0.92,1.351
Lüleburgaz,SPI,1,2009,4,2009,6,3,1.599,0.533,0.605
Lüleburgaz,SPI,1,2009,8,2009,8,1,1.875,1.875,1.875
Lüleburgaz,SPI,1,2009,11,2009,11,1,0.716,0.716,0.716
Lüleburgaz,SPI,1,2010,5,2010,5,1,0.723,0.723,0.723
Lüleburgaz,SPI,1,2010,8,2010,8,1,0.25,0.25,0.25
Lüleburgaz,SPI,1,2011,1,2011,3,3,1.682,0.561,0.698
Lüleburgaz,SPI,1,2011,5,2011,5,1,0.289,0.289,0.289
Lüleburgaz,SPI,1,2011,7,2011,8,2,2.691,1.345,1.438
Lüleburgaz,SPI,1,2011,11,2011,11,1,2.492,2.492,2.492
Lüleburgaz,SPI,1,2012,1,2012,3,3,1.389,0.463,1.255
Lüleburgaz,SPI,1,2012,6,2012,9,4,2.614,0.653,0.987
Lüleburgaz,SPI,1,2012,11,2012,11,1,1.058,1.058,1.058
Lüleburgaz,SPI,1,2013,7,2013,9,3,2.944,0.981,1.741
Lüleburgaz,SPI,1,2013,12,2013,12,1,2.132,2.132,2.132
Lüleburgaz,SPI,1,2014,2,2014,2,1,2.451,2.451,2.451
Lüleburgaz,SPI,1,2014,10,2014,11,2,0.911,0.456,0.459
Lüleburgaz,SPI,1,2015,1,2015,1,1,0.088,0.088,0.088
Lüleburgaz,SPI,1,2015,5,2015,5,1,1.868,1.868,1.868
Lüleburgaz,SPI,1,2015,7,2015,8,2,1.724,0.862,0.893
Lüleburgaz,SPI,1,2015,11,2015,12,2,3.507,1.754,2.524
Lüleburgaz,SPI,1,2016,3,2016,4,2,1.706,0.853,0.966
Lüleburgaz,SPI,1,2016,7,2016,12,6,5.301,0.884,2.132
Lüleburgaz,SPI,1,2017,5,2017,5,1,0.391,0.391,0.391
Lüleburgaz,SPI,1,2018,4,2018,5,2,3.885,1.942,2.374
Lüleburgaz,SPI,1,2018,8,2018,8,1,2.128,2.128,2.128
Lüleburgaz,SPI,1,2018,10,2018,11,2,0.286,0.143,0.235
Lüleburgaz,SPI,1,2019,1,2019,3,3,1.583,0.528,1.457
Lüleburgaz,SPI,1,2019,6,2020,3,10,14.009,1.401,2.971
Lüleburgaz,SPI,1,2020,7,2020,9,3,3.404,1.135,2.128
Lüleburgaz,SPI,1,2020,11,2020,12,2,3.032,1.516,2.432
Lüleburgaz,SPI,1,2021,2,2021,2,1,0.355,0.355,0.355
Lüleburgaz,SPI,1,2021,5,2021,5,1,0.772,0.772,0.772
Lüleburgaz,SPI,1,2021,7,2021,9,3,3.193,1.064,1.741
Lüleburgaz,SPI,1,2022,1,2022,1,1,0.798,0.798,0.798
Lüleburgaz,SPI,1,2022,3,2022,3,1,2.803,2.803,2.803
Lüleburgaz,SPI,1,2022,5,2022,5,1,0.116,0.116,0.116
Lüleburgaz,SPI,1,2022,7,2022,7,1,1.622,1.622,1.622
Lüleburgaz,SPI,1,2022,10,2023,2,5,6.643,1.329,2.354
Lüleburgaz,SPI,1,2023,5,2023,5,1,0.006,0.006,0.006
Lüleburgaz,SPI,1,2023,7,2023,10,4,3.424,0.856,1.369
Lüleburgaz,SPI,1,2024,2,2024,4,3,1.151,0.384,0.88
Lüleburgaz,SPI,1,2024,6,2024,11,6,4.974,0.829,1.563
Lüleburgaz,SPI,3,1965,7,1965,10,4,2.348,0.587,0.921
Lüleburgaz,SPI,3,1966,7,1966,9,3,0.988,0.329,0.539
Lüleburgaz,SPI,3,1967,4,1967,5,2,1.35,0.675,0.973
Lüleburgaz,SPI,3,1967,11,1967,12,2,0.937,0.468,0.707
Lüleburgaz,SPI,3,1968,4,1968,8,5,7.428,1.486,2.477
Lüleburgaz,SPI,3,1968,11,1968,12,2,0.99,0.495,0.771
Lüleburgaz,SPI,3,1969,5,1969,7,3,5.112,1.704,2.057
Lüleburgaz,SPI,3,1969,11,1969,11,1,1.209,1.209,1.209
Lüleburgaz,SPI,3,1970,7,1970,7,1,0.604,0.604,0.604
Lüleburgaz,SPI,3,1970,9,1970,9,1,0.318,0.318,0.318
Lüleburgaz,SPI,3,1971,12,1972,7,8,5.279,0.66,1.131
Lüleburgaz,SPI,3,1972,12,1973,2,3,2.74,0.913,1.788
Lüleburgaz,SPI,3,1973,5,1974,3,11,9.381,0.853,2.163
Lüleburgaz,SPI,3,1974,8,1974,10,3,0.927,0.309,0.654
Lüleburgaz,SPI,3,1974,12,1975,4,5,2.637,0.527,1.038
Lüleburgaz,SPI,3,1976,1,1976,5,5,4.852,0.97,1.682
Lüleburgaz,SPI,3,1977,3,1977,5,3,1.926,0.642,0.942
Lüleburgaz,SPI,3,1977,8,1977,8,1,0.295,0.295,0.295
Lüleburgaz,SPI,3,1977,10,1978,2,5,2.344,0.469,0.855
Lüleburgaz,SPI,3,1978,7,1978,8,2,1.633,0.817,1.203
Lüleburgaz,SPI,3,1978,12,1979,2,3,1.979,0.66,1.239
Lüleburgaz,SPI,3,1979,4,1979,7,4,1.585,0.396,0.713
Lüleburgaz,SPI,3,1979,9,1979,9,1,0.034,0.034,0.034
Lüleburgaz,SPI,3,1980,10,1980,12,3,1.772,0.591,1.097
Lüleburgaz,SPI,3,1981,4,1981,9,6,6.391,1.065,2.355
Lüleburgaz,SPI,3,1982,3,1982,4,2,1.193,0.597,1.119
Lüleburgaz,SPI,3,1982,8,1983,1,6,3.792,0.632,1.26
Lüleburgaz,SPI,3,1983,3,1983,6,4,4.748,1.187,2.384
Lüleburgaz,SPI,3,1983,10,1984,1,4,3.604,0.901,1.338
Lüleburgaz,SPI,3,1984,7,1985,2,8,5.551,0.694,1.872
Lüleburgaz,SPI,3,1985,4,1985,7,4,3.306,0.826,1.605
Lüleburgaz,SPI,3,1985,9,1985,10,2,1.902,0.951,1.312
Lüleburgaz,SPI,3,1986,4,1987,5,14,11.637,0.831,2.17
Lüleburgaz,SPI,3,1987,7,1987,7,1,0.119,0.119,0.119
Lüleburgaz,SPI,3,1987,9,1987,9,1,0.356,0.356,0.356
Lüleburgaz,SPI,3,1988,2,1988,4,3,1.358,0.453,0.812
Lüleburgaz,SPI,3,1988,6,1988,7,2,0.183,0.091,0.1
Lüleburgaz,SPI,3,1988,10,1988,10,1,0.685,0.685,0.685
Lüleburgaz,SPI,3,1989,2,1989,6,5,5.723,1.145,1.806
Lüleburgaz,SPI,3,1989,8,1989,10,3,1.673,0.558,0.889
Lüleburgaz,SPI,3,1990,1,1990,4,4,4.901,1.225,2.441
Lüleburgaz,SPI,3,1991,1,1991,3,3,1.437,0.479,1.064
Lüleburgaz,SPI,3,1991,7,1991,9,3,2.259,0.753,1.037
Lüleburgaz,SPI,3,1992,1,1992,3,3,2.457,0.819,1.483
Lüleburgaz,SPI,3,1993,1,1993,4,4,3.204,0.801,1.243
Lüleburgaz,SPI,3,1993,8,1994,9,14,10.222,0.73,1.651
Lüleburgaz,SPI,3,1995,5,1995,7,3,1.782,0.594,1.359
Lüleburgaz,SPI,3,1995,10,1995,10,1,0.003,0.003,0.003
Lüleburgaz,SPI,3,1995,12,1996,1,2,0.754,0.377,0.451
Lüleburgaz,SPI,3,1996,5,1996,7,3,2.361,0.787,1.267
Lüleburgaz,SPI,3,1996,11,1996,11,1,0.658,0.658,0.658
Lüleburgaz,SPI,3,1997,3,1997,3,1,0.762,0.762,0.762
Lüleburgaz,SPI,3,1997,7,1997,7,1,0.538,0.538,0.538
Lüleburgaz,SPI,3,1998,1,1998,1,1,0.163,0.163,0.163
Lüleburgaz,SPI,3,2000,1,2000,4,4,0.875,0.219,0.449
Lüleburgaz,SPI,3,2000,11,2001,4,6,4.675,0.779,1.687
Lüleburgaz,SPI,3,2001,7,2001,11,5,5.035,1.007,1.839
Lüleburgaz,SPI,3,2002,3,2002,6,4,4.359,1.09,1.706
Lüleburgaz,SPI,3,2002,12,2002,12,1,0.267,0.267,0.267
