name,indeks,k,year,D,S
Edirne,SPI,1,1966,1,0.723
Edirne,SPI,1,1966,2,0.0
Edirne,SPI,1,1966,3,0.0
Edirne,SPI,1,1966,4,0.0
Edirne,SPI,1,1966,5,0.0
Edirne,SPI,1,1966,6,0.0
Edirne,SPI,1,1966,7,0.0
Edirne,SPI,1,1966,8,0.0
Edirne,SPI,1,1966,9,0.0
Edirne,SPI,1,1966,10,0.0
Edirne,SPI,1,1966,11,0.0
Edirne,SPI,1,1966,12,0.0
Edirne,SPI,1,1967,1,0.807
Edirne,SPI,1,1967,2,1.019
Edirne,SPI,1,1967,3,1.032
Edirne,SPI,1,1967,4,0.0
Edirne,SPI,1,1967,5,0.0
Edirne,SPI,1,1967,6,0.0
Edirne,SPI,1,1967,7,0.0
Edirne,SPI,1,1967,8,0.0
Edirne,SPI,1,1967,9,0.0
Edirne,SPI,1,1967,10,0.0
Edirne,SPI,1,1967,11,0.0
Edirne,SPI,1,1967,12,0.0
Edirne,SPI,1,1968,1,2.918
Edirne,SPI,1,1968,2,5.584
Edirne,SPI,1,1968,3,6.505
Edirne,SPI,1,1968,4,0.0
Edirne,SPI,1,1968,5,0.0
Edirne,SPI,1,1968,6,0.0
Edirne,SPI,1,1968,7,0.0
Edirne,SPI,1,1968,8,0.0
Edirne,SPI,1,1968,9,0.0
Edirne,SPI,1,1968,10,0.0
Edirne,SPI,1,1968,11,0.0
Edirne,SPI,1,1968,12,0.0
Edirne,SPI,1,1969,1,2.042
Edirne,SPI,1,1969,2,3.329
Edirne,SPI,1,1969,3,3.363
Edirne,SPI,1,1969,4,0.0
Edirne,SPI,1,1969,5,0.0
Edirne,SPI,1,1969,6,0.0
Edirne,SPI,1,1969,7,0.0
Edirne,SPI,1,1969,8,0.0
Edirne,SPI,1,1969,9,0.0
Edirne,SPI,1,1969,10,0.0
Edirne,SPI,1,1969,11,0.0
Edirne,SPI,1,1969,12,0.0
Edirne,SPI,1,1970,1,1.288
Edirne,SPI,1,1970,2,1.606
Edirne,SPI,1,1970,3,0.0
Edirne,SPI,1,1970,4,0.0
Edirne,SPI,1,1970,5,0.0
Edirne,SPI,1,1970,6,0.0
Edirne,SPI,1,1970,7,0.0
Edirne,SPI,1,1970,8,0.0
Edirne,SPI,1,1970,9,0.0
Edirne,SPI,1,1970,10,0.0
Edirne,SPI,1,1970,11,0.0
Edirne,SPI,1,1970,12,0.0
Edirne,SPI,1,1971,1,1.342
Edirne,SPI,1,1971,2,0.403
Edirne,SPI,1,1971,3,0.531
Edirne,SPI,1,1971,4,0.0
Edirne,SPI,1,1971,5,0.0
Edirne,SPI,1,1971,6,0.0
Edirne,SPI,1,1971,7,0.0
Edirne,SPI,1,1971,8,0.0
Edirne,SPI,1,1971,9,0.0
Edirne,SPI,1,1971,10,0.0
Edirne,SPI,1,1971,11,0.0
Edirne,SPI,1,1971,12,0.0
Edirne,SPI,1,1972,1,1.978
Edirne,SPI,1,1972,2,2.88
Edirne,SPI,1,1972,3,2.455
Edirne,SPI,1,1972,4,2.708
Edirne,SPI,1,1972,5,2.858
Edirne,SPI,1,1972,6,2.986
Edirne,SPI,1,1972,7,0.0
Edirne,SPI,1,1972,8,0.0
Edirne,SPI,1,1972,9,0.0
Edirne,SPI,1,1972,10,0.0
Edirne,SPI,1,1972,11,0.0
Edirne,SPI,1,1972,12,0.0
Edirne,SPI,1,1973,1,1.282
Edirne,SPI,1,1973,2,1.358
Edirne,SPI,1,1973,3,1.581
Edirne,SPI,1,1973,4,0.0
Edirne,SPI,1,1973,5,0.0
Edirne,SPI,1,1973,6,0.0
Edirne,SPI,1,1973,7,0.0
Edirne,SPI,1,1973,8,0.0
Edirne,SPI,1,1973,9,0.0
Edirne,SPI,1,1973,10,0.0
Edirne,SPI,1,1973,11,0.0
Edirne,SPI,1,1973,12,0.0
Edirne,SPI,1,1974,1,0.974
Edirne,SPI,1,1974,2,0.972
Edirne,SPI,1,1974,3,0.0
Edirne,SPI,1,1974,4,0.0
Edirne,SPI,1,1974,5,0.0
Edirne,SPI,1,1974,6,0.0
Edirne,SPI,1,1974,7,0.0
Edirne,SPI,1,1974,8,0.0
Edirne,SPI,1,1974,9,0.0
Edirne,SPI,1,1974,10,0.0
Edirne,SPI,1,1974,11,0.0
Edirne,SPI,1,1974,12,0.0
Edirne,SPI,1,1975,1,1.2
Edirne,SPI,1,1975,2,0.0
Edirne,SPI,1,1975,3,0.0
Edirne,SPI,1,1975,4,0.0
Edirne,SPI,1,1975,5,0.0
Edirne,SPI,1,1975,6,0.0
Edirne,SPI,1,1975,7,0.0
Edirne,SPI,1,1975,8,0.0
Edirne,SPI,1,1975,9,0.0
Edirne,SPI,1,1975,10,0.0
Edirne,SPI,1,1975,11,0.0
Edirne,SPI,1,1975,12,0.0
Edirne,SPI,1,1976,1,0.984
Edirne,SPI,1,1976,2,1.804
Edirne,SPI,1,1976,3,2.545
Edirne,SPI,1,1976,4,3.03
Edirne,SPI,1,1976,5,3.448
Edirne,SPI,1,1976,6,0.0
Edirne,SPI,1,1976,7,0.0
Edirne,SPI,1,1976,8,0.0
Edirne,SPI,1,1976,9,0.0
Edirne,SPI,1,1976,10,0.0
Edirne,SPI,1,1976,11,0.0
Edirne,SPI,1,1976,12,0.0
Edirne,SPI,1,1977,1,1.36
Edirne,SPI,1,1977,2,0.874
Edirne,SPI,1,1977,3,1.353
Edirne,SPI,1,1977,4,0.0
Edirne,SPI,1,1977,5,0.0
Edirne,SPI,1,1977,6,0.0
Edirne,SPI,1,1977,7,0.0
Edirne,SPI,1,1977,8,0.0
Edirne,SPI,1,1977,9,0.0
Edirne,SPI,1,1977,10,0.0
Edirne,SPI,1,1977,11,0.0
Edirne,SPI,1,1977,12,0.0
Edirne,SPI,1,1978,1,1.077
Edirne,SPI,1,1978,2,1.922
Edirne,SPI,1,1978,3,2.016
Edirne,SPI,1,1978,4,1.661
Edirne,SPI,1,1978,5,0.0
Edirne,SPI,1,1978,6,0.0
Edirne,SPI,1,1978,7,0.0
Edirne,SPI,1,1978,8,0.0
Edirne,SPI,1,1978,9,0.0
Edirne,SPI,1,1978,10,0.0
Edirne,SPI,1,1978,11,0.0
Edirne,SPI,1,1978,12,0.0
Edirne,SPI,1,1979,1,2.075
Edirne,SPI,1,1979,2,2.626
Edirne,SPI,1,1979,3,0.0
Edirne,SPI,1,1979,4,0.0
Edirne,SPI,1,1979,5,0.0
Edirne,SPI,1,1979,6,0.0
Edirne,SPI,1,1979,7,0.0
Edirne,SPI,1,1979,8,0.0
Edirne,SPI,1,1979,9,0.0
Edirne,SPI,1,1979,10,0.0
Edirne,SPI,1,1979,11,0.0
Edirne,SPI,1,1979,12,0.0
Edirne,SPI,1,1980,1,0.923
Edirne,SPI,1,1980,2,1.213
Edirne,SPI,1,1980,3,0.0
Edirne,SPI,1,1980,4,0.0
Edirne,SPI,1,1980,5,0.0
Edirne,SPI,1,1980,6,0.0
Edirne,SPI,1,1980,7,0.0
Edirne,SPI,1,1980,8,0.0
Edirne,SPI,1,1980,9,0.0
Edirne,SPI,1,1980,10,0.0
Edirne,SPI,1,1980,11,0.0
Edirne,SPI,1,1980,12,0.0
Edirne,SPI,1,1981,1,1.436
Edirne,SPI,1,1981,2,0.0
Edirne,SPI,1,1981,3,0.0
Edirne,SPI,1,1981,4,0.0
Edirne,SPI,1,1981,5,0.0
Edirne,SPI,1,1981,6,0.0
Edirne,SPI,1,1981,7,0.0
Edirne,SPI,1,1981,8,0.0
Edirne,SPI,1,1981,9,0.0
Edirne,SPI,1,1981,10,0.0
Edirne,SPI,1,1981,11,0.0
Edirne,SPI,1,1981,12,0.0
Edirne,SPI,1,1982,1,1.265
Edirne,SPI,1,1982,2,0.829
Edirne,SPI,1,1982,3,1.151
Edirne,SPI,1,1982,4,0.0
Edirne,SPI,1,1982,5,0.0
Edirne,SPI,1,1982,6,0.0
Edirne,SPI,1,1982,7,0.0
Edirne,SPI,1,1982,8,0.0
Edirne,SPI,1,1982,9,0.0
Edirne,SPI,1,1982,10,0.0
Edirne,SPI,1,1982,11,0.0
Edirne,SPI,1,1982,12,0.0
Edirne,SPI,1,1983,1,1.318
Edirne,SPI,1,1983,2,2.101
Edirne,SPI,1,1983,3,2.752
Edirne,SPI,1,1983,4,3.437
Edirne,SPI,1,1983,5,4.088
Edirne,SPI,1,1983,6,0.0
Edirne,SPI,1,1983,7,0.0
Edirne,SPI,1,1983,8,0.0
Edirne,SPI,1,1983,9,0.0
Edirne,SPI,1,1983,10,0.0
Edirne,SPI,1,1983,11,0.0
Edirne,SPI,1,1983,12,0.0
Edirne,SPI,1,1984,1,2.794
Edirne,SPI,1,1984,2,4.185
Edirne,SPI,1,1984,3,0.0
Edirne,SPI,1,1984,4,0.0
Edirne,SPI,1,1984,5,0.0
Edirne,SPI,1,1984,6,0.0
Edirne,SPI,1,1984,7,0.0
Edirne,SPI,1,1984,8,0.0
Edirne,SPI,1,1984,9,0.0
Edirne,SPI,1,1984,10,0.0
Edirne,SPI,1,1984,11,0.0
Edirne,SPI,1,1984,12,0.0
Edirne,SPI,1,1985,1,1.715
Edirne,SPI,1,1985,2,1.284
Edirne,SPI,1,1985,3,0.0
Edirne,SPI,1,1985,4,0.0
Edirne,SPI,1,1985,5,0.0
Edirne,SPI,1,1985,6,0.0
Edirne,SPI,1,1985,7,0.0
Edirne,SPI,1,1985,8,0.0
Edirne,SPI,1,1985,9,0.0
Edirne,SPI,1,1985,10,0.0
Edirne,SPI,1,1985,11,0.0
Edirne,SPI,1,1985,12,0.0
Edirne,SPI,1,1986,1,2.013
Edirne,SPI,1,1986,2,2.381
Edirne,SPI,1,1986,3,3.106
Edirne,SPI,1,1986,4,3.528
Edirne,SPI,1,1986,5,3.541
Edirne,SPI,1,1986,6,4.616
Edirne,SPI,1,1986,7,5.804
Edirne,SPI,1,1986,8,0.0
Edirne,SPI,1,1986,9,0.0
Edirne,SPI,1,1986,10,0.0
Edirne,SPI,1,1986,11,0.0
Edirne,SPI,1,1986,12,0.0
Edirne,SPI,1,1987,1,1.312
Edirne,SPI,1,1987,2,0.911
Edirne,SPI,1,1987,3,0.0
Edirne,SPI,1,1987,4,0.0
Edirne,SPI,1,1987,5,0.0
Edirne,SPI,1,1987,6,0.0
Edirne,SPI,1,1987,7,0.0
Edirne,SPI,1,1987,8,0.0
Edirne,SPI,1,1987,9,0.0
Edirne,SPI,1,1987,10,0.0
Edirne,SPI,1,1987,11,0.0
Edirne,SPI,1,1987,12,0.0
Edirne,SPI,1,1988,1,2.128
Edirne,SPI,1,1988,2,3.068
Edirne,SPI,1,1988,3,3.571
Edirne,SPI,1,1988,4,4.408
Edirne,SPI,1,1988,5,4.501
Edirne,SPI,1,1988,6,0.0
Edirne,SPI,1,1988,7,0.0
Edirne,SPI,1,1988,8,0.0
Edirne,SPI,1,1988,9,0.0
Edirne,SPI,1,1988,10,0.0
Edirne,SPI,1,1988,11,0.0
Edirne,SPI,1,1988,12,0.0
Edirne,SPI,1,1989,1,3.32
Edirne,SPI,1,1989,2,5.266
Edirne,SPI,1,1989,3,5.471
Edirne,SPI,1,1989,4,0.0
Edirne,SPI,1,1989,5,0.0
Edirne,SPI,1,1989,6,0.0
Edirne,SPI,1,1989,7,0.0
Edirne,SPI,1,1989,8,0.0
Edirne,SPI,1,1989,9,0.0
Edirne,SPI,1,1989,10,0.0
Edirne,SPI,1,1989,11,0.0
Edirne,SPI,1,1989,12,0.0
Edirne,SPI,1,1990,1,2.17
Edirne,SPI,1,1990,2,3.858
Edirne,SPI,1,1990,3,5.676
Edirne,SPI,1,1990,4,0.0
Edirne,SPI,1,1990,5,0.0
Edirne,SPI,1,1990,6,0.0
Edirne,SPI,1,1990,7,0.0
Edirne,SPI,1,1990,8,0.0
Edirne,SPI,1,1990,9,0.0
Edirne,SPI,1,1990,10,0.0
Edirne,SPI,1,1990,11,0.0
Edirne,SPI,1,1990,12,0.0
Edirne,SPI,1,1991,1,1.289
Edirne,SPI,1,1991,2,1.566
Edirne,SPI,1,1991,3,2.274
Edirne,SPI,1,1991,4,2.45
Edirne,SPI,1,1991,5,0.0
Edirne,SPI,1,1991,6,0.0
Edirne,SPI,1,1991,7,0.0
Edirne,SPI,1,1991,8,0.0
Edirne,SPI,1,1991,9,0.0
Edirne,SPI,1,1991,10,0.0
Edirne,SPI,1,1991,11,0.0
Edirne,SPI,1,1991,12,0.0
Edirne,SPI,1,1992,1,2.17
Edirne,SPI,1,1992,2,3.182
Edirne,SPI,1,1992,3,3.905
Edirne,SPI,1,1992,4,4.214
Edirne,SPI,1,1992,5,4.463
Edirne,SPI,1,1992,6,0.0
Edirne,SPI,1,1992,7,0.0
Edirne,SPI,1,1992,8,0.0
Edirne,SPI,1,1992,9,0.0
Edirne,SPI,1,1992,10,0.0
Edirne,SPI,1,1992,11,0.0
Edirne,SPI,1,1992,12,0.0
Edirne,SPI,1,1993,1,1.37
Edirne,SPI,1,1993,2,2.511
Edirne,SPI,1,1993,3,3.036
Edirne,SPI,1,1993,4,3.443
Edirne,SPI,1,1993,5,4.584
Edirne,SPI,1,1993,6,0.0
Edirne,SPI,1,1993,7,0.0
Edirne,SPI,1,1993,8,0.0
Edirne,SPI,1,1993,9,0.0
Edirne,SPI,1,1993,10,0.0
Edirne,SPI,1,1993,11,0.0
Edirne,SPI,1,1993,12,0.0
Edirne,SPI,1,1994,1,2.211
Edirne,SPI,1,1994,2,2.743
Edirne,SPI,1,1994,3,2.646
Edirne,SPI,1,1994,4,2.721
Edirne,SPI,1,1994,5,2.726
Edirne,SPI,1,1994,6,0.0
Edirne,SPI,1,1994,7,0.0
Edirne,SPI,1,1994,8,0.0
Edirne,SPI,1,1994,9,0.0
Edirne,SPI,1,1994,10,0.0
Edirne,SPI,1,1994,11,0.0
Edirne,SPI,1,1994,12,0.0
Edirne,SPI,1,1995,1,1.56
Edirne,SPI,1,1995,2,1.601
Edirne,SPI,1,1995,3,0.0
Edirne,SPI,1,1995,4,0.0
Edirne,SPI,1,1995,5,0.0
Edirne,SPI,1,1995,6,0.0
Edirne,SPI,1,1995,7,0.0
Edirne,SPI,1,1995,8,0.0
Edirne,SPI,1,1995,9,0.0
Edirne,SPI,1,1995,10,0.0
Edirne,SPI,1,1995,11,0.0
Edirne,SPI,1,1995,12,0.0
Edirne,SPI,1,1996,1,2.436
Edirne,SPI,1,1996,2,4.27
Edirne,SPI,1,1996,3,4.7
Edirne,SPI,1,1996,4,0.0
Edirne,SPI,1,1996,5,0.0
Edirne,SPI,1,1996,6,0.0
Edirne,SPI,1,1996,7,0.0
Edirne,SPI,1,1996,8,0.0
Edirne,SPI,1,1996,9,0.0
Edirne,SPI,1,1996,10,0.0
Edirne,SPI,1,1996,11,0.0
Edirne,SPI,1,1996,12,0.0
Edirne,SPI,1,1997,1,1.098
Edirne,SPI,1,1997,2,1.329
Edirne,SPI,1,1997,3,0.0
Edirne,SPI,1,1997,4,0.0
Edirne,SPI,1,1997,5,0.0
Edirne,SPI,1,1997,6,0.0
Edirne,SPI,1,1997,7,0.0
Edirne,SPI,1,1997,8,0.0
Edirne,SPI,1,1997,9,0.0
Edirne,SPI,1,1997,10,0.0
Edirne,SPI,1,1997,11,0.0
Edirne,SPI,1,1997,12,0.0
Edirne,SPI,1,1998,1,0.854
Edirne,SPI,1,1998,2,0.0
Edirne,SPI,1,1998,3,0.0
Edirne,SPI,1,1998,4,0.0
Edirne,SPI,1,1998,5,0.0
Edirne,SPI,1,1998,6,0.0
Edirne,SPI,1,1998,7,0.0
Edirne,SPI,1,1998,8,0.0
Edirne,SPI,1,1998,9,0.0
Edirne,SPI,1,1998,10,0.0
Edirne,SPI,1,1998,11,0.0
Edirne,SPI,1,1998,12,0.0
Edirne,SPI,1,1999,1,1.119
Edirne,SPI,1,1999,2,1.816
Edirne,SPI,1,1999,3,2.032
Edirne,SPI,1,1999,4,0.0
Edirne,SPI,1,1999,5,0.0
Edirne,SPI,1,1999,6,0.0
Edirne,SPI,1,1999,7,0.0
Edirne,SPI,1,1999,8,0.0
Edirne,SPI,1,1999,9,0.0
Edirne,SPI,1,1999,10,0.0
Edirne,SPI,1,1999,11,0.0
Edirne,SPI,1,1999,12,0.0
Edirne,SPI,1,2000,1,1.722
Edirne,SPI,1,2000,2,2.437
Edirne,SPI,1,2000,3,1.065
Edirne,SPI,1,2000,4,0.0
Edirne,SPI,1,2000,5,0.0
Edirne,SPI,1,2000,6,0.0
Edirne,SPI,1,2000,7,0.0
Edirne,SPI,1,2000,8,0.0
Edirne,SPI,1,2000,9,0.0
Edirne,SPI,1,2000,10,0.0
Edirne,SPI,1,2000,11,0.0
Edirne,SPI,1,2000,12,0.0
Edirne,SPI,1,2001,1,1.302
Edirne,SPI,1,2001,2,1.426
Edirne,SPI,1,2001,3,1.665
Edirne,SPI,1,2001,4,2.208
Edirne,SPI,1,2001,5,0.0
Edirne,SPI,1,2001,6,0.0
Edirne,SPI,1,2001,7,0.0
Edirne,SPI,1,2001,8,0.0
Edirne,SPI,1,2001,9,0.0
Edirne,SPI,1,2001,10,0.0
Edirne,SPI,1,2001,11,0.0
Edirne,SPI,1,2001,12,0.0
Edirne,SPI,1,2002,1,1.257
Edirne,SPI,1,2002,2,1.817
Edirne,SPI,1,2002,3,2.093
Edirne,SPI,1,2002,4,0.0
Edirne,SPI,1,2002,5,0.0
Edirne,SPI,1,2002,6,0.0
Edirne,SPI,1,2002,7,0.0
Edirne,SPI,1,2002,8,0.0
Edirne,SPI,1,2002,9,0.0
Edirne,SPI,1,2002,10,0.0
Edirne,SPI,1,2002,11,0.0
Edirne,SPI,1,2002,12,0.0
Edirne,SPI,1,2003,1,1.788
Edirne,SPI,1,2003,2,1.974
Edirne,SPI,1,2003,3,0.0
Edirne,SPI,1,2003,4,0.0
Edirne,SPI,1,2003,5,0.0
Edirne,SPI,1,2003,6,0.0
Edirne,SPI,1,2003,7,0.0
Edirne,SPI,1,2003,8,0.0
Edirne,SPI,1,2003,9,0.0
Edirne,SPI,1,2003,10,0.0
Edirne,SPI,1,2003,11,0.0
Edirne,SPI,1,2003,12,0.0
Edirne,SPI,1,2004,1,1.728
Edirne,SPI,1,2004,2,2.989
Edirne,SPI,1,2004,3,3.752
Edirne,SPI,1,2004,4,0.0
Edirne,SPI,1,2004,5,0.0
Edirne,SPI,1,2004,6,0.0
Edirne,SPI,1,2004,7,0.0
Edirne,SPI,1,2004,8,0.0
Edirne,SPI,1,2004,9,0.0
Edirne,SPI,1,2004,10,0.0
Edirne,SPI,1,2004,11,0.0
Edirne,SPI,1,2004,12,0.0
Edirne,SPI,1,2005,1,1.289
Edirne,SPI,1,2005,2,1.713
Edirne,SPI,1,2005,3,0.0
Edirne,SPI,1,2005,4,0.0
Edirne,SPI,1,2005,5,0.0
Edirne,SPI,1,2005,6,0.0
Edirne,SPI,1,2005,7,0.0
Edirne,SPI,1,2005,8,0.0
Edirne,SPI,1,2005,9,0.0
Edirne,SPI,1,2005,10,0.0
Edirne,SPI,1,2005,11,0.0
Edirne,SPI,1,2005,12,0.0
Edirne,SPI,1,2006,1,0.887
Edirne,SPI,1,2006,2,1.467
Edirne,SPI,1,2006,3,0.0
Edirne,SPI,1,2006,4,0.0
Edirne,SPI,1,2006,5,0.0
Edirne,SPI,1,2006,6,0.0
Edirne,SPI,1,2006,7,0.0
Edirne,SPI,1,2006,8,0.0
Edirne,SPI,1,2006,9,0.0
Edirne,SPI,1,2006,10,0.0
Edirne,SPI,1,2006,11,0.0
Edirne,SPI,1,2006,12,0.0
Edirne,SPI,1,2007,1,1.722
Edirne,SPI,1,2007,2,3.03
Edirne,SPI,1,2007,3,3.617
Edirne,SPI,1,2007,4,0.0
Edirne,SPI,1,2007,5,0.0
Edirne,SPI,1,2007,6,0.0
Edirne,SPI,1,2007,7,0.0
Edirne,SPI,1,2007,8,0.0
Edirne,SPI,1,2007,9,0.0
Edirne,SPI,1,2007,10,0.0
Edirne,SPI,1,2007,11,0.0
Edirne,SPI,1,2007,12,0.0
Edirne,SPI,1,2008,1,2.214
Edirne,SPI,1,2008,2,2.627
Edirne,SPI,1,2008,3,2.992
Edirne,SPI,1,2008,4,0.0
Edirne,SPI,1,2008,5,0.0
Edirne,SPI,1,2008,6,0.0
Edirne,SPI,1,2008,7,0.0
Edirne,SPI,1,2008,8,0.0
Edirne,SPI,1,2008,9,0.0
Edirne,SPI,1,2008,10,0.0
Edirne,SPI,1,2008,11,0.0
Edirne,SPI,1,2008,12,0.0
Edirne,SPI,1,2009,1,1.405
Edirne,SPI,1,2009,2,1.617
Edirne,SPI,1,2009,3,2.0
Edirne,SPI,1,2009,4,0.0
Edirne,SPI,1,2009,5,0.0
Edirne,SPI,1,2009,6,0.0
Edirne,SPI,1,2009,7,0.0
Edirne,SPI,1,2009,8,0.0
Edirne,SPI,1,2009,9,0.0
Edirne,SPI,1,2009,10,0.0
Edirne,SPI,1,2009,11,0.0
Edirne,SPI,1,2009,12,0.0
Edirne,SPI,1,2010,1,1.628
Edirne,SPI,1,2010,2,1.936
Edirne,SPI,1,2010,3,0.0
Edirne,SPI,1,2010,4,0.0
Edirne,SPI,1,2010,5,0.0
Edirne,SPI,1,2010,6,0.0
Edirne,SPI,1,2010,7,0.0
Edirne,SPI,1,2010,8,0.0
Edirne,SPI,1,2010,9,0.0
Edirne,SPI,1,2010,10,0.0
Edirne,SPI,1,2010,11,0.0
Edirne,SPI,1,2010,12,0.0
Edirne,SPI,1,2011,1,3.609
Edirne,SPI,1,2011,2,1.755
Edirne,SPI,1,2011,3,0.0
Edirne,SPI,1,2011,4,0.0
Edirne,SPI,1,2011,5,0.0
Edirne,SPI,1,2011,6,0.0
Edirne,SPI,1,2011,7,0.0
Edirne,SPI,1,2011,8,0.0
Edirne,SPI,1,2011,9,0.0
Edirne,SPI,1,2011,10,0.0
Edirne,SPI,1,2011,11,0.0
Edirne,SPI,1,2011,12,0.0
Edirne,SPI,1,2012,1,1.989
Edirne,SPI,1,2012,2,3.463
Edirne,SPI,1,2012,3,5.345
Edirne,SPI,1,2012,4,6.214
Edirne,SPI,1,2012,5,0.0
Edirne,SPI,1,2012,6,0.0
Edirne,SPI,1,2012,7,0.0
Edirne,SPI,1,2012,8,0.0
Edirne,SPI,1,2012,9,0.0
Edirne,SPI,1,2012,10,0.0
Edirne,SPI,1,2012,11,0.0
Edirne,SPI,1,2012,12,0.0
Edirne,SPI,1,2013,1,1.959
Edirne,SPI,1,2013,2,2.115
Edirne,SPI,1,2013,3,2.099
Edirne,SPI,1,2013,4,0.0
Edirne,SPI,1,2013,5,0.0
Edirne,SPI,1,2013,6,0.0
Edirne,SPI,1,2013,7,0.0
Edirne,SPI,1,2013,8,0.0
Edirne,SPI,1,2013,9,0.0
Edirne,SPI,1,2013,10,0.0
Edirne,SPI,1,2013,11,0.0
Edirne,SPI,1,2013,12,0.0
Edirne,SPI,1,2014,1,1.931
Edirne,SPI,1,2014,2,0.0
Edirne,SPI,1,2014,3,0.0
Edirne,SPI,1,2014,4,0.0
Edirne,SPI,1,2014,5,0.0
Edirne,SPI,1,2014,6,0.0
Edirne,SPI,1,2014,7,0.0
Edirne,SPI,1,2014,8,0.0
Edirne,SPI,1,2014,9,0.0
Edirne,SPI,1,2014,10,0.0
Edirne,SPI,1,2014,11,0.0
Edirne,SPI,1,2014,12,0.0
Edirne,SPI,1,2015,1,2.128
Edirne,SPI,1,2015,2,2.432
Edirne,SPI,1,2015,3,0.0
Edirne,SPI,1,2015,4,0.0
Edirne,SPI,1,2015,5,0.0
Edirne,SPI,1,2015,6,0.0
Edirne,SPI,1,2015,7,0.0
Edirne,SPI,1,2015,8,0.0
Edirne,SPI,1,2015,9,0.0
Edirne,SPI,1,2015,10,0.0
Edirne,SPI,1,2015,11,0.0
Edirne,SPI,1,2015,12,0.0
Edirne,SPI,1,2016,1,2.575
Edirne,SPI,1,2016,2,3.288
Edirne,SPI,1,2016,3,5.232
Edirne,SPI,1,2016,4,5.806
Edirne,SPI,1,2016,5,7.75
Edirne,SPI,1,2016,6,7.864
Edirne,SPI,1,2016,7,8.712
Edirne,SPI,1,2016,8,0.0
Edirne,SPI,1,2016,9,0.0
Edirne,SPI,1,2016,10,0.0
Edirne,SPI,1,2016,11,0.0
Edirne,SPI,1,2016,12,0.0
Edirne,SPI,1,2017,1,0.473
Edirne,SPI,1,2017,2,0.758
Edirne,SPI,1,2017,3,0.0
Edirne,SPI,1,2017,4,0.0
Edirne,SPI,1,2017,5,0.0
Edirne,SPI,1,2017,6,0.0
Edirne,SPI,1,2017,7,0.0
Edirne,SPI,1,2017,8,0.0
Edirne,SPI,1,2017,9,0.0
Edirne,SPI,1,2017,10,0.0
Edirne,SPI,1,2017,11,0.0
Edirne,SPI,1,2017,12,0.0
Edirne,SPI,1,2018,1,3.019
Edirne,SPI,1,2018,2,3.797
Edirne,SPI,1,2018,3,0.0
Edirne,SPI,1,2018,4,0.0
Edirne,SPI,1,2018,5,0.0
Edirne,SPI,1,2018,6,0.0
Edirne,SPI,1,2018,7,0.0
Edirne,SPI,1,2018,8,0.0
Edirne,SPI,1,2018,9,0.0
Edirne,SPI,1,2018,10,0.0
Edirne,SPI,1,2018,11,0.0
Edirne,SPI,1,2018,12,0.0
Edirne,SPI,1,2019,1,2.329
Edirne,SPI,1,2019,2,2.869
Edirne,SPI,1,2019,3,1.916
Edirne,SPI,1,2019,4,2.258
Edirne,SPI,1,2019,5,0.0
Edirne,SPI,1,2019,6,0.0
Edirne,SPI,1,2019,7,0.0
Edirne,SPI,1,2019,8,0.0
Edirne,SPI,1,2019,9,0.0
Edirne,SPI,1,2019,10,0.0
Edirne,SPI,1,2019,11,0.0
Edirne,SPI,1,2019,12,0.0
Edirne,SPI,1,2020,1,2.275
Edirne,SPI,1,2020,2,3.39
Edirne,SPI,1,2020,3,4.958
Edirne,SPI,1,2020,4,3.3
Edirne,SPI,1,2020,5,3.642
Edirne,SPI,1,2020,6,3.935
Edirne,SPI,1,2020,7,4.058
Edirne,SPI,1,2020,8,0.0
Edirne,SPI,1,2020,9,0.0
Edirne,SPI,1,2020,10,0.0
Edirne,SPI,1,2020,11,0.0
Edirne,SPI,1,2020,12,0.0
Edirne,SPI,1,2021,1,0.603
Edirne,SPI,1,2021,2,0.833
Edirne,SPI,1,2021,3,0.834
Edirne,SPI,1,2021,4,0.0
Edirne,SPI,1,2021,5,0.0
Edirne,SPI,1,2021,6,0.0
Edirne,SPI,1,2021,7,0.0
Edirne,SPI,1,2021,8,0.0
Edirne,SPI,1,2021,9,0.0
Edirne,SPI,1,2021,10,0.0
Edirne,SPI,1,2021,11,0.0
Edirne,SPI,1,2021,12,0.0
Edirne,SPI,1,2022,1,1.598
Edirne,SPI,1,2022,2,0.0
Edirne,SPI,1,2022,3,0.0
Edirne,SPI,1,2022,4,0.0
Edirne,SPI,1,2022,5,0.0
Edirne,SPI,1,2022,6,0.0
Edirne,SPI,1,2022,7,0.0
Edirne,SPI,1,2022,8,0.0
Edirne,SPI,1,2022,9,0.0
Edirne,SPI,1,2022,10,0.0
Edirne,SPI,1,2022,11,0.0
Edirne,SPI,1,2022,12,0.0
Edirne,SPI,1,2023,1,1.82
Edirne,SPI,1,2023,2,1.749
Edirne,SPI,1,2023,3,0.0
Edirne,SPI,1,2023,4,0.0
Edirne,SPI,1,2023,5,0.0
Edirne,SPI,1,2023,6,0.0
Edirne,SPI,1,2023,7,0.0
Edirne,SPI,1,2023,8,0.0
Edirne,SPI,1,2023,9,0.0
Edirne,SPI,1,2023,10,0.0
Edirne,SPI,1,2023,11,0.0
Edirne,SPI,1,2023,12,0.0
Edirne,SPI,1,2024,1,1.76
Edirne,SPI,1,2024,2,2.515
Edirne,SPI,1,2024,3,0.0
