name,index,year,D,S
Kırklareli,SPEI12,1967,2,0.0
Kırklareli,SPEI12,1967,3,0.0
Kırklareli,SPEI12,1967,4,0.0
Kırklareli,SPEI12,1967,5,0.0
Kırklareli,SPEI12,1967,6,0.0
Kırklareli,SPEI12,1967,7,0.0
Kırklareli,SPEI12,1967,8,0.0
Kırklareli,SPEI12,1967,9,0.0
Kırklareli,SPEI12,1967,10,0.0
Kırklareli,SPEI12,1967,11,0.0
Kırklareli,SPEI12,1967,12,0.0
Kırklareli,SPEI12,1968,1,0.755
Kırklareli,SPEI12,1968,2,1.393
Kırklareli,SPEI12,1968,3,1.736
Kırklareli,SPEI12,1968,4,2.1
Kırklareli,SPEI12,1968,5,2.487
Kırklareli,SPEI12,1968,6,3.0
Kırklareli,SPEI12,1968,7,3.267
Kırklareli,SPEI12,1968,8,3.389
Kırklareli,SPEI12,1968,9,0.0
Kırklareli,SPEI12,1968,10,0.0
Kırklareli,SPEI12,1968,11,0.0
Kırklareli,SPEI12,1968,12,0.0
Kırklareli,SPEI12,1969,1,1.191
Kırklareli,SPEI12,1969,2,1.634
Kırklareli,SPEI12,1969,3,1.929
Kırklareli,SPEI12,1969,4,2.269
Kırklareli,SPEI12,1969,5,2.656
Kırklareli,SPEI12,1969,6,3.02
Kırklareli,SPEI12,1969,7,3.675
Kırklareli,SPEI12,1969,8,4.313
Kırklareli,SPEI12,1969,9,4.756
Kırklareli,SPEI12,1969,10,5.051
Kırklareli,SPEI12,1969,11,5.318
Kırklareli,SPEI12,1969,12,0.0
Kırklareli,SPEI12,1970,1,0.63
Kırklareli,SPEI12,1970,2,1.175
Kırklareli,SPEI12,1970,3,1.787
Kırklareli,SPEI12,1970,4,2.007
Kırklareli,SPEI12,1970,5,2.425
Kırklareli,SPEI12,1970,6,2.841
Kırklareli,SPEI12,1970,7,3.139
Kırklareli,SPEI12,1970,8,3.486
Kırklareli,SPEI12,1970,9,3.647
Kırklareli,SPEI12,1970,10,0.0
Kırklareli,SPEI12,1970,11,0.0
Kırklareli,SPEI12,1970,12,0.0
Kırklareli,SPEI12,1971,1,0.506
Kırklareli,SPEI12,1971,2,0.964
Kırklareli,SPEI12,1971,3,0.984
Kırklareli,SPEI12,1971,4,1.132
Kırklareli,SPEI12,1971,5,1.532
Kırklareli,SPEI12,1971,6,1.629
Kırklareli,SPEI12,1971,7,1.632
Kırklareli,SPEI12,1971,8,0.0
Kırklareli,SPEI12,1971,9,0.0
Kırklareli,SPEI12,1971,10,0.0
Kırklareli,SPEI12,1971,11,0.0
Kırklareli,SPEI12,1971,12,0.0
Kırklareli,SPEI12,1972,1,0.97
Kırklareli,SPEI12,1972,2,1.65
Kırklareli,SPEI12,1972,3,2.032
Kırklareli,SPEI12,1972,4,2.507
Kırklareli,SPEI12,1972,5,3.084
Kırklareli,SPEI12,1972,6,3.466
Kırklareli,SPEI12,1972,7,3.816
Kırklareli,SPEI12,1972,8,0.0
Kırklareli,SPEI12,1972,9,0.0
Kırklareli,SPEI12,1972,10,0.0
Kırklareli,SPEI12,1972,11,0.0
Kırklareli,SPEI12,1972,12,0.0
Kırklareli,SPEI12,1973,1,0.0
Kırklareli,SPEI12,1973,2,0.0
Kırklareli,SPEI12,1973,3,0.0
Kırklareli,SPEI12,1973,4,0.0
Kırklareli,SPEI12,1973,5,0.0
Kırklareli,SPEI12,1973,6,0.0
Kırklareli,SPEI12,1973,7,0.0
Kırklareli,SPEI12,1973,8,0.0
Kırklareli,SPEI12,1973,9,0.0
Kırklareli,SPEI12,1973,10,0.0
Kırklareli,SPEI12,1973,11,0.0
Kırklareli,SPEI12,1973,12,0.0
Kırklareli,SPEI12,1974,1,0.271
Kırklareli,SPEI12,1974,2,0.0
Kırklareli,SPEI12,1974,3,0.0
Kırklareli,SPEI12,1974,4,0.0
Kırklareli,SPEI12,1974,5,0.0
Kırklareli,SPEI12,1974,6,0.0
Kırklareli,SPEI12,1974,7,0.0
Kırklareli,SPEI12,1974,8,0.0
Kırklareli,SPEI12,1974,9,0.0
Kırklareli,SPEI12,1974,10,0.0
Kırklareli,SPEI12,1974,11,0.0
Kırklareli,SPEI12,1974,12,0.0
Kırklareli,SPEI12,1975,1,0.336
Kırklareli,SPEI12,1975,2,0.542
Kırklareli,SPEI12,1975,3,0.649
Kırklareli,SPEI12,1975,4,0.7
Kırklareli,SPEI12,1975,5,0.755
Kırklareli,SPEI12,1975,6,0.806
Kırklareli,SPEI12,1975,7,0.0
Kırklareli,SPEI12,1975,8,0.0
Kırklareli,SPEI12,1975,9,0.0
Kırklareli,SPEI12,1975,10,0.0
Kırklareli,SPEI12,1975,11,0.0
Kırklareli,SPEI12,1975,12,0.0
Kırklareli,SPEI12,1976,1,0.0
Kırklareli,SPEI12,1976,2,0.0
Kırklareli,SPEI12,1976,3,0.0
Kırklareli,SPEI12,1976,4,0.0
Kırklareli,SPEI12,1976,5,0.0
Kırklareli,SPEI12,1976,6,0.0
Kırklareli,SPEI12,1976,7,0.0
Kırklareli,SPEI12,1976,8,0.0
Kırklareli,SPEI12,1976,9,0.0
Kırklareli,SPEI12,1976,10,0.0
Kırklareli,SPEI12,1976,11,0.0
Kırklareli,SPEI12,1976,12,0.0
Kırklareli,SPEI12,1977,1,0.0
Kırklareli,SPEI12,1977,2,0.0
Kırklareli,SPEI12,1977,3,0.0
Kırklareli,SPEI12,1977,4,0.0
Kırklareli,SPEI12,1977,5,0.0
Kırklareli,SPEI12,1977,6,0.0
Kırklareli,SPEI12,1977,7,0.0
Kırklareli,SPEI12,1977,8,0.0
Kırklareli,SPEI12,1977,9,0.0
Kırklareli,SPEI12,1977,10,0.0
Kırklareli,SPEI12,1977,11,0.0
Kırklareli,SPEI12,1977,12,0.0
Kırklareli,SPEI12,1978,1,0.24
Kırklareli,SPEI12,1978,2,0.393
Kırklareli,SPEI12,1978,3,0.0
Kırklareli,SPEI12,1978,4,0.0
Kırklareli,SPEI12,1978,5,0.0
Kırklareli,SPEI12,1978,6,0.0
Kırklareli,SPEI12,1978,7,0.0
Kırklareli,SPEI12,1978,8,0.0
Kırklareli,SPEI12,1978,9,0.0
Kırklareli,SPEI12,1978,10,0.0
Kırklareli,SPEI12,1978,11,0.0
Kırklareli,SPEI12,1978,12,0.0
Kırklareli,SPEI12,1979,1,0.266
Kırklareli,SPEI12,1979,2,0.496
Kırklareli,SPEI12,1979,3,0.579
Kırklareli,SPEI12,1979,4,0.0
Kırklareli,SPEI12,1979,5,0.0
Kırklareli,SPEI12,1979,6,0.0
Kırklareli,SPEI12,1979,7,0.0
Kırklareli,SPEI12,1979,8,0.0
Kırklareli,SPEI12,1979,9,0.0
Kırklareli,SPEI12,1979,10,0.0
Kırklareli,SPEI12,1979,11,0.0
Kırklareli,SPEI12,1979,12,0.0
Kırklareli,SPEI12,1980,1,0.449
Kırklareli,SPEI12,1980,2,0.0
Kırklareli,SPEI12,1980,3,0.0
Kırklareli,SPEI12,1980,4,0.0
Kırklareli,SPEI12,1980,5,0.0
Kırklareli,SPEI12,1980,6,0.0
Kırklareli,SPEI12,1980,7,0.0
Kırklareli,SPEI12,1980,8,0.0
Kırklareli,SPEI12,1980,9,0.0
Kırklareli,SPEI12,1980,10,0.0
Kırklareli,SPEI12,1980,11,0.0
Kırklareli,SPEI12,1980,12,0.0
Kırklareli,SPEI12,1981,1,0.0
Kırklareli,SPEI12,1981,2,0.0
Kırklareli,SPEI12,1981,3,0.0
Kırklareli,SPEI12,1981,4,0.0
Kırklareli,SPEI12,1981,5,0.0
Kırklareli,SPEI12,1981,6,0.0
Kırklareli,SPEI12,1981,7,0.0
Kırklareli,SPEI12,1981,8,0.0
Kırklareli,SPEI12,1981,9,0.0
Kırklareli,SPEI12,1981,10,0.0
Kırklareli,SPEI12,1981,11,0.0
Kırklareli,SPEI12,1981,12,0.0
Kırklareli,SPEI12,1982,1,0.27
Kırklareli,SPEI12,1982,2,0.0
Kırklareli,SPEI12,1982,3,0.0
Kırklareli,SPEI12,1982,4,0.0
Kırklareli,SPEI12,1982,5,0.0
Kırklareli,SPEI12,1982,6,0.0
Kırklareli,SPEI12,1982,7,0.0
Kırklareli,SPEI12,1982,8,0.0
Kırklareli,SPEI12,1982,9,0.0
Kırklareli,SPEI12,1982,10,0.0
Kırklareli,SPEI12,1982,11,0.0
Kırklareli,SPEI12,1982,12,0.0
Kırklareli,SPEI12,1983,1,1.643
Kırklareli,SPEI12,1983,2,3.13
Kırklareli,SPEI12,1983,3,3.993
Kırklareli,SPEI12,1983,4,4.847
Kırklareli,SPEI12,1983,5,5.67
Kırklareli,SPEI12,1983,6,6.353
Kırklareli,SPEI12,1983,7,6.995
Kırklareli,SPEI12,1983,8,7.726
Kırklareli,SPEI12,1983,9,9.001
Kırklareli,SPEI12,1983,10,9.824
Kırklareli,SPEI12,1983,11,10.347
Kırklareli,SPEI12,1983,12,10.851
Kırklareli,SPEI12,1984,1,0.83
Kırklareli,SPEI12,1984,2,2.105
Kırklareli,SPEI12,1984,3,3.023
Kırklareli,SPEI12,1984,4,3.744
Kırklareli,SPEI12,1984,5,4.38
Kırklareli,SPEI12,1984,6,5.022
Kırklareli,SPEI12,1984,7,5.838
Kırklareli,SPEI12,1984,8,6.701
Kırklareli,SPEI12,1984,9,8.344
Kırklareli,SPEI12,1984,10,9.831
Kırklareli,SPEI12,1984,11,10.654
Kırklareli,SPEI12,1984,12,11.375
Kırklareli,SPEI12,1985,1,1.168
Kırklareli,SPEI12,1985,2,2.22
Kırklareli,SPEI12,1985,3,3.008
Kırklareli,SPEI12,1985,4,3.83
Kırklareli,SPEI12,1985,5,4.969
Kırklareli,SPEI12,1985,6,5.882
Kırklareli,SPEI12,1985,7,6.672
Kırklareli,SPEI12,1985,8,7.373
Kırklareli,SPEI12,1985,9,8.118
Kırklareli,SPEI12,1985,10,8.881
Kırklareli,SPEI12,1985,11,0.0
Kırklareli,SPEI12,1985,12,0.0
Kırklareli,SPEI12,1986,1,1.683
Kırklareli,SPEI12,1986,2,2.773
Kırklareli,SPEI12,1986,3,4.207
Kırklareli,SPEI12,1986,4,5.349
Kırklareli,SPEI12,1986,5,6.575
Kırklareli,SPEI12,1986,6,7.806
Kırklareli,SPEI12,1986,7,8.898
Kırklareli,SPEI12,1986,8,10.191
Kırklareli,SPEI12,1986,9,11.112
Kırklareli,SPEI12,1986,10,11.966
Kırklareli,SPEI12,1986,11,12.685
Kırklareli,SPEI12,1986,12,13.521
Kırklareli,SPEI12,1987,1,1.54
Kırklareli,SPEI12,1987,2,2.928
Kırklareli,SPEI12,1987,3,4.067
Kırklareli,SPEI12,1987,4,5.532
Kırklareli,SPEI12,1987,5,6.671
Kırklareli,SPEI12,1987,6,8.056
Kırklareli,SPEI12,1987,7,9.198
Kırklareli,SPEI12,1987,8,10.424
Kırklareli,SPEI12,1987,9,11.655
Kırklareli,SPEI12,1987,10,12.794
Kırklareli,SPEI12,1987,11,14.04
Kırklareli,SPEI12,1987,12,15.179
Kırklareli,SPEI12,1988,1,0.131
Kırklareli,SPEI12,1988,2,0.217
Kırklareli,SPEI12,1988,3,0.0
Kırklareli,SPEI12,1988,4,0.0
Kırklareli,SPEI12,1988,5,0.0
Kırklareli,SPEI12,1988,6,0.0
Kırklareli,SPEI12,1988,7,0.0
Kırklareli,SPEI12,1988,8,0.0
Kırklareli,SPEI12,1988,9,0.0
Kırklareli,SPEI12,1988,10,0.0
Kırklareli,SPEI12,1988,11,0.0
Kırklareli,SPEI12,1988,12,0.0
Kırklareli,SPEI12,1989,1,1.186
Kırklareli,SPEI12,1989,2,2.114
Kırklareli,SPEI12,1989,3,2.308
Kırklareli,SPEI12,1989,4,2.869
Kırklareli,SPEI12,1989,5,3.219
Kırklareli,SPEI12,1989,6,3.626
Kırklareli,SPEI12,1989,7,4.164
Kırklareli,SPEI12,1989,8,5.001
Kırklareli,SPEI12,1989,9,5.522
Kırklareli,SPEI12,1989,10,5.761
Kırklareli,SPEI12,1989,11,0.0
Kırklareli,SPEI12,1989,12,0.0
Kırklareli,SPEI12,1990,1,1.386
Kırklareli,SPEI12,1990,2,2.561
Kırklareli,SPEI12,1990,3,3.832
Kırklareli,SPEI12,1990,4,5.018
Kırklareli,SPEI12,1990,5,5.946
Kırklareli,SPEI12,1990,6,6.612
Kırklareli,SPEI12,1990,7,7.627
Kırklareli,SPEI12,1990,8,8.787
Kırklareli,SPEI12,1990,9,9.902
Kırklareli,SPEI12,1990,10,10.873
Kırklareli,SPEI12,1990,11,11.801
Kırklareli,SPEI12,1990,12,12.472
Kırklareli,SPEI12,1991,1,0.613
Kırklareli,SPEI12,1991,2,1.067
Kırklareli,SPEI12,1991,3,2.054
Kırklareli,SPEI12,1991,4,2.657
Kırklareli,SPEI12,1991,5,3.628
Kırklareli,SPEI12,1991,6,4.743
Kırklareli,SPEI12,1991,7,5.903
Kırklareli,SPEI12,1991,8,7.24
Kırklareli,SPEI12,1991,9,7.846
Kırklareli,SPEI12,1991,10,8.512
Kırklareli,SPEI12,1991,11,9.898
Kırklareli,SPEI12,1991,12,10.969
Kırklareli,SPEI12,1992,1,1.259
Kırklareli,SPEI12,1992,2,1.86
Kırklareli,SPEI12,1992,3,2.426
Kırklareli,SPEI12,1992,4,3.317
Kırklareli,SPEI12,1992,5,4.163
Kırklareli,SPEI12,1992,6,4.776
Kırklareli,SPEI12,1992,7,5.145
Kırklareli,SPEI12,1992,8,5.587
Kırklareli,SPEI12,1992,9,6.176
Kırklareli,SPEI12,1992,10,6.874
Kırklareli,SPEI12,1992,11,7.709
Kırklareli,SPEI12,1992,12,8.468
Kırklareli,SPEI12,1993,1,0.986
Kırklareli,SPEI12,1993,2,1.802
Kırklareli,SPEI12,1993,3,2.415
Kırklareli,SPEI12,1993,4,3.235
Kırklareli,SPEI12,1993,5,3.994
Kırklareli,SPEI12,1993,6,4.829
Kırklareli,SPEI12,1993,7,5.527
Kırklareli,SPEI12,1993,8,6.27
Kırklareli,SPEI12,1993,9,6.729
Kırklareli,SPEI12,1993,10,7.171
Kırklareli,SPEI12,1993,11,7.813
Kırklareli,SPEI12,1993,12,8.799
Kırklareli,SPEI12,1994,1,3.293
Kırklareli,SPEI12,1994,2,5.942
Kırklareli,SPEI12,1994,3,8.735
Kırklareli,SPEI12,1994,4,11.007
Kırklareli,SPEI12,1994,5,13.309
Kırklareli,SPEI12,1994,6,15.315
Kırklareli,SPEI12,1994,7,17.287
Kırklareli,SPEI12,1994,8,19.022
Kırklareli,SPEI12,1994,9,19.999
Kırklareli,SPEI12,1994,10,21.113
Kırklareli,SPEI12,1994,11,22.047
Kırklareli,SPEI12,1994,12,22.986
Kırklareli,SPEI12,1995,1,1.114
Kırklareli,SPEI12,1995,2,2.849
Kırklareli,SPEI12,1995,3,4.821
Kırklareli,SPEI12,1995,4,7.614
Kırklareli,SPEI12,1995,5,10.263
Kırklareli,SPEI12,1995,6,13.556
Kırklareli,SPEI12,1995,7,15.828
Kırklareli,SPEI12,1995,8,18.13
Kırklareli,SPEI12,1995,9,20.136
Kırklareli,SPEI12,1995,10,21.113
Kırklareli,SPEI12,1995,11,22.227
Kırklareli,SPEI12,1995,12,23.161
Kırklareli,SPEI12,1996,1,1.229
Kırklareli,SPEI12,1996,2,2.285
Kırklareli,SPEI12,1996,3,2.898
Kırklareli,SPEI12,1996,4,3.552
Kırklareli,SPEI12,1996,5,3.999
Kırklareli,SPEI12,1996,6,4.557
Kırklareli,SPEI12,1996,7,4.562
Kırklareli,SPEI12,1996,8,0.0
Kırklareli,SPEI12,1996,9,0.0
Kırklareli,SPEI12,1996,10,0.0
Kırklareli,SPEI12,1996,11,0.0
Kırklareli,SPEI12,1996,12,0.0
Kırklareli,SPEI12,1997,1,1.648
Kırklareli,SPEI12,1997,2,3.132
Kırklareli,SPEI12,1997,3,4.506
Kırklareli,SPEI12,1997,4,5.795
Kırklareli,SPEI12,1997,5,6.851
Kırklareli,SPEI12,1997,6,8.08
Kırklareli,SPEI12,1997,7,9.065
Kırklareli,SPEI12,1997,8,9.902
Kırklareli,SPEI12,1997,9,10.515
Kırklareli,SPEI12,1997,10,11.169
Kırklareli,SPEI12,1997,11,11.616
Kırklareli,SPEI12,1997,12,12.174
Kırklareli,SPEI12,1998,1,0.0
Kırklareli,SPEI12,1998,2,0.0
Kırklareli,SPEI12,1998,3,0.0
Kırklareli,SPEI12,1998,4,0.0
Kırklareli,SPEI12,1998,5,0.0
Kırklareli,SPEI12,1998,6,0.0
Kırklareli,SPEI12,1998,7,0.0
Kırklareli,SPEI12,1998,8,0.0
Kırklareli,SPEI12,1998,9,0.0
Kırklareli,SPEI12,1998,10,0.0
Kırklareli,SPEI12,1998,11,0.0
Kırklareli,SPEI12,1998,12,0.0
Kırklareli,SPEI12,1999,1,0.0
Kırklareli,SPEI12,1999,2,0.0
Kırklareli,SPEI12,1999,3,0.0
Kırklareli,SPEI12,1999,4,0.0
Kırklareli,SPEI12,1999,5,0.0
Kırklareli,SPEI12,1999,6,0.0
Kırklareli,SPEI12,1999,7,0.0
Kırklareli,SPEI12,1999,8,0.0
Kırklareli,SPEI12,1999,9,0.0
Kırklareli,SPEI12,1999,10,0.0
Kırklareli,SPEI12,1999,11,0.0
Kırklareli,SPEI12,1999,12,0.0
Kırklareli,SPEI12,2000,1,2.017
Kırklareli,SPEI12,2000,2,3.645
Kırklareli,SPEI12,2000,3,4.658
Kırklareli,SPEI12,2000,4,5.787
Kırklareli,SPEI12,2000,5,6.711
Kırklareli,SPEI12,2000,6,7.97
Kırklareli,SPEI12,2000,7,9.088
Kırklareli,SPEI12,2000,8,9.781
Kırklareli,SPEI12,2000,9,10.052
Kırklareli,SPEI12,2000,10,10.302
Kırklareli,SPEI12,2000,11,10.495
Kırklareli,SPEI12,2000,12,10.593
Kırklareli,SPEI12,2001,1,4.753
Kırklareli,SPEI12,2001,2,7.371
Kırklareli,SPEI12,2001,3,12.124
Kırklareli,SPEI12,2001,4,14.702
Kırklareli,SPEI12,2001,5,17.329
Kırklareli,SPEI12,2001,6,19.784
Kırklareli,SPEI12,2001,7,22.248
Kırklareli,SPEI12,2001,8,24.874
Kırklareli,SPEI12,2001,9,27.329
Kırklareli,SPEI12,2001,10,29.793
Kırklareli,SPEI12,2001,11,32.097
Kırklareli,SPEI12,2001,12,34.556
Kırklareli,SPEI12,2002,1,2.701
Kırklareli,SPEI12,2002,2,5.165
Kırklareli,SPEI12,2002,3,7.62
Kırklareli,SPEI12,2002,4,12.373
Kırklareli,SPEI12,2002,5,14.991
Kırklareli,SPEI12,2002,6,19.744
Kırklareli,SPEI12,2002,7,22.322
Kırklareli,SPEI12,2002,8,24.949
Kırklareli,SPEI12,2002,9,27.287
Kırklareli,SPEI12,2002,10,29.84
Kırklareli,SPEI12,2002,11,32.494
Kırklareli,SPEI12,2002,12,34.832
Kırklareli,SPEI12,2003,1,0.245
Kırklareli,SPEI12,2003,2,0.349
Kırklareli,SPEI12,2003,3,0.0
Kırklareli,SPEI12,2003,4,0.0
Kırklareli,SPEI12,2003,5,0.0
Kırklareli,SPEI12,2003,6,0.0
Kırklareli,SPEI12,2003,7,0.0
Kırklareli,SPEI12,2003,8,0.0
Kırklareli,SPEI12,2003,9,0.0
Kırklareli,SPEI12,2003,10,0.0
Kırklareli,SPEI12,2003,11,0.0
Kırklareli,SPEI12,2003,12,0.0
Kırklareli,SPEI12,2004,1,1.459
Kırklareli,SPEI12,2004,2,2.791
Kırklareli,SPEI12,2004,3,3.626
Kırklareli,SPEI12,2004,4,4.582
Kırklareli,SPEI12,2004,5,5.191
Kırklareli,SPEI12,2004,6,5.555
Kırklareli,SPEI12,2004,7,5.865
Kırklareli,SPEI12,2004,8,5.969
Kırklareli,SPEI12,2004,9,6.214
Kırklareli,SPEI12,2004,10,0.0
Kırklareli,SPEI12,2004,11,0.0
Kırklareli,SPEI12,2004,12,0.0
Kırklareli,SPEI12,2005,1,0.433
Kırklareli,SPEI12,2005,2,0.71
Kırklareli,SPEI12,2005,3,0.986
Kırklareli,SPEI12,2005,4,1.295
Kırklareli,SPEI12,2005,5,0.0
Kırklareli,SPEI12,2005,6,0.0
Kırklareli,SPEI12,2005,7,0.0
Kırklareli,SPEI12,2005,8,0.0
Kırklareli,SPEI12,2005,9,0.0
Kırklareli,SPEI12,2005,10,0.0
Kırklareli,SPEI12,2005,11,0.0
Kırklareli,SPEI12,2005,12,0.0
Kırklareli,SPEI12,2006,1,0.0
Kırklareli,SPEI12,2006,2,0.0
Kırklareli,SPEI12,2006,3,0.0
Kırklareli,SPEI12,2006,4,0.0
Kırklareli,SPEI12,2006,5,0.0
Kırklareli,SPEI12,2006,6,0.0
Kırklareli,SPEI12,2006,7,0.0
Kırklareli,SPEI12,2006,8,0.0
Kırklareli,SPEI12,2006,9,0.0
Kırklareli,SPEI12,2006,10,0.0
Kırklareli,SPEI12,2006,11,0.0
Kırklareli,SPEI12,2006,12,0.0
Kırklareli,SPEI12,2007,1,1.255
Kırklareli,SPEI12,2007,2,2.1
Kırklareli,SPEI12,2007,3,3.106
Kırklareli,SPEI12,2007,4,3.951
Kırklareli,SPEI12,2007,5,4.388
Kırklareli,SPEI12,2007,6,4.605
Kırklareli,SPEI12,2007,7,4.622
Kırklareli,SPEI12,2007,8,0.0
Kırklareli,SPEI12,2007,9,0.0
Kırklareli,SPEI12,2007,10,0.0
Kırklareli,SPEI12,2007,11,0.0
Kırklareli,SPEI12,2007,12,0.0
Kırklareli,SPEI12,2008,1,1.303
Kırklareli,SPEI12,2008,2,2.427
Kırklareli,SPEI12,2008,3,2.775
Kırklareli,SPEI12,2008,4,2.843
Kırklareli,SPEI12,2008,5,3.451
Kırklareli,SPEI12,2008,6,3.924
Kırklareli,SPEI12,2008,7,4.878
Kırklareli,SPEI12,2008,8,5.551
Kırklareli,SPEI12,2008,9,6.258
Kırklareli,SPEI12,2008,10,6.658
Kırklareli,SPEI12,2008,11,7.655
Kırklareli,SPEI12,2008,12,8.329
Kırklareli,SPEI12,2009,1,0.95
Kırklareli,SPEI12,2009,2,2.253
Kırklareli,SPEI12,2009,3,3.377
Kırklareli,SPEI12,2009,4,3.725
Kırklareli,SPEI12,2009,5,3.793
Kırklareli,SPEI12,2009,6,3.997
Kırklareli,SPEI12,2009,7,4.441
Kırklareli,SPEI12,2009,8,5.115
Kırklareli,SPEI12,2009,9,6.112
Kırklareli,SPEI12,2009,10,6.512
Kırklareli,SPEI12,2009,11,7.219
Kırklareli,SPEI12,2009,12,7.892
Kırklareli,SPEI12,2010,1,0.0
Kırklareli,SPEI12,2010,2,0.0
Kırklareli,SPEI12,2010,3,0.0
Kırklareli,SPEI12,2010,4,0.0
Kırklareli,SPEI12,2010,5,0.0
Kırklareli,SPEI12,2010,6,0.0
Kırklareli,SPEI12,2010,7,0.0
Kırklareli,SPEI12,2010,8,0.0
Kırklareli,SPEI12,2010,9,0.0
Kırklareli,SPEI12,2010,10,0.0
Kırklareli,SPEI12,2010,11,0.0
Kırklareli,SPEI12,2010,12,0.0
Kırklareli,SPEI12,2011,1,1.229
Kırklareli,SPEI12,2011,2,2.366
Kırklareli,SPEI12,2011,3,3.358
Kırklareli,SPEI12,2011,4,4.41
Kırklareli,SPEI12,2011,5,5.552
Kırklareli,SPEI12,2011,6,6.256
Kırklareli,SPEI12,2011,7,7.138
Kırklareli,SPEI12,2011,8,7.838
Kırklareli,SPEI12,2011,9,8.335
Kırklareli,SPEI12,2011,10,9.035
Kırklareli,SPEI12,2011,11,9.63
Kırklareli,SPEI12,2011,12,0.0
Kırklareli,SPEI12,2012,1,0.063
Kırklareli,SPEI12,2012,2,0.0
Kırklareli,SPEI12,2012,3,0.0
Kırklareli,SPEI12,2012,4,0.0
Kırklareli,SPEI12,2012,5,0.0
Kırklareli,SPEI12,2012,6,0.0
Kırklareli,SPEI12,2012,7,0.0
Kırklareli,SPEI12,2012,8,0.0
Kırklareli,SPEI12,2012,9,0.0
Kırklareli,SPEI12,2012,10,0.0
Kırklareli,SPEI12,2012,11,0.0
Kırklareli,SPEI12,2012,12,0.0
Kırklareli,SPEI12,2013,1,0.135
Kırklareli,SPEI12,2013,2,0.0
Kırklareli,SPEI12,2013,3,0.0
Kırklareli,SPEI12,2013,4,0.0
Kırklareli,SPEI12,2013,5,0.0
Kırklareli,SPEI12,2013,6,0.0
Kırklareli,SPEI12,2013,7,0.0
Kırklareli,SPEI12,2013,8,0.0
Kırklareli,SPEI12,2013,9,0.0
Kırklareli,SPEI12,2013,10,0.0
Kırklareli,SPEI12,2013,11,0.0
Kırklareli,SPEI12,2013,12,0.0
Kırklareli,SPEI12,2014,1,0.953
Kırklareli,SPEI12,2014,2,1.804
Kırklareli,SPEI12,2014,3,2.204
Kırklareli,SPEI12,2014,4,2.431
Kırklareli,SPEI12,2014,5,2.566
Kırklareli,SPEI12,2014,6,0.0
Kırklareli,SPEI12,2014,7,0.0
Kırklareli,SPEI12,2014,8,0.0
Kırklareli,SPEI12,2014,9,0.0
Kırklareli,SPEI12,2014,10,0.0
Kırklareli,SPEI12,2014,11,0.0
Kırklareli,SPEI12,2014,12,0.0
Kırklareli,SPEI12,2015,1,0.86
Kırklareli,SPEI12,2015,2,0.0
Kırklareli,SPEI12,2015,3,0.0
Kırklareli,SPEI12,2015,4,0.0
Kırklareli,SPEI12,2015,5,0.0
Kırklareli,SPEI12,2015,6,0.0
Kırklareli,SPEI12,2015,7,0.0
Kırklareli,SPEI12,2015,8,0.0
Kırklareli,SPEI12,2015,9,0.0
Kırklareli,SPEI12,2015,10,0.0
Kırklareli,SPEI12,2015,11,0.0
Kırklareli,SPEI12,2015,12,0.0
Kırklareli,SPEI12,2016,1,0.804
Kırklareli,SPEI12,2016,2,1.478
Kırklareli,SPEI12,2016,3,2.105
Kırklareli,SPEI12,2016,4,2.792
Kırklareli,SPEI12,2016,5,3.466
Kırklareli,SPEI12,2016,6,4.093
Kırklareli,SPEI12,2016,7,4.491
Kırklareli,SPEI12,2016,8,5.094
Kırklareli,SPEI12,2016,9,5.492
Kırklareli,SPEI12,2016,10,5.809
Kırklareli,SPEI12,2016,11,5.935
Kırklareli,SPEI12,2016,12,6.54
Kırklareli,SPEI12,2017,1,1.121
Kırklareli,SPEI12,2017,2,2.194
Kırklareli,SPEI12,2017,3,3.236
Kırklareli,SPEI12,2017,4,3.83
Kırklareli,SPEI12,2017,5,4.856
Kırklareli,SPEI12,2017,6,5.746
Kırklareli,SPEI12,2017,7,6.144
Kırklareli,SPEI12,2017,8,6.771
Kırklareli,SPEI12,2017,9,7.445
Kırklareli,SPEI12,2017,10,8.249
Kırklareli,SPEI12,2017,11,8.799
Kırklareli,SPEI12,2017,12,9.522
Kırklareli,SPEI12,2018,1,0.0
Kırklareli,SPEI12,2018,2,0.0
Kırklareli,SPEI12,2018,3,0.0
Kırklareli,SPEI12,2018,4,0.0
Kırklareli,SPEI12,2018,5,0.0
Kırklareli,SPEI12,2018,6,0.0
Kırklareli,SPEI12,2018,7,0.0
Kırklareli,SPEI12,2018,8,0.0
Kırklareli,SPEI12,2018,9,0.0
Kırklareli,SPEI12,2018,10,0.0
Kırklareli,SPEI12,2018,11,0.0
Kırklareli,SPEI12,2018,12,0.0
Kırklareli,SPEI12,2019,1,0.259
Kırklareli,SPEI12,2019,2,0.515
Kırklareli,SPEI12,2019,3,0.0
Kırklareli,SPEI12,2019,4,0.0
Kırklareli,SPEI12,2019,5,0.0
Kırklareli,SPEI12,2019,6,0.0
Kırklareli,SPEI12,2019,7,0.0
Kırklareli,SPEI12,2019,8,0.0
Kırklareli,SPEI12,2019,9,0.0
Kırklareli,SPEI12,2019,10,0.0
Kırklareli,SPEI12,2019,11,0.0
Kırklareli,SPEI12,2019,12,0.0
