name,year,month,SPI1,SPEI1,SPI3,SPEI3,SPI6,SPEI6,SPI9,SPEI9,SPI12,SPEI12
Lüleburgaz,1970,11,1.082,1.195,0.594,0.817,0.466,0.493,0.585,0.518,1.353,0.865
Lüleburgaz,1970,12,-0.403,-0.578,0.497,0.621,0.190,0.322,0.236,0.355,0.735,0.591
Lüleburgaz,1971,1,0.847,0.762,0.700,0.721,0.681,0.850,0.323,0.447,0.829,0.669
Lüleburgaz,1971,2,1.310,1.480,0.766,0.732,0.834,0.979,0.719,0.652,0.822,0.672
Lüleburgaz,1971,3,2.218,2.211,1.942,1.868,1.647,1.662,1.299,1.482,1.298,0.981
Lüleburgaz,1971,4,-0.794,-0.653,2.165,1.900,1.646,1.606,1.437,1.558,1.095,0.877
Lüleburgaz,1971,5,1.385,1.289,2.150,1.942,1.884,1.726,1.648,1.641,1.448,0.967
Lüleburgaz,1971,6,-0.067,-0.134,0.364,0.277,2.272,1.952,1.781,1.663,1.446,1.536
Lüleburgaz,1971,7,-0.016,0.354,0.620,0.789,1.948,2.042,1.752,1.745,1.543,1.661
Lüleburgaz,1971,8,1.623,1.581,0.460,0.510,1.786,1.884,1.730,1.084,1.568,1.697
Lüleburgaz,1971,9,0.293,0.546,0.622,0.677,0.592,0.642,2.007,1.271,1.664,1.800
Lüleburgaz,1971,10,-0.283,-0.138,0.323,0.649,0.490,0.876,1.411,1.101,1.461,1.061
Lüleburgaz,1971,11,0.732,0.793,0.143,0.411,0.270,0.458,1.162,0.901,1.348,0.944
Lüleburgaz,1971,12,-0.192,-0.311,-0.099,0.053,0.147,0.410,0.207,0.421,1.315,0.962
Lüleburgaz,1972,1,-0.989,-1.023,-0.393,-0.340,-0.234,0.054,0.015,0.292,0.880,0.860
Lüleburgaz,1972,2,-0.192,-0.220,-1.020,-0.971,-0.697,-0.397,-0.451,-0.013,0.414,0.573
Lüleburgaz,1972,3,-0.641,-0.673,-1.131,-1.030,-0.865,-0.661,-0.529,-0.189,-0.415,-0.005
Lüleburgaz,1972,4,0.243,-0.381,-0.734,-0.822,-0.730,-0.768,-0.497,-0.316,-0.244,0.035
Lüleburgaz,1972,5,-0.236,-0.470,-0.718,-0.967,-1.485,-1.587,-1.015,-0.814,-0.738,-0.253
Lüleburgaz,1972,6,-0.801,-1.071,-0.770,-1.147,-1.831,-1.961,-1.268,-1.240,-0.908,-0.632
Lüleburgaz,1972,7,0.743,0.722,-0.414,-0.568,-0.922,-1.063,-0.958,-1.023,-0.700,-0.516
Lüleburgaz,1972,8,0.919,0.742,0.195,0.050,-0.473,-0.665,-1.205,-1.034,-0.889,-0.709
Lüleburgaz,1972,9,1.174,1.405,1.146,0.883,0.427,0.270,-0.564,-0.369,-0.527,-0.403
Lüleburgaz,1972,10,0.923,1.122,1.259,1.522,0.766,0.946,0.309,0.312,-0.043,0.082
Lüleburgaz,1972,11,-0.548,-0.667,0.708,0.966,0.547,0.461,0.163,0.178,-0.479,-0.215
Lüleburgaz,1972,12,-2.303,-1.609,-0.624,-0.537,0.131,0.297,-0.243,-0.090,-0.836,-0.514
Lüleburgaz,1973,1,-0.181,-0.183,-1.788,-1.646,-0.248,-0.002,-0.453,-0.198,-0.728,-0.480
Lüleburgaz,1973,2,1.294,1.371,-0.328,-0.405,0.157,0.373,0.130,0.214,-0.151,-0.070
Lüleburgaz,1973,3,0.617,0.864,0.709,0.816,-0.022,0.146,0.422,0.643,0.125,0.185
Lüleburgaz,1973,4,-0.478,-0.574,1.015,1.028,-0.665,-0.585,0.212,0.432,-0.000,0.150
Lüleburgaz,1973,5,-0.655,-0.999,-0.464,-0.461,-0.686,-0.689,-0.080,0.154,-0.073,0.101
Lüleburgaz,1973,6,0.432,0.735,-0.636,-0.494,0.261,0.495,-0.344,-0.042,0.171,0.496
Lüleburgaz,1973,7,-0.342,-0.381,-0.582,-0.375,0.312,0.480,-0.973,-0.762,-0.062,0.282
Lüleburgaz,1973,8,-0.063,0.681,-0.137,0.324,-0.586,-0.029,-0.758,-0.175,-0.207,0.244
Lüleburgaz,1973,9,-0.718,-0.655,-0.889,-0.193,-1.248,-0.438,-0.270,0.136,-0.644,-0.289
Lüleburgaz,1973,10,0.417,0.235,-0.182,0.015,-0.585,-0.307,0.013,0.242,-0.952,-0.473
Lüleburgaz,1973,11,-0.840,-0.735,-0.762,-0.780,-0.723,-0.159,-0.892,-0.296,-1.016,-0.437
Lüleburgaz,1973,12,-0.959,-1.139,-0.945,-0.955,-1.274,-0.724,-1.509,-0.862,-0.798,-0.321
Lüleburgaz,1974,1,-1.143,-1.011,-2.163,-1.846,-1.865,-1.351,-1.884,-1.238,-1.147,-0.653
Lüleburgaz,1974,2,-0.410,-0.705,-1.762,-1.588,-1.840,-1.643,-1.659,-1.059,-1.750,-1.182
Lüleburgaz,1974,3,0.225,0.271,-0.859,-0.843,-1.401,-1.323,-1.637,-1.255,-1.793,-1.276
Lüleburgaz,1974,4,0.752,0.939,0.044,0.279,-1.531,-1.253,-1.415,-0.995,-1.522,-0.892
Lüleburgaz,1974,5,1.355,1.644,1.299,1.543,-0.582,-0.283,-0.957,-0.705,-0.965,-0.291
Lüleburgaz,1974,6,-0.458,-0.286,0.908,1.302,-0.268,0.223,-0.919,-0.562,-1.237,-0.726
Lüleburgaz,1974,7,-1.140,-0.303,0.124,0.676,0.024,0.589,-1.384,-0.805,-1.325,-0.683
Lüleburgaz,1974,8,0.702,0.955,-0.654,0.039,0.445,1.120,-0.919,-0.133,-1.184,-0.631
Lüleburgaz,1974,9,0.203,0.176,-0.231,0.189,0.375,0.721,-0.444,0.196,-0.950,-0.459
Lüleburgaz,1974,10,-0.087,-0.740,-0.042,-0.160,-0.070,0.210,-0.104,0.226,-1.201,-0.574
Lüleburgaz,1974,11,0.683,0.743,0.166,-0.138,-0.278,-0.014,0.315,0.468,-0.635,-0.139
Lüleburgaz,1974,12,-0.597,-0.747,-0.240,-0.477,-0.404,-0.139,-0.024,0.275,-0.522,-0.061
Lüleburgaz,1975,1,0.239,0.272,-0.072,0.025,-0.231,-0.234,-0.213,0.084,-0.230,0.118
Lüleburgaz,1975,2,-1.109,-1.041,-0.918,-0.871,-0.617,-0.702,-0.857,-0.487,-0.308,0.072
Lüleburgaz,1975,3,0.177,-0.200,-0.369,-0.477,-0.538,-0.728,-0.647,-0.610,-0.297,0.022
Lüleburgaz,1975,4,-0.239,-0.642,-1.038,-1.217,-0.588,-0.675,-0.600,-0.682,-0.538,-0.254
Lüleburgaz,1975,5,1.383,1.472,0.768,0.433,-0.420,-0.537,-0.283,-0.464,-0.552,-0.281
Lüleburgaz,1975,6,1.378,1.595,1.569,1.508,0.672,0.702,0.192,0.156,-0.008,0.108
Lüleburgaz,1975,7,0.274,0.273,1.648,1.803,0.696,0.703,0.350,0.472,0.168,0.239
Lüleburgaz,1975,8,1.471,1.758,1.335,1.095,1.534,1.576,0.425,0.473,0.335,0.399
Lüleburgaz,1975,9,-0.268,-0.573,0.429,0.430,1.312,0.940,0.647,0.561,0.248,0.235
Lüleburgaz,1975,10,1.685,1.900,1.582,1.763,2.041,2.329,1.468,1.024,1.096,0.825
Lüleburgaz,1975,11,0.536,0.651,1.387,1.557,1.672,1.105,1.763,1.079,1.064,0.778
Lüleburgaz,1975,12,0.047,0.047,1.205,1.397,1.088,0.861,1.584,1.067,1.161,0.861
Lüleburgaz,1976,1,-0.942,-1.073,-0.374,-0.249,0.828,1.074,1.372,1.102,0.939,0.802
Lüleburgaz,1976,2,-1.874,-1.329,-1.343,-1.178,0.175,0.346,0.693,0.715,0.860,0.747
Lüleburgaz,1976,3,-0.458,-0.330,-1.682,-1.363,0.152,0.412,0.210,0.491,0.720,0.720
Lüleburgaz,1976,4,0.438,0.152,-1.249,-0.915,-0.949,-0.745,0.292,0.537,0.871,0.780
Lüleburgaz,1976,5,0.160,0.216,-0.204,-0.043,-1.422,-1.180,0.033,0.297,0.578,0.633
Lüleburgaz,1976,6,1.334,1.708,1.074,1.314,-0.693,-0.238,0.557,0.975,0.574,1.026
Lüleburgaz,1976,7,1.131,1.541,1.417,1.887,0.367,0.966,-0.087,0.484,0.812,1.269
Lüleburgaz,1976,8,1.026,1.736,1.539,1.395,1.178,1.832,-0.094,0.500,0.710,1.262
Lüleburgaz,1976,9,-1.197,-0.549,0.561,0.827,1.039,1.099,-0.291,0.412,0.608,1.214
Lüleburgaz,1976,10,0.638,0.536,0.310,0.722,0.978,1.662,0.338,0.699,-0.009,0.458
Lüleburgaz,1976,11,0.462,0.283,0.194,0.047,1.016,0.882,0.793,0.797,-0.023,0.394
Lüleburgaz,1976,12,0.855,0.989,0.851,0.819,0.854,0.782,1.159,0.964,0.325,0.569
Lüleburgaz,1977,1,-0.209,-0.317,0.486,0.499,0.443,0.709,0.950,0.975,0.468,0.714
Lüleburgaz,1977,2,-0.268,-1.072,0.186,-0.035,0.150,0.007,0.788,0.769,0.650,0.711
Lüleburgaz,1977,3,-0.704,-0.882,-0.762,-1.097,0.177,-0.031,0.290,0.449,0.593,0.649
Lüleburgaz,1977,4,0.086,-0.035,-0.942,-1.201,-0.037,-0.246,0.029,0.102,0.549,0.611
Lüleburgaz,1977,5,0.620,0.599,-0.222,-0.197,-0.042,-0.152,0.001,-0.089,0.670,0.656
Lüleburgaz,1977,6,0.200,0.360,0.268,0.448,-0.705,-0.766,0.217,0.216,0.333,0.649
Lüleburgaz,1977,7,0.111,0.138,0.222,0.520,-0.555,-0.523,-0.011,0.008,0.045,0.310
Lüleburgaz,1977,8,-1.563,-0.430,-0.295,0.033,-0.534,-0.193,-0.288,-0.063,-0.190,-0.140
Lüleburgaz,1977,9,0.696,0.912,0.064,0.251,0.077,0.391,-0.626,-0.279,0.126,0.166
Lüleburgaz,1977,10,-0.612,-0.363,-0.447,-0.032,-0.278,0.200,-0.726,-0.266,-0.289,-0.033
Lüleburgaz,1977,11,-0.347,-0.717,-0.576,-0.453,-0.684,-0.171,-0.749,-0.221,-0.562,-0.208
Lüleburgaz,1977,12,-0.090,-0.147,-0.855,-0.767,-0.738,-0.272,-0.618,-0.112,-1.010,-0.566
Lüleburgaz,1978,1,0.212,0.171,-0.461,-0.573,-0.795,-0.580,-0.631,-0.199,-0.964,-0.601
Lüleburgaz,1978,2,0.421,0.249,-0.005,-0.087,-0.466,-0.360,-0.596,-0.255,-0.693,-0.325
Lüleburgaz,1978,3,0.591,0.476,0.382,0.247,-0.424,-0.462,-0.434,-0.363,-0.366,-0.079
Lüleburgaz,1978,4,1.227,1.249,1.153,0.997,0.235,0.136,-0.116,-0.025,-0.078,0.139
Lüleburgaz,1978,5,0.696,0.738,1.352,1.300,0.709,0.788,0.136,0.310,-0.064,0.183
Lüleburgaz,1978,6,-0.318,-0.283,0.795,0.926,0.770,0.830,-0.121,0.055,-0.185,0.062
Lüleburgaz,1978,7,-1.156,-0.441,-0.430,-0.059,0.511,0.661,-0.045,0.059,-0.335,-0.036
Lüleburgaz,1978,8,-0.871,0.393,-1.203,-0.197,0.245,0.692,0.062,0.346,-0.315,0.075
Lüleburgaz,1978,9,1.256,1.496,0.260,0.594,0.611,0.815,0.631,0.706,-0.084,0.273
Lüleburgaz,1978,10,0.464,0.377,0.688,1.072,0.226,0.754,0.680,0.720,0.232,0.384
Lüleburgaz,1978,11,-1.611,-1.235,0.058,0.200,-0.574,0.023,0.124,0.409,0.021,0.319
Lüleburgaz,1978,12,-1.129,-1.321,-1.239,-1.177,-0.885,-0.263,-0.468,0.058,-0.248,0.107
Lüleburgaz,1979,1,1.066,1.167,-0.705,-0.725,-0.168,0.140,-0.388,0.069,0.082,0.339
Lüleburgaz,1979,2,-0.029,-0.247,-0.035,-0.177,-0.100,0.008,-0.541,-0.122,-0.022,0.257
Lüleburgaz,1979,3,-2.246,-2.317,0.062,-0.158,-0.914,-1.059,-0.757,-0.572,-0.438,-0.082
Lüleburgaz,1979,4,1.265,1.396,-0.264,-0.368,-0.745,-0.823,-0.266,-0.079,-0.443,-0.052
Lüleburgaz,1979,5,-0.973,-0.954,-0.713,-0.799,-0.524,-0.685,-0.426,-0.349,-0.826,-0.314
Lüleburgaz,1979,6,-0.334,-0.576,-0.016,-0.015,-0.108,-0.205,-0.979,-1.052,-0.858,-0.562
Lüleburgaz,1979,7,0.686,1.097,-0.592,-0.294,-0.705,-0.590,-1.054,-0.934,-0.538,-0.180
Lüleburgaz,1979,8,0.375,0.608,0.103,0.334,-0.552,-0.235,-0.492,-0.166,-0.419,-0.161
Lüleburgaz,1979,9,-0.978,-0.551,-0.034,0.351,-0.204,0.266,-0.216,0.086,-0.924,-0.691
Lüleburgaz,1979,10,1.065,1.221,0.547,0.808,0.023,0.382,-0.168,0.116,-0.605,-0.234
Lüleburgaz,1979,11,1.421,1.494,1.294,1.495,0.973,0.777,0.583,0.553,0.394,0.423
Lüleburgaz,1979,12,-0.346,-0.639,1.058,1.120,0.782,0.711,0.672,0.646,0.526,0.509
Lüleburgaz,1980,1,1.200,1.359,1.210,1.272,1.181,1.389,0.795,0.772,0.594,0.606
Lüleburgaz,1980,2,0.333,0.452,0.527,0.629,1.138,1.300,0.948,0.859,0.675,0.669
Lüleburgaz,1980,3,0.348,0.483,0.909,1.107,1.299,1.425,1.055,1.410,0.957,0.889
Lüleburgaz,1980,4,0.697,0.731,0.570,0.831,1.254,1.375,1.183,1.408,0.857,0.789
Lüleburgaz,1980,5,0.470,0.516,0.678,0.907,0.788,1.076,1.311,1.491,1.113,0.904
Lüleburgaz,1980,6,0.421,0.668,0.677,1.001,1.248,1.559,1.528,1.640,1.290,1.673
Lüleburgaz,1980,7,0.960,1.182,0.804,1.201,0.902,1.376,1.464,1.685,1.367,1.656
Lüleburgaz,1980,8,0.186,0.755,0.638,0.776,0.847,1.413,0.896,0.889,1.337,1.693
Lüleburgaz,1980,9,0.056,0.365,0.440,0.651,0.660,0.879,1.102,1.068,1.382,1.761
Lüleburgaz,1980,10,-1.892,-1.635,-1.097,-0.683,-0.200,0.225,0.052,0.425,0.766,0.768
Lüleburgaz,1980,11,0.580,0.448,-0.514,-0.739,-0.052,0.180,0.189,0.403,0.403,0.530
Lüleburgaz,1980,12,0.385,0.262,-0.161,-0.531,-0.004,0.136,0.208,0.379,0.615,0.650
Lüleburgaz,1981,1,1.151,1.312,0.997,1.023,0.240,0.337,0.489,0.578,0.597,0.698
Lüleburgaz,1981,2,0.216,0.273,0.828,0.943,0.258,0.258,0.406,0.494,0.559,0.649
Lüleburgaz,1981,3,-0.132,-0.537,0.663,0.715,0.239,0.069,0.290,0.373,0.446,0.531
Lüleburgaz,1981,4,-1.120,-0.878,-0.813,-0.758,0.494,0.482,-0.111,-0.061,0.159,0.311
Lüleburgaz,1981,5,-0.453,-0.033,-1.336,-0.961,0.154,0.405,-0.264,-0.172,-0.029,0.258
Lüleburgaz,1981,6,-2.242,-1.695,-2.355,-1.514,-0.545,-0.407,-0.553,-0.668,-0.399,-0.213
Lüleburgaz,1981,7,0.633,0.930,-1.007,-0.552,-1.397,-1.014,0.001,0.155,-0.513,-0.263
Lüleburgaz,1981,8,-0.472,0.226,-0.731,-0.273,-1.677,-0.965,-0.295,0.094,-0.571,-0.376
Lüleburgaz,1981,9,-0.388,-0.309,-0.149,0.250,-1.831,-0.701,-0.622,-0.086,-0.609,-0.496
Lüleburgaz,1981,10,0.598,0.374,0.015,0.073,-0.647,-0.368,-0.984,-0.501,-0.085,0.083
Lüleburgaz,1981,11,1.538,1.744,1.124,1.265,0.514,0.467,-0.069,0.186,0.406,0.479
Lüleburgaz,1981,12,1.414,1.499,1.781,1.778,1.388,0.984,0.721,0.650,0.886,0.735
Lüleburgaz,1982,1,-0.459,-0.546,1.559,1.589,1.198,1.336,0.697,0.683,0.336,0.435
Lüleburgaz,1982,2,-1.393,-1.138,0.374,0.355,0.915,1.014,0.507,0.495,0.070,0.237
Lüleburgaz,1982,3,-0.195,-0.150,-1.119,-0.965,0.923,1.023,0.681,0.942,0.063,0.293
Lüleburgaz,1982,4,1.381,1.544,-0.074,0.298,1.306,1.453,0.978,1.174,0.562,0.608
Lüleburgaz,1982,5,0.506,0.586,0.905,1.142,0.773,1.006,1.182,1.336,0.762,0.676
Lüleburgaz,1982,6,0.191,0.074,1.038,1.207,-0.352,0.027,1.292,1.392,1.036,1.357
Lüleburgaz,1982,7,-0.020,0.422,0.071,0.493,-0.098,0.465,1.198,1.513,0.906,1.250
Lüleburgaz,1982,8,-0.279,0.401,-0.233,0.242,0.367,0.978,0.451,0.635,0.912,1.269
Lüleburgaz,1982,9,-1.410,-1.105,-0.945,-0.118,0.135,0.508,-0.806,-0.085,0.809,1.119
Lüleburgaz,1982,10,-0.097,-0.439,-0.882,-0.708,-0.633,-0.294,-0.611,-0.053,0.589,0.653
Lüleburgaz,1982,11,-0.620,-0.629,-1.260,-1.234,-1.119,-0.489,-0.499,-0.004,-0.240,0.124
Lüleburgaz,1982,12,0.750,0.691,-0.078,-0.255,-0.526,-0.189,-0.057,0.208,-0.659,-0.174
Lüleburgaz,1983,1,-0.783,-0.882,-0.394,-0.476,-0.968,-0.930,-0.844,-0.466,-0.832,-0.355
Lüleburgaz,1983,2,0.653,0.807,0.286,0.229,-0.569,-0.686,-0.660,-0.358,-0.315,0.013
Lüleburgaz,1983,3,-2.412,-2.025,-0.870,-0.914,-0.706,-0.832,-1.020,-0.867,-0.551,-0.210
Lüleburgaz,1983,4,-1.087,-1.266,-1.285,-1.374,-0.983,-1.147,-1.322,-1.250,-1.175,-0.814
Lüleburgaz,1983,5,-0.185,-0.633,-2.384,-2.187,-0.877,-1.270,-1.440,-1.666,-1.419,-1.131
Lüleburgaz,1983,6,0.883,1.338,-0.209,-0.224,-1.169,-1.118,-0.868,-0.921,-1.204,-0.958
Lüleburgaz,1983,7,0.828,0.894,0.699,0.964,-0.334,-0.258,-0.578,-0.532,-0.953,-0.815
Lüleburgaz,1983,8,0.555,1.073,0.931,0.979,-0.566,-0.228,-0.218,0.061,-0.830,-0.682
Lüleburgaz,1983,9,-0.112,-0.056,0.386,0.522,0.002,0.319,-0.759,-0.254,-0.645,-0.486
Lüleburgaz,1983,10,-0.921,-0.736,-0.746,-0.209,-0.117,0.374,-0.721,-0.207,-0.868,-0.417
Lüleburgaz,1983,11,-0.487,-0.431,-1.333,-0.965,-0.282,0.240,-1.186,-0.504,-0.820,-0.320
Lüleburgaz,1983,12,-0.490,-0.793,-1.338,-1.136,-0.863,-0.299,-0.953,-0.370,-1.357,-0.750
Lüleburgaz,1984,1,0.936,0.949,-0.187,-0.220,-0.719,-0.446,-0.327,0.064,-0.787,-0.380
Lüleburgaz,1984,2,-0.053,-0.201,0.082,-0.087,-0.784,-0.720,-0.259,0.119,-0.962,-0.581
Lüleburgaz,1984,3,2.095,2.150,1.389,1.436,0.188,0.310,0.224,0.470,0.089,0.302
Lüleburgaz,1984,4,1.066,1.288,1.915,1.815,0.877,1.037,0.330,0.656,0.494,0.623
Lüleburgaz,1984,5,-0.444,-0.778,1.881,1.864,1.129,1.206,0.162,0.388,0.467,0.614
Lüleburgaz,1984,6,-0.223,0.039,0.070,0.343,1.450,1.561,0.147,0.483,0.190,0.630
Lüleburgaz,1984,7,0.416,0.894,-0.522,0.016,1.097,1.572,0.552,0.951,0.074,0.633
Lüleburgaz,1984,8,-0.831,0.650,-0.325,0.460,1.098,1.774,0.730,0.817,-0.053,0.532
Lüleburgaz,1984,9,-0.319,-0.649,-0.354,0.259,-0.362,0.351,0.910,0.917,-0.072,0.397
Lüleburgaz,1984,10,-2.292,-1.629,-1.872,-1.165,-1.520,-0.888,0.012,0.372,-0.169,0.176
Lüleburgaz,1984,11,0.626,0.582,-0.642,-1.014,-0.749,-0.190,0.298,0.482,0.217,0.384
Lüleburgaz,1984,12,-1.786,-1.552,-1.202,-1.354,-1.234,-0.685,-1.124,-0.472,-0.015,0.256
Lüleburgaz,1985,1,0.703,0.714,-0.131,-0.212,-1.070,-1.024,-1.206,-0.749,-0.172,0.160
Lüleburgaz,1985,2,0.006,0.213,-0.503,-0.506,-0.892,-1.054,-0.973,-0.477,-0.127,0.220
Lüleburgaz,1985,3,-0.718,-0.557,0.040,0.197,-0.910,-0.954,-1.018,-0.737,-0.965,-0.411
Lüleburgaz,1985,4,0.026,-0.424,-0.771,-0.505,-0.522,-0.507,-1.205,-1.032,-1.315,-0.783
Lüleburgaz,1985,5,-1.643,-1.589,-1.605,-1.586,-1.463,-1.561,-1.538,-1.704,-1.541,-0.991
Lüleburgaz,1985,6,0.532,0.926,-0.578,-0.602,-0.486,-0.274,-1.231,-1.249,-1.352,-0.969
Lüleburgaz,1985,7,0.440,1.038,-0.352,0.249,-0.901,-0.285,-0.734,-0.369,-1.348,-0.902
Lüleburgaz,1985,8,-1.741,-0.453,0.149,0.570,-1.063,-0.451,-1.218,-0.507,-1.356,-1.064
Lüleburgaz,1985,9,-0.810,-0.315,-0.590,0.122,-1.018,-0.223,-0.784,-0.102,-1.342,-0.953
Lüleburgaz,1985,10,-0.455,-0.266,-1.312,-0.617,-1.155,-0.384,-1.370,-0.417,-1.175,-0.472
Lüleburgaz,1985,11,1.332,1.335,0.307,0.473,0.216,0.511,-0.451,0.060,-0.755,-0.147
Lüleburgaz,1985,12,-0.901,-1.345,0.010,-0.076,-0.333,0.043,-0.627,-0.178,-0.585,-0.107
Lüleburgaz,1986,1,2.204,2.088,1.774,1.582,0.935,1.011,0.640,0.671,0.293,0.476
Lüleburgaz,1986,2,0.868,0.893,1.447,1.361,1.204,1.236,1.022,0.903,0.549,0.565
Lüleburgaz,1986,3,-0.302,-0.215,1.774,1.736,1.218,1.221,0.841,1.075,0.594,0.592
Lüleburgaz,1986,4,-0.607,-1.018,-0.043,-0.183,1.521,1.284,0.757,0.724,0.522,0.505
Lüleburgaz,1986,5,-1.473,-0.756,-1.716,-1.299,0.768,0.709,0.655,0.745,0.549,0.604
Lüleburgaz,1986,6,-0.784,-0.734,-2.084,-1.456,1.075,1.095,0.636,0.706,0.300,0.579
Lüleburgaz,1986,7,-0.589,-0.214,-2.170,-1.052,-1.377,-1.002,0.783,0.795,0.128,0.319
Lüleburgaz,1986,8,0.343,-0.077,-0.905,-0.459,-2.086,-1.311,0.202,0.193,0.241,0.350
Lüleburgaz,1986,9,-1.832,-0.966,-1.058,-0.486,-2.484,-1.466,0.377,0.364,0.198,0.219
Lüleburgaz,1986,10,0.259,0.193,-0.356,-0.407,-1.514,-0.986,-1.223,-0.757,0.401,0.295
Lüleburgaz,1986,11,-0.560,-0.388,-0.905,-0.721,-1.256,-0.620,-1.894,-1.106,-0.315,-0.103
Lüleburgaz,1986,12,-0.143,-0.120,-0.519,-0.313,-0.958,-0.431,-1.787,-1.067,-0.102,0.133
Lüleburgaz,1987,1,0.452,0.541,-0.423,-0.135,-0.711,-0.509,-1.442,-0.780,-1.326,-0.810
Lüleburgaz,1987,2,-0.976,-1.174,-0.424,-0.380,-0.988,-0.756,-1.269,-0.796,-1.826,-1.255
Lüleburgaz,1987,3,-0.073,0.476,-0.285,-0.058,-0.694,-0.328,-1.037,-0.671,-1.673,-1.027
Lüleburgaz,1987,4,0.557,0.743,-0.592,0.046,-0.688,-0.152,-0.842,-0.428,-1.443,-0.622
Lüleburgaz,1987,5,-0.289,-0.076,-0.157,0.606,-0.601,0.052,-1.047,-0.428,-1.315,-0.485
Lüleburgaz,1987,6,0.217,-0.097,0.017,0.261,-0.442,0.097,-0.753,-0.159,-1.123,-0.555
Lüleburgaz,1987,7,0.451,0.212,-0.119,-0.094,-0.601,-0.157,-0.775,-0.225,-0.912,-0.439
Lüleburgaz,1987,8,0.235,0.994,0.191,0.285,-0.102,0.630,-0.502,0.189,-0.918,-0.258
Lüleburgaz,1987,9,-1.501,-1.126,-0.356,-0.006,-0.405,0.120,-0.644,0.018,-0.852,-0.279
Lüleburgaz,1987,10,0.691,0.830,0.073,0.442,-0.127,0.187,-0.443,0.136,-0.668,0.008
Lüleburgaz,1987,11,1.190,1.246,0.782,0.837,0.603,0.509,0.417,0.589,0.040,0.400
Lüleburgaz,1987,12,0.653,0.787,1.145,1.304,0.752,0.680,0.653,0.670,0.345,0.556
Lüleburgaz,1988,1,-1.692,-1.657,0.433,0.489,0.255,0.516,0.106,0.291,-0.160,0.239
Lüleburgaz,1988,2,-0.410,-0.486,-0.532,-0.579,0.089,0.171,0.071,0.199,-0.039,0.317
Lüleburgaz,1988,3,0.547,0.600,-0.812,-0.881,0.427,0.567,0.173,0.351,0.112,0.342
Lüleburgaz,1988,4,0.336,0.514,-0.014,0.313,0.312,0.485,0.182,0.491,0.067,0.298
Lüleburgaz,1988,5,-0.369,-0.328,0.096,0.410,-0.545,-0.272,0.065,0.324,0.051,0.286
Lüleburgaz,1988,6,0.321,0.312,-0.100,0.227,-1.033,-0.732,0.326,0.672,0.076,0.473
Lüleburgaz,1988,7,0.451,0.015,-0.083,-0.088,-0.168,0.049,0.175,0.374,0.076,0.442
Lüleburgaz,1988,8,-0.063,0.020,0.176,0.093,0.062,0.279,-0.466,-0.094,0.045,0.247
Lüleburgaz,1988,9,0.261,0.229,0.125,0.038,-0.142,0.136,-0.836,-0.419,0.241,0.441
Lüleburgaz,1988,10,-0.779,-0.685,-0.685,-0.472,-0.626,-0.484,-0.575,-0.166,-0.220,0.032
Lüleburgaz,1988,11,1.752,1.975,0.878,1.207,0.671,0.575,0.576,0.602,0.128,0.357
Lüleburgaz,1988,12,0.296,0.319,0.787,1.078,0.609,0.582,0.469,0.570,-0.049,0.242
Lüleburgaz,1989,1,-2.457,-1.552,0.597,0.935,0.016,0.367,-0.090,0.202,-0.140,0.231
Lüleburgaz,1989,2,-2.269,-1.741,-1.505,-1.331,-0.347,-0.050,-0.302,-0.025,-0.307,0.063
Lüleburgaz,1989,3,0.440,0.115,-1.553,-1.544,-0.221,-0.037,-0.235,-0.156,-0.312,0.005
Lüleburgaz,1989,4,-1.661,-1.703,-1.806,-2.214,-0.242,-0.282,-0.615,-0.553,-0.631,-0.403
Lüleburgaz,1989,5,0.315,0.568,-0.464,-0.822,-1.728,-1.848,-0.577,-0.415,-0.506,-0.223
Lüleburgaz,1989,6,0.522,0.942,-0.395,-0.194,-1.906,-1.711,-0.459,-0.088,-0.462,-0.201
Lüleburgaz,1989,7,-0.164,0.256,0.116,0.921,-1.156,-0.819,-0.251,0.201,-0.601,-0.127
Lüleburgaz,1989,8,-0.339,-0.029,-0.059,0.417,-0.522,-0.143,-1.563,-0.882,-0.620,-0.157
Lüleburgaz,1989,9,-0.742,-0.540,-0.889,-0.149,-1.052,-0.226,-2.073,-1.260,-0.746,-0.301
Lüleburgaz,1989,10,-0.058,-0.094,-0.725,-0.439,-0.515,0.183,-1.290,-0.651,-0.589,-0.058
Lüleburgaz,1989,11,0.882,1.068,0.085,0.236,-0.062,0.345,-0.314,0.095,-1.135,-0.467
Lüleburgaz,1989,12,0.031,-0.075,0.222,0.373,-0.238,0.151,-0.464,0.056,-1.205,-0.573
Lüleburgaz,1990,1,-2.295,-1.553,-0.355,-0.185,-0.856,-0.565,-0.732,-0.028,-1.330,-0.748
Lüleburgaz,1990,2,-1.038,-1.317,-1.531,-1.438,-1.035,-0.856,-0.975,-0.366,-1.133,-0.632
Lüleburgaz,1990,3,-1.313,-1.536,-2.441,-2.003,-1.092,-1.007,-1.357,-1.010,-1.449,-0.868
Lüleburgaz,1990,4,1.292,1.224,-0.574,-0.742,-0.621,-0.607,-0.952,-0.767,-0.843,-0.232
Lüleburgaz,1990,5,0.984,1.307,0.744,0.814,-0.873,-0.815,-0.649,-0.411,-0.667,-0.059
Lüleburgaz,1990,6,0.392,0.601,1.382,1.627,-0.776,-0.523,-0.382,-0.021,-0.733,-0.255
