name,year,month,SPI1,SPEI1,SPI3,SPEI3,SPI6,SPEI6,SPI9,SPEI9,SPI12,SPEI12
Çorlu,2013,1,0.992,1.056,1.542,1.638,1.604,0.913,1.173,0.542,1.053,0.484
Çorlu,2013,2,1.061,1.092,2.102,2.191,1.647,1.642,1.120,0.546,1.283,0.749
Çorlu,2013,3,0.818,0.707,1.239,1.238,1.786,1.818,1.463,1.075,1.492,0.916
Çorlu,2013,4,-0.616,-0.926,0.809,0.509,1.541,1.001,1.538,0.805,1.211,0.595
Çorlu,2013,5,-1.044,-1.682,-0.585,-1.412,1.844,1.590,1.409,0.738,0.861,-0.061
Çorlu,2013,6,0.593,0.470,-0.669,-1.326,0.803,0.312,1.539,1.215,1.226,0.545
Çorlu,2013,7,-1.215,-0.988,-0.722,-1.248,0.006,-0.698,1.219,0.671,1.221,0.508
Çorlu,2013,8,-0.186,-0.924,-0.252,-0.632,-0.713,-1.354,1.462,0.700,1.150,0.485
Çorlu,2013,9,-0.103,-0.522,-1.125,-1.372,-1.394,-1.958,0.184,-0.532,1.072,0.604
Çorlu,2013,10,1.499,1.717,1.003,0.940,0.277,-0.146,0.592,0.101,1.368,0.744
Çorlu,2013,11,0.235,0.114,1.031,1.055,0.640,0.432,0.256,-0.286,1.705,1.398
Çorlu,2013,12,-1.952,-1.486,0.387,0.496,-0.221,-0.406,-0.579,-1.024,0.311,-0.137
Çorlu,2014,1,-0.144,-0.466,-0.911,-1.105,-0.121,-0.209,-0.544,-1.046,-0.178,-0.738
Çorlu,2014,2,-1.925,-1.908,-1.892,-1.811,-0.396,-0.647,-0.587,-0.940,-0.803,-1.407
Çorlu,2014,3,1.311,1.110,-0.152,-0.676,0.085,-0.169,-0.327,-0.727,-0.635,-1.253
Çorlu,2014,4,-0.142,-0.511,-0.161,-0.719,-0.798,-1.109,-0.187,-0.374,-0.524,-1.109
Çorlu,2014,5,0.372,0.165,0.849,0.466,-0.976,-1.331,-0.074,-0.244,-0.252,-0.696
Çorlu,2014,6,1.753,1.967,1.494,1.363,0.796,0.461,0.692,0.575,0.289,-0.010
Çorlu,2014,7,1.638,1.742,2.106,2.069,1.816,1.581,0.572,0.285,0.888,0.474
Çorlu,2014,8,1.466,1.275,2.430,2.320,2.608,2.209,0.927,0.455,1.178,0.678
Çorlu,2014,9,1.879,2.014,2.611,2.258,3.108,2.629,2.328,2.044,1.776,1.679
Çorlu,2014,10,0.282,0.315,1.813,1.786,2.537,2.401,2.342,2.106,1.304,0.780
Çorlu,2014,11,-0.430,-0.396,1.031,1.214,2.492,2.541,2.448,2.237,1.270,1.144
Çorlu,2014,12,0.414,0.324,-0.061,-0.075,1.727,1.778,2.171,2.054,1.745,1.573
Çorlu,2015,1,0.293,0.303,-0.012,-0.114,1.168,0.837,2.084,2.100,1.920,1.736
Çorlu,2015,2,1.270,1.390,0.792,0.803,1.095,1.268,2.157,2.214,2.283,2.102
Çorlu,2015,3,-0.306,-0.434,0.596,0.584,0.268,0.228,1.523,1.628,1.964,2.008
Çorlu,2015,4,1.282,1.431,1.263,1.355,0.569,0.498,1.374,0.921,2.114,2.211
Çorlu,2015,5,-1.814,-1.567,-0.388,-0.414,0.498,0.428,0.892,0.705,1.948,1.990
Çorlu,2015,6,0.823,0.994,0.429,0.544,0.710,0.811,0.364,0.456,1.616,1.643
Çorlu,2015,7,-1.645,-1.174,-0.712,-0.845,0.419,0.394,0.173,0.183,1.054,0.720
Çorlu,2015,8,-0.601,-1.472,-0.125,-0.413,-0.484,-0.663,0.280,0.116,0.701,0.498
Çorlu,2015,9,1.075,0.885,0.089,-0.605,0.247,-0.123,0.550,0.258,0.282,0.099
Çorlu,2015,10,0.828,0.919,0.919,0.594,0.209,-0.188,0.798,0.607,0.500,0.278
Çorlu,2015,11,-0.358,-0.641,0.730,0.433,0.426,0.022,0.144,-0.186,0.575,0.293
Çorlu,2015,12,-2.406,-1.679,-0.704,-0.780,-0.657,-1.054,-0.404,-0.703,-0.034,-0.310
Çorlu,2016,1,0.172,0.198,-1.163,-1.225,-0.358,-0.541,-0.761,-1.167,-0.117,-0.366
Çorlu,2016,2,0.384,-0.072,-0.736,-0.969,-0.080,-0.458,-0.234,-0.661,-0.404,-0.794
Çorlu,2016,3,-0.968,-1.353,-0.173,-0.598,-0.660,-0.982,-0.647,-1.158,-0.510,-0.972
Çorlu,2016,4,-0.303,-1.053,-0.545,-1.322,-1.173,-1.682,-0.522,-0.911,-0.840,-1.407
Çorlu,2016,5,0.353,0.298,-0.699,-1.233,-1.120,-1.441,-0.380,-0.700,-0.491,-1.021
Çorlu,2016,6,0.508,0.028,0.163,-0.419,-0.190,-0.904,-0.624,-1.113,-0.625,-1.302
Çorlu,2016,7,-1.124,-1.121,-0.041,-0.409,-0.577,-1.351,-1.259,-1.886,-0.603,-1.092
Çorlu,2016,8,-0.232,-0.733,-0.344,-0.945,-0.860,-1.445,-1.253,-1.707,-0.555,-0.988
Çorlu,2016,9,-0.248,-0.483,-1.280,-1.351,-0.733,-1.351,-0.782,-1.401,-0.986,-1.416
Çorlu,2016,10,-0.371,-0.406,-0.981,-1.030,-0.738,-1.035,-1.028,-1.595,-1.502,-1.898
Çorlu,2016,11,0.437,0.531,-0.400,-0.440,-0.700,-0.986,-0.942,-1.391,-1.315,-1.557
Çorlu,2016,12,-0.890,-0.685,-0.689,-0.498,-1.316,-1.167,-1.076,-1.292,-1.082,-1.373
Çorlu,2017,1,1.124,1.307,0.326,0.545,-0.318,-0.099,-0.403,-0.487,-0.673,-1.082
Çorlu,2017,2,-0.610,-0.846,-0.062,0.064,-0.364,-0.296,-0.594,-0.748,-0.847,-1.169
Çorlu,2017,3,-0.099,-0.494,0.367,0.297,-0.268,-0.259,-0.709,-0.794,-0.683,-0.992
Çorlu,2017,4,0.279,0.364,-0.508,-0.629,-0.009,0.130,-0.476,-0.255,-0.536,-0.664
Çorlu,2017,5,-0.293,-0.277,-0.396,-0.330,-0.349,-0.203,-0.547,-0.242,-0.730,-0.810
Çorlu,2017,6,1.213,1.217,0.729,0.806,0.686,0.757,0.001,0.159,-0.426,-0.407
Çorlu,2017,7,1.309,1.378,1.212,1.228,0.664,0.581,0.573,0.555,0.091,0.177
Çorlu,2017,8,-0.297,-0.511,1.317,1.227,0.828,0.718,0.425,0.372,0.089,0.177
Çorlu,2017,9,-0.134,-0.803,0.460,0.166,0.741,0.626,0.719,0.594,0.100,0.110
Çorlu,2017,10,1.302,1.462,0.754,0.612,1.222,1.176,0.849,0.744,0.733,0.567
Çorlu,2017,11,0.298,0.315,0.857,0.756,1.470,1.373,1.077,1.013,0.766,0.794
Çorlu,2017,12,0.276,0.066,0.961,0.959,0.960,0.788,1.126,1.061,1.077,0.998
Çorlu,2018,1,0.781,0.804,0.507,0.382,0.782,0.467,1.225,1.158,0.941,0.821
Çorlu,2018,2,1.093,1.167,0.882,0.824,1.055,1.004,1.483,1.426,1.273,1.203
Çorlu,2018,3,1.618,1.528,1.443,1.440,1.485,1.550,1.467,1.387,1.627,1.584
Çorlu,2018,4,-1.347,-1.462,1.177,0.855,0.892,0.530,1.048,0.566,1.390,1.234
Çorlu,2018,5,-0.020,-0.416,0.444,-0.094,0.955,0.602,1.113,0.625,1.501,1.232
Çorlu,2018,6,1.777,1.887,1.002,0.652,1.904,1.621,1.779,1.594,1.761,1.477
Çorlu,2018,7,1.614,1.642,1.972,1.797,2.476,2.112,1.862,1.046,1.855,0.949
Çorlu,2018,8,-1.441,-1.368,1.898,1.731,1.854,1.352,1.835,0.896,1.786,0.938
Çorlu,2018,9,0.988,0.997,1.322,1.076,1.621,1.196,2.223,1.838,1.986,1.734
Çorlu,2018,10,0.307,0.200,0.373,0.135,1.560,1.367,1.928,1.573,1.633,0.877
Çorlu,2018,11,0.329,0.362,0.632,0.527,1.769,1.640,1.650,1.327,1.810,1.465
Çorlu,2018,12,0.383,0.487,0.312,0.334,0.954,0.833,1.253,1.020,1.845,1.581
Çorlu,2019,1,0.222,0.223,0.275,0.300,0.337,0.225,1.357,1.277,1.714,1.449
Çorlu,2019,2,-0.699,-0.969,-0.083,-0.157,0.250,0.162,1.136,1.113,1.171,0.973
Çorlu,2019,3,-1.053,-1.136,-0.677,-0.867,-0.260,-0.409,0.316,0.116,0.626,0.352
Çorlu,2019,4,0.899,1.046,-0.596,-0.574,-0.088,0.004,0.017,0.023,0.923,0.841
Çorlu,2019,5,0.485,0.228,0.146,0.171,-0.094,-0.128,0.233,0.218,1.079,1.004
Çorlu,2019,6,-0.501,-1.238,0.224,-0.065,-0.583,-0.907,-0.226,-0.413,0.331,0.085
Çorlu,2019,7,0.561,0.494,-0.002,-0.447,-0.578,-0.877,-0.197,-0.212,-0.069,-0.146
Çorlu,2019,8,-1.107,-1.172,-0.577,-1.060,-0.426,-0.745,-0.448,-0.483,-0.057,-0.154
Çorlu,2019,9,-0.407,-0.729,-0.568,-0.720,-0.333,-0.700,-0.881,-1.158,-0.450,-0.685
Çorlu,2019,10,0.215,-0.013,-0.658,-0.984,-0.527,-1.031,-0.870,-1.221,-0.483,-0.548
Çorlu,2019,11,-2.973,-2.715,-1.600,-1.699,-1.833,-1.970,-1.341,-1.729,-1.180,-1.428
Çorlu,2019,12,-1.510,-1.563,-2.039,-2.016,-2.137,-1.949,-1.631,-1.908,-1.852,-1.928
Çorlu,2020,1,-0.620,-0.647,-2.522,-2.164,-2.613,-3.646,-2.197,-2.389,-2.336,-2.536
Çorlu,2020,2,-1.727,-1.492,-2.060,-1.782,-2.499,-2.135,-2.661,-2.567,-2.277,-2.478
Çorlu,2020,3,-1.065,-1.208,-1.668,-1.511,-2.512,-2.133,-2.576,-2.190,-2.256,-2.241
Çorlu,2020,4,-0.254,0.188,-1.906,-1.349,-2.814,-4.753,-2.793,-4.753,-2.489,-2.260
Çorlu,2020,5,1.656,1.837,0.712,1.030,-1.164,-0.975,-1.766,-1.889,-1.952,-1.888
Çorlu,2020,6,1.695,1.809,2.245,2.154,0.509,0.755,-0.733,-0.866,-0.965,-1.119
Çorlu,2020,7,-1.494,-1.246,1.798,1.786,0.643,0.768,-1.025,-0.994,-1.239,-1.266
Çorlu,2020,8,0.233,-0.673,0.994,0.642,1.144,1.047,-0.423,-0.353,-1.080,-1.162
Çorlu,2020,9,-0.087,-1.400,-0.882,-1.862,1.317,1.020,-0.017,-0.367,-0.997,-1.363
Çorlu,2020,10,0.459,-0.194,0.026,-1.249,1.243,0.684,0.392,-0.168,-0.892,-1.317
Çorlu,2020,11,-1.913,-1.837,-0.934,-1.682,-0.045,-1.068,0.249,-0.384,-0.885,-1.318
Çorlu,2020,12,-0.690,-1.224,-1.147,-1.693,-1.575,-2.110,0.165,-0.554,-0.718,-1.273
Çorlu,2021,1,1.688,1.588,0.093,-0.391,-0.035,-0.953,0.960,0.194,0.269,-0.465
Çorlu,2021,2,0.918,0.611,1.028,0.674,0.274,-0.709,0.620,-0.380,0.771,0.083
Çorlu,2021,3,-0.449,-0.254,1.304,1.202,0.245,-0.431,-0.114,-1.096,0.840,0.205
Çorlu,2021,4,-1.570,-0.768,-0.259,-0.271,-0.095,-0.304,-0.159,-0.758,0.679,0.005
Çorlu,2021,5,0.547,0.381,-0.762,-0.383,0.599,0.320,-0.049,-0.615,0.321,-0.525
Çorlu,2021,6,1.703,1.941,1.186,1.347,1.875,1.833,0.683,0.336,0.329,-0.410
Çorlu,2021,7,-0.643,-1.547,1.207,1.069,0.808,0.662,0.494,0.169,0.363,-0.266
Çorlu,2021,8,0.768,-0.009,1.244,0.883,0.569,0.362,1.112,0.478,0.456,-0.217
Çorlu,2021,9,-0.271,-0.364,-0.462,-1.196,0.543,0.311,1.371,1.068,0.409,-0.201
Çorlu,2021,10,-0.588,-0.566,-0.620,-0.838,0.450,0.202,0.197,-0.027,0.124,-0.159
Çorlu,2021,11,-0.230,-0.415,-1.061,-1.011,0.115,-0.263,-0.277,-0.414,0.449,0.033
Çorlu,2021,12,0.410,0.304,-0.422,-0.549,-0.724,-1.140,-0.006,-0.239,0.780,0.478
Çorlu,2022,1,-1.407,-1.326,-0.583,-0.817,-1.024,-1.092,-0.180,-0.551,-0.344,-0.642
Çorlu,2022,2,1.141,1.210,0.167,0.019,-0.521,-0.696,0.094,-0.224,-0.204,-0.373
Çorlu,2022,3,-1.645,-0.911,-0.499,-0.470,-0.687,-0.764,-0.888,-1.160,-0.360,-0.544
Çorlu,2022,4,1.011,0.889,0.626,0.744,-0.156,-0.121,-0.487,-0.422,0.072,-0.160
Çorlu,2022,5,-0.914,-0.863,-0.923,-0.614,-0.366,-0.385,-0.885,-0.690,-0.239,-0.470
Çorlu,2022,6,0.139,-0.125,-0.106,-0.194,-0.668,-0.645,-0.773,-0.809,-0.969,-1.222
Çorlu,2022,7,-1.645,-1.181,-1.178,-1.214,-0.427,-0.482,-0.769,-0.713,-1.000,-0.938
Çorlu,2022,8,1.084,0.523,-0.004,-0.578,-0.727,-0.887,-0.425,-0.466,-0.882,-0.835
Çorlu,2022,9,-0.719,-1.060,-0.523,-1.104,-0.578,-1.042,-0.934,-1.128,-0.933,-1.115
Çorlu,2022,10,-2.075,-1.505,-1.063,-1.466,-1.618,-1.807,-0.949,-1.185,-1.108,-1.174
Çorlu,2022,11,-1.234,-1.549,-2.702,-1.983,-2.002,-1.981,-2.061,-2.036,-1.489,-1.573
Çorlu,2022,12,-0.965,-1.333,-2.491,-2.135,-2.437,-2.151,-2.057,-2.166,-2.079,-1.968
Çorlu,2023,1,-1.356,-1.611,-2.062,-2.039,-2.588,-4.753,-2.967,-2.775,-2.211,-2.422
Çorlu,2023,2,-2.813,-1.837,-2.395,-2.109,-3.407,-2.453,-2.968,-2.753,-3.043,-2.912
Çorlu,2023,3,-0.842,-1.050,-2.253,-1.926,-3.184,-2.377,-3.107,-2.492,-2.859,-2.578
Çorlu,2023,4,0.797,0.894,-1.199,-1.058,-2.124,-2.858,-2.446,-4.376,-2.813,-2.448
Çorlu,2023,5,0.421,0.699,0.101,0.457,-1.783,-1.579,-2.704,-4.753,-2.498,-2.214
Çorlu,2023,6,0.238,0.286,0.534,0.953,-1.364,-1.125,-2.377,-2.045,-2.490,-2.277
Çorlu,2023,7,-0.390,-1.598,-0.073,-0.155,-1.059,-1.002,-2.124,-2.673,-2.363,-4.753
Çorlu,2023,8,-1.645,-3.265,-0.642,-1.457,-0.499,-0.828,-1.982,-2.353,-2.777,-4.753
Çorlu,2023,9,-0.833,-1.693,-1.837,-2.862,-0.575,-1.107,-2.026,-2.016,-2.732,-2.415
Çorlu,2023,10,-1.046,-1.474,-2.253,-2.655,-1.300,-1.849,-1.871,-2.067,-2.614,-4.753
Çorlu,2023,11,1.864,1.727,0.527,-0.105,-0.022,-1.031,-0.024,-0.685,-1.254,-1.667
Çorlu,2023,12,-0.008,-0.272,0.671,0.337,-0.102,-1.146,0.109,-0.540,-0.953,-1.471
Çorlu,2024,1,-0.200,-0.345,0.864,0.720,-0.110,-0.755,-0.237,-1.011,-0.756,-1.427
Çorlu,2024,2,-0.244,-0.725,-0.411,-0.796,-0.029,-0.671,-0.374,-1.318,-0.365,-1.089
Çorlu,2024,3,0.501,0.260,-0.173,-0.564,0.278,-0.219,-0.253,-1.210,-0.102,-0.830
Çorlu,2024,4,-0.454,-1.065,-0.285,-0.929,0.535,0.129,-0.227,-0.901,-0.323,-1.158
Çorlu,2024,5,-1.360,-0.686,-0.917,-1.062,-0.932,-1.241,-0.400,-0.844,-0.691,-1.475
Çorlu,2024,6,-1.433,-2.215,-2.331,-2.376,-1.575,-2.046,-0.507,-1.231,-1.023,-2.028
Çorlu,2024,7,-1.494,-2.626,-2.886,-2.642,-2.050,-2.420,-0.386,-1.255,-1.082,-2.902
Çorlu,2024,8,0.172,-0.867,-1.748,-2.806,-1.870,-2.396,-1.615,-3.401,-0.931,-2.103
Çorlu,2024,9,1.246,1.204,0.492,-0.697,-1.148,-2.277,-1.065,-1.956,-0.322,-1.331
Çorlu,2024,10,-2.421,-1.399,-0.050,-0.527,-1.507,-2.202,-1.491,-2.271,-0.409,-1.195
Çorlu,2024,11,-1.292,-1.048,-0.789,-0.863,-1.770,-2.210,-1.888,-2.406,-1.830,-2.156
Çorlu,2024,12,0.552,0.524,-1.132,-1.035,-0.705,-1.274,-1.676,-2.197,-1.556,-2.025
İpsala,1965,1,-0.441,-0.868,,,,,,,,
İpsala,1965,2,1.486,1.684,,,,,,,,
İpsala,1965,3,-0.798,-0.768,0.328,0.380,,,,,,
İpsala,1965,4,0.091,0.336,0.846,1.112,,,,,,
İpsala,1965,5,0.891,1.157,-0.032,0.372,,,,,,
İpsala,1965,6,-1.793,-1.176,-0.147,0.239,0.119,0.357,,,,
İpsala,1965,7,-0.743,-0.213,-0.294,0.108,0.342,0.817,,,,
İpsala,1965,8,-0.536,0.550,-2.127,-0.548,-0.931,-0.165,,,,
İpsala,1965,9,-1.814,-1.275,-1.934,-0.649,-1.177,-0.334,-0.403,0.088,,
İpsala,1965,10,-1.262,-0.904,-2.068,-1.070,-1.714,-0.854,-0.632,-0.026,,
İpsala,1965,11,1.129,1.203,0.066,-0.007,-0.650,-0.378,-0.592,-0.232,,
İpsala,1965,12,1.138,1.188,1.030,1.031,0.481,0.448,0.305,0.552,0.349,0.473
İpsala,1966,1,1.184,1.439,1.831,1.735,1.088,1.148,0.782,1.009,0.978,1.269
İpsala,1966,2,0.616,0.402,1.453,1.368,1.120,1.037,0.720,0.741,0.582,0.754
İpsala,1966,3,-0.190,-0.216,0.937,0.832,1.204,1.138,0.808,0.833,0.651,0.825
İpsala,1966,4,-0.203,-0.387,0.039,-0.188,1.473,1.319,0.840,0.786,0.616,0.711
İpsala,1966,5,0.055,0.307,-0.500,-0.407,1.075,1.044,0.836,0.768,0.456,0.512
İpsala,1966,6,-1.168,-0.429,-0.900,-0.570,0.371,0.364,0.858,0.899,0.489,0.601
İpsala,1966,7,0.666,0.544,-0.347,0.071,-0.302,-0.288,1.175,1.186,0.607,0.666
İpsala,1966,8,-0.926,-0.874,-0.685,-0.435,-0.867,-0.667,0.752,0.539,0.585,0.508
İpsala,1966,9,0.800,0.963,0.464,0.432,-0.496,-0.163,0.427,0.390,0.846,0.864
İpsala,1966,10,-0.390,-1.117,-0.189,-0.639,-0.591,-0.531,-0.506,-0.648,0.927,0.590
İpsala,1966,11,1.380,1.474,1.040,0.897,0.625,0.456,0.270,0.149,1.038,0.924
İpsala,1966,12,1.415,1.606,1.626,1.567,1.536,0.877,1.085,1.077,1.311,0.796
İpsala,1967,1,0.792,0.943,1.977,1.933,1.694,1.568,1.335,1.359,1.182,1.108
İpsala,1967,2,-0.048,0.095,1.206,1.367,1.451,1.471,1.233,1.268,0.927,1.000
İpsala,1967,3,-0.321,-0.318,0.206,0.306,1.248,1.219,1.217,1.170,0.873,0.951
İpsala,1967,4,0.445,0.419,-0.276,-0.035,1.503,1.564,1.240,1.163,0.981,1.057
İpsala,1967,5,0.026,-0.185,-0.208,-0.264,0.928,1.091,1.229,1.210,1.010,1.007
İpsala,1967,6,0.749,1.020,0.423,0.532,0.303,0.419,1.254,1.259,1.221,1.208
İpsala,1967,7,0.520,0.591,0.397,0.669,-0.021,0.212,1.412,1.579,1.186,1.193
İpsala,1967,8,-1.000,-0.447,0.352,0.615,-0.034,0.166,0.865,0.772,1.162,1.228
İpsala,1967,9,0.513,0.377,0.130,0.135,0.271,0.436,0.233,0.352,1.128,1.156
İpsala,1967,10,-0.089,-0.303,-0.196,-0.381,-0.057,0.071,-0.279,-0.134,1.149,0.851
İpsala,1967,11,-0.560,-0.771,-0.622,-0.745,-0.446,-0.365,-0.519,-0.502,0.408,0.520
İpsala,1967,12,0.011,-0.147,-0.804,-0.930,-0.726,-0.511,-0.477,-0.494,-0.339,-0.077
İpsala,1968,1,1.123,1.415,0.154,0.138,-0.139,-0.224,-0.038,0.051,-0.201,-0.120
İpsala,1968,2,0.270,0.214,0.599,0.655,0.032,-0.035,0.056,0.073,-0.066,-0.044
İpsala,1968,3,0.465,0.551,0.923,0.997,0.056,0.035,0.023,0.032,0.101,0.186
İpsala,1968,4,-1.279,-1.368,-0.243,-0.318,-0.027,-0.136,-0.226,-0.306,-0.137,-0.112
İpsala,1968,5,-0.168,-1.446,-0.579,-1.301,0.227,-0.095,-0.212,-0.486,-0.175,-0.333
İpsala,1968,6,-0.396,-0.255,-1.295,-1.823,0.230,0.001,-0.386,-0.637,-0.378,-0.579
İpsala,1968,7,-0.924,-0.615,-0.765,-1.450,-0.747,-1.151,-0.337,-0.612,-0.498,-0.717
İpsala,1968,8,1.656,1.603,0.273,0.625,-0.341,-0.507,0.217,0.129,-0.179,-0.326
İpsala,1968,9,1.251,1.324,1.248,1.455,0.081,-0.092,0.688,0.497,0.024,-0.103
İpsala,1968,10,-0.637,-0.598,0.674,0.985,0.026,0.095,-0.194,-0.259,-0.085,-0.021
İpsala,1968,11,-0.183,-0.390,-0.145,-0.105,-0.105,0.125,-0.403,-0.501,0.043,-0.024
İpsala,1968,12,0.542,0.684,-0.349,-0.346,0.256,0.403,-0.275,-0.350,0.257,0.275
İpsala,1969,1,0.428,0.470,0.167,0.259,0.433,0.720,0.026,0.161,-0.131,-0.131
İpsala,1969,2,1.340,1.407,0.993,1.147,0.612,0.777,0.600,0.852,0.317,0.360
İpsala,1969,3,0.394,0.654,1.016,1.179,0.375,0.563,0.704,0.974,0.294,0.407
İpsala,1969,4,-0.057,0.239,1.131,1.281,0.604,0.800,0.762,1.061,0.433,0.647
İpsala,1969,5,-0.498,-1.229,-0.285,-0.206,0.699,0.869,0.414,0.588,0.405,0.664
İpsala,1969,6,0.608,0.551,-0.194,-0.428,0.710,0.631,0.228,0.378,0.556,0.780
İpsala,1969,7,-0.990,0.497,-0.286,-0.206,0.569,0.846,0.381,0.606,0.549,0.874
İpsala,1969,8,0.408,0.499,0.129,0.611,-0.237,0.201,0.593,0.656,0.354,0.625
İpsala,1969,9,-0.756,-1.002,-0.922,-0.218,-0.890,-0.556,0.326,0.447,-0.033,0.170
İpsala,1969,10,0.390,0.294,-0.037,-0.181,-0.416,-0.330,0.307,0.481,0.234,0.356
İpsala,1969,11,-0.447,-0.798,-0.614,-0.860,-0.568,-0.453,-0.653,-0.552,0.174,0.300
İpsala,1969,12,0.572,0.569,0.030,-0.218,-0.355,-0.120,-0.458,-0.492,0.187,0.280
İpsala,1970,1,0.863,0.881,0.364,0.194,0.151,-0.061,-0.080,-0.165,0.372,0.389
İpsala,1970,2,1.079,1.122,1.103,1.088,0.491,0.316,0.435,0.399,0.249,0.269
İpsala,1970,3,-0.256,-0.366,0.930,0.835,0.539,0.395,0.253,0.245,0.118,0.089
İpsala,1970,4,-0.830,-1.260,0.275,0.032,0.354,0.057,0.197,-0.051,0.016,-0.157
İpsala,1970,5,0.738,1.008,-0.303,-0.400,0.798,0.734,0.297,0.117,0.250,0.220
İpsala,1970,6,-0.136,-0.000,-0.211,-0.245,0.624,0.470,0.380,0.278,0.119,0.120
İpsala,1970,7,-0.924,-0.760,0.040,0.302,0.108,0.011,0.254,0.079,0.122,-0.048
İpsala,1970,8,-0.009,-0.009,-0.608,-0.461,-0.674,-0.678,0.505,0.345,0.084,-0.125
İpsala,1970,9,-1.030,-0.558,-1.359,-0.864,-1.085,-0.864,0.169,0.139,0.060,-0.100
İpsala,1970,10,1.010,1.229,0.453,0.604,0.231,0.580,0.255,0.313,0.318,0.261
İpsala,1970,11,0.117,-0.034,0.322,0.450,-0.056,0.037,-0.244,-0.217,0.488,0.476
İpsala,1970,12,-0.230,-0.367,0.253,0.272,-0.225,-0.012,-0.352,-0.297,0.206,0.238
İpsala,1971,1,-0.021,-0.548,-0.457,-0.630,-0.254,-0.269,-0.307,-0.155,-0.211,-0.269
İpsala,1971,2,1.106,1.229,0.213,0.148,0.244,0.290,-0.010,-0.015,-0.155,-0.167
İpsala,1971,3,1.417,1.473,1.043,1.040,0.755,0.825,0.410,0.473,0.259,0.359
İpsala,1971,4,-0.760,-0.531,1.301,1.335,0.287,0.259,0.365,0.464,0.268,0.466
İpsala,1971,5,-0.380,-0.896,0.324,0.312,0.245,0.147,0.278,0.331,0.061,0.092
İpsala,1971,6,0.514,0.623,-0.560,-0.689,0.593,0.464,0.492,0.554,0.175,0.209
İpsala,1971,7,1.055,1.587,0.354,0.638,1.050,1.310,0.309,0.385,0.379,0.527
İpsala,1971,8,-0.203,-0.151,0.598,0.939,0.500,0.779,0.347,0.367,0.361,0.507
İpsala,1971,9,0.838,1.058,0.805,1.204,0.055,0.472,0.773,0.693,0.618,0.808
İpsala,1971,10,-0.590,-0.417,-0.179,0.064,-0.078,0.374,0.641,1.000,0.117,0.289
İpsala,1971,11,0.107,-0.019,-0.190,0.039,0.037,0.428,0.116,0.432,0.131,0.311
İpsala,1971,12,-0.295,-0.458,-0.810,-0.739,-0.356,0.099,-0.607,-0.329,0.101,0.301
İpsala,1972,1,-0.742,-0.968,-0.849,-0.854,-1.050,-0.789,-0.812,-0.483,-0.121,0.172
İpsala,1972,2,-0.061,-0.019,-0.852,-0.831,-0.862,-0.660,-0.683,-0.342,-0.511,-0.219
İpsala,1972,3,-0.166,-0.119,-0.799,-0.739,-1.137,-0.958,-0.765,-0.407,-0.927,-0.612
İpsala,1972,4,0.655,0.231,-0.071,-0.116,-0.678,-0.762,-0.819,-0.664,-0.672,-0.455
İpsala,1972,5,0.582,0.509,0.366,0.146,-0.544,-0.709,-0.639,-0.535,-0.490,-0.246
İpsala,1972,6,0.102,-0.225,0.516,0.047,-0.390,-0.490,-0.857,-0.882,-0.561,-0.393
İpsala,1972,7,-0.074,-0.087,0.175,0.031,-0.046,-0.261,-0.598,-0.741,-0.736,-0.663
İpsala,1972,8,0.529,0.340,0.013,-0.134,0.168,-0.078,-0.549,-0.547,-0.643,-0.605
İpsala,1972,9,1.910,1.971,1.536,1.603,1.470,1.301,0.369,0.293,-0.228,-0.230
İpsala,1972,10,1.622,1.894,2.075,2.270,1.928,1.902,1.590,1.581,0.620,0.516
İpsala,1972,11,-0.654,-0.877,1.536,1.706,1.315,1.397,1.214,1.245,0.416,0.437
İpsala,1972,12,-2.116,-1.771,-0.165,-0.149,0.571,0.543,0.644,0.640,0.108,0.192
İpsala,1973,1,0.397,0.363,-1.486,-1.315,0.655,0.842,0.554,0.721,0.415,0.468
İpsala,1973,2,1.060,1.094,-0.170,-0.179,0.858,1.045,0.771,0.873,0.751,0.798
İpsala,1973,3,1.252,1.390,1.152,1.256,0.579,0.736,1.000,1.173,1.014,1.092
İpsala,1973,4,0.961,0.850,1.780,1.581,0.021,0.016,1.207,1.305,1.087,1.182
İpsala,1973,5,-0.390,-0.696,0.992,1.006,0.267,0.270,1.055,1.189,0.969,1.052
İpsala,1973,6,1.569,1.763,1.133,1.271,1.440,1.117,0.890,1.081,1.245,1.410
İpsala,1973,7,0.268,0.273,0.702,1.003,1.614,1.738,0.226,0.330,1.257,1.426
İpsala,1973,8,0.030,0.686,1.030,1.434,1.254,1.547,0.537,0.601,1.194,1.474
İpsala,1973,9,0.170,-0.003,-0.077,0.269,0.787,1.093,1.230,0.975,0.743,1.003
İpsala,1973,10,0.000,-0.250,-0.179,-0.121,0.199,0.503,1.135,1.298,0.040,0.212
İpsala,1973,11,-0.857,-0.871,-0.930,-0.925,-0.211,0.093,0.263,0.508,0.017,0.194
İpsala,1973,12,-0.526,-0.786,-1.336,-1.249,-1.265,-0.754,-0.469,-0.329,0.271,0.386
İpsala,1974,1,-1.032,-1.089,-1.875,-1.525,-1.886,-1.402,-1.214,-0.901,-0.144,0.037
İpsala,1974,2,0.055,-0.046,-1.040,-1.080,-1.495,-1.407,-1.000,-0.738,-0.478,-0.293
