year,month,pr_mm,tas_c,model,name,ssp
2015,1,66.57,2.822,ACCESS-CM2,Edirne,ssp245
2015,2,131.078,3.953,ACCESS-CM2,Edirne,ssp245
2015,3,52.773,7.31,ACCESS-CM2,Edirne,ssp245
2015,4,34.427,15.115,ACCESS-CM2,Edirne,ssp245
2015,5,25.042,21.05,ACCESS-CM2,Edirne,ssp245
2015,6,64.991,25.556,ACCESS-CM2,Edirne,ssp245
2015,7,94.633,26.38,ACCESS-CM2,Edirne,ssp245
2015,8,17.014,25.708,ACCESS-CM2,Edirne,ssp245
2015,9,37.792,19.759,ACCESS-CM2,Edirne,ssp245
2015,10,33.013,12.509,ACCESS-CM2,Edirne,ssp245
2015,11,169.46,9.327,ACCESS-CM2,Edirne,ssp245
2015,12,98.852,8.349,ACCESS-CM2,Edirne,ssp245
2016,1,93.382,0.729,ACCESS-CM2,Edirne,ssp245
2016,2,26.432,4.191,ACCESS-CM2,Edirne,ssp245
2016,3,11.826,10.143,ACCESS-CM2,Edirne,ssp245
2016,4,104.987,11.588,ACCESS-CM2,Edirne,ssp245
2016,5,12.161,18.337,ACCESS-CM2,Edirne,ssp245
2016,6,5.452,24.296,ACCESS-CM2,Edirne,ssp245
2016,7,72.837,28.198,ACCESS-CM2,Edirne,ssp245
2016,8,6.678,26.434,ACCESS-CM2,Edirne,ssp245
2016,9,18.356,22.535,ACCESS-CM2,Edirne,ssp245
2016,10,94.47,14.11,ACCESS-CM2,Edirne,ssp245
2016,11,13.784,12.117,ACCESS-CM2,Edirne,ssp245
2016,12,78.357,7.329,ACCESS-CM2,Edirne,ssp245
2017,1,76.043,4.625,ACCESS-CM2,Edirne,ssp245
2017,2,7.208,2.883,ACCESS-CM2,Edirne,ssp245
2017,3,10.194,9.039,ACCESS-CM2,Edirne,ssp245
2017,4,72.156,12.114,ACCESS-CM2,Edirne,ssp245
2017,5,33.524,19.517,ACCESS-CM2,Edirne,ssp245
2017,6,49.389,25.352,ACCESS-CM2,Edirne,ssp245
2017,7,2.497,26.422,ACCESS-CM2,Edirne,ssp245
2017,8,22.068,26.606,ACCESS-CM2,Edirne,ssp245
2017,9,13.094,23.652,ACCESS-CM2,Edirne,ssp245
2017,10,48.88,16.239,ACCESS-CM2,Edirne,ssp245
2017,11,28.398,9.423,ACCESS-CM2,Edirne,ssp245
2017,12,119.645,7.673,ACCESS-CM2,Edirne,ssp245
2018,1,61.703,7.628,ACCESS-CM2,Edirne,ssp245
2018,2,36.167,8.433,ACCESS-CM2,Edirne,ssp245
2018,3,27.007,10.153,ACCESS-CM2,Edirne,ssp245
2018,4,113.426,13.464,ACCESS-CM2,Edirne,ssp245
2018,5,27.055,19.608,ACCESS-CM2,Edirne,ssp245
2018,6,35.708,24.056,ACCESS-CM2,Edirne,ssp245
2018,7,47.249,25.805,ACCESS-CM2,Edirne,ssp245
2018,8,63.74,25.511,ACCESS-CM2,Edirne,ssp245
2018,9,0.224,22.837,ACCESS-CM2,Edirne,ssp245
2018,10,55.799,14.789,ACCESS-CM2,Edirne,ssp245
2018,11,54.655,12.373,ACCESS-CM2,Edirne,ssp245
2018,12,54.896,7.853,ACCESS-CM2,Edirne,ssp245
2019,1,126.016,0.865,ACCESS-CM2,Edirne,ssp245
2019,2,15.663,4.354,ACCESS-CM2,Edirne,ssp245
2019,3,68.153,10.783,ACCESS-CM2,Edirne,ssp245
2019,4,90.384,14.195,ACCESS-CM2,Edirne,ssp245
2019,5,17.325,17.842,ACCESS-CM2,Edirne,ssp245
2019,6,63.738,24.243,ACCESS-CM2,Edirne,ssp245
2019,7,17.252,27.491,ACCESS-CM2,Edirne,ssp245
2019,8,29.155,25.237,ACCESS-CM2,Edirne,ssp245
2019,9,62.721,22.279,ACCESS-CM2,Edirne,ssp245
2019,10,46.235,15.069,ACCESS-CM2,Edirne,ssp245
2019,11,31.456,11.073,ACCESS-CM2,Edirne,ssp245
2019,12,120.37,7.246,ACCESS-CM2,Edirne,ssp245
2020,1,155.392,4.392,ACCESS-CM2,Edirne,ssp245
2020,2,43.637,7.459,ACCESS-CM2,Edirne,ssp245
2020,3,37.888,6.111,ACCESS-CM2,Edirne,ssp245
2020,4,52.108,13.455,ACCESS-CM2,Edirne,ssp245
2020,5,27.331,19.144,ACCESS-CM2,Edirne,ssp245
2020,6,81.925,24.604,ACCESS-CM2,Edirne,ssp245
2020,7,49.795,25.668,ACCESS-CM2,Edirne,ssp245
2020,8,5.796,27.376,ACCESS-CM2,Edirne,ssp245
2020,9,19.076,22.384,ACCESS-CM2,Edirne,ssp245
2020,10,39.617,15.226,ACCESS-CM2,Edirne,ssp245
2020,11,85.483,12.257,ACCESS-CM2,Edirne,ssp245
2020,12,42.384,9.269,ACCESS-CM2,Edirne,ssp245
2021,1,71.083,5.35,ACCESS-CM2,Edirne,ssp245
2021,2,113.29,6.689,ACCESS-CM2,Edirne,ssp245
2021,3,62.192,10.766,ACCESS-CM2,Edirne,ssp245
2021,4,88.852,12.596,ACCESS-CM2,Edirne,ssp245
2021,5,37.822,21.14,ACCESS-CM2,Edirne,ssp245
2021,6,22.522,25.285,ACCESS-CM2,Edirne,ssp245
2021,7,13.392,28.212,ACCESS-CM2,Edirne,ssp245
2021,8,3.499,27.861,ACCESS-CM2,Edirne,ssp245
2021,9,24.791,22.72,ACCESS-CM2,Edirne,ssp245
2021,10,46.642,12.385,ACCESS-CM2,Edirne,ssp245
2021,11,8.469,10.993,ACCESS-CM2,Edirne,ssp245
2021,12,101.461,7.338,ACCESS-CM2,Edirne,ssp245
2022,1,29.233,4.74,ACCESS-CM2,Edirne,ssp245
2022,2,71.225,6.409,ACCESS-CM2,Edirne,ssp245
2022,3,64.945,7.769,ACCESS-CM2,Edirne,ssp245
2022,4,43.512,13.581,ACCESS-CM2,Edirne,ssp245
2022,5,73.024,19.627,ACCESS-CM2,Edirne,ssp245
2022,6,69.602,24.576,ACCESS-CM2,Edirne,ssp245
2022,7,22.755,27.194,ACCESS-CM2,Edirne,ssp245
2022,8,17.277,26.513,ACCESS-CM2,Edirne,ssp245
2022,9,26.84,24.159,ACCESS-CM2,Edirne,ssp245
2022,10,23.972,15.399,ACCESS-CM2,Edirne,ssp245
2022,11,39.186,14.387,ACCESS-CM2,Edirne,ssp245
2022,12,4.15,7.269,ACCESS-CM2,Edirne,ssp245
2023,1,103.217,3.984,ACCESS-CM2,Edirne,ssp245
2023,2,171.921,8.661,ACCESS-CM2,Edirne,ssp245
2023,3,34.956,9.231,ACCESS-CM2,Edirne,ssp245
2023,4,13.491,15.456,ACCESS-CM2,Edirne,ssp245
2023,5,14.59,22.781,ACCESS-CM2,Edirne,ssp245
2023,6,89.948,25.571,ACCESS-CM2,Edirne,ssp245
2023,7,12.434,27.487,ACCESS-CM2,Edirne,ssp245
2023,8,14.706,27.065,ACCESS-CM2,Edirne,ssp245
2023,9,0.944,24.144,ACCESS-CM2,Edirne,ssp245
2023,10,32.335,17.519,ACCESS-CM2,Edirne,ssp245
2023,11,149.797,15.088,ACCESS-CM2,Edirne,ssp245
2023,12,79.577,8.965,ACCESS-CM2,Edirne,ssp245
2024,1,19.84,4.854,ACCESS-CM2,Edirne,ssp245
2024,2,179.512,3.573,ACCESS-CM2,Edirne,ssp245
2024,3,124.223,8.323,ACCESS-CM2,Edirne,ssp245
2024,4,46.172,12.247,ACCESS-CM2,Edirne,ssp245
2024,5,64.081,16.397,ACCESS-CM2,Edirne,ssp245
2024,6,29.327,23.967,ACCESS-CM2,Edirne,ssp245
2024,7,66.15,28.027,ACCESS-CM2,Edirne,ssp245
2024,8,22.051,25.322,ACCESS-CM2,Edirne,ssp245
2024,9,6.768,23.788,ACCESS-CM2,Edirne,ssp245
2024,10,24.148,12.481,ACCESS-CM2,Edirne,ssp245
2024,11,52.382,11.913,ACCESS-CM2,Edirne,ssp245
2024,12,117.411,6.421,ACCESS-CM2,Edirne,ssp245
2025,1,68.806,4.515,ACCESS-CM2,Edirne,ssp245
2025,2,33.871,3.72,ACCESS-CM2,Edirne,ssp245
2025,3,52.383,7.801,ACCESS-CM2,Edirne,ssp245
2025,4,70.098,14.406,ACCESS-CM2,Edirne,ssp245
2025,5,38.164,21.132,ACCESS-CM2,Edirne,ssp245
2025,6,41.587,25.333,ACCESS-CM2,Edirne,ssp245
2025,7,64.648,27.463,ACCESS-CM2,Edirne,ssp245
2025,8,32.751,26.818,ACCESS-CM2,Edirne,ssp245
2025,9,27.515,23.319,ACCESS-CM2,Edirne,ssp245
2025,10,44.293,16.314,ACCESS-CM2,Edirne,ssp245
2025,11,39.543,10.324,ACCESS-CM2,Edirne,ssp245
2025,12,103.053,9.361,ACCESS-CM2,Edirne,ssp245
2026,1,148.979,3.67,ACCESS-CM2,Edirne,ssp245
2026,2,57.275,4.403,ACCESS-CM2,Edirne,ssp245
2026,3,45.359,4.949,ACCESS-CM2,Edirne,ssp245
2026,4,71.824,13.208,ACCESS-CM2,Edirne,ssp245
2026,5,66.201,18.622,ACCESS-CM2,Edirne,ssp245
2026,6,13.209,24.511,ACCESS-CM2,Edirne,ssp245
2026,7,13.34,26.75,ACCESS-CM2,Edirne,ssp245
2026,8,38.922,26.293,ACCESS-CM2,Edirne,ssp245
2026,9,22.699,22.734,ACCESS-CM2,Edirne,ssp245
2026,10,53.62,16.889,ACCESS-CM2,Edirne,ssp245
2026,11,8.413,12.683,ACCESS-CM2,Edirne,ssp245
2026,12,55.817,8.546,ACCESS-CM2,Edirne,ssp245
2027,1,42.453,6.63,ACCESS-CM2,Edirne,ssp245
2027,2,77.703,5.053,ACCESS-CM2,Edirne,ssp245
2027,3,62.478,8.058,ACCESS-CM2,Edirne,ssp245
2027,4,38.646,13.332,ACCESS-CM2,Edirne,ssp245
2027,5,4.757,21.614,ACCESS-CM2,Edirne,ssp245
2027,6,82.603,23.891,ACCESS-CM2,Edirne,ssp245
2027,7,13.21,26.995,ACCESS-CM2,Edirne,ssp245
2027,8,54.815,25.971,ACCESS-CM2,Edirne,ssp245
2027,9,0.076,22.636,ACCESS-CM2,Edirne,ssp245
2027,10,108.095,17.393,ACCESS-CM2,Edirne,ssp245
2027,11,82.117,10.094,ACCESS-CM2,Edirne,ssp245
2027,12,95.077,7.369,ACCESS-CM2,Edirne,ssp245
2028,1,128.869,4.78,ACCESS-CM2,Edirne,ssp245
2028,2,14.747,7.605,ACCESS-CM2,Edirne,ssp245
2028,3,15.917,13.171,ACCESS-CM2,Edirne,ssp245
2028,4,60.414,15.893,ACCESS-CM2,Edirne,ssp245
2028,5,40.434,19.157,ACCESS-CM2,Edirne,ssp245
2028,6,31.835,24.517,ACCESS-CM2,Edirne,ssp245
2028,7,83.428,25.781,ACCESS-CM2,Edirne,ssp245
2028,8,26.633,27.486,ACCESS-CM2,Edirne,ssp245
2028,9,17.047,22.914,ACCESS-CM2,Edirne,ssp245
2028,10,36.882,16.549,ACCESS-CM2,Edirne,ssp245
2028,11,187.724,6.316,ACCESS-CM2,Edirne,ssp245
2028,12,33.995,9.18,ACCESS-CM2,Edirne,ssp245
2029,1,93.217,4.578,ACCESS-CM2,Edirne,ssp245
2029,2,32.224,4.367,ACCESS-CM2,Edirne,ssp245
2029,3,73.185,8.869,ACCESS-CM2,Edirne,ssp245
2029,4,128.536,12.003,ACCESS-CM2,Edirne,ssp245
2029,5,37.561,20.63,ACCESS-CM2,Edirne,ssp245
2029,6,18.828,25.977,ACCESS-CM2,Edirne,ssp245
2029,7,33.975,26.415,ACCESS-CM2,Edirne,ssp245
2029,8,32.168,25.695,ACCESS-CM2,Edirne,ssp245
2029,9,27.98,22.869,ACCESS-CM2,Edirne,ssp245
2029,10,45.689,17.069,ACCESS-CM2,Edirne,ssp245
2029,11,87.047,12.116,ACCESS-CM2,Edirne,ssp245
2029,12,87.351,7.73,ACCESS-CM2,Edirne,ssp245
2030,1,39.687,4.034,ACCESS-CM2,Edirne,ssp245
2030,2,26.181,-1.339,ACCESS-CM2,Edirne,ssp245
2030,3,64.345,8.846,ACCESS-CM2,Edirne,ssp245
2030,4,53.103,12.726,ACCESS-CM2,Edirne,ssp245
2030,5,30.359,19.521,ACCESS-CM2,Edirne,ssp245
2030,6,27.739,25.506,ACCESS-CM2,Edirne,ssp245
2030,7,32.84,25.808,ACCESS-CM2,Edirne,ssp245
2030,8,13.602,27.147,ACCESS-CM2,Edirne,ssp245
2030,9,2.283,23.671,ACCESS-CM2,Edirne,ssp245
2030,10,89.984,16.261,ACCESS-CM2,Edirne,ssp245
2030,11,38.824,13.481,ACCESS-CM2,Edirne,ssp245
2030,12,9.511,7.474,ACCESS-CM2,Edirne,ssp245
2031,1,47.53,3.516,ACCESS-CM2,Edirne,ssp245
2031,2,82.08,5.12,ACCESS-CM2,Edirne,ssp245
2031,3,66.557,8.511,ACCESS-CM2,Edirne,ssp245
2031,4,40.079,14.066,ACCESS-CM2,Edirne,ssp245
2031,5,19.066,21.682,ACCESS-CM2,Edirne,ssp245
2031,6,75.042,24.491,ACCESS-CM2,Edirne,ssp245
2031,7,71.45,26.065,ACCESS-CM2,Edirne,ssp245
2031,8,17.449,27.764,ACCESS-CM2,Edirne,ssp245
2031,9,18.947,22.71,ACCESS-CM2,Edirne,ssp245
2031,10,49.466,15.499,ACCESS-CM2,Edirne,ssp245
2031,11,55.287,8.041,ACCESS-CM2,Edirne,ssp245
2031,12,44.271,7.843,ACCESS-CM2,Edirne,ssp245
2032,1,117.642,4.706,ACCESS-CM2,Edirne,ssp245
2032,2,81.256,7.653,ACCESS-CM2,Edirne,ssp245
2032,3,46.327,10.971,ACCESS-CM2,Edirne,ssp245
2032,4,69.506,15.433,ACCESS-CM2,Edirne,ssp245
2032,5,20.364,21.5,ACCESS-CM2,Edirne,ssp245
2032,6,17.945,25.246,ACCESS-CM2,Edirne,ssp245
2032,7,27.41,28.611,ACCESS-CM2,Edirne,ssp245
2032,8,7.441,26.029,ACCESS-CM2,Edirne,ssp245
2032,9,18.278,22.844,ACCESS-CM2,Edirne,ssp245
2032,10,59.243,12.525,ACCESS-CM2,Edirne,ssp245
2032,11,23.933,12.095,ACCESS-CM2,Edirne,ssp245
2032,12,117.099,6.811,ACCESS-CM2,Edirne,ssp245
2033,1,2.596,3.699,ACCESS-CM2,Edirne,ssp245
2033,2,39.167,4.197,ACCESS-CM2,Edirne,ssp245
2033,3,14.113,9.769,ACCESS-CM2,Edirne,ssp245
2033,4,120.047,12.883,ACCESS-CM2,Edirne,ssp245
2033,5,58.025,18.786,ACCESS-CM2,Edirne,ssp245
2033,6,96.485,25.251,ACCESS-CM2,Edirne,ssp245
2033,7,61.209,27.013,ACCESS-CM2,Edirne,ssp245
2033,8,30.781,29.275,ACCESS-CM2,Edirne,ssp245
2033,9,10.201,24.802,ACCESS-CM2,Edirne,ssp245
2033,10,33.936,16.157,ACCESS-CM2,Edirne,ssp245
2033,11,8.271,8.981,ACCESS-CM2,Edirne,ssp245
2033,12,67.528,6.58,ACCESS-CM2,Edirne,ssp245
2034,1,31.39,2.703,ACCESS-CM2,Edirne,ssp245
2034,2,21.023,3.33,ACCESS-CM2,Edirne,ssp245
2034,3,38.983,8.301,ACCESS-CM2,Edirne,ssp245
2034,4,82.692,15.451,ACCESS-CM2,Edirne,ssp245
2034,5,172.766,16.949,ACCESS-CM2,Edirne,ssp245
2034,6,46.656,22.158,ACCESS-CM2,Edirne,ssp245
2034,7,67.614,28.005,ACCESS-CM2,Edirne,ssp245
2034,8,98.849,27.869,ACCESS-CM2,Edirne,ssp245
2034,9,37.179,24.55,ACCESS-CM2,Edirne,ssp245
2034,10,88.707,17.505,ACCESS-CM2,Edirne,ssp245
2034,11,48.063,10.292,ACCESS-CM2,Edirne,ssp245
2034,12,65.574,8.864,ACCESS-CM2,Edirne,ssp245
2035,1,13.604,5.661,ACCESS-CM2,Edirne,ssp245
2035,2,101.606,8.41,ACCESS-CM2,Edirne,ssp245
2035,3,44.55,11.481,ACCESS-CM2,Edirne,ssp245
2035,4,71.537,13.79,ACCESS-CM2,Edirne,ssp245
2035,5,61.475,19.563,ACCESS-CM2,Edirne,ssp245
2035,6,37.24,24.313,ACCESS-CM2,Edirne,ssp245
2035,7,9.843,27.489,ACCESS-CM2,Edirne,ssp245
2035,8,6.823,27.587,ACCESS-CM2,Edirne,ssp245
2035,9,9.968,24.337,ACCESS-CM2,Edirne,ssp245
2035,10,54.006,14.372,ACCESS-CM2,Edirne,ssp245
2035,11,17.701,7.282,ACCESS-CM2,Edirne,ssp245
2035,12,26.163,7.299,ACCESS-CM2,Edirne,ssp245
2036,1,5.002,7.238,ACCESS-CM2,Edirne,ssp245
2036,2,68.015,6.311,ACCESS-CM2,Edirne,ssp245
2036,3,36.186,8.511,ACCESS-CM2,Edirne,ssp245
2036,4,9.26,18.246,ACCESS-CM2,Edirne,ssp245
2036,5,34.799,16.779,ACCESS-CM2,Edirne,ssp245
2036,6,5.563,25.744,ACCESS-CM2,Edirne,ssp245
2036,7,25.787,27.024,ACCESS-CM2,Edirne,ssp245
2036,8,29.093,26.557,ACCESS-CM2,Edirne,ssp245
2036,9,85.335,22.573,ACCESS-CM2,Edirne,ssp245
2036,10,29.195,17.396,ACCESS-CM2,Edirne,ssp245
2036,11,14.331,5.578,ACCESS-CM2,Edirne,ssp245
2036,12,118.678,9.325,ACCESS-CM2,Edirne,ssp245
2037,1,65.677,6.953,ACCESS-CM2,Edirne,ssp245
2037,2,81.119,4.334,ACCESS-CM2,Edirne,ssp245
2037,3,5.488,10.46,ACCESS-CM2,Edirne,ssp245
2037,4,82.187,12.156,ACCESS-CM2,Edirne,ssp245
2037,5,11.295,21.573,ACCESS-CM2,Edirne,ssp245
2037,6,3.953,26.572,ACCESS-CM2,Edirne,ssp245
2037,7,75.067,27.395,ACCESS-CM2,Edirne,ssp245
2037,8,29.239,25.811,ACCESS-CM2,Edirne,ssp245
2037,9,2.802,23.811,ACCESS-CM2,Edirne,ssp245
2037,10,47.854,14.956,ACCESS-CM2,Edirne,ssp245
2037,11,19.905,13.82,ACCESS-CM2,Edirne,ssp245
2037,12,99.791,7.488,ACCESS-CM2,Edirne,ssp245
2038,1,16.925,2.957,ACCESS-CM2,Edirne,ssp245
2038,2,24.427,4.19,ACCESS-CM2,Edirne,ssp245
2038,3,46.688,8.495,ACCESS-CM2,Edirne,ssp245
2038,4,81.632,16.662,ACCESS-CM2,Edirne,ssp245
2038,5,61.73,22.483,ACCESS-CM2,Edirne,ssp245
2038,6,30.345,26.898,ACCESS-CM2,Edirne,ssp245
2038,7,15.386,29.172,ACCESS-CM2,Edirne,ssp245
2038,8,6.702,29.489,ACCESS-CM2,Edirne,ssp245
2038,9,0.552,23.824,ACCESS-CM2,Edirne,ssp245
2038,10,93.631,15.872,ACCESS-CM2,Edirne,ssp245
2038,11,19.248,10.817,ACCESS-CM2,Edirne,ssp245
2038,12,40.007,8.434,ACCESS-CM2,Edirne,ssp245
2039,1,138.178,7.634,ACCESS-CM2,Edirne,ssp245
2039,2,30.21,7.642,ACCESS-CM2,Edirne,ssp245
2039,3,37.0,12.538,ACCESS-CM2,Edirne,ssp245
2039,4,60.569,8.961,ACCESS-CM2,Edirne,ssp245
2039,5,19.749,18.855,ACCESS-CM2,Edirne,ssp245
2039,6,7.075,27.566,ACCESS-CM2,Edirne,ssp245
2039,7,17.275,27.423,ACCESS-CM2,Edirne,ssp245
2039,8,32.157,27.763,ACCESS-CM2,Edirne,ssp245
2039,9,0.511,23.342,ACCESS-CM2,Edirne,ssp245
2039,10,31.498,18.41,ACCESS-CM2,Edirne,ssp245
2039,11,56.844,12.188,ACCESS-CM2,Edirne,ssp245
2039,12,94.987,6.68,ACCESS-CM2,Edirne,ssp245
2040,1,65.417,4.675,ACCESS-CM2,Edirne,ssp245
2040,2,4.755,8.644,ACCESS-CM2,Edirne,ssp245
2040,3,2.814,13.806,ACCESS-CM2,Edirne,ssp245
2040,4,20.368,19.374,ACCESS-CM2,Edirne,ssp245
2040,5,42.709,23.071,ACCESS-CM2,Edirne,ssp245
2040,6,37.934,27.385,ACCESS-CM2,Edirne,ssp245
2040,7,39.615,28.047,ACCESS-CM2,Edirne,ssp245
2040,8,37.767,27.349,ACCESS-CM2,Edirne,ssp245
2040,9,8.165,24.464,ACCESS-CM2,Edirne,ssp245
2040,10,23.381,18.062,ACCESS-CM2,Edirne,ssp245
2040,11,82.668,16.251,ACCESS-CM2,Edirne,ssp245
2040,12,57.773,7.446,ACCESS-CM2,Edirne,ssp245
2041,1,11.927,5.687,ACCESS-CM2,Edirne,ssp245
2041,2,96.285,7.614,ACCESS-CM2,Edirne,ssp245
2041,3,74.862,8.446,ACCESS-CM2,Edirne,ssp245
2041,4,50.43,15.812,ACCESS-CM2,Edirne,ssp245
2041,5,20.303,20.571,ACCESS-CM2,Edirne,ssp245
2041,6,38.839,29.978,ACCESS-CM2,Edirne,ssp245
2041,7,16.679,27.1,ACCESS-CM2,Edirne,ssp245
2041,8,22.103,28.614,ACCESS-CM2,Edirne,ssp245
2041,9,84.72,24.219,ACCESS-CM2,Edirne,ssp245
2041,10,74.023,17.294,ACCESS-CM2,Edirne,ssp245
2041,11,147.219,11.1,ACCESS-CM2,Edirne,ssp245
2041,12,124.37,7.455,ACCESS-CM2,Edirne,ssp245
2042,1,101.572,3.843,ACCESS-CM2,Edirne,ssp245
2042,2,40.651,7.626,ACCESS-CM2,Edirne,ssp245
2042,3,37.184,10.581,ACCESS-CM2,Edirne,ssp245
2042,4,65.951,16.883,ACCESS-CM2,Edirne,ssp245
2042,5,35.895,19.628,ACCESS-CM2,Edirne,ssp245
2042,6,24.047,24.999,ACCESS-CM2,Edirne,ssp245
2042,7,13.274,29.191,ACCESS-CM2,Edirne,ssp245
2042,8,0.021,28.667,ACCESS-CM2,Edirne,ssp245
2042,9,9.428,24.701,ACCESS-CM2,Edirne,ssp245
2042,10,31.585,16.071,ACCESS-CM2,Edirne,ssp245
2042,11,45.971,11.566,ACCESS-CM2,Edirne,ssp245
2042,12,126.346,7.914,ACCESS-CM2,Edirne,ssp245
2043,1,105.852,2.853,ACCESS-CM2,Edirne,ssp245
2043,2,117.32,4.316,ACCESS-CM2,Edirne,ssp245
2043,3,118.605,12.337,ACCESS-CM2,Edirne,ssp245
2043,4,47.393,13.51,ACCESS-CM2,Edirne,ssp245
2043,5,145.745,19.376,ACCESS-CM2,Edirne,ssp245
2043,6,13.099,25.121,ACCESS-CM2,Edirne,ssp245
2043,7,84.346,27.211,ACCESS-CM2,Edirne,ssp245
2043,8,32.164,26.617,ACCESS-CM2,Edirne,ssp245
2043,9,0.051,22.794,ACCESS-CM2,Edirne,ssp245
2043,10,36.064,18.732,ACCESS-CM2,Edirne,ssp245
2043,11,74.769,8.583,ACCESS-CM2,Edirne,ssp245
2043,12,21.577,7.954,ACCESS-CM2,Edirne,ssp245
2044,1,30.506,5.251,ACCESS-CM2,Edirne,ssp245
2044,2,45.473,4.782,ACCESS-CM2,Edirne,ssp245
2044,3,40.893,9.996,ACCESS-CM2,Edirne,ssp245
2044,4,39.867,17.137,ACCESS-CM2,Edirne,ssp245
2044,5,24.435,24.326,ACCESS-CM2,Edirne,ssp245
2044,6,43.742,25.54,ACCESS-CM2,Edirne,ssp245
2044,7,1.391,27.999,ACCESS-CM2,Edirne,ssp245
2044,8,20.243,28.566,ACCESS-CM2,Edirne,ssp245
2044,9,62.917,24.299,ACCESS-CM2,Edirne,ssp245
2044,10,8.767,12.475,ACCESS-CM2,Edirne,ssp245
2044,11,82.245,12.252,ACCESS-CM2,Edirne,ssp245
2044,12,44.856,8.849,ACCESS-CM2,Edirne,ssp245
2045,1,67.106,3.144,ACCESS-CM2,Edirne,ssp245
2045,2,54.365,3.11,ACCESS-CM2,Edirne,ssp245
2045,3,36.002,9.204,ACCESS-CM2,Edirne,ssp245
2045,4,39.967,13.237,ACCESS-CM2,Edirne,ssp245
2045,5,29.225,22.341,ACCESS-CM2,Edirne,ssp245
2045,6,24.692,25.955,ACCESS-CM2,Edirne,ssp245
2045,7,25.415,29.926,ACCESS-CM2,Edirne,ssp245
2045,8,6.036,28.566,ACCESS-CM2,Edirne,ssp245
2045,9,9.937,24.467,ACCESS-CM2,Edirne,ssp245
2045,10,29.934,17.873,ACCESS-CM2,Edirne,ssp245
2045,11,54.254,12.697,ACCESS-CM2,Edirne,ssp245
2045,12,38.804,7.439,ACCESS-CM2,Edirne,ssp245
2046,1,73.225,6.395,ACCESS-CM2,Edirne,ssp245
2046,2,53.697,4.092,ACCESS-CM2,Edirne,ssp245
2046,3,64.914,8.586,ACCESS-CM2,Edirne,ssp245
2046,4,69.53,11.97,ACCESS-CM2,Edirne,ssp245
2046,5,39.989,20.021,ACCESS-CM2,Edirne,ssp245
2046,6,38.485,25.45,ACCESS-CM2,Edirne,ssp245
2046,7,0.848,29.284,ACCESS-CM2,Edirne,ssp245
2046,8,5.328,28.906,ACCESS-CM2,Edirne,ssp245
2046,9,80.697,23.788,ACCESS-CM2,Edirne,ssp245
2046,10,151.473,13.755,ACCESS-CM2,Edirne,ssp245
2046,11,80.461,11.488,ACCESS-CM2,Edirne,ssp245
2046,12,50.262,7.372,ACCESS-CM2,Edirne,ssp245
2047,1,69.548,7.407,ACCESS-CM2,Edirne,ssp245
2047,2,42.535,3.678,ACCESS-CM2,Edirne,ssp245
2047,3,32.905,9.573,ACCESS-CM2,Edirne,ssp245
2047,4,69.639,12.982,ACCESS-CM2,Edirne,ssp245
2047,5,37.114,20.4,ACCESS-CM2,Edirne,ssp245
2047,6,10.074,28.162,ACCESS-CM2,Edirne,ssp245
2047,7,17.283,30.033,ACCESS-CM2,Edirne,ssp245
2047,8,5.862,29.861,ACCESS-CM2,Edirne,ssp245
2047,9,9.147,24.434,ACCESS-CM2,Edirne,ssp245
2047,10,0.358,21.048,ACCESS-CM2,Edirne,ssp245
2047,11,14.827,12.765,ACCESS-CM2,Edirne,ssp245
2047,12,86.657,7.841,ACCESS-CM2,Edirne,ssp245
2048,1,125.227,4.236,ACCESS-CM2,Edirne,ssp245
2048,2,27.579,7.413,ACCESS-CM2,Edirne,ssp245
2048,3,54.656,11.954,ACCESS-CM2,Edirne,ssp245
2048,4,110.582,10.904,ACCESS-CM2,Edirne,ssp245
2048,5,38.602,20.542,ACCESS-CM2,Edirne,ssp245
2048,6,5.321,25.619,ACCESS-CM2,Edirne,ssp245
2048,7,8.909,29.677,ACCESS-CM2,Edirne,ssp245
2048,8,3.218,28.693,ACCESS-CM2,Edirne,ssp245
2048,9,83.458,21.539,ACCESS-CM2,Edirne,ssp245
2048,10,81.271,16.767,ACCESS-CM2,Edirne,ssp245
2048,11,25.386,12.571,ACCESS-CM2,Edirne,ssp245
2048,12,85.8,8.933,ACCESS-CM2,Edirne,ssp245
2049,1,11.325,4.571,ACCESS-CM2,Edirne,ssp245
2049,2,166.751,7.877,ACCESS-CM2,Edirne,ssp245
2049,3,55.36,8.422,ACCESS-CM2,Edirne,ssp245
2049,4,77.265,11.795,ACCESS-CM2,Edirne,ssp245
2049,5,62.017,18.131,ACCESS-CM2,Edirne,ssp245
2049,6,15.34,25.377,ACCESS-CM2,Edirne,ssp245
2049,7,7.838,28.229,ACCESS-CM2,Edirne,ssp245
2049,8,16.191,28.549,ACCESS-CM2,Edirne,ssp245
2049,9,1.693,23.815,ACCESS-CM2,Edirne,ssp245
2049,10,0.43,22.918,ACCESS-CM2,Edirne,ssp245
2049,11,132.725,11.048,ACCESS-CM2,Edirne,ssp245
2049,12,48.4,7.58,ACCESS-CM2,Edirne,ssp245
2050,1,1.788,4.979,ACCESS-CM2,Edirne,ssp245
2050,2,13.24,5.836,ACCESS-CM2,Edirne,ssp245
2050,3,36.603,10.493,ACCESS-CM2,Edirne,ssp245
