year,month,pr_mm,tas_c,model,name,ssp
2025,7,4.761,25.092,MRI-ESM2-0,Sarıyer,ssp245
2025,8,34.689,23.431,MRI-ESM2-0,Sarıyer,ssp245
2025,9,10.316,22.167,MRI-ESM2-0,Sarıyer,ssp245
2025,10,80.526,18.095,MRI-ESM2-0,Sarıyer,ssp245
2025,11,133.471,14.274,MRI-ESM2-0,Sarıyer,ssp245
2025,12,180.108,8.944,MRI-ESM2-0,Sarıyer,ssp245
2026,1,60.649,10.296,MRI-ESM2-0,Sarıyer,ssp245
2026,2,128.553,6.909,MRI-ESM2-0,Sarıyer,ssp245
2026,3,57.151,10.053,MRI-ESM2-0,Sarıyer,ssp245
2026,4,46.756,15.373,MRI-ESM2-0,Sarıyer,ssp245
2026,5,102.856,16.699,MRI-ESM2-0,Sarıyer,ssp245
2026,6,17.408,21.97,MRI-ESM2-0,Sarıyer,ssp245
2026,7,153.786,24.331,MRI-ESM2-0,Sarıyer,ssp245
2026,8,4.334,24.459,MRI-ESM2-0,Sarıyer,ssp245
2026,9,18.577,22.417,MRI-ESM2-0,Sarıyer,ssp245
2026,10,272.907,15.552,MRI-ESM2-0,Sarıyer,ssp245
2026,11,55.479,10.571,MRI-ESM2-0,Sarıyer,ssp245
2026,12,90.776,8.801,MRI-ESM2-0,Sarıyer,ssp245
2027,1,122.426,6.279,MRI-ESM2-0,Sarıyer,ssp245
2027,2,11.474,7.063,MRI-ESM2-0,Sarıyer,ssp245
2027,3,19.844,11.683,MRI-ESM2-0,Sarıyer,ssp245
2027,4,31.977,12.619,MRI-ESM2-0,Sarıyer,ssp245
2027,5,17.578,16.827,MRI-ESM2-0,Sarıyer,ssp245
2027,6,10.996,21.714,MRI-ESM2-0,Sarıyer,ssp245
2027,7,9.435,23.584,MRI-ESM2-0,Sarıyer,ssp245
2027,8,0.196,25.779,MRI-ESM2-0,Sarıyer,ssp245
2027,9,119.493,22.287,MRI-ESM2-0,Sarıyer,ssp245
2027,10,6.783,17.568,MRI-ESM2-0,Sarıyer,ssp245
2027,11,86.838,14.729,MRI-ESM2-0,Sarıyer,ssp245
2027,12,89.096,10.726,MRI-ESM2-0,Sarıyer,ssp245
2028,1,69.218,6.033,MRI-ESM2-0,Sarıyer,ssp245
2028,2,112.121,4.131,MRI-ESM2-0,Sarıyer,ssp245
2028,3,37.737,12.077,MRI-ESM2-0,Sarıyer,ssp245
2028,4,72.2,12.72,MRI-ESM2-0,Sarıyer,ssp245
2028,5,2.291,17.329,MRI-ESM2-0,Sarıyer,ssp245
2028,6,19.646,23.415,MRI-ESM2-0,Sarıyer,ssp245
2028,7,69.62,26.684,MRI-ESM2-0,Sarıyer,ssp245
2028,8,107.894,24.235,MRI-ESM2-0,Sarıyer,ssp245
2028,9,86.182,21.783,MRI-ESM2-0,Sarıyer,ssp245
2028,10,30.237,16.906,MRI-ESM2-0,Sarıyer,ssp245
2028,11,90.42,12.38,MRI-ESM2-0,Sarıyer,ssp245
2028,12,277.601,9.029,MRI-ESM2-0,Sarıyer,ssp245
2029,1,149.862,5.161,MRI-ESM2-0,Sarıyer,ssp245
2029,2,60.438,7.509,MRI-ESM2-0,Sarıyer,ssp245
2029,3,23.568,10.244,MRI-ESM2-0,Sarıyer,ssp245
2029,4,52.869,12.357,MRI-ESM2-0,Sarıyer,ssp245
2029,5,43.062,17.254,MRI-ESM2-0,Sarıyer,ssp245
2029,6,24.321,21.581,MRI-ESM2-0,Sarıyer,ssp245
2029,7,97.608,25.472,MRI-ESM2-0,Sarıyer,ssp245
2029,8,134.469,27.946,MRI-ESM2-0,Sarıyer,ssp245
2029,9,70.768,22.355,MRI-ESM2-0,Sarıyer,ssp245
2029,10,12.086,19.416,MRI-ESM2-0,Sarıyer,ssp245
2029,11,147.67,10.274,MRI-ESM2-0,Sarıyer,ssp245
2029,12,39.045,9.701,MRI-ESM2-0,Sarıyer,ssp245
2030,1,127.296,7.563,MRI-ESM2-0,Sarıyer,ssp245
2030,2,49.931,6.611,MRI-ESM2-0,Sarıyer,ssp245
2030,3,59.046,8.092,MRI-ESM2-0,Sarıyer,ssp245
2030,4,171.412,9.144,MRI-ESM2-0,Sarıyer,ssp245
2030,5,37.372,16.311,MRI-ESM2-0,Sarıyer,ssp245
2030,6,29.453,21.784,MRI-ESM2-0,Sarıyer,ssp245
2030,7,26.73,23.722,MRI-ESM2-0,Sarıyer,ssp245
2030,8,4.971,22.443,MRI-ESM2-0,Sarıyer,ssp245
2030,9,6.578,22.516,MRI-ESM2-0,Sarıyer,ssp245
2030,10,128.344,17.038,MRI-ESM2-0,Sarıyer,ssp245
2030,11,244.403,11.194,MRI-ESM2-0,Sarıyer,ssp245
2030,12,104.217,10.748,MRI-ESM2-0,Sarıyer,ssp245
2031,1,111.182,5.735,MRI-ESM2-0,Sarıyer,ssp245
2031,2,49.659,6.583,MRI-ESM2-0,Sarıyer,ssp245
2031,3,61.723,6.672,MRI-ESM2-0,Sarıyer,ssp245
2031,4,25.167,13.605,MRI-ESM2-0,Sarıyer,ssp245
2031,5,41.343,17.346,MRI-ESM2-0,Sarıyer,ssp245
2031,6,13.54,21.794,MRI-ESM2-0,Sarıyer,ssp245
2031,7,6.478,24.552,MRI-ESM2-0,Sarıyer,ssp245
2031,8,9.187,24.869,MRI-ESM2-0,Sarıyer,ssp245
2031,9,63.374,21.196,MRI-ESM2-0,Sarıyer,ssp245
2031,10,131.319,17.293,MRI-ESM2-0,Sarıyer,ssp245
2031,11,77.885,12.709,MRI-ESM2-0,Sarıyer,ssp245
2031,12,153.466,11.592,MRI-ESM2-0,Sarıyer,ssp245
2032,1,192.571,7.291,MRI-ESM2-0,Sarıyer,ssp245
2032,2,41.767,7.112,MRI-ESM2-0,Sarıyer,ssp245
2032,3,89.459,7.633,MRI-ESM2-0,Sarıyer,ssp245
2032,4,31.898,11.626,MRI-ESM2-0,Sarıyer,ssp245
2032,5,42.2,18.707,MRI-ESM2-0,Sarıyer,ssp245
2032,6,18.454,21.253,MRI-ESM2-0,Sarıyer,ssp245
2032,7,7.071,25.019,MRI-ESM2-0,Sarıyer,ssp245
2032,8,88.865,24.099,MRI-ESM2-0,Sarıyer,ssp245
2032,9,11.1,22.249,MRI-ESM2-0,Sarıyer,ssp245
2032,10,78.953,18.782,MRI-ESM2-0,Sarıyer,ssp245
2032,11,136.132,9.189,MRI-ESM2-0,Sarıyer,ssp245
2032,12,157.177,8.742,MRI-ESM2-0,Sarıyer,ssp245
2033,1,195.712,6.063,MRI-ESM2-0,Sarıyer,ssp245
2033,2,77.139,7.18,MRI-ESM2-0,Sarıyer,ssp245
2033,3,30.773,7.842,MRI-ESM2-0,Sarıyer,ssp245
2033,4,25.196,10.743,MRI-ESM2-0,Sarıyer,ssp245
2033,5,4.111,17.435,MRI-ESM2-0,Sarıyer,ssp245
2033,6,18.515,21.511,MRI-ESM2-0,Sarıyer,ssp245
2033,7,8.536,25.029,MRI-ESM2-0,Sarıyer,ssp245
2033,8,8.891,25.839,MRI-ESM2-0,Sarıyer,ssp245
2033,9,24.334,21.88,MRI-ESM2-0,Sarıyer,ssp245
2033,10,27.147,17.369,MRI-ESM2-0,Sarıyer,ssp245
2033,11,79.593,10.946,MRI-ESM2-0,Sarıyer,ssp245
2033,12,97.33,7.335,MRI-ESM2-0,Sarıyer,ssp245
2034,1,196.267,5.889,MRI-ESM2-0,Sarıyer,ssp245
2034,2,74.709,6.928,MRI-ESM2-0,Sarıyer,ssp245
2034,3,40.531,6.775,MRI-ESM2-0,Sarıyer,ssp245
2034,4,197.593,9.865,MRI-ESM2-0,Sarıyer,ssp245
2034,5,41.715,17.172,MRI-ESM2-0,Sarıyer,ssp245
2034,6,55.637,20.868,MRI-ESM2-0,Sarıyer,ssp245
2034,7,0.543,25.132,MRI-ESM2-0,Sarıyer,ssp245
2034,8,6.227,25.001,MRI-ESM2-0,Sarıyer,ssp245
2034,9,39.873,21.675,MRI-ESM2-0,Sarıyer,ssp245
2034,10,110.419,16.688,MRI-ESM2-0,Sarıyer,ssp245
2034,11,160.091,10.833,MRI-ESM2-0,Sarıyer,ssp245
2034,12,183.969,6.209,MRI-ESM2-0,Sarıyer,ssp245
2035,1,119.112,4.953,MRI-ESM2-0,Sarıyer,ssp245
2035,2,246.444,4.41,MRI-ESM2-0,Sarıyer,ssp245
2035,3,76.055,8.718,MRI-ESM2-0,Sarıyer,ssp245
2035,4,86.534,11.19,MRI-ESM2-0,Sarıyer,ssp245
2035,5,11.732,18.257,MRI-ESM2-0,Sarıyer,ssp245
2035,6,29.766,22.528,MRI-ESM2-0,Sarıyer,ssp245
2035,7,18.624,22.364,MRI-ESM2-0,Sarıyer,ssp245
2035,8,1.567,22.609,MRI-ESM2-0,Sarıyer,ssp245
2035,9,29.681,22.061,MRI-ESM2-0,Sarıyer,ssp245
2035,10,2.916,18.163,MRI-ESM2-0,Sarıyer,ssp245
2035,11,157.324,13.099,MRI-ESM2-0,Sarıyer,ssp245
2035,12,154.73,8.757,MRI-ESM2-0,Sarıyer,ssp245
2036,1,184.472,6.095,MRI-ESM2-0,Sarıyer,ssp245
2036,2,92.554,4.728,MRI-ESM2-0,Sarıyer,ssp245
2036,3,106.138,5.718,MRI-ESM2-0,Sarıyer,ssp245
2036,4,42.182,11.077,MRI-ESM2-0,Sarıyer,ssp245
2036,5,88.913,15.406,MRI-ESM2-0,Sarıyer,ssp245
2036,6,54.205,21.708,MRI-ESM2-0,Sarıyer,ssp245
2036,7,0.226,24.996,MRI-ESM2-0,Sarıyer,ssp245
2036,8,8.645,24.783,MRI-ESM2-0,Sarıyer,ssp245
2036,9,94.094,21.608,MRI-ESM2-0,Sarıyer,ssp245
2036,10,73.611,17.04,MRI-ESM2-0,Sarıyer,ssp245
2036,11,185.231,10.634,MRI-ESM2-0,Sarıyer,ssp245
2036,12,92.47,8.689,MRI-ESM2-0,Sarıyer,ssp245
2037,1,129.261,6.101,MRI-ESM2-0,Sarıyer,ssp245
2037,2,139.405,7.225,MRI-ESM2-0,Sarıyer,ssp245
2037,3,34.131,6.058,MRI-ESM2-0,Sarıyer,ssp245
2037,4,105.051,10.232,MRI-ESM2-0,Sarıyer,ssp245
2037,5,8.597,18.141,MRI-ESM2-0,Sarıyer,ssp245
2037,6,21.392,21.956,MRI-ESM2-0,Sarıyer,ssp245
2037,7,78.955,24.735,MRI-ESM2-0,Sarıyer,ssp245
2037,8,8.58,27.069,MRI-ESM2-0,Sarıyer,ssp245
2037,9,52.411,23.108,MRI-ESM2-0,Sarıyer,ssp245
2037,10,74.295,18.764,MRI-ESM2-0,Sarıyer,ssp245
2037,11,65.88,12.007,MRI-ESM2-0,Sarıyer,ssp245
2037,12,153.831,10.516,MRI-ESM2-0,Sarıyer,ssp245
2038,1,110.467,6.6,MRI-ESM2-0,Sarıyer,ssp245
2038,2,101.484,6.033,MRI-ESM2-0,Sarıyer,ssp245
2038,3,106.362,6.648,MRI-ESM2-0,Sarıyer,ssp245
2038,4,33.656,14.372,MRI-ESM2-0,Sarıyer,ssp245
2038,5,36.48,17.206,MRI-ESM2-0,Sarıyer,ssp245
2038,6,8.493,22.801,MRI-ESM2-0,Sarıyer,ssp245
2038,7,15.652,24.508,MRI-ESM2-0,Sarıyer,ssp245
2038,8,12.831,26.29,MRI-ESM2-0,Sarıyer,ssp245
2038,9,166.113,21.356,MRI-ESM2-0,Sarıyer,ssp245
2038,10,45.404,16.986,MRI-ESM2-0,Sarıyer,ssp245
2038,11,164.284,12.041,MRI-ESM2-0,Sarıyer,ssp245
2038,12,189.641,7.023,MRI-ESM2-0,Sarıyer,ssp245
2039,1,57.504,6.576,MRI-ESM2-0,Sarıyer,ssp245
2039,2,59.02,8.807,MRI-ESM2-0,Sarıyer,ssp245
2039,3,47.743,10.693,MRI-ESM2-0,Sarıyer,ssp245
2039,4,65.864,12.417,MRI-ESM2-0,Sarıyer,ssp245
2039,5,8.274,17.459,MRI-ESM2-0,Sarıyer,ssp245
2039,6,46.26,22.413,MRI-ESM2-0,Sarıyer,ssp245
2039,7,4.943,24.991,MRI-ESM2-0,Sarıyer,ssp245
2039,8,6.721,24.917,MRI-ESM2-0,Sarıyer,ssp245
2039,9,40.393,23.956,MRI-ESM2-0,Sarıyer,ssp245
2039,10,43.134,19.566,MRI-ESM2-0,Sarıyer,ssp245
2039,11,162.946,12.64,MRI-ESM2-0,Sarıyer,ssp245
2039,12,129.381,8.843,MRI-ESM2-0,Sarıyer,ssp245
2040,1,88.528,7.52,MRI-ESM2-0,Sarıyer,ssp245
2040,2,154.704,6.903,MRI-ESM2-0,Sarıyer,ssp245
2040,3,35.133,7.801,MRI-ESM2-0,Sarıyer,ssp245
2040,4,41.457,14.498,MRI-ESM2-0,Sarıyer,ssp245
2040,5,12.116,18.495,MRI-ESM2-0,Sarıyer,ssp245
2040,6,91.23,21.772,MRI-ESM2-0,Sarıyer,ssp245
2040,7,11.218,24.53,MRI-ESM2-0,Sarıyer,ssp245
2040,8,29.185,25.711,MRI-ESM2-0,Sarıyer,ssp245
2040,9,34.48,22.06,MRI-ESM2-0,Sarıyer,ssp245
2040,10,83.914,17.022,MRI-ESM2-0,Sarıyer,ssp245
2040,11,47.19,13.122,MRI-ESM2-0,Sarıyer,ssp245
2040,12,105.368,11.565,MRI-ESM2-0,Sarıyer,ssp245
2041,1,75.433,8.083,MRI-ESM2-0,Sarıyer,ssp245
2041,2,49.939,8.571,MRI-ESM2-0,Sarıyer,ssp245
2041,3,144.972,7.129,MRI-ESM2-0,Sarıyer,ssp245
2041,4,51.369,11.656,MRI-ESM2-0,Sarıyer,ssp245
2041,5,16.427,17.405,MRI-ESM2-0,Sarıyer,ssp245
2041,6,15.551,21.716,MRI-ESM2-0,Sarıyer,ssp245
2041,7,35.795,25.94,MRI-ESM2-0,Sarıyer,ssp245
2041,8,5.148,25.766,MRI-ESM2-0,Sarıyer,ssp245
2041,9,10.594,22.265,MRI-ESM2-0,Sarıyer,ssp245
2041,10,130.269,17.023,MRI-ESM2-0,Sarıyer,ssp245
2041,11,153.477,12.443,MRI-ESM2-0,Sarıyer,ssp245
2041,12,106.058,10.801,MRI-ESM2-0,Sarıyer,ssp245
2042,1,144.649,6.619,MRI-ESM2-0,Sarıyer,ssp245
2042,2,59.299,7.498,MRI-ESM2-0,Sarıyer,ssp245
2042,3,105.935,7.47,MRI-ESM2-0,Sarıyer,ssp245
2042,4,42.722,12.625,MRI-ESM2-0,Sarıyer,ssp245
2042,5,16.017,17.242,MRI-ESM2-0,Sarıyer,ssp245
2042,6,11.465,21.528,MRI-ESM2-0,Sarıyer,ssp245
2042,7,31.745,23.478,MRI-ESM2-0,Sarıyer,ssp245
2042,8,20.228,25.948,MRI-ESM2-0,Sarıyer,ssp245
2042,9,31.297,22.588,MRI-ESM2-0,Sarıyer,ssp245
2042,10,111.541,18.137,MRI-ESM2-0,Sarıyer,ssp245
2042,11,146.822,13.09,MRI-ESM2-0,Sarıyer,ssp245
2042,12,100.443,11.419,MRI-ESM2-0,Sarıyer,ssp245
2043,1,196.12,7.156,MRI-ESM2-0,Sarıyer,ssp245
2043,2,84.892,5.977,MRI-ESM2-0,Sarıyer,ssp245
2043,3,87.155,5.59,MRI-ESM2-0,Sarıyer,ssp245
2043,4,80.878,11.654,MRI-ESM2-0,Sarıyer,ssp245
2043,5,45.708,16.723,MRI-ESM2-0,Sarıyer,ssp245
2043,6,49.35,21.423,MRI-ESM2-0,Sarıyer,ssp245
2043,7,4.63,23.266,MRI-ESM2-0,Sarıyer,ssp245
2043,8,210.497,22.887,MRI-ESM2-0,Sarıyer,ssp245
2043,9,83.146,22.083,MRI-ESM2-0,Sarıyer,ssp245
2043,10,18.59,19.005,MRI-ESM2-0,Sarıyer,ssp245
2043,11,51.39,14.275,MRI-ESM2-0,Sarıyer,ssp245
2043,12,84.14,10.777,MRI-ESM2-0,Sarıyer,ssp245
2044,1,164.604,6.391,MRI-ESM2-0,Sarıyer,ssp245
2044,2,68.839,9.415,MRI-ESM2-0,Sarıyer,ssp245
2044,3,136.531,7.885,MRI-ESM2-0,Sarıyer,ssp245
2044,4,17.069,15.265,MRI-ESM2-0,Sarıyer,ssp245
2044,5,28.43,17.624,MRI-ESM2-0,Sarıyer,ssp245
2044,6,8.015,23.705,MRI-ESM2-0,Sarıyer,ssp245
2044,7,0.001,26.616,MRI-ESM2-0,Sarıyer,ssp245
2044,8,1.475,27.166,MRI-ESM2-0,Sarıyer,ssp245
2044,9,7.08,23.151,MRI-ESM2-0,Sarıyer,ssp245
2044,10,83.249,18.841,MRI-ESM2-0,Sarıyer,ssp245
2044,11,50.438,12.545,MRI-ESM2-0,Sarıyer,ssp245
2044,12,261.91,10.174,MRI-ESM2-0,Sarıyer,ssp245
2045,1,179.94,6.055,MRI-ESM2-0,Sarıyer,ssp245
2045,2,21.387,8.049,MRI-ESM2-0,Sarıyer,ssp245
2045,3,44.899,9.158,MRI-ESM2-0,Sarıyer,ssp245
2045,4,94.368,11.04,MRI-ESM2-0,Sarıyer,ssp245
2045,5,16.715,17.423,MRI-ESM2-0,Sarıyer,ssp245
2045,6,3.564,21.838,MRI-ESM2-0,Sarıyer,ssp245
2045,7,60.923,23.669,MRI-ESM2-0,Sarıyer,ssp245
2045,8,29.721,27.23,MRI-ESM2-0,Sarıyer,ssp245
2045,9,3.573,23.668,MRI-ESM2-0,Sarıyer,ssp245
2045,10,132.729,17.695,MRI-ESM2-0,Sarıyer,ssp245
2045,11,131.896,11.844,MRI-ESM2-0,Sarıyer,ssp245
2045,12,102.905,10.171,MRI-ESM2-0,Sarıyer,ssp245
2046,1,174.835,7.436,MRI-ESM2-0,Sarıyer,ssp245
2046,2,116.463,4.0,MRI-ESM2-0,Sarıyer,ssp245
2046,3,91.407,7.655,MRI-ESM2-0,Sarıyer,ssp245
2046,4,140.253,10.921,MRI-ESM2-0,Sarıyer,ssp245
2046,5,10.197,17.431,MRI-ESM2-0,Sarıyer,ssp245
2046,6,30.29,21.736,MRI-ESM2-0,Sarıyer,ssp245
2046,7,13.981,23.852,MRI-ESM2-0,Sarıyer,ssp245
2046,8,11.85,25.239,MRI-ESM2-0,Sarıyer,ssp245
2046,9,4.122,22.448,MRI-ESM2-0,Sarıyer,ssp245
2046,10,3.994,18.494,MRI-ESM2-0,Sarıyer,ssp245
2046,11,51.56,12.475,MRI-ESM2-0,Sarıyer,ssp245
2046,12,178.055,10.343,MRI-ESM2-0,Sarıyer,ssp245
2047,1,77.003,8.427,MRI-ESM2-0,Sarıyer,ssp245
2047,2,122.164,8.338,MRI-ESM2-0,Sarıyer,ssp245
2047,3,34.018,14.475,MRI-ESM2-0,Sarıyer,ssp245
2047,4,83.701,12.192,MRI-ESM2-0,Sarıyer,ssp245
2047,5,32.356,16.547,MRI-ESM2-0,Sarıyer,ssp245
2047,6,2.472,23.053,MRI-ESM2-0,Sarıyer,ssp245
2047,7,8.471,26.445,MRI-ESM2-0,Sarıyer,ssp245
2047,8,2.711,23.706,MRI-ESM2-0,Sarıyer,ssp245
2047,9,82.799,22.314,MRI-ESM2-0,Sarıyer,ssp245
2047,10,75.459,16.9,MRI-ESM2-0,Sarıyer,ssp245
2047,11,159.583,12.547,MRI-ESM2-0,Sarıyer,ssp245
2047,12,119.902,8.654,MRI-ESM2-0,Sarıyer,ssp245
2048,1,73.103,7.792,MRI-ESM2-0,Sarıyer,ssp245
2048,2,42.65,8.258,MRI-ESM2-0,Sarıyer,ssp245
2048,3,55.491,10.057,MRI-ESM2-0,Sarıyer,ssp245
2048,4,33.509,15.793,MRI-ESM2-0,Sarıyer,ssp245
2048,5,34.677,18.967,MRI-ESM2-0,Sarıyer,ssp245
2048,6,20.283,23.567,MRI-ESM2-0,Sarıyer,ssp245
2048,7,64.684,25.99,MRI-ESM2-0,Sarıyer,ssp245
2048,8,4.481,27.874,MRI-ESM2-0,Sarıyer,ssp245
2048,9,3.596,22.687,MRI-ESM2-0,Sarıyer,ssp245
2048,10,78.997,18.866,MRI-ESM2-0,Sarıyer,ssp245
2048,11,200.52,13.4,MRI-ESM2-0,Sarıyer,ssp245
2048,12,105.871,8.691,MRI-ESM2-0,Sarıyer,ssp245
2049,1,144.815,6.112,MRI-ESM2-0,Sarıyer,ssp245
2049,2,87.262,6.933,MRI-ESM2-0,Sarıyer,ssp245
2049,3,11.267,7.962,MRI-ESM2-0,Sarıyer,ssp245
2049,4,10.545,13.121,MRI-ESM2-0,Sarıyer,ssp245
2049,5,31.499,17.457,MRI-ESM2-0,Sarıyer,ssp245
2049,6,47.469,23.435,MRI-ESM2-0,Sarıyer,ssp245
2049,7,0.051,26.43,MRI-ESM2-0,Sarıyer,ssp245
2049,8,4.267,25.734,MRI-ESM2-0,Sarıyer,ssp245
2049,9,124.544,22.722,MRI-ESM2-0,Sarıyer,ssp245
2049,10,104.664,16.414,MRI-ESM2-0,Sarıyer,ssp245
2049,11,96.705,10.96,MRI-ESM2-0,Sarıyer,ssp245
2049,12,160.51,10.888,MRI-ESM2-0,Sarıyer,ssp245
2050,1,110.431,6.229,MRI-ESM2-0,Sarıyer,ssp245
2050,2,51.824,8.053,MRI-ESM2-0,Sarıyer,ssp245
2050,3,121.48,8.671,MRI-ESM2-0,Sarıyer,ssp245
2050,4,41.824,10.316,MRI-ESM2-0,Sarıyer,ssp245
2050,5,41.744,15.674,MRI-ESM2-0,Sarıyer,ssp245
2050,6,53.554,22.253,MRI-ESM2-0,Sarıyer,ssp245
2050,7,28.223,24.909,MRI-ESM2-0,Sarıyer,ssp245
2050,8,75.79,25.8,MRI-ESM2-0,Sarıyer,ssp245
2050,9,0.359,24.179,MRI-ESM2-0,Sarıyer,ssp245
2050,10,112.652,19.04,MRI-ESM2-0,Sarıyer,ssp245
2050,11,249.91,9.455,MRI-ESM2-0,Sarıyer,ssp245
2050,12,185.422,9.708,MRI-ESM2-0,Sarıyer,ssp245
2051,1,113.247,7.598,MRI-ESM2-0,Sarıyer,ssp245
2051,2,134.127,8.097,MRI-ESM2-0,Sarıyer,ssp245
2051,3,94.858,6.963,MRI-ESM2-0,Sarıyer,ssp245
2051,4,77.804,11.203,MRI-ESM2-0,Sarıyer,ssp245
2051,5,69.032,15.442,MRI-ESM2-0,Sarıyer,ssp245
2051,6,33.664,21.294,MRI-ESM2-0,Sarıyer,ssp245
2051,7,68.554,24.18,MRI-ESM2-0,Sarıyer,ssp245
2051,8,12.697,23.698,MRI-ESM2-0,Sarıyer,ssp245
2051,9,11.73,22.462,MRI-ESM2-0,Sarıyer,ssp245
2051,10,112.049,17.086,MRI-ESM2-0,Sarıyer,ssp245
2051,11,145.704,13.838,MRI-ESM2-0,Sarıyer,ssp245
2051,12,168.303,8.569,MRI-ESM2-0,Sarıyer,ssp245
2052,1,193.078,6.052,MRI-ESM2-0,Sarıyer,ssp245
2052,2,108.601,3.931,MRI-ESM2-0,Sarıyer,ssp245
2052,3,78.737,8.021,MRI-ESM2-0,Sarıyer,ssp245
2052,4,41.04,13.603,MRI-ESM2-0,Sarıyer,ssp245
2052,5,8.955,17.323,MRI-ESM2-0,Sarıyer,ssp245
2052,6,3.21,22.603,MRI-ESM2-0,Sarıyer,ssp245
2052,7,1.782,24.067,MRI-ESM2-0,Sarıyer,ssp245
2052,8,4.054,23.869,MRI-ESM2-0,Sarıyer,ssp245
2052,9,132.395,22.397,MRI-ESM2-0,Sarıyer,ssp245
2052,10,91.931,16.975,MRI-ESM2-0,Sarıyer,ssp245
2052,11,102.499,11.692,MRI-ESM2-0,Sarıyer,ssp245
2052,12,93.622,9.788,MRI-ESM2-0,Sarıyer,ssp245
2053,1,100.762,7.498,MRI-ESM2-0,Sarıyer,ssp245
2053,2,73.796,7.018,MRI-ESM2-0,Sarıyer,ssp245
2053,3,7.992,8.908,MRI-ESM2-0,Sarıyer,ssp245
2053,4,46.879,15.773,MRI-ESM2-0,Sarıyer,ssp245
2053,5,25.748,18.606,MRI-ESM2-0,Sarıyer,ssp245
2053,6,52.149,21.576,MRI-ESM2-0,Sarıyer,ssp245
2053,7,61.827,26.158,MRI-ESM2-0,Sarıyer,ssp245
2053,8,250.659,25.794,MRI-ESM2-0,Sarıyer,ssp245
2053,9,7.586,21.314,MRI-ESM2-0,Sarıyer,ssp245
2053,10,120.435,18.69,MRI-ESM2-0,Sarıyer,ssp245
2053,11,87.914,13.387,MRI-ESM2-0,Sarıyer,ssp245
2053,12,19.531,10.235,MRI-ESM2-0,Sarıyer,ssp245
2054,1,177.086,7.276,MRI-ESM2-0,Sarıyer,ssp245
2054,2,87.431,5.751,MRI-ESM2-0,Sarıyer,ssp245
2054,3,148.369,7.562,MRI-ESM2-0,Sarıyer,ssp245
2054,4,39.657,14.483,MRI-ESM2-0,Sarıyer,ssp245
2054,5,29.787,17.303,MRI-ESM2-0,Sarıyer,ssp245
2054,6,65.554,23.231,MRI-ESM2-0,Sarıyer,ssp245
2054,7,0.781,26.047,MRI-ESM2-0,Sarıyer,ssp245
2054,8,29.2,25.201,MRI-ESM2-0,Sarıyer,ssp245
2054,9,0.011,22.879,MRI-ESM2-0,Sarıyer,ssp245
2054,10,124.248,18.635,MRI-ESM2-0,Sarıyer,ssp245
2054,11,118.131,12.553,MRI-ESM2-0,Sarıyer,ssp245
2054,12,170.879,10.488,MRI-ESM2-0,Sarıyer,ssp245
2055,1,201.547,7.78,MRI-ESM2-0,Sarıyer,ssp245
2055,2,153.914,4.486,MRI-ESM2-0,Sarıyer,ssp245
2055,3,113.347,5.551,MRI-ESM2-0,Sarıyer,ssp245
2055,4,108.929,12.931,MRI-ESM2-0,Sarıyer,ssp245
2055,5,8.69,17.391,MRI-ESM2-0,Sarıyer,ssp245
2055,6,105.214,21.677,MRI-ESM2-0,Sarıyer,ssp245
2055,7,55.239,23.326,MRI-ESM2-0,Sarıyer,ssp245
2055,8,12.949,24.3,MRI-ESM2-0,Sarıyer,ssp245
2055,9,53.223,23.151,MRI-ESM2-0,Sarıyer,ssp245
2055,10,10.205,18.699,MRI-ESM2-0,Sarıyer,ssp245
2055,11,172.501,11.054,MRI-ESM2-0,Sarıyer,ssp245
2055,12,191.251,7.57,MRI-ESM2-0,Sarıyer,ssp245
2056,1,106.488,7.21,MRI-ESM2-0,Sarıyer,ssp245
2056,2,126.267,4.933,MRI-ESM2-0,Sarıyer,ssp245
2056,3,12.273,10.067,MRI-ESM2-0,Sarıyer,ssp245
2056,4,26.753,12.622,MRI-ESM2-0,Sarıyer,ssp245
2056,5,56.89,17.175,MRI-ESM2-0,Sarıyer,ssp245
2056,6,10.722,23.622,MRI-ESM2-0,Sarıyer,ssp245
2056,7,89.785,25.966,MRI-ESM2-0,Sarıyer,ssp245
2056,8,20.023,26.343,MRI-ESM2-0,Sarıyer,ssp245
2056,9,33.823,22.403,MRI-ESM2-0,Sarıyer,ssp245
2056,10,133.509,17.238,MRI-ESM2-0,Sarıyer,ssp245
2056,11,48.213,14.194,MRI-ESM2-0,Sarıyer,ssp245
2056,12,42.799,12.599,MRI-ESM2-0,Sarıyer,ssp245
2057,1,109.405,8.086,MRI-ESM2-0,Sarıyer,ssp245
2057,2,15.742,8.72,MRI-ESM2-0,Sarıyer,ssp245
2057,3,74.757,9.44,MRI-ESM2-0,Sarıyer,ssp245
2057,4,26.194,15.58,MRI-ESM2-0,Sarıyer,ssp245
2057,5,42.625,18.668,MRI-ESM2-0,Sarıyer,ssp245
2057,6,19.442,23.518,MRI-ESM2-0,Sarıyer,ssp245
2057,7,58.66,25.009,MRI-ESM2-0,Sarıyer,ssp245
2057,8,10.478,25.925,MRI-ESM2-0,Sarıyer,ssp245
2057,9,110.439,21.997,MRI-ESM2-0,Sarıyer,ssp245
2057,10,117.562,16.857,MRI-ESM2-0,Sarıyer,ssp245
