model,exp,name,year,month,pr_mm,tas_c
ACCESS-CM2,historical,Edirne,2002,6,69.405,22.403
ACCESS-CM2,historical,Edirne,2002,7,5.401,29.098
ACCESS-CM2,historical,Edirne,2002,8,6.241,26.176
ACCESS-CM2,historical,Edirne,2002,9,80.893,16.954
ACCESS-CM2,historical,Edirne,2002,10,85.726,9.935
ACCESS-CM2,historical,Edirne,2002,11,149.31,5.023
ACCESS-CM2,historical,Edirne,2002,12,57.126,6.576
ACCESS-CM2,historical,Edirne,2003,1,66.825,1.838
ACCESS-CM2,historical,Edirne,2003,2,142.215,3.558
ACCESS-CM2,historical,Edirne,2003,3,116.216,4.569
ACCESS-CM2,historical,Edirne,2003,4,130.923,13.754
ACCESS-CM2,historical,Edirne,2003,5,36.711,16.202
ACCESS-CM2,historical,Edirne,2003,6,60.109,24.951
ACCESS-CM2,historical,Edirne,2003,7,38.255,26.663
ACCESS-CM2,historical,Edirne,2003,8,2.312,24.07
ACCESS-CM2,historical,Edirne,2003,9,55.656,15.758
ACCESS-CM2,historical,Edirne,2003,10,25.607,13.412
ACCESS-CM2,historical,Edirne,2003,11,13.533,4.33
ACCESS-CM2,historical,Edirne,2003,12,110.893,-7.567
ACCESS-CM2,historical,Edirne,2004,1,74.711,-2.716
ACCESS-CM2,historical,Edirne,2004,2,18.182,5.028
ACCESS-CM2,historical,Edirne,2004,3,169.411,0.457
ACCESS-CM2,historical,Edirne,2004,4,81.645,11.385
ACCESS-CM2,historical,Edirne,2004,5,97.322,17.442
ACCESS-CM2,historical,Edirne,2004,6,147.381,22.069
ACCESS-CM2,historical,Edirne,2004,7,5.315,26.212
ACCESS-CM2,historical,Edirne,2004,8,9.025,24.646
ACCESS-CM2,historical,Edirne,2004,9,9.0,17.426
ACCESS-CM2,historical,Edirne,2004,10,11.923,10.616
ACCESS-CM2,historical,Edirne,2004,11,77.851,2.014
ACCESS-CM2,historical,Edirne,2004,12,67.751,-1.577
ACCESS-CM2,historical,Edirne,2005,1,23.29,0.038
ACCESS-CM2,historical,Edirne,2005,2,71.115,2.528
ACCESS-CM2,historical,Edirne,2005,3,30.847,3.651
ACCESS-CM2,historical,Edirne,2005,4,57.221,10.306
ACCESS-CM2,historical,Edirne,2005,5,53.188,16.149
ACCESS-CM2,historical,Edirne,2005,6,60.381,21.949
ACCESS-CM2,historical,Edirne,2005,7,42.162,23.564
ACCESS-CM2,historical,Edirne,2005,8,13.253,24.695
ACCESS-CM2,historical,Edirne,2005,9,60.155,14.187
ACCESS-CM2,historical,Edirne,2005,10,70.853,8.03
ACCESS-CM2,historical,Edirne,2005,11,58.944,6.471
ACCESS-CM2,historical,Edirne,2005,12,30.737,5.92
ACCESS-CM2,historical,Edirne,2006,1,71.571,3.511
ACCESS-CM2,historical,Edirne,2006,2,42.421,0.086
ACCESS-CM2,historical,Edirne,2006,3,66.997,5.214
ACCESS-CM2,historical,Edirne,2006,4,55.271,13.066
ACCESS-CM2,historical,Edirne,2006,5,32.724,18.652
ACCESS-CM2,historical,Edirne,2006,6,66.983,21.902
ACCESS-CM2,historical,Edirne,2006,7,4.316,26.189
ACCESS-CM2,historical,Edirne,2006,8,17.979,25.856
ACCESS-CM2,historical,Edirne,2006,9,12.755,17.407
ACCESS-CM2,historical,Edirne,2006,10,8.78,9.944
ACCESS-CM2,historical,Edirne,2006,11,25.278,1.505
ACCESS-CM2,historical,Edirne,2006,12,44.558,0.16
ACCESS-CM2,historical,Edirne,2007,1,101.946,-4.945
ACCESS-CM2,historical,Edirne,2007,2,40.239,1.131
ACCESS-CM2,historical,Edirne,2007,3,146.075,7.946
ACCESS-CM2,historical,Edirne,2007,4,72.934,8.359
ACCESS-CM2,historical,Edirne,2007,5,115.754,15.575
ACCESS-CM2,historical,Edirne,2007,6,13.78,24.038
ACCESS-CM2,historical,Edirne,2007,7,30.996,26.649
ACCESS-CM2,historical,Edirne,2007,8,8.547,24.687
ACCESS-CM2,historical,Edirne,2007,9,8.59,17.875
ACCESS-CM2,historical,Edirne,2007,10,28.286,11.904
ACCESS-CM2,historical,Edirne,2007,11,45.583,7.415
ACCESS-CM2,historical,Edirne,2007,12,17.599,2.726
ACCESS-CM2,historical,Edirne,2008,1,84.93,-3.707
ACCESS-CM2,historical,Edirne,2008,2,81.555,1.944
ACCESS-CM2,historical,Edirne,2008,3,97.199,5.418
ACCESS-CM2,historical,Edirne,2008,4,44.159,15.552
ACCESS-CM2,historical,Edirne,2008,5,148.885,17.457
ACCESS-CM2,historical,Edirne,2008,6,23.71,23.366
ACCESS-CM2,historical,Edirne,2008,7,8.491,26.196
ACCESS-CM2,historical,Edirne,2008,8,1.338,25.705
ACCESS-CM2,historical,Edirne,2008,9,2.683,21.082
ACCESS-CM2,historical,Edirne,2008,10,103.476,11.063
ACCESS-CM2,historical,Edirne,2008,11,42.607,6.101
ACCESS-CM2,historical,Edirne,2008,12,165.209,0.67
ACCESS-CM2,historical,Edirne,2009,1,39.719,-2.062
ACCESS-CM2,historical,Edirne,2009,2,48.364,0.155
ACCESS-CM2,historical,Edirne,2009,3,109.715,6.808
ACCESS-CM2,historical,Edirne,2009,4,71.608,9.029
ACCESS-CM2,historical,Edirne,2009,5,93.33,16.262
ACCESS-CM2,historical,Edirne,2009,6,45.792,23.126
ACCESS-CM2,historical,Edirne,2009,7,65.841,24.355
ACCESS-CM2,historical,Edirne,2009,8,2.901,24.713
ACCESS-CM2,historical,Edirne,2009,9,39.315,17.79
ACCESS-CM2,historical,Edirne,2009,10,11.003,12.128
ACCESS-CM2,historical,Edirne,2009,11,99.702,5.427
ACCESS-CM2,historical,Edirne,2009,12,86.003,-5.113
ACCESS-CM2,historical,Edirne,2010,1,37.815,-1.907
ACCESS-CM2,historical,Edirne,2010,2,42.495,0.168
ACCESS-CM2,historical,Edirne,2010,3,14.318,6.074
ACCESS-CM2,historical,Edirne,2010,4,85.038,8.903
ACCESS-CM2,historical,Edirne,2010,5,74.194,13.907
ACCESS-CM2,historical,Edirne,2010,6,99.864,22.107
ACCESS-CM2,historical,Edirne,2010,7,18.186,25.994
ACCESS-CM2,historical,Edirne,2010,8,31.4,24.517
ACCESS-CM2,historical,Edirne,2010,9,40.621,15.653
ACCESS-CM2,historical,Edirne,2010,10,18.496,12.288
ACCESS-CM2,historical,Edirne,2010,11,106.603,5.076
ACCESS-CM2,historical,Edirne,2010,12,159.281,6.775
ACCESS-CM2,historical,Edirne,2011,1,61.517,0.124
ACCESS-CM2,historical,Edirne,2011,2,57.729,-1.339
ACCESS-CM2,historical,Edirne,2011,3,30.99,5.963
ACCESS-CM2,historical,Edirne,2011,4,52.296,9.245
ACCESS-CM2,historical,Edirne,2011,5,62.768,20.052
ACCESS-CM2,historical,Edirne,2011,6,82.651,20.464
ACCESS-CM2,historical,Edirne,2011,7,8.666,26.926
ACCESS-CM2,historical,Edirne,2011,8,9.755,26.563
ACCESS-CM2,historical,Edirne,2011,9,9.269,21.105
ACCESS-CM2,historical,Edirne,2011,10,29.992,11.309
ACCESS-CM2,historical,Edirne,2011,11,114.88,0.71
ACCESS-CM2,historical,Edirne,2011,12,25.061,3.418
ACCESS-CM2,historical,Edirne,2012,1,43.377,4.972
ACCESS-CM2,historical,Edirne,2012,2,45.142,7.165
ACCESS-CM2,historical,Edirne,2012,3,71.453,7.522
ACCESS-CM2,historical,Edirne,2012,4,62.639,16.235
ACCESS-CM2,historical,Edirne,2012,5,31.26,18.761
ACCESS-CM2,historical,Edirne,2012,6,115.481,22.797
ACCESS-CM2,historical,Edirne,2012,7,45.092,24.92
ACCESS-CM2,historical,Edirne,2012,8,19.05,24.391
ACCESS-CM2,historical,Edirne,2012,9,48.345,17.829
ACCESS-CM2,historical,Edirne,2012,10,15.089,13.495
ACCESS-CM2,historical,Edirne,2012,11,19.74,3.453
ACCESS-CM2,historical,Edirne,2012,12,32.342,5.745
ACCESS-CM2,historical,Edirne,2013,1,71.552,-3.409
ACCESS-CM2,historical,Edirne,2013,2,30.293,-2.276
ACCESS-CM2,historical,Edirne,2013,3,30.019,3.282
ACCESS-CM2,historical,Edirne,2013,4,22.357,12.836
ACCESS-CM2,historical,Edirne,2013,5,83.861,17.613
ACCESS-CM2,historical,Edirne,2013,6,60.048,24.365
ACCESS-CM2,historical,Edirne,2013,7,27.165,27.11
ACCESS-CM2,historical,Edirne,2013,8,3.502,26.154
ACCESS-CM2,historical,Edirne,2013,9,7.62,22.481
ACCESS-CM2,historical,Edirne,2013,10,78.476,9.848
ACCESS-CM2,historical,Edirne,2013,11,37.875,6.659
ACCESS-CM2,historical,Edirne,2013,12,52.255,-0.048
ACCESS-CM2,historical,Edirne,2014,1,37.124,-0.88
ACCESS-CM2,historical,Edirne,2014,2,78.893,1.276
ACCESS-CM2,historical,Edirne,2014,3,136.31,6.956
ACCESS-CM2,historical,Edirne,2014,4,28.626,11.954
ACCESS-CM2,historical,Edirne,2014,5,142.83,15.32
ACCESS-CM2,historical,Edirne,2014,6,46.952,23.733
ACCESS-CM2,historical,Edirne,2014,7,33.109,27.886
ACCESS-CM2,historical,Edirne,2014,8,12.36,26.194
ACCESS-CM2,historical,Edirne,2014,9,24.27,21.695
ACCESS-CM2,historical,Edirne,2014,10,90.127,9.005
ACCESS-CM2,historical,Edirne,2014,11,115.743,3.59
ACCESS-CM2,historical,Edirne,2014,12,118.612,1.02
ACCESS-CM2,historical,Kırklareli,1965,1,20.505,-1.318
ACCESS-CM2,historical,Kırklareli,1965,2,12.428,1.892
ACCESS-CM2,historical,Kırklareli,1965,3,57.376,6.977
ACCESS-CM2,historical,Kırklareli,1965,4,138.819,10.915
ACCESS-CM2,historical,Kırklareli,1965,5,43.19,15.853
ACCESS-CM2,historical,Kırklareli,1965,6,80.345,19.678
ACCESS-CM2,historical,Kırklareli,1965,7,97.924,19.85
ACCESS-CM2,historical,Kırklareli,1965,8,29.919,22.539
ACCESS-CM2,historical,Kırklareli,1965,9,8.05,16.996
ACCESS-CM2,historical,Kırklareli,1965,10,29.987,13.732
ACCESS-CM2,historical,Kırklareli,1965,11,82.296,2.401
ACCESS-CM2,historical,Kırklareli,1965,12,71.631,-0.695
ACCESS-CM2,historical,Kırklareli,1966,1,27.075,-6.482
ACCESS-CM2,historical,Kırklareli,1966,2,66.884,1.587
ACCESS-CM2,historical,Kırklareli,1966,3,119.894,4.684
ACCESS-CM2,historical,Kırklareli,1966,4,103.327,9.462
ACCESS-CM2,historical,Kırklareli,1966,5,32.938,17.433
ACCESS-CM2,historical,Kırklareli,1966,6,48.795,20.335
ACCESS-CM2,historical,Kırklareli,1966,7,13.543,23.887
ACCESS-CM2,historical,Kırklareli,1966,8,18.878,23.617
ACCESS-CM2,historical,Kırklareli,1966,9,10.19,13.051
ACCESS-CM2,historical,Kırklareli,1966,10,2.543,10.383
ACCESS-CM2,historical,Kırklareli,1966,11,40.411,3.656
ACCESS-CM2,historical,Kırklareli,1966,12,152.215,-2.785
ACCESS-CM2,historical,Kırklareli,1967,1,24.417,-5.007
ACCESS-CM2,historical,Kırklareli,1967,2,14.709,2.905
ACCESS-CM2,historical,Kırklareli,1967,3,102.33,6.506
ACCESS-CM2,historical,Kırklareli,1967,4,58.709,8.443
ACCESS-CM2,historical,Kırklareli,1967,5,79.621,15.54
ACCESS-CM2,historical,Kırklareli,1967,6,81.867,22.949
ACCESS-CM2,historical,Kırklareli,1967,7,38.514,25.347
ACCESS-CM2,historical,Kırklareli,1967,8,11.961,23.349
ACCESS-CM2,historical,Kırklareli,1967,9,5.49,18.783
ACCESS-CM2,historical,Kırklareli,1967,10,29.276,9.266
ACCESS-CM2,historical,Kırklareli,1967,11,90.207,0.604
ACCESS-CM2,historical,Kırklareli,1967,12,117.567,-3.423
ACCESS-CM2,historical,Kırklareli,1968,1,104.258,-4.841
ACCESS-CM2,historical,Kırklareli,1968,2,38.885,-0.131
ACCESS-CM2,historical,Kırklareli,1968,3,37.583,3.451
ACCESS-CM2,historical,Kırklareli,1968,4,79.809,10.765
ACCESS-CM2,historical,Kırklareli,1968,5,44.199,16.14
ACCESS-CM2,historical,Kırklareli,1968,6,37.785,21.978
ACCESS-CM2,historical,Kırklareli,1968,7,35.781,24.033
ACCESS-CM2,historical,Kırklareli,1968,8,9.295,22.91
ACCESS-CM2,historical,Kırklareli,1968,9,49.705,17.531
ACCESS-CM2,historical,Kırklareli,1968,10,7.1,9.095
ACCESS-CM2,historical,Kırklareli,1968,11,93.911,2.913
ACCESS-CM2,historical,Kırklareli,1968,12,60.337,-0.175
ACCESS-CM2,historical,Kırklareli,1969,1,33.056,-5.541
ACCESS-CM2,historical,Kırklareli,1969,2,61.387,-4.48
ACCESS-CM2,historical,Kırklareli,1969,3,100.179,2.365
ACCESS-CM2,historical,Kırklareli,1969,4,36.467,10.558
ACCESS-CM2,historical,Kırklareli,1969,5,51.554,16.037
ACCESS-CM2,historical,Kırklareli,1969,6,116.704,21.357
ACCESS-CM2,historical,Kırklareli,1969,7,34.328,23.157
ACCESS-CM2,historical,Kırklareli,1969,8,34.994,20.987
ACCESS-CM2,historical,Kırklareli,1969,9,16.311,16.95
ACCESS-CM2,historical,Kırklareli,1969,10,6.657,13.678
ACCESS-CM2,historical,Kırklareli,1969,11,110.494,2.327
ACCESS-CM2,historical,Kırklareli,1969,12,50.345,2.111
ACCESS-CM2,historical,Kırklareli,1970,1,69.201,-7.13
ACCESS-CM2,historical,Kırklareli,1970,2,22.949,-2.242
ACCESS-CM2,historical,Kırklareli,1970,3,94.271,2.914
ACCESS-CM2,historical,Kırklareli,1970,4,64.505,11.142
ACCESS-CM2,historical,Kırklareli,1970,5,45.145,17.426
ACCESS-CM2,historical,Kırklareli,1970,6,70.145,20.975
ACCESS-CM2,historical,Kırklareli,1970,7,8.904,26.226
ACCESS-CM2,historical,Kırklareli,1970,8,17.05,21.202
ACCESS-CM2,historical,Kırklareli,1970,9,19.201,19.707
ACCESS-CM2,historical,Kırklareli,1970,10,21.355,8.656
ACCESS-CM2,historical,Kırklareli,1970,11,73.472,2.039
ACCESS-CM2,historical,Kırklareli,1970,12,93.031,-2.957
ACCESS-CM2,historical,Kırklareli,1971,1,36.67,-0.904
ACCESS-CM2,historical,Kırklareli,1971,2,72.839,3.587
ACCESS-CM2,historical,Kırklareli,1971,3,115.457,5.221
ACCESS-CM2,historical,Kırklareli,1971,4,24.412,9.323
ACCESS-CM2,historical,Kırklareli,1971,5,34.065,18.405
ACCESS-CM2,historical,Kırklareli,1971,6,62.749,22.665
ACCESS-CM2,historical,Kırklareli,1971,7,27.005,26.182
ACCESS-CM2,historical,Kırklareli,1971,8,52.034,20.505
ACCESS-CM2,historical,Kırklareli,1971,9,33.135,19.612
ACCESS-CM2,historical,Kırklareli,1971,10,4.969,14.672
ACCESS-CM2,historical,Kırklareli,1971,11,22.792,8.032
ACCESS-CM2,historical,Kırklareli,1971,12,62.182,1.612
ACCESS-CM2,historical,Kırklareli,1972,1,28.485,0.459
ACCESS-CM2,historical,Kırklareli,1972,2,48.209,0.388
ACCESS-CM2,historical,Kırklareli,1972,3,43.626,4.1
ACCESS-CM2,historical,Kırklareli,1972,4,31.023,9.905
ACCESS-CM2,historical,Kırklareli,1972,5,27.423,18.427
ACCESS-CM2,historical,Kırklareli,1972,6,101.897,21.396
ACCESS-CM2,historical,Kırklareli,1972,7,143.845,22.902
ACCESS-CM2,historical,Kırklareli,1972,8,56.699,21.244
ACCESS-CM2,historical,Kırklareli,1972,9,11.56,16.097
ACCESS-CM2,historical,Kırklareli,1972,10,72.589,8.615
ACCESS-CM2,historical,Kırklareli,1972,11,72.524,5.702
ACCESS-CM2,historical,Kırklareli,1972,12,28.494,2.589
ACCESS-CM2,historical,Kırklareli,1973,1,21.364,2.735
ACCESS-CM2,historical,Kırklareli,1973,2,44.899,4.194
ACCESS-CM2,historical,Kırklareli,1973,3,87.024,5.356
ACCESS-CM2,historical,Kırklareli,1973,4,154.856,8.88
ACCESS-CM2,historical,Kırklareli,1973,5,110.134,14.139
ACCESS-CM2,historical,Kırklareli,1973,6,18.836,21.005
ACCESS-CM2,historical,Kırklareli,1973,7,38.387,24.934
ACCESS-CM2,historical,Kırklareli,1973,8,5.794,21.493
ACCESS-CM2,historical,Kırklareli,1973,9,2.334,23.379
ACCESS-CM2,historical,Kırklareli,1973,10,93.891,11.352
ACCESS-CM2,historical,Kırklareli,1973,11,79.541,3.588
ACCESS-CM2,historical,Kırklareli,1973,12,56.622,-4.552
ACCESS-CM2,historical,Kırklareli,1974,1,82.302,0.936
ACCESS-CM2,historical,Kırklareli,1974,2,28.986,-0.265
ACCESS-CM2,historical,Kırklareli,1974,3,33.249,0.866
ACCESS-CM2,historical,Kırklareli,1974,4,19.043,9.007
ACCESS-CM2,historical,Kırklareli,1974,5,86.169,17.709
ACCESS-CM2,historical,Kırklareli,1974,6,23.923,20.993
ACCESS-CM2,historical,Kırklareli,1974,7,30.005,25.667
ACCESS-CM2,historical,Kırklareli,1974,8,19.626,21.288
ACCESS-CM2,historical,Kırklareli,1974,9,3.586,17.609
ACCESS-CM2,historical,Kırklareli,1974,10,3.25,12.727
ACCESS-CM2,historical,Kırklareli,1974,11,102.776,1.131
ACCESS-CM2,historical,Kırklareli,1974,12,79.828,-5.65
ACCESS-CM2,historical,Kırklareli,1975,1,20.593,-3.911
ACCESS-CM2,historical,Kırklareli,1975,2,23.78,-4.127
ACCESS-CM2,historical,Kırklareli,1975,3,42.434,0.324
ACCESS-CM2,historical,Kırklareli,1975,4,79.652,9.129
ACCESS-CM2,historical,Kırklareli,1975,5,91.076,17.276
ACCESS-CM2,historical,Kırklareli,1975,6,57.67,22.446
ACCESS-CM2,historical,Kırklareli,1975,7,29.721,23.319
ACCESS-CM2,historical,Kırklareli,1975,8,3.04,21.94
ACCESS-CM2,historical,Kırklareli,1975,9,0.75,20.667
ACCESS-CM2,historical,Kırklareli,1975,10,34.019,12.101
ACCESS-CM2,historical,Kırklareli,1975,11,19.117,3.539
ACCESS-CM2,historical,Kırklareli,1975,12,108.238,-0.126
ACCESS-CM2,historical,Kırklareli,1976,1,19.994,-0.406
ACCESS-CM2,historical,Kırklareli,1976,2,86.901,-4.139
ACCESS-CM2,historical,Kırklareli,1976,3,21.475,3.397
ACCESS-CM2,historical,Kırklareli,1976,4,29.104,9.574
ACCESS-CM2,historical,Kırklareli,1976,5,51.4,15.049
ACCESS-CM2,historical,Kırklareli,1976,6,124.999,22.245
ACCESS-CM2,historical,Kırklareli,1976,7,68.864,22.995
ACCESS-CM2,historical,Kırklareli,1976,8,11.013,21.95
ACCESS-CM2,historical,Kırklareli,1976,9,41.421,15.028
ACCESS-CM2,historical,Kırklareli,1976,10,10.265,12.081
ACCESS-CM2,historical,Kırklareli,1976,11,99.882,4.529
ACCESS-CM2,historical,Kırklareli,1976,12,76.035,3.801
ACCESS-CM2,historical,Kırklareli,1977,1,84.179,0.442
ACCESS-CM2,historical,Kırklareli,1977,2,43.198,1.826
ACCESS-CM2,historical,Kırklareli,1977,3,224.098,2.959
ACCESS-CM2,historical,Kırklareli,1977,4,27.005,10.969
ACCESS-CM2,historical,Kırklareli,1977,5,28.409,16.108
ACCESS-CM2,historical,Kırklareli,1977,6,115.328,20.006
ACCESS-CM2,historical,Kırklareli,1977,7,38.279,24.335
ACCESS-CM2,historical,Kırklareli,1977,8,11.274,23.23
ACCESS-CM2,historical,Kırklareli,1977,9,7.793,18.05
ACCESS-CM2,historical,Kırklareli,1977,10,142.323,7.132
ACCESS-CM2,historical,Kırklareli,1977,11,45.384,6.99
ACCESS-CM2,historical,Kırklareli,1977,12,109.216,0.775
ACCESS-CM2,historical,Kırklareli,1978,1,41.159,-0.973
ACCESS-CM2,historical,Kırklareli,1978,2,48.548,3.263
ACCESS-CM2,historical,Kırklareli,1978,3,62.483,3.881
ACCESS-CM2,historical,Kırklareli,1978,4,72.32,8.839
ACCESS-CM2,historical,Kırklareli,1978,5,42.578,16.58
ACCESS-CM2,historical,Kırklareli,1978,6,6.525,25.559
ACCESS-CM2,historical,Kırklareli,1978,7,23.459,25.803
ACCESS-CM2,historical,Kırklareli,1978,8,46.625,22.019
ACCESS-CM2,historical,Kırklareli,1978,9,18.598,14.424
ACCESS-CM2,historical,Kırklareli,1978,10,11.038,11.308
ACCESS-CM2,historical,Kırklareli,1978,11,130.959,4.548
ACCESS-CM2,historical,Kırklareli,1978,12,55.09,2.467
ACCESS-CM2,historical,Kırklareli,1979,1,25.917,-1.995
ACCESS-CM2,historical,Kırklareli,1979,2,63.029,1.493
ACCESS-CM2,historical,Kırklareli,1979,3,68.323,4.737
ACCESS-CM2,historical,Kırklareli,1979,4,62.806,10.778
ACCESS-CM2,historical,Kırklareli,1979,5,126.39,16.413
ACCESS-CM2,historical,Kırklareli,1979,6,35.847,22.691
ACCESS-CM2,historical,Kırklareli,1979,7,17.694,24.444
ACCESS-CM2,historical,Kırklareli,1979,8,20.76,19.3
ACCESS-CM2,historical,Kırklareli,1979,9,16.533,17.093
ACCESS-CM2,historical,Kırklareli,1979,10,10.034,9.957
ACCESS-CM2,historical,Kırklareli,1979,11,128.83,4.39
ACCESS-CM2,historical,Kırklareli,1979,12,192.903,-0.696
ACCESS-CM2,historical,Kırklareli,1980,1,56.099,-5.137
ACCESS-CM2,historical,Kırklareli,1980,2,58.865,1.08
ACCESS-CM2,historical,Kırklareli,1980,3,66.203,5.705
ACCESS-CM2,historical,Kırklareli,1980,4,38.12,12.184
ACCESS-CM2,historical,Kırklareli,1980,5,185.736,16.386
ACCESS-CM2,historical,Kırklareli,1980,6,107.286,17.642
ACCESS-CM2,historical,Kırklareli,1980,7,128.014,22.127
ACCESS-CM2,historical,Kırklareli,1980,8,2.002,22.396
ACCESS-CM2,historical,Kırklareli,1980,9,5.843,17.572
ACCESS-CM2,historical,Kırklareli,1980,10,44.33,13.842
ACCESS-CM2,historical,Kırklareli,1980,11,39.393,3.581
ACCESS-CM2,historical,Kırklareli,1980,12,77.679,-4.206
ACCESS-CM2,historical,Kırklareli,1981,1,88.222,-5.239
ACCESS-CM2,historical,Kırklareli,1981,2,51.176,-5.304
ACCESS-CM2,historical,Kırklareli,1981,3,40.822,0.213
ACCESS-CM2,historical,Kırklareli,1981,4,29.499,10.0
ACCESS-CM2,historical,Kırklareli,1981,5,87.79,14.825
ACCESS-CM2,historical,Kırklareli,1981,6,29.561,22.298
ACCESS-CM2,historical,Kırklareli,1981,7,15.796,25.86
ACCESS-CM2,historical,Kırklareli,1981,8,16.541,23.877
ACCESS-CM2,historical,Kırklareli,1981,9,0.209,17.891
ACCESS-CM2,historical,Kırklareli,1981,10,121.892,11.296
ACCESS-CM2,historical,Kırklareli,1981,11,59.412,9.016
ACCESS-CM2,historical,Kırklareli,1981,12,37.466,4.859
ACCESS-CM2,historical,Kırklareli,1982,1,34.517,0.334
ACCESS-CM2,historical,Kırklareli,1982,2,58.757,0.5
ACCESS-CM2,historical,Kırklareli,1982,3,104.349,1.828
ACCESS-CM2,historical,Kırklareli,1982,4,45.626,13.136
ACCESS-CM2,historical,Kırklareli,1982,5,57.457,14.525
ACCESS-CM2,historical,Kırklareli,1982,6,39.908,20.401
ACCESS-CM2,historical,Kırklareli,1982,7,7.378,26.555
ACCESS-CM2,historical,Kırklareli,1982,8,20.307,21.543
ACCESS-CM2,historical,Kırklareli,1982,9,56.875,14.295
ACCESS-CM2,historical,Kırklareli,1982,10,134.469,9.982
ACCESS-CM2,historical,Kırklareli,1982,11,35.444,2.761
ACCESS-CM2,historical,Kırklareli,1982,12,59.689,-6.973
ACCESS-CM2,historical,Kırklareli,1983,1,52.499,-1.724
ACCESS-CM2,historical,Kırklareli,1983,2,34.95,-1.753
ACCESS-CM2,historical,Kırklareli,1983,3,37.251,5.269
ACCESS-CM2,historical,Kırklareli,1983,4,99.005,7.572
ACCESS-CM2,historical,Kırklareli,1983,5,148.704,17.091
ACCESS-CM2,historical,Kırklareli,1983,6,34.252,21.697
ACCESS-CM2,historical,Kırklareli,1983,7,28.406,24.861
ACCESS-CM2,historical,Kırklareli,1983,8,10.495,21.881
ACCESS-CM2,historical,Kırklareli,1983,9,41.642,20.601
ACCESS-CM2,historical,Kırklareli,1983,10,154.317,11.793
ACCESS-CM2,historical,Kırklareli,1983,11,79.14,7.107
ACCESS-CM2,historical,Kırklareli,1983,12,93.642,-0.298
ACCESS-CM2,historical,Kırklareli,1984,1,16.817,0.299
ACCESS-CM2,historical,Kırklareli,1984,2,41.164,1.467
ACCESS-CM2,historical,Kırklareli,1984,3,151.091,3.663
ACCESS-CM2,historical,Kırklareli,1984,4,82.774,9.309
ACCESS-CM2,historical,Kırklareli,1984,5,46.45,14.933
ACCESS-CM2,historical,Kırklareli,1984,6,121.544,21.51
ACCESS-CM2,historical,Kırklareli,1984,7,5.53,25.683
ACCESS-CM2,historical,Kırklareli,1984,8,6.284,19.289
ACCESS-CM2,historical,Kırklareli,1984,9,37.923,14.325
ACCESS-CM2,historical,Kırklareli,1984,10,60.991,10.544
ACCESS-CM2,historical,Kırklareli,1984,11,43.669,6.579
ACCESS-CM2,historical,Kırklareli,1984,12,21.472,6.225
ACCESS-CM2,historical,Kırklareli,1985,1,76.603,-0.38
ACCESS-CM2,historical,Kırklareli,1985,2,71.046,1.257
ACCESS-CM2,historical,Kırklareli,1985,3,62.632,0.108
ACCESS-CM2,historical,Kırklareli,1985,4,60.172,7.765
ACCESS-CM2,historical,Kırklareli,1985,5,62.9,14.628
ACCESS-CM2,historical,Kırklareli,1985,6,140.767,21.635
ACCESS-CM2,historical,Kırklareli,1985,7,16.997,26.37
ACCESS-CM2,historical,Kırklareli,1985,8,4.952,23.525
ACCESS-CM2,historical,Kırklareli,1985,9,14.007,18.372
ACCESS-CM2,historical,Kırklareli,1985,10,60.291,13.905
ACCESS-CM2,historical,Kırklareli,1985,11,131.93,5.759
ACCESS-CM2,historical,Kırklareli,1985,12,30.332,6.429
ACCESS-CM2,historical,Kırklareli,1986,1,242.273,2.404
ACCESS-CM2,historical,Kırklareli,1986,2,29.947,1.092
ACCESS-CM2,historical,Kırklareli,1986,3,74.512,3.805
ACCESS-CM2,historical,Kırklareli,1986,4,40.678,11.69
ACCESS-CM2,historical,Kırklareli,1986,5,75.449,16.395
ACCESS-CM2,historical,Kırklareli,1986,6,45.126,21.21
ACCESS-CM2,historical,Kırklareli,1986,7,21.347,24.293
ACCESS-CM2,historical,Kırklareli,1986,8,2.958,22.053
ACCESS-CM2,historical,Kırklareli,1986,9,6.083,19.358
ACCESS-CM2,historical,Kırklareli,1986,10,0.479,15.114
ACCESS-CM2,historical,Kırklareli,1986,11,65.532,8.617
ACCESS-CM2,historical,Kırklareli,1986,12,113.757,-1.03
ACCESS-CM2,historical,Kırklareli,1987,1,11.386,1.722
ACCESS-CM2,historical,Kırklareli,1987,2,82.805,2.588
ACCESS-CM2,historical,Kırklareli,1987,3,30.04,8.809
ACCESS-CM2,historical,Kırklareli,1987,4,67.362,12.399
ACCESS-CM2,historical,Kırklareli,1987,5,123.634,12.429
ACCESS-CM2,historical,Kırklareli,1987,6,24.385,20.435
ACCESS-CM2,historical,Kırklareli,1987,7,33.586,22.587
ACCESS-CM2,historical,Kırklareli,1987,8,51.457,22.411
ACCESS-CM2,historical,Kırklareli,1987,9,22.996,17.515
ACCESS-CM2,historical,Kırklareli,1987,10,94.252,9.124
ACCESS-CM2,historical,Kırklareli,1987,11,53.111,1.01
ACCESS-CM2,historical,Kırklareli,1987,12,63.064,-4.596
ACCESS-CM2,historical,Kırklareli,1988,1,108.823,-9.003
