model,ssp,name,year,month,SPI12,SPEI12
MRI-ESM2-0,ssp585,Tekirdağ,2039,11,0.407,-0.417
MRI-ESM2-0,ssp585,Tekirdağ,2039,12,0.385,-0.352
MRI-ESM2-0,ssp585,Tekirdağ,2040,1,0.298,-0.433
MRI-ESM2-0,ssp585,Tekirdağ,2040,2,-0.038,-0.835
MRI-ESM2-0,ssp585,Tekirdağ,2040,3,-0.133,-0.945
MRI-ESM2-0,ssp585,Tekirdağ,2040,4,-0.205,-1.103
MRI-ESM2-0,ssp585,Tekirdağ,2040,5,-0.523,-1.483
MRI-ESM2-0,ssp585,Tekirdağ,2040,6,-0.375,-1.495
MRI-ESM2-0,ssp585,Tekirdağ,2040,7,-0.531,-1.7
MRI-ESM2-0,ssp585,Tekirdağ,2040,8,-0.536,-1.674
MRI-ESM2-0,ssp585,Tekirdağ,2040,9,-1.48,-2.388
MRI-ESM2-0,ssp585,Tekirdağ,2040,10,-1.688,-4.099
MRI-ESM2-0,ssp585,Tekirdağ,2040,11,-3.055,-3.208
MRI-ESM2-0,ssp585,Tekirdağ,2040,12,-2.958,-3.216
MRI-ESM2-0,ssp585,Tekirdağ,2041,1,-1.795,-2.842
MRI-ESM2-0,ssp585,Tekirdağ,2041,2,-1.711,-2.665
MRI-ESM2-0,ssp585,Tekirdağ,2041,3,-1.579,-2.513
MRI-ESM2-0,ssp585,Tekirdağ,2041,4,-1.497,-2.41
MRI-ESM2-0,ssp585,Tekirdağ,2041,5,-1.466,-2.433
MRI-ESM2-0,ssp585,Tekirdağ,2041,6,-1.317,-2.374
MRI-ESM2-0,ssp585,Tekirdağ,2041,7,-1.357,-2.23
MRI-ESM2-0,ssp585,Tekirdağ,2041,8,-1.298,-1.918
MRI-ESM2-0,ssp585,Tekirdağ,2041,9,-0.21,-1.072
MRI-ESM2-0,ssp585,Tekirdağ,2041,10,0.19,-0.478
MRI-ESM2-0,ssp585,Tekirdağ,2041,11,2.104,1.446
MRI-ESM2-0,ssp585,Tekirdağ,2041,12,1.749,1.193
MRI-ESM2-0,ssp585,Tekirdağ,2042,1,1.631,1.097
MRI-ESM2-0,ssp585,Tekirdağ,2042,2,1.657,1.2
MRI-ESM2-0,ssp585,Tekirdağ,2042,3,1.538,1.15
MRI-ESM2-0,ssp585,Tekirdağ,2042,4,1.696,1.256
MRI-ESM2-0,ssp585,Tekirdağ,2042,5,1.966,1.442
MRI-ESM2-0,ssp585,Tekirdağ,2042,6,2.185,1.613
MRI-ESM2-0,ssp585,Tekirdağ,2042,7,2.429,1.882
MRI-ESM2-0,ssp585,Tekirdağ,2042,8,2.366,1.98
MRI-ESM2-0,ssp585,Tekirdağ,2042,9,1.828,1.56
MRI-ESM2-0,ssp585,Tekirdağ,2042,10,1.419,0.759
MRI-ESM2-0,ssp585,Tekirdağ,2042,11,0.534,0.093
MRI-ESM2-0,ssp585,Tekirdağ,2042,12,0.598,0.147
MRI-ESM2-0,ssp585,Tekirdağ,2043,1,0.849,0.416
MRI-ESM2-0,ssp585,Tekirdağ,2043,2,0.803,0.366
MRI-ESM2-0,ssp585,Tekirdağ,2043,3,0.927,0.453
MRI-ESM2-0,ssp585,Tekirdağ,2043,4,0.703,0.191
MRI-ESM2-0,ssp585,Tekirdağ,2043,5,0.339,-0.16
MRI-ESM2-0,ssp585,Tekirdağ,2043,6,-0.121,-0.635
MRI-ESM2-0,ssp585,Tekirdağ,2043,7,-0.371,-1.025
MRI-ESM2-0,ssp585,Tekirdağ,2043,8,-0.362,-1.13
MRI-ESM2-0,ssp585,Tekirdağ,2043,9,-0.691,-1.554
MRI-ESM2-0,ssp585,Tekirdağ,2043,10,-0.093,-0.772
MRI-ESM2-0,ssp585,Tekirdağ,2043,11,-0.323,-1.326
MRI-ESM2-0,ssp585,Tekirdağ,2043,12,-0.047,-0.988
MRI-ESM2-0,ssp585,Tekirdağ,2044,1,-0.625,-1.593
MRI-ESM2-0,ssp585,Tekirdağ,2044,2,0.102,-0.782
MRI-ESM2-0,ssp585,Tekirdağ,2044,3,0.102,-0.691
MRI-ESM2-0,ssp585,Tekirdağ,2044,4,0.115,-0.686
MRI-ESM2-0,ssp585,Tekirdağ,2044,5,0.104,-0.692
MRI-ESM2-0,ssp585,Tekirdağ,2044,6,0.065,-0.792
MRI-ESM2-0,ssp585,Tekirdağ,2044,7,0.033,-0.814
MRI-ESM2-0,ssp585,Tekirdağ,2044,8,0.231,-0.507
MRI-ESM2-0,ssp585,Tekirdağ,2044,9,0.274,-0.327
MRI-ESM2-0,ssp585,Tekirdağ,2044,10,0.168,-0.35
MRI-ESM2-0,ssp585,Tekirdağ,2044,11,0.095,-0.648
MRI-ESM2-0,ssp585,Tekirdağ,2044,12,-0.285,-0.988
MRI-ESM2-0,ssp585,Tekirdağ,2045,1,-0.514,-1.337
MRI-ESM2-0,ssp585,Tekirdağ,2045,2,-1.211,-1.916
MRI-ESM2-0,ssp585,Tekirdağ,2045,3,-0.587,-1.31
MRI-ESM2-0,ssp585,Tekirdağ,2045,4,-0.768,-1.458
MRI-ESM2-0,ssp585,Tekirdağ,2045,5,-0.276,-1.026
MRI-ESM2-0,ssp585,Tekirdağ,2045,6,0.148,-0.601
MRI-ESM2-0,ssp585,Tekirdağ,2045,7,0.193,-0.596
MRI-ESM2-0,ssp585,Tekirdağ,2045,8,-0.001,-0.867
MRI-ESM2-0,ssp585,Tekirdağ,2045,9,0.069,-0.857
MRI-ESM2-0,ssp585,Tekirdağ,2045,10,0.088,-0.587
MRI-ESM2-0,ssp585,Tekirdağ,2045,11,0.435,-0.346
MRI-ESM2-0,ssp585,Tekirdağ,2045,12,0.421,-0.344
MRI-ESM2-0,ssp585,Tekirdağ,2046,1,1.633,1.09
MRI-ESM2-0,ssp585,Tekirdağ,2046,2,1.557,1.078
MRI-ESM2-0,ssp585,Tekirdağ,2046,3,1.495,0.955
MRI-ESM2-0,ssp585,Tekirdağ,2046,4,1.678,1.15
MRI-ESM2-0,ssp585,Tekirdağ,2046,5,1.546,0.985
MRI-ESM2-0,ssp585,Tekirdağ,2046,6,1.444,1.07
MRI-ESM2-0,ssp585,Tekirdağ,2046,7,1.443,1.159
MRI-ESM2-0,ssp585,Tekirdağ,2046,8,1.412,1.271
MRI-ESM2-0,ssp585,Tekirdağ,2046,9,1.418,1.343
MRI-ESM2-0,ssp585,Tekirdağ,2046,10,1.264,0.786
MRI-ESM2-0,ssp585,Tekirdağ,2046,11,1.2,0.942
MRI-ESM2-0,ssp585,Tekirdağ,2046,12,1.016,0.727
MRI-ESM2-0,ssp585,Tekirdağ,2047,1,-0.351,-0.755
MRI-ESM2-0,ssp585,Tekirdağ,2047,2,0.144,-0.236
MRI-ESM2-0,ssp585,Tekirdağ,2047,3,0.189,-0.185
MRI-ESM2-0,ssp585,Tekirdağ,2047,4,0.197,-0.148
MRI-ESM2-0,ssp585,Tekirdağ,2047,5,0.029,-0.275
MRI-ESM2-0,ssp585,Tekirdağ,2047,6,-0.411,-0.951
MRI-ESM2-0,ssp585,Tekirdağ,2047,7,-0.475,-1.318
MRI-ESM2-0,ssp585,Tekirdağ,2047,8,-0.45,-1.485
MRI-ESM2-0,ssp585,Tekirdağ,2047,9,0.119,-0.955
MRI-ESM2-0,ssp585,Tekirdağ,2047,10,1.143,0.249
MRI-ESM2-0,ssp585,Tekirdağ,2047,11,1.826,1.026
MRI-ESM2-0,ssp585,Tekirdağ,2047,12,1.636,0.876
MRI-ESM2-0,ssp585,Tekirdağ,2048,1,1.433,0.632
MRI-ESM2-0,ssp585,Tekirdağ,2048,2,0.876,0.08
MRI-ESM2-0,ssp585,Tekirdağ,2048,3,0.583,-0.384
MRI-ESM2-0,ssp585,Tekirdağ,2048,4,0.565,-0.523
MRI-ESM2-0,ssp585,Tekirdağ,2048,5,0.491,-0.65
MRI-ESM2-0,ssp585,Tekirdağ,2048,6,0.512,-0.54
MRI-ESM2-0,ssp585,Tekirdağ,2048,7,0.563,-0.442
MRI-ESM2-0,ssp585,Tekirdağ,2048,8,0.663,-0.475
MRI-ESM2-0,ssp585,Tekirdağ,2048,9,0.194,-0.999
MRI-ESM2-0,ssp585,Tekirdağ,2048,10,-1.074,-2.554
MRI-ESM2-0,ssp585,Tekirdağ,2048,11,-2.865,-3.07
MRI-ESM2-0,ssp585,Tekirdağ,2048,12,-1.49,-2.297
MRI-ESM2-0,ssp585,Tekirdağ,2049,1,-1.546,-2.496
MRI-ESM2-0,ssp585,Tekirdağ,2049,2,-1.234,-2.246
MRI-ESM2-0,ssp585,Tekirdağ,2049,3,-1.509,-2.217
MRI-ESM2-0,ssp585,Tekirdağ,2049,4,-1.505,-2.092
MRI-ESM2-0,ssp585,Tekirdağ,2049,5,-1.194,-1.847
MRI-ESM2-0,ssp585,Tekirdağ,2049,6,-1.149,-1.876
MRI-ESM2-0,ssp585,Tekirdağ,2049,7,-1.105,-2.013
MRI-ESM2-0,ssp585,Tekirdağ,2049,8,-1.014,-1.836
MRI-ESM2-0,ssp585,Tekirdağ,2049,9,0.041,-0.918
MRI-ESM2-0,ssp585,Tekirdağ,2049,10,0.087,-0.65
MRI-ESM2-0,ssp585,Tekirdağ,2049,11,0.253,-0.863
MRI-ESM2-0,ssp585,Tekirdağ,2049,12,-0.531,-1.607
MRI-ESM2-0,ssp585,Tekirdağ,2050,1,-0.34,-1.502
MRI-ESM2-0,ssp585,Tekirdağ,2050,2,0.493,-0.562
MRI-ESM2-0,ssp585,Tekirdağ,2050,3,0.822,-0.173
MRI-ESM2-0,ssp585,Tekirdağ,2050,4,0.725,-0.405
MRI-ESM2-0,ssp585,Tekirdağ,2050,5,0.49,-0.761
MRI-ESM2-0,ssp585,Tekirdağ,2050,6,0.688,-0.46
MRI-ESM2-0,ssp585,Tekirdağ,2050,7,0.751,-0.205
MRI-ESM2-0,ssp585,Tekirdağ,2050,8,0.961,0.229
MRI-ESM2-0,ssp585,Tekirdağ,2050,9,0.019,-0.849
MRI-ESM2-0,ssp585,Tekirdağ,2050,10,-0.055,-0.699
MRI-ESM2-0,ssp585,Tekirdağ,2050,11,0.338,-0.62
MRI-ESM2-0,ssp585,Tekirdağ,2050,12,0.268,-0.615
MRI-ESM2-0,ssp585,Tekirdağ,2051,1,0.8,0.011
MRI-ESM2-0,ssp585,Tekirdağ,2051,2,0.003,-0.876
MRI-ESM2-0,ssp585,Tekirdağ,2051,3,-0.327,-1.231
MRI-ESM2-0,ssp585,Tekirdağ,2051,4,0.008,-0.898
MRI-ESM2-0,ssp585,Tekirdağ,2051,5,-0.018,-0.872
MRI-ESM2-0,ssp585,Tekirdağ,2051,6,-0.325,-1.315
MRI-ESM2-0,ssp585,Tekirdağ,2051,7,-0.508,-1.442
MRI-ESM2-0,ssp585,Tekirdağ,2051,8,-0.97,-1.866
MRI-ESM2-0,ssp585,Tekirdağ,2051,9,-1.118,-2.056
MRI-ESM2-0,ssp585,Tekirdağ,2051,10,-1.325,-2.841
MRI-ESM2-0,ssp585,Tekirdağ,2051,11,-2.006,-2.616
MRI-ESM2-0,ssp585,Tekirdağ,2051,12,-0.762,-1.821
MRI-ESM2-0,ssp585,Tekirdağ,2052,1,-1.244,-2.331
MRI-ESM2-0,ssp585,Tekirdağ,2052,2,-0.824,-1.96
MRI-ESM2-0,ssp585,Tekirdağ,2052,3,-0.343,-1.428
MRI-ESM2-0,ssp585,Tekirdağ,2052,4,-0.353,-1.37
MRI-ESM2-0,ssp585,Tekirdağ,2052,5,-0.414,-1.546
MRI-ESM2-0,ssp585,Tekirdağ,2052,6,-0.35,-1.542
MRI-ESM2-0,ssp585,Tekirdağ,2052,7,-0.173,-1.233
MRI-ESM2-0,ssp585,Tekirdağ,2052,8,-0.155,-1.103
MRI-ESM2-0,ssp585,Tekirdağ,2052,9,-0.178,-1.175
MRI-ESM2-0,ssp585,Tekirdağ,2052,10,0.004,-0.771
MRI-ESM2-0,ssp585,Tekirdağ,2052,11,0.467,-0.606
MRI-ESM2-0,ssp585,Tekirdağ,2052,12,0.053,-0.941
MRI-ESM2-0,ssp585,Tekirdağ,2053,1,0.379,-0.599
MRI-ESM2-0,ssp585,Tekirdağ,2053,2,0.017,-0.941
MRI-ESM2-0,ssp585,Tekirdağ,2053,3,-0.483,-1.409
MRI-ESM2-0,ssp585,Tekirdağ,2053,4,-0.605,-1.557
MRI-ESM2-0,ssp585,Tekirdağ,2053,5,-0.156,-1.041
MRI-ESM2-0,ssp585,Tekirdağ,2053,6,0.14,-0.48
MRI-ESM2-0,ssp585,Tekirdağ,2053,7,0.435,-0.202
MRI-ESM2-0,ssp585,Tekirdağ,2053,8,0.727,0.207
MRI-ESM2-0,ssp585,Tekirdağ,2053,9,0.74,0.26
MRI-ESM2-0,ssp585,Tekirdağ,2053,10,0.807,0.25
MRI-ESM2-0,ssp585,Tekirdağ,2053,11,0.795,0.269
MRI-ESM2-0,ssp585,Tekirdağ,2053,12,0.412,-0.257
MRI-ESM2-0,ssp585,Tekirdağ,2054,1,-0.259,-1.076
MRI-ESM2-0,ssp585,Tekirdağ,2054,2,-0.01,-0.798
MRI-ESM2-0,ssp585,Tekirdağ,2054,3,0.41,-0.322
MRI-ESM2-0,ssp585,Tekirdağ,2054,4,0.469,-0.1
MRI-ESM2-0,ssp585,Tekirdağ,2054,5,0.277,-0.344
MRI-ESM2-0,ssp585,Tekirdağ,2054,6,0.137,-0.721
MRI-ESM2-0,ssp585,Tekirdağ,2054,7,-0.36,-1.366
MRI-ESM2-0,ssp585,Tekirdağ,2054,8,-0.345,-1.488
MRI-ESM2-0,ssp585,Tekirdağ,2054,9,-0.305,-1.506
MRI-ESM2-0,ssp585,Tekirdağ,2054,10,-0.435,-1.759
MRI-ESM2-0,ssp585,Tekirdağ,2054,11,-1.111,-2.326
MRI-ESM2-0,ssp585,Tekirdağ,2054,12,-1.183,-2.299
MRI-ESM2-0,ssp585,Tekirdağ,2055,1,-1.339,-2.513
MRI-ESM2-0,ssp585,Tekirdağ,2055,2,-0.348,-1.66
MRI-ESM2-0,ssp585,Tekirdağ,2055,3,-0.713,-1.894
MRI-ESM2-0,ssp585,Tekirdağ,2055,4,-0.783,-2.031
MRI-ESM2-0,ssp585,Tekirdağ,2055,5,-0.819,-2.134
MRI-ESM2-0,ssp585,Tekirdağ,2055,6,-0.891,-2.307
MRI-ESM2-0,ssp585,Tekirdağ,2055,7,-0.721,-2.153
MRI-ESM2-0,ssp585,Tekirdağ,2055,8,-1.071,-2.275
MRI-ESM2-0,ssp585,Tekirdağ,2055,9,-1.056,-2.289
MRI-ESM2-0,ssp585,Tekirdağ,2055,10,-0.441,-1.651
MRI-ESM2-0,ssp585,Tekirdağ,2055,11,-0.396,-1.782
MRI-ESM2-0,ssp585,Tekirdağ,2055,12,0.764,-0.537
MRI-ESM2-0,ssp585,Tekirdağ,2056,1,1.443,0.315
MRI-ESM2-0,ssp585,Tekirdağ,2056,2,0.76,-0.452
MRI-ESM2-0,ssp585,Tekirdağ,2056,3,1.002,-0.089
MRI-ESM2-0,ssp585,Tekirdağ,2056,4,0.87,-0.323
MRI-ESM2-0,ssp585,Tekirdağ,2056,5,0.837,-0.377
MRI-ESM2-0,ssp585,Tekirdağ,2056,6,0.858,-0.158
MRI-ESM2-0,ssp585,Tekirdağ,2056,7,0.75,-0.333
MRI-ESM2-0,ssp585,Tekirdağ,2056,8,0.75,-0.393
MRI-ESM2-0,ssp585,Tekirdağ,2056,9,1.177,0.19
MRI-ESM2-0,ssp585,Tekirdağ,2056,10,1.157,0.179
MRI-ESM2-0,ssp585,Tekirdağ,2056,11,1.464,0.45
MRI-ESM2-0,ssp585,Tekirdağ,2056,12,0.743,-0.37
MRI-ESM2-0,ssp585,Tekirdağ,2057,1,0.575,-0.652
MRI-ESM2-0,ssp585,Tekirdağ,2057,2,0.374,-0.872
MRI-ESM2-0,ssp585,Tekirdağ,2057,3,0.069,-1.214
MRI-ESM2-0,ssp585,Tekirdağ,2057,4,0.087,-1.229
MRI-ESM2-0,ssp585,Tekirdağ,2057,5,0.325,-0.888
MRI-ESM2-0,ssp585,Tekirdağ,2057,6,0.303,-0.964
MRI-ESM2-0,ssp585,Tekirdağ,2057,7,0.282,-1.104
MRI-ESM2-0,ssp585,Tekirdağ,2057,8,0.293,-0.891
MRI-ESM2-0,ssp585,Tekirdağ,2057,9,-0.239,-1.52
MRI-ESM2-0,ssp585,Tekirdağ,2057,10,-0.602,-1.76
MRI-ESM2-0,ssp585,Tekirdağ,2057,11,-0.581,-1.702
MRI-ESM2-0,ssp585,Tekirdağ,2057,12,-0.801,-1.881
MRI-ESM2-0,ssp585,Tekirdağ,2058,1,-1.393,-2.392
MRI-ESM2-0,ssp585,Tekirdağ,2058,2,-0.903,-1.914
MRI-ESM2-0,ssp585,Tekirdağ,2058,3,-0.291,-1.343
MRI-ESM2-0,ssp585,Tekirdağ,2058,4,-0.298,-1.295
MRI-ESM2-0,ssp585,Tekirdağ,2058,5,-0.346,-1.322
MRI-ESM2-0,ssp585,Tekirdağ,2058,6,-0.082,-0.94
MRI-ESM2-0,ssp585,Tekirdağ,2058,7,-0.066,-0.589
MRI-ESM2-0,ssp585,Tekirdağ,2058,8,-0.087,-0.634
MRI-ESM2-0,ssp585,Tekirdağ,2058,9,0.105,-0.365
MRI-ESM2-0,ssp585,Tekirdağ,2058,10,-0.178,-0.591
MRI-ESM2-0,ssp585,Tekirdağ,2058,11,0.215,-0.455
MRI-ESM2-0,ssp585,Tekirdağ,2058,12,0.933,0.502
MRI-ESM2-0,ssp585,Tekirdağ,2059,1,1.307,0.856
MRI-ESM2-0,ssp585,Tekirdağ,2059,2,1.259,0.852
MRI-ESM2-0,ssp585,Tekirdağ,2059,3,0.886,0.45
MRI-ESM2-0,ssp585,Tekirdağ,2059,4,0.947,0.465
MRI-ESM2-0,ssp585,Tekirdağ,2059,5,0.67,0.054
MRI-ESM2-0,ssp585,Tekirdağ,2059,6,0.395,-0.471
MRI-ESM2-0,ssp585,Tekirdağ,2059,7,0.896,-0.112
MRI-ESM2-0,ssp585,Tekirdağ,2059,8,0.876,-0.31
MRI-ESM2-0,ssp585,Tekirdağ,2059,9,0.649,-0.531
MRI-ESM2-0,ssp585,Tekirdağ,2059,10,1.057,0.055
MRI-ESM2-0,ssp585,Tekirdağ,2059,11,0.807,-0.384
MRI-ESM2-0,ssp585,Tekirdağ,2059,12,0.411,-0.889
MRI-ESM2-0,ssp585,Tekirdağ,2060,1,-0.069,-1.386
MRI-ESM2-0,ssp585,Tekirdağ,2060,2,-0.43,-1.714
MRI-ESM2-0,ssp585,Tekirdağ,2060,3,-0.242,-1.547
MRI-ESM2-0,ssp585,Tekirdağ,2060,4,-0.023,-1.366
MRI-ESM2-0,ssp585,Tekirdağ,2060,5,0.115,-1.389
MRI-ESM2-0,ssp585,Tekirdağ,2060,6,0.311,-1.045
MRI-ESM2-0,ssp585,Tekirdağ,2060,7,-0.263,-1.425
MRI-ESM2-0,ssp585,Tekirdağ,2060,8,-0.162,-1.2
MRI-ESM2-0,ssp585,Tekirdağ,2060,9,0.086,-1.112
MRI-ESM2-0,ssp585,Tekirdağ,2060,10,0.767,-0.078
MRI-ESM2-0,ssp585,Tekirdağ,2060,11,1.133,0.115
MRI-ESM2-0,ssp585,Tekirdağ,2060,12,0.802,-0.252
MRI-ESM2-0,ssp585,Tekirdağ,2061,1,0.831,-0.319
MRI-ESM2-0,ssp585,Tekirdağ,2061,2,0.906,-0.195
MRI-ESM2-0,ssp585,Tekirdağ,2061,3,0.904,-0.066
MRI-ESM2-0,ssp585,Tekirdağ,2061,4,0.518,-0.615
MRI-ESM2-0,ssp585,Tekirdağ,2061,5,0.57,-0.327
MRI-ESM2-0,ssp585,Tekirdağ,2061,6,0.327,-0.779
MRI-ESM2-0,ssp585,Tekirdağ,2061,7,0.345,-0.926
MRI-ESM2-0,ssp585,Tekirdağ,2061,8,0.281,-1.003
MRI-ESM2-0,ssp585,Tekirdağ,2061,9,0.124,-1.017
MRI-ESM2-0,ssp585,Tekirdağ,2061,10,-0.84,-2.161
MRI-ESM2-0,ssp585,Tekirdağ,2061,11,-1.645,-2.518
MRI-ESM2-0,ssp585,Tekirdağ,2061,12,-2.026,-2.671
MRI-ESM2-0,ssp585,Tekirdağ,2062,1,-2.399,-3.0
MRI-ESM2-0,ssp585,Tekirdağ,2062,2,-1.581,-2.356
MRI-ESM2-0,ssp585,Tekirdağ,2062,3,-2.087,-2.534
MRI-ESM2-0,ssp585,Tekirdağ,2062,4,-2.014,-2.391
MRI-ESM2-0,ssp585,Tekirdağ,2062,5,-2.383,-2.916
MRI-ESM2-0,ssp585,Tekirdağ,2062,6,-2.413,-3.102
MRI-ESM2-0,ssp585,Tekirdağ,2062,7,-2.498,-3.294
MRI-ESM2-0,ssp585,Tekirdağ,2062,8,-2.446,-3.032
MRI-ESM2-0,ssp585,Tekirdağ,2062,9,-2.308,-3.154
MRI-ESM2-0,ssp585,Tekirdağ,2062,10,-2.22,-4.753
MRI-ESM2-0,ssp585,Tekirdağ,2062,11,-1.538,-2.725
MRI-ESM2-0,ssp585,Tekirdağ,2062,12,-0.889,-2.314
MRI-ESM2-0,ssp585,Tekirdağ,2063,1,-0.785,-2.39
MRI-ESM2-0,ssp585,Tekirdağ,2063,2,-1.109,-2.534
MRI-ESM2-0,ssp585,Tekirdağ,2063,3,-0.45,-1.929
MRI-ESM2-0,ssp585,Tekirdağ,2063,4,-0.542,-2.07
MRI-ESM2-0,ssp585,Tekirdağ,2063,5,-0.308,-1.686
MRI-ESM2-0,ssp585,Tekirdağ,2063,6,-0.212,-1.407
MRI-ESM2-0,ssp585,Tekirdağ,2063,7,-0.224,-1.176
MRI-ESM2-0,ssp585,Tekirdağ,2063,8,-0.205,-1.024
MRI-ESM2-0,ssp585,Tekirdağ,2063,9,0.031,-0.691
MRI-ESM2-0,ssp585,Tekirdağ,2063,10,-0.129,-0.66
MRI-ESM2-0,ssp585,Tekirdağ,2063,11,-0.989,-1.865
MRI-ESM2-0,ssp585,Tekirdağ,2063,12,-0.107,-1.044
MRI-ESM2-0,ssp585,Tekirdağ,2064,1,-0.18,-1.184
MRI-ESM2-0,ssp585,Tekirdağ,2064,2,0.192,-0.779
MRI-ESM2-0,ssp585,Tekirdağ,2064,3,-0.122,-1.119
MRI-ESM2-0,ssp585,Tekirdağ,2064,4,0.76,-0.101
MRI-ESM2-0,ssp585,Tekirdağ,2064,5,0.807,-0.118
MRI-ESM2-0,ssp585,Tekirdağ,2064,6,0.947,0.072
MRI-ESM2-0,ssp585,Tekirdağ,2064,7,1.071,0.094
MRI-ESM2-0,ssp585,Tekirdağ,2064,8,1.268,0.469
MRI-ESM2-0,ssp585,Tekirdağ,2064,9,0.988,0.188
MRI-ESM2-0,ssp585,Tekirdağ,2064,10,1.207,0.342
MRI-ESM2-0,ssp585,Tekirdağ,2064,11,1.317,0.549
MRI-ESM2-0,ssp585,Tekirdağ,2064,12,0.187,-0.716
MRI-ESM2-0,ssp585,Tekirdağ,2065,1,0.145,-0.757
MRI-ESM2-0,ssp585,Tekirdağ,2065,2,-0.497,-1.31
MRI-ESM2-0,ssp585,Tekirdağ,2065,3,-0.928,-1.654
MRI-ESM2-0,ssp585,Tekirdağ,2065,4,-1.925,-2.459
MRI-ESM2-0,ssp585,Tekirdağ,2065,5,-2.293,-2.816
MRI-ESM2-0,ssp585,Tekirdağ,2065,6,-2.285,-3.165
MRI-ESM2-0,ssp585,Tekirdağ,2065,7,-2.531,-3.373
MRI-ESM2-0,ssp585,Tekirdağ,2065,8,-2.897,-3.271
MRI-ESM2-0,ssp585,Tekirdağ,2065,9,-2.877,-3.337
MRI-ESM2-0,ssp585,Tekirdağ,2065,10,-3.471,-4.753
MRI-ESM2-0,ssp585,Tekirdağ,2065,11,-2.386,-3.188
MRI-ESM2-0,ssp585,Tekirdağ,2065,12,-2.13,-3.04
MRI-ESM2-0,ssp585,Tekirdağ,2066,1,-2.581,-3.505
MRI-ESM2-0,ssp585,Tekirdağ,2066,2,-1.73,-2.905
MRI-ESM2-0,ssp585,Tekirdağ,2066,3,-1.335,-2.441
MRI-ESM2-0,ssp585,Tekirdağ,2066,4,-1.321,-2.381
MRI-ESM2-0,ssp585,Tekirdağ,2066,5,-1.415,-2.624
MRI-ESM2-0,ssp585,Tekirdağ,2066,6,-1.759,-2.962
MRI-ESM2-0,ssp585,Tekirdağ,2066,7,-1.759,-2.813
MRI-ESM2-0,ssp585,Tekirdağ,2066,8,-1.691,-2.573
MRI-ESM2-0,ssp585,Tekirdağ,2066,9,-1.465,-2.493
MRI-ESM2-0,ssp585,Tekirdağ,2066,10,-1.535,-4.753
MRI-ESM2-0,ssp585,Tekirdağ,2066,11,-3.071,-3.397
MRI-ESM2-0,ssp585,Tekirdağ,2066,12,-2.904,-3.311
MRI-ESM2-0,ssp585,Tekirdağ,2067,1,-2.447,-3.309
MRI-ESM2-0,ssp585,Tekirdağ,2067,2,-2.974,-3.42
MRI-ESM2-0,ssp585,Tekirdağ,2067,3,-3.421,-3.339
MRI-ESM2-0,ssp585,Tekirdağ,2067,4,-3.89,-3.837
MRI-ESM2-0,ssp585,Tekirdağ,2067,5,-3.18,-3.645
MRI-ESM2-0,ssp585,Tekirdağ,2067,6,-3.197,-4.126
MRI-ESM2-0,ssp585,Tekirdağ,2067,7,-3.197,-3.969
MRI-ESM2-0,ssp585,Tekirdağ,2067,8,-3.021,-3.42
MRI-ESM2-0,ssp585,Tekirdağ,2067,9,-1.788,-2.958
MRI-ESM2-0,ssp585,Tekirdağ,2067,10,-1.284,-4.753
MRI-ESM2-0,ssp585,Tekirdağ,2067,11,-1.095,-2.394
MRI-ESM2-0,ssp585,Tekirdağ,2067,12,-0.302,-1.793
MRI-ESM2-0,ssp585,Tekirdağ,2068,1,0.135,-1.498
MRI-ESM2-0,ssp585,Tekirdağ,2068,2,0.632,-0.902
MRI-ESM2-0,ssp585,Tekirdağ,2068,3,0.98,-0.568
MRI-ESM2-0,ssp585,Tekirdağ,2068,4,1.023,-0.45
MRI-ESM2-0,ssp585,Tekirdağ,2068,5,1.062,-0.41
MRI-ESM2-0,ssp585,Tekirdağ,2068,6,1.193,0.075
MRI-ESM2-0,ssp585,Tekirdağ,2068,7,1.144,0.149
MRI-ESM2-0,ssp585,Tekirdağ,2068,8,1.088,0.161
MRI-ESM2-0,ssp585,Tekirdağ,2068,9,0.356,-0.676
MRI-ESM2-0,ssp585,Tekirdağ,2068,10,-0.063,-1.038
MRI-ESM2-0,ssp585,Tekirdağ,2068,11,0.912,-0.367
MRI-ESM2-0,ssp585,Tekirdağ,2068,12,0.825,-0.443
MRI-ESM2-0,ssp585,Tekirdağ,2069,1,0.251,-1.161
MRI-ESM2-0,ssp585,Tekirdağ,2069,2,0.061,-1.226
MRI-ESM2-0,ssp585,Tekirdağ,2069,3,-0.107,-1.247
MRI-ESM2-0,ssp585,Tekirdağ,2069,4,0.195,-0.921
MRI-ESM2-0,ssp585,Tekirdağ,2069,5,-0.103,-1.279
MRI-ESM2-0,ssp585,Tekirdağ,2069,6,0.187,-1.203
MRI-ESM2-0,ssp585,Tekirdağ,2069,7,0.188,-1.167
MRI-ESM2-0,ssp585,Tekirdağ,2069,8,0.194,-1.177
MRI-ESM2-0,ssp585,Tekirdağ,2069,9,0.411,-0.972
MRI-ESM2-0,ssp585,Tekirdağ,2069,10,0.68,-0.353
MRI-ESM2-0,ssp585,Tekirdağ,2069,11,-0.514,-1.779
MRI-ESM2-0,ssp585,Tekirdağ,2069,12,-0.717,-1.915
MRI-ESM2-0,ssp585,Tekirdağ,2070,1,-0.888,-2.212
MRI-ESM2-0,ssp585,Tekirdağ,2070,2,-0.804,-2.087
