model,ssp,name,year,month,SPI12,SPEI12
ACCESS-CM2,ssp245,Edirne,2015,1,,
ACCESS-CM2,ssp245,Edirne,2015,2,,
ACCESS-CM2,ssp245,Edirne,2015,3,,
ACCESS-CM2,ssp245,Edirne,2015,4,,
ACCESS-CM2,ssp245,Edirne,2015,5,,
ACCESS-CM2,ssp245,Edirne,2015,6,,
ACCESS-CM2,ssp245,Edirne,2015,7,,
ACCESS-CM2,ssp245,Edirne,2015,8,,
ACCESS-CM2,ssp245,Edirne,2015,9,,
ACCESS-CM2,ssp245,Edirne,2015,10,,
ACCESS-CM2,ssp245,Edirne,2015,11,,
ACCESS-CM2,ssp245,Edirne,2015,12,1.692,1.302
ACCESS-CM2,ssp245,Edirne,2016,1,1.884,1.484
ACCESS-CM2,ssp245,Edirne,2016,2,1.125,0.837
ACCESS-CM2,ssp245,Edirne,2016,3,0.859,0.523
ACCESS-CM2,ssp245,Edirne,2016,4,1.311,1.077
ACCESS-CM2,ssp245,Edirne,2016,5,1.252,1.126
ACCESS-CM2,ssp245,Edirne,2016,6,0.891,0.914
ACCESS-CM2,ssp245,Edirne,2016,7,0.724,0.598
ACCESS-CM2,ssp245,Edirne,2016,8,0.645,0.455
ACCESS-CM2,ssp245,Edirne,2016,9,0.509,0.152
ACCESS-CM2,ssp245,Edirne,2016,10,0.953,0.54
ACCESS-CM2,ssp245,Edirne,2016,11,-0.173,-0.717
ACCESS-CM2,ssp245,Edirne,2016,12,-0.368,-0.896
ACCESS-CM2,ssp245,Edirne,2017,1,-0.554,-1.245
ACCESS-CM2,ssp245,Edirne,2017,2,-0.645,-1.258
ACCESS-CM2,ssp245,Edirne,2017,3,-0.655,-1.22
ACCESS-CM2,ssp245,Edirne,2017,4,-0.935,-1.533
ACCESS-CM2,ssp245,Edirne,2017,5,-0.764,-1.364
ACCESS-CM2,ssp245,Edirne,2017,6,-0.42,-1.166
ACCESS-CM2,ssp245,Edirne,2017,7,-1.022,-1.517
ACCESS-CM2,ssp245,Edirne,2017,8,-0.858,-1.352
ACCESS-CM2,ssp245,Edirne,2017,9,-0.931,-1.467
ACCESS-CM2,ssp245,Edirne,2017,10,-1.382,-1.826
ACCESS-CM2,ssp245,Edirne,2017,11,-1.121,-1.557
ACCESS-CM2,ssp245,Edirne,2017,12,-0.849,-1.451
ACCESS-CM2,ssp245,Edirne,2018,1,-1.032,-1.867
ACCESS-CM2,ssp245,Edirne,2018,2,-0.682,-1.541
ACCESS-CM2,ssp245,Edirne,2018,3,-0.54,-1.446
ACCESS-CM2,ssp245,Edirne,2018,4,-0.214,-1.108
ACCESS-CM2,ssp245,Edirne,2018,5,-0.268,-1.135
ACCESS-CM2,ssp245,Edirne,2018,6,-0.397,-1.225
ACCESS-CM2,ssp245,Edirne,2018,7,-0.034,-0.698
ACCESS-CM2,ssp245,Edirne,2018,8,0.284,-0.272
ACCESS-CM2,ssp245,Edirne,2018,9,0.184,-0.335
ACCESS-CM2,ssp245,Edirne,2018,10,0.237,-0.236
ACCESS-CM2,ssp245,Edirne,2018,11,0.419,-0.104
ACCESS-CM2,ssp245,Edirne,2018,12,-0.051,-0.602
ACCESS-CM2,ssp245,Edirne,2019,1,0.428,0.029
ACCESS-CM2,ssp245,Edirne,2019,2,0.273,-0.036
ACCESS-CM2,ssp245,Edirne,2019,3,0.562,0.3
ACCESS-CM2,ssp245,Edirne,2019,4,0.403,0.052
ACCESS-CM2,ssp245,Edirne,2019,5,0.34,0.037
ACCESS-CM2,ssp245,Edirne,2019,6,0.555,0.292
ACCESS-CM2,ssp245,Edirne,2019,7,0.326,-0.129
ACCESS-CM2,ssp245,Edirne,2019,8,0.071,-0.413
ACCESS-CM2,ssp245,Edirne,2019,9,0.525,0.1
ACCESS-CM2,ssp245,Edirne,2019,10,0.463,-0.032
ACCESS-CM2,ssp245,Edirne,2019,11,0.286,-0.179
ACCESS-CM2,ssp245,Edirne,2019,12,0.779,0.392
ACCESS-CM2,ssp245,Edirne,2020,1,0.985,0.589
ACCESS-CM2,ssp245,Edirne,2020,2,1.112,0.705
ACCESS-CM2,ssp245,Edirne,2020,3,0.916,0.661
ACCESS-CM2,ssp245,Edirne,2020,4,0.663,0.426
ACCESS-CM2,ssp245,Edirne,2020,5,0.744,0.394
ACCESS-CM2,ssp245,Edirne,2020,6,0.895,0.568
ACCESS-CM2,ssp245,Edirne,2020,7,1.098,0.863
ACCESS-CM2,ssp245,Edirne,2020,8,0.928,0.552
ACCESS-CM2,ssp245,Edirne,2020,9,0.634,0.221
ACCESS-CM2,ssp245,Edirne,2020,10,0.596,0.143
ACCESS-CM2,ssp245,Edirne,2020,11,0.918,0.499
ACCESS-CM2,ssp245,Edirne,2020,12,0.431,-0.068
ACCESS-CM2,ssp245,Edirne,2021,1,-0.257,-0.911
ACCESS-CM2,ssp245,Edirne,2021,2,0.304,-0.175
ACCESS-CM2,ssp245,Edirne,2021,3,0.476,-0.063
ACCESS-CM2,ssp245,Edirne,2021,4,0.728,0.259
ACCESS-CM2,ssp245,Edirne,2021,5,0.812,0.177
ACCESS-CM2,ssp245,Edirne,2021,6,0.408,-0.333
ACCESS-CM2,ssp245,Edirne,2021,7,0.129,-0.886
ACCESS-CM2,ssp245,Edirne,2021,8,0.116,-0.937
ACCESS-CM2,ssp245,Edirne,2021,9,0.152,-0.921
ACCESS-CM2,ssp245,Edirne,2021,10,0.206,-0.758
ACCESS-CM2,ssp245,Edirne,2021,11,-0.358,-1.21
ACCESS-CM2,ssp245,Edirne,2021,12,0.078,-0.791
ACCESS-CM2,ssp245,Edirne,2022,1,-0.29,-1.296
ACCESS-CM2,ssp245,Edirne,2022,2,-0.58,-1.52
ACCESS-CM2,ssp245,Edirne,2022,3,-0.554,-1.401
ACCESS-CM2,ssp245,Edirne,2022,4,-0.937,-1.852
ACCESS-CM2,ssp245,Edirne,2022,5,-0.648,-1.35
ACCESS-CM2,ssp245,Edirne,2022,6,-0.28,-0.949
ACCESS-CM2,ssp245,Edirne,2022,7,-0.201,-0.715
ACCESS-CM2,ssp245,Edirne,2022,8,-0.083,-0.489
ACCESS-CM2,ssp245,Edirne,2022,9,-0.079,-0.584
ACCESS-CM2,ssp245,Edirne,2022,10,-0.266,-0.906
ACCESS-CM2,ssp245,Edirne,2022,11,0.002,-0.729
ACCESS-CM2,ssp245,Edirne,2022,12,-0.825,-1.575
ACCESS-CM2,ssp245,Edirne,2023,1,-0.227,-1.076
ACCESS-CM2,ssp245,Edirne,2023,2,0.547,-0.116
ACCESS-CM2,ssp245,Edirne,2023,3,0.337,-0.342
ACCESS-CM2,ssp245,Edirne,2023,4,0.121,-0.692
ACCESS-CM2,ssp245,Edirne,2023,5,-0.327,-1.403
ACCESS-CM2,ssp245,Edirne,2023,6,-0.178,-1.436
ACCESS-CM2,ssp245,Edirne,2023,7,-0.259,-1.441
ACCESS-CM2,ssp245,Edirne,2023,8,-0.267,-1.454
ACCESS-CM2,ssp245,Edirne,2023,9,-0.494,-1.643
ACCESS-CM2,ssp245,Edirne,2023,10,-0.436,-1.616
ACCESS-CM2,ssp245,Edirne,2023,11,0.42,-0.766
ACCESS-CM2,ssp245,Edirne,2023,12,0.984,-0.188
ACCESS-CM2,ssp245,Edirne,2024,1,0.371,-1.065
ACCESS-CM2,ssp245,Edirne,2024,2,0.42,-0.799
ACCESS-CM2,ssp245,Edirne,2024,3,1.019,0.002
ACCESS-CM2,ssp245,Edirne,2024,4,1.228,0.321
ACCESS-CM2,ssp245,Edirne,2024,5,1.558,0.942
ACCESS-CM2,ssp245,Edirne,2024,6,1.218,0.711
ACCESS-CM2,ssp245,Edirne,2024,7,1.541,0.974
ACCESS-CM2,ssp245,Edirne,2024,8,1.56,1.113
ACCESS-CM2,ssp245,Edirne,2024,9,1.616,1.149
ACCESS-CM2,ssp245,Edirne,2024,10,1.594,1.233
ACCESS-CM2,ssp245,Edirne,2024,11,0.891,0.602
ACCESS-CM2,ssp245,Edirne,2024,12,1.216,0.954
ACCESS-CM2,ssp245,Edirne,2025,1,1.552,1.286
ACCESS-CM2,ssp245,Edirne,2025,2,0.512,0.295
ACCESS-CM2,ssp245,Edirne,2025,3,-0.003,-0.194
ACCESS-CM2,ssp245,Edirne,2025,4,0.173,-0.085
ACCESS-CM2,ssp245,Edirne,2025,5,-0.018,-0.627
ACCESS-CM2,ssp245,Edirne,2025,6,0.072,-0.638
ACCESS-CM2,ssp245,Edirne,2025,7,0.058,-0.583
ACCESS-CM2,ssp245,Edirne,2025,8,0.144,-0.618
ACCESS-CM2,ssp245,Edirne,2025,9,0.292,-0.42
ACCESS-CM2,ssp245,Edirne,2025,10,0.446,-0.42
ACCESS-CM2,ssp245,Edirne,2025,11,0.342,-0.425
ACCESS-CM2,ssp245,Edirne,2025,12,0.253,-0.593
ACCESS-CM2,ssp245,Edirne,2026,1,0.835,0.075
ACCESS-CM2,ssp245,Edirne,2026,2,0.948,0.261
ACCESS-CM2,ssp245,Edirne,2026,3,0.901,0.313
ACCESS-CM2,ssp245,Edirne,2026,4,0.914,0.344
ACCESS-CM2,ssp245,Edirne,2026,5,1.114,0.645
ACCESS-CM2,ssp245,Edirne,2026,6,0.958,0.568
ACCESS-CM2,ssp245,Edirne,2026,7,0.584,0.201
ACCESS-CM2,ssp245,Edirne,2026,8,0.621,0.263
ACCESS-CM2,ssp245,Edirne,2026,9,0.589,0.242
ACCESS-CM2,ssp245,Edirne,2026,10,0.665,0.247
ACCESS-CM2,ssp245,Edirne,2026,11,0.423,-0.081
ACCESS-CM2,ssp245,Edirne,2026,12,0.09,-0.416
ACCESS-CM2,ssp245,Edirne,2027,1,-0.843,-1.568
ACCESS-CM2,ssp245,Edirne,2027,2,-0.584,-1.237
ACCESS-CM2,ssp245,Edirne,2027,3,-0.442,-1.162
ACCESS-CM2,ssp245,Edirne,2027,4,-0.715,-1.456
ACCESS-CM2,ssp245,Edirne,2027,5,-1.273,-2.081
ACCESS-CM2,ssp245,Edirne,2027,6,-0.69,-1.633
ACCESS-CM2,ssp245,Edirne,2027,7,-0.681,-1.512
ACCESS-CM2,ssp245,Edirne,2027,8,-0.527,-1.306
ACCESS-CM2,ssp245,Edirne,2027,9,-0.739,-1.479
ACCESS-CM2,ssp245,Edirne,2027,10,-0.293,-1.083
ACCESS-CM2,ssp245,Edirne,2027,11,0.284,-0.402
ACCESS-CM2,ssp245,Edirne,2027,12,0.589,-0.023
ACCESS-CM2,ssp245,Edirne,2028,1,1.198,0.696
ACCESS-CM2,ssp245,Edirne,2028,2,0.718,0.159
ACCESS-CM2,ssp245,Edirne,2028,3,0.398,-0.364
ACCESS-CM2,ssp245,Edirne,2028,4,0.55,-0.323
ACCESS-CM2,ssp245,Edirne,2028,5,0.805,0.121
ACCESS-CM2,ssp245,Edirne,2028,6,0.465,-0.315
ACCESS-CM2,ssp245,Edirne,2028,7,0.949,0.343
ACCESS-CM2,ssp245,Edirne,2028,8,0.746,-0.019
ACCESS-CM2,ssp245,Edirne,2028,9,0.867,0.09
ACCESS-CM2,ssp245,Edirne,2028,10,0.368,-0.464
ACCESS-CM2,ssp245,Edirne,2028,11,1.047,0.439
ACCESS-CM2,ssp245,Edirne,2028,12,0.704,0.007
ACCESS-CM2,ssp245,Edirne,2029,1,0.431,-0.34
ACCESS-CM2,ssp245,Edirne,2029,2,0.542,-0.077
ACCESS-CM2,ssp245,Edirne,2029,3,0.926,0.548
ACCESS-CM2,ssp245,Edirne,2029,4,1.359,1.087
ACCESS-CM2,ssp245,Edirne,2029,5,1.364,0.977
ACCESS-CM2,ssp245,Edirne,2029,6,1.326,0.867
ACCESS-CM2,ssp245,Edirne,2029,7,0.976,0.437
ACCESS-CM2,ssp245,Edirne,2029,8,0.998,0.583
ACCESS-CM2,ssp245,Edirne,2029,9,1.081,0.653
ACCESS-CM2,ssp245,Edirne,2029,10,1.159,0.673
ACCESS-CM2,ssp245,Edirne,2029,11,0.433,-0.245
ACCESS-CM2,ssp245,Edirne,2029,12,0.844,0.255
ACCESS-CM2,ssp245,Edirne,2030,1,0.445,-0.211
ACCESS-CM2,ssp245,Edirne,2030,2,0.392,-0.176
ACCESS-CM2,ssp245,Edirne,2030,3,0.33,-0.199
ACCESS-CM2,ssp245,Edirne,2030,4,-0.229,-0.926
ACCESS-CM2,ssp245,Edirne,2030,5,-0.289,-0.898
ACCESS-CM2,ssp245,Edirne,2030,6,-0.232,-0.815
ACCESS-CM2,ssp245,Edirne,2030,7,-0.239,-0.729
ACCESS-CM2,ssp245,Edirne,2030,8,-0.375,-0.993
ACCESS-CM2,ssp245,Edirne,2030,9,-0.605,-1.259
ACCESS-CM2,ssp245,Edirne,2030,10,-0.248,-0.892
ACCESS-CM2,ssp245,Edirne,2030,11,-0.582,-1.212
ACCESS-CM2,ssp245,Edirne,2030,12,-1.359,-1.96
ACCESS-CM2,ssp245,Edirne,2031,1,-1.344,-2.19
ACCESS-CM2,ssp245,Edirne,2031,2,-0.728,-1.552
ACCESS-CM2,ssp245,Edirne,2031,3,-0.706,-1.552
ACCESS-CM2,ssp245,Edirne,2031,4,-0.817,-1.721
ACCESS-CM2,ssp245,Edirne,2031,5,-0.929,-1.872
ACCESS-CM2,ssp245,Edirne,2031,6,-0.552,-1.553
ACCESS-CM2,ssp245,Edirne,2031,7,-0.227,-1.118
ACCESS-CM2,ssp245,Edirne,2031,8,-0.185,-1.11
ACCESS-CM2,ssp245,Edirne,2031,9,-0.067,-0.935
ACCESS-CM2,ssp245,Edirne,2031,10,-0.401,-1.219
ACCESS-CM2,ssp245,Edirne,2031,11,-0.224,-0.89
ACCESS-CM2,ssp245,Edirne,2031,12,0.024,-0.67
ACCESS-CM2,ssp245,Edirne,2032,1,0.544,-0.119
ACCESS-CM2,ssp245,Edirne,2032,2,0.52,-0.138
ACCESS-CM2,ssp245,Edirne,2032,3,0.379,-0.335
ACCESS-CM2,ssp245,Edirne,2032,4,0.585,-0.157
ACCESS-CM2,ssp245,Edirne,2032,5,0.604,-0.152
ACCESS-CM2,ssp245,Edirne,2032,6,0.197,-0.705
ACCESS-CM2,ssp245,Edirne,2032,7,-0.148,-1.297
ACCESS-CM2,ssp245,Edirne,2032,8,-0.216,-1.197
ACCESS-CM2,ssp245,Edirne,2032,9,-0.235,-1.215
ACCESS-CM2,ssp245,Edirne,2032,10,-0.163,-1.014
ACCESS-CM2,ssp245,Edirne,2032,11,-0.368,-1.254
ACCESS-CM2,ssp245,Edirne,2032,12,0.174,-0.753
ACCESS-CM2,ssp245,Edirne,2033,1,-0.822,-1.949
ACCESS-CM2,ssp245,Edirne,2033,2,-1.1,-2.049
ACCESS-CM2,ssp245,Edirne,2033,3,-1.389,-2.454
ACCESS-CM2,ssp245,Edirne,2033,4,-0.936,-1.745
ACCESS-CM2,ssp245,Edirne,2033,5,-0.626,-1.155
ACCESS-CM2,ssp245,Edirne,2033,6,-0.006,-0.498
ACCESS-CM2,ssp245,Edirne,2033,7,0.25,-0.053
ACCESS-CM2,ssp245,Edirne,2033,8,0.42,-0.162
ACCESS-CM2,ssp245,Edirne,2033,9,0.36,-0.377
ACCESS-CM2,ssp245,Edirne,2033,10,0.172,-0.765
ACCESS-CM2,ssp245,Edirne,2033,11,0.066,-0.756
ACCESS-CM2,ssp245,Edirne,2033,12,-0.338,-1.215
ACCESS-CM2,ssp245,Edirne,2034,1,-0.132,-1.097
ACCESS-CM2,ssp245,Edirne,2034,2,-0.238,-1.124
ACCESS-CM2,ssp245,Edirne,2034,3,-0.046,-0.822
ACCESS-CM2,ssp245,Edirne,2034,4,-0.333,-1.321
ACCESS-CM2,ssp245,Edirne,2034,5,0.522,-0.202
ACCESS-CM2,ssp245,Edirne,2034,6,0.162,-0.344
ACCESS-CM2,ssp245,Edirne,2034,7,0.207,-0.386
ACCESS-CM2,ssp245,Edirne,2034,8,0.693,0.258
ACCESS-CM2,ssp245,Edirne,2034,9,0.883,0.464
ACCESS-CM2,ssp245,Edirne,2034,10,1.269,0.779
ACCESS-CM2,ssp245,Edirne,2034,11,1.425,0.966
ACCESS-CM2,ssp245,Edirne,2034,12,1.526,0.987
ACCESS-CM2,ssp245,Edirne,2035,1,1.424,0.866
ACCESS-CM2,ssp245,Edirne,2035,2,1.819,1.219
ACCESS-CM2,ssp245,Edirne,2035,3,1.847,1.168
ACCESS-CM2,ssp245,Edirne,2035,4,1.787,1.175
ACCESS-CM2,ssp245,Edirne,2035,5,1.13,0.322
ACCESS-CM2,ssp245,Edirne,2035,6,1.104,0.146
ACCESS-CM2,ssp245,Edirne,2035,7,0.69,-0.313
ACCESS-CM2,ssp245,Edirne,2035,8,0.018,-1.05
ACCESS-CM2,ssp245,Edirne,2035,9,-0.205,-1.26
ACCESS-CM2,ssp245,Edirne,2035,10,-0.5,-1.371
ACCESS-CM2,ssp245,Edirne,2035,11,-0.682,-1.417
ACCESS-CM2,ssp245,Edirne,2035,12,-1.11,-1.87
ACCESS-CM2,ssp245,Edirne,2036,1,-1.25,-2.282
ACCESS-CM2,ssp245,Edirne,2036,2,-1.44,-2.294
ACCESS-CM2,ssp245,Edirne,2036,3,-1.513,-2.415
ACCESS-CM2,ssp245,Edirne,2036,4,-2.149,-3.233
ACCESS-CM2,ssp245,Edirne,2036,5,-2.484,-2.864
ACCESS-CM2,ssp245,Edirne,2036,6,-2.982,-4.214
ACCESS-CM2,ssp245,Edirne,2036,7,-2.734,-3.144
ACCESS-CM2,ssp245,Edirne,2036,8,-2.408,-2.622
ACCESS-CM2,ssp245,Edirne,2036,9,-1.649,-2.021
ACCESS-CM2,ssp245,Edirne,2036,10,-1.945,-2.213
ACCESS-CM2,ssp245,Edirne,2036,11,-1.801,-2.066
ACCESS-CM2,ssp245,Edirne,2036,12,-1.048,-1.784
ACCESS-CM2,ssp245,Edirne,2037,1,-0.55,-1.468
ACCESS-CM2,ssp245,Edirne,2037,2,-0.379,-1.158
ACCESS-CM2,ssp245,Edirne,2037,3,-0.624,-1.514
ACCESS-CM2,ssp245,Edirne,2037,4,-0.051,-0.463
ACCESS-CM2,ssp245,Edirne,2037,5,-0.233,-1.016
ACCESS-CM2,ssp245,Edirne,2037,6,-0.261,-1.186
ACCESS-CM2,ssp245,Edirne,2037,7,0.128,-0.719
ACCESS-CM2,ssp245,Edirne,2037,8,0.133,-0.655
ACCESS-CM2,ssp245,Edirne,2037,9,-0.531,-1.393
ACCESS-CM2,ssp245,Edirne,2037,10,-0.387,-1.138
ACCESS-CM2,ssp245,Edirne,2037,11,-0.294,-1.213
ACCESS-CM2,ssp245,Edirne,2037,12,-0.489,-1.451
ACCESS-CM2,ssp245,Edirne,2038,1,-0.967,-2.045
ACCESS-CM2,ssp245,Edirne,2038,2,-1.378,-2.321
ACCESS-CM2,ssp245,Edirne,2038,3,-0.999,-1.967
ACCESS-CM2,ssp245,Edirne,2038,4,-1.006,-2.148
ACCESS-CM2,ssp245,Edirne,2038,5,-0.587,-1.651
ACCESS-CM2,ssp245,Edirne,2038,6,-0.391,-1.622
ACCESS-CM2,ssp245,Edirne,2038,7,-0.896,-2.15
ACCESS-CM2,ssp245,Edirne,2038,8,-1.069,-2.452
ACCESS-CM2,ssp245,Edirne,2038,9,-1.12,-2.456
ACCESS-CM2,ssp245,Edirne,2038,10,-0.729,-2.097
ACCESS-CM2,ssp245,Edirne,2038,11,-0.656,-1.89
ACCESS-CM2,ssp245,Edirne,2038,12,-1.274,-2.664
ACCESS-CM2,ssp245,Edirne,2039,1,-0.237,-2.101
ACCESS-CM2,ssp245,Edirne,2039,2,-0.151,-1.913
ACCESS-CM2,ssp245,Edirne,2039,3,-0.223,-2.294
ACCESS-CM2,ssp245,Edirne,2039,4,-0.389,-2.014
ACCESS-CM2,ssp245,Edirne,2039,5,-0.742,-1.954
ACCESS-CM2,ssp245,Edirne,2039,6,-0.986,-2.538
ACCESS-CM2,ssp245,Edirne,2039,7,-0.954,-2.034
ACCESS-CM2,ssp245,Edirne,2039,8,-0.707,-1.585
ACCESS-CM2,ssp245,Edirne,2039,9,-0.731,-1.57
ACCESS-CM2,ssp245,Edirne,2039,10,-1.321,-2.051
ACCESS-CM2,ssp245,Edirne,2039,11,-0.87,-1.738
ACCESS-CM2,ssp245,Edirne,2039,12,-0.474,-1.546
ACCESS-CM2,ssp245,Edirne,2040,1,-1.179,-2.384
ACCESS-CM2,ssp245,Edirne,2040,2,-1.295,-2.366
ACCESS-CM2,ssp245,Edirne,2040,3,-1.613,-2.956
ACCESS-CM2,ssp245,Edirne,2040,4,-2.024,-3.88
ACCESS-CM2,ssp245,Edirne,2040,5,-1.816,-3.357
ACCESS-CM2,ssp245,Edirne,2040,6,-1.572,-3.969
ACCESS-CM2,ssp245,Edirne,2040,7,-1.33,-3.089
ACCESS-CM2,ssp245,Edirne,2040,8,-1.242,-2.736
ACCESS-CM2,ssp245,Edirne,2040,9,-1.204,-2.724
ACCESS-CM2,ssp245,Edirne,2040,10,-1.308,-2.588
ACCESS-CM2,ssp245,Edirne,2040,11,-0.959,-2.358
ACCESS-CM2,ssp245,Edirne,2040,12,-1.408,-3.125
ACCESS-CM2,ssp245,Edirne,2041,1,-2.038,-4.65
ACCESS-CM2,ssp245,Edirne,2041,2,-0.993,-3.089
ACCESS-CM2,ssp245,Edirne,2041,3,-0.388,-2.442
ACCESS-CM2,ssp245,Edirne,2041,4,-0.155,-1.85
ACCESS-CM2,ssp245,Edirne,2041,5,-0.333,-1.741
ACCESS-CM2,ssp245,Edirne,2041,6,-0.344,-2.26
ACCESS-CM2,ssp245,Edirne,2041,7,-0.53,-2.085
ACCESS-CM2,ssp245,Edirne,2041,8,-0.642,-2.165
ACCESS-CM2,ssp245,Edirne,2041,9,-0.04,-1.626
ACCESS-CM2,ssp245,Edirne,2041,10,0.347,-1.234
ACCESS-CM2,ssp245,Edirne,2041,11,0.769,-0.561
ACCESS-CM2,ssp245,Edirne,2041,12,1.28,-0.021
ACCESS-CM2,ssp245,Edirne,2042,1,1.878,0.707
ACCESS-CM2,ssp245,Edirne,2042,2,1.424,0.272
ACCESS-CM2,ssp245,Edirne,2042,3,1.188,-0.05
ACCESS-CM2,ssp245,Edirne,2042,4,1.288,-0.011
ACCESS-CM2,ssp245,Edirne,2042,5,1.408,0.136
ACCESS-CM2,ssp245,Edirne,2042,6,1.36,0.539
ACCESS-CM2,ssp245,Edirne,2042,7,1.314,0.279
ACCESS-CM2,ssp245,Edirne,2042,8,1.152,0.083
ACCESS-CM2,ssp245,Edirne,2042,9,0.652,-0.575
ACCESS-CM2,ssp245,Edirne,2042,10,0.351,-0.881
ACCESS-CM2,ssp245,Edirne,2042,11,-0.396,-1.523
ACCESS-CM2,ssp245,Edirne,2042,12,-0.425,-1.73
ACCESS-CM2,ssp245,Edirne,2043,1,-0.426,-1.945
ACCESS-CM2,ssp245,Edirne,2043,2,0.211,-1.026
ACCESS-CM2,ssp245,Edirne,2043,3,0.776,-0.359
ACCESS-CM2,ssp245,Edirne,2043,4,0.653,-0.382
ACCESS-CM2,ssp245,Edirne,2043,5,1.385,0.444
ACCESS-CM2,ssp245,Edirne,2043,6,1.362,0.41
ACCESS-CM2,ssp245,Edirne,2043,7,1.783,0.999
ACCESS-CM2,ssp245,Edirne,2043,8,1.94,1.308
ACCESS-CM2,ssp245,Edirne,2043,9,1.911,1.344
ACCESS-CM2,ssp245,Edirne,2043,10,1.974,1.281
ACCESS-CM2,ssp245,Edirne,2043,11,1.993,1.434
ACCESS-CM2,ssp245,Edirne,2043,12,1.51,0.872
ACCESS-CM2,ssp245,Edirne,2044,1,1.012,0.317
ACCESS-CM2,ssp245,Edirne,2044,2,0.473,-0.266
ACCESS-CM2,ssp245,Edirne,2044,3,-0.089,-0.787
ACCESS-CM2,ssp245,Edirne,2044,4,-0.147,-1.044
ACCESS-CM2,ssp245,Edirne,2044,5,-1.169,-2.348
ACCESS-CM2,ssp245,Edirne,2044,6,-0.935,-2.467
ACCESS-CM2,ssp245,Edirne,2044,7,-1.712,-2.923
ACCESS-CM2,ssp245,Edirne,2044,8,-1.788,-2.884
ACCESS-CM2,ssp245,Edirne,2044,9,-1.213,-2.538
ACCESS-CM2,ssp245,Edirne,2044,10,-1.506,-2.361
ACCESS-CM2,ssp245,Edirne,2044,11,-1.297,-2.225
ACCESS-CM2,ssp245,Edirne,2044,12,-1.197,-2.495
ACCESS-CM2,ssp245,Edirne,2045,1,-0.909,-2.564
ACCESS-CM2,ssp245,Edirne,2045,2,-0.74,-2.213
ACCESS-CM2,ssp245,Edirne,2045,3,-0.777,-2.382
ACCESS-CM2,ssp245,Edirne,2045,4,-0.778,-2.052
ACCESS-CM2,ssp245,Edirne,2045,5,-0.749,-1.714
ACCESS-CM2,ssp245,Edirne,2045,6,-0.955,-2.156
ACCESS-CM2,ssp245,Edirne,2045,7,-0.728,-1.925
ACCESS-CM2,ssp245,Edirne,2045,8,-0.828,-1.921
ACCESS-CM2,ssp245,Edirne,2045,9,-1.338,-2.295
ACCESS-CM2,ssp245,Edirne,2045,10,-1.165,-2.256
ACCESS-CM2,ssp245,Edirne,2045,11,-1.299,-2.271
ACCESS-CM2,ssp245,Edirne,2045,12,-1.484,-2.746
ACCESS-CM2,ssp245,Edirne,2046,1,-1.489,-3.309
ACCESS-CM2,ssp245,Edirne,2046,2,-1.356,-2.986
ACCESS-CM2,ssp245,Edirne,2046,3,-1.087,-3.031
ACCESS-CM2,ssp245,Edirne,2046,4,-0.832,-2.509
ACCESS-CM2,ssp245,Edirne,2046,5,-0.752,-2.055
ACCESS-CM2,ssp245,Edirne,2046,6,-0.666,-2.165
ACCESS-CM2,ssp245,Edirne,2046,7,-0.87,-2.047
ACCESS-CM2,ssp245,Edirne,2046,8,-0.85,-1.951
ACCESS-CM2,ssp245,Edirne,2046,9,-0.279,-1.412
ACCESS-CM2,ssp245,Edirne,2046,10,0.645,-0.312
ACCESS-CM2,ssp245,Edirne,2046,11,0.784,-0.076
ACCESS-CM2,ssp245,Edirne,2046,12,0.922,0.06
ACCESS-CM2,ssp245,Edirne,2047,1,0.895,0.01
ACCESS-CM2,ssp245,Edirne,2047,2,0.775,-0.044
ACCESS-CM2,ssp245,Edirne,2047,3,0.558,-0.26
ACCESS-CM2,ssp245,Edirne,2047,4,0.56,-0.281
ACCESS-CM2,ssp245,Edirne,2047,5,0.55,-0.32
ACCESS-CM2,ssp245,Edirne,2047,6,0.356,-0.867
ACCESS-CM2,ssp245,Edirne,2047,7,0.469,-0.802
ACCESS-CM2,ssp245,Edirne,2047,8,0.469,-0.914
ACCESS-CM2,ssp245,Edirne,2047,9,-0.068,-1.507
ACCESS-CM2,ssp245,Edirne,2047,10,-1.401,-2.648
ACCESS-CM2,ssp245,Edirne,2047,11,-1.893,-2.797
ACCESS-CM2,ssp245,Edirne,2047,12,-1.684,-3.242
ACCESS-CM2,ssp245,Edirne,2048,1,-1.195,-3.36
ACCESS-CM2,ssp245,Edirne,2048,2,-1.214,-3.221
ACCESS-CM2,ssp245,Edirne,2048,3,-1.014,-3.661
ACCESS-CM2,ssp245,Edirne,2048,4,-0.666,-2.824
ACCESS-CM2,ssp245,Edirne,2048,5,-0.664,-2.559
ACCESS-CM2,ssp245,Edirne,2048,6,-0.737,-2.767
ACCESS-CM2,ssp245,Edirne,2048,7,-0.799,-2.404
ACCESS-CM2,ssp245,Edirne,2048,8,-0.797,-2.139
ACCESS-CM2,ssp245,Edirne,2048,9,-0.202,-1.454
ACCESS-CM2,ssp245,Edirne,2048,10,0.419,-0.645
ACCESS-CM2,ssp245,Edirne,2048,11,0.477,-0.542
ACCESS-CM2,ssp245,Edirne,2048,12,0.502,-0.597
ACCESS-CM2,ssp245,Edirne,2049,1,-0.427,-1.785
ACCESS-CM2,ssp245,Edirne,2049,2,0.649,-0.394
