name,year,month,SPI12_ec,SPEI12_ec,dekad
Lüleburgaz,1969,2,-0.37037981488965876,-0.7476761463415212,1960
Lüleburgaz,1969,3,-0.5081660293562299,-0.8128334050761407,1960
Lüleburgaz,1969,4,-0.26139155489768773,-0.36403771958711706,1960
Lüleburgaz,1969,5,-0.2911835173493406,-0.13994600645071578,1960
Lüleburgaz,1969,6,-0.44635196752627976,-0.5064694557579706,1960
Lüleburgaz,1969,7,-0.15954723200615603,0.06660345607352959,1960
Lüleburgaz,1969,8,-0.06773382464558327,0.09776285281272558,1960
Lüleburgaz,1969,9,-0.45998560228874846,-0.333214970302749,1960
Lüleburgaz,1969,10,-0.2736829714554598,-0.1704757837077694,1960
Lüleburgaz,1969,11,-0.32097738604416853,-0.29809470988125014,1960
Lüleburgaz,1969,12,-0.2710092529748631,-0.30989479189746,1960
Lüleburgaz,1970,1,-0.1773196217023081,-0.37254356545686024,1970
Lüleburgaz,1970,2,-0.04976240837971384,-0.3748920340265087,1970
Lüleburgaz,1970,3,0.1585446195919949,-0.2095634523691063,1970
Lüleburgaz,1970,4,0.4454161727954325,-0.10990770899028598,1970
Lüleburgaz,1970,5,0.7191097614293767,0.33399245898647417,1970
Lüleburgaz,1970,6,0.9442885018400181,0.8306600605450929,1970
Lüleburgaz,1970,7,0.6968704483293668,0.4094877440635758,1970
Lüleburgaz,1970,8,0.7624950597562307,0.4588059337945553,1970
Lüleburgaz,1970,9,0.6681589476921872,0.5000269480088233,1970
Lüleburgaz,1970,10,0.9203020733152409,0.8111017094417606,1970
Lüleburgaz,1970,11,1.8137078822560149,1.5970880686547466,1970
Lüleburgaz,1970,12,0.911674029874465,0.8805780725832957,1970
Lüleburgaz,1971,1,1.0146209700355435,0.905993280729557,1970
Lüleburgaz,1971,2,1.0470940831832514,0.982303115352974,1970
Lüleburgaz,1971,3,1.5712563986574506,1.608242943887876,1970
Lüleburgaz,1971,4,1.4112614681789868,1.5246557068212203,1970
Lüleburgaz,1971,5,1.7005434279779017,0.9620636228630317,1970
Lüleburgaz,1971,6,1.735017828068919,1.5891538509481036,1970
Lüleburgaz,1971,7,1.8756195567602882,1.7144025778325165,1970
Lüleburgaz,1971,8,1.8633461582655841,1.7188775971866457,1970
Lüleburgaz,1971,9,2.057098391527208,1.7937276216409177,1970
Lüleburgaz,1971,10,1.874378144936458,1.7669330030588355,1970
Lüleburgaz,1971,11,1.8064610477318233,1.7632615476566058,1970
Lüleburgaz,1971,12,1.65580811909275,1.6232419197973131,1970
Lüleburgaz,1972,1,1.0759421104367655,1.2473001443349176,1970
Lüleburgaz,1972,2,0.5412107580349262,0.7570088288212855,1970
Lüleburgaz,1972,3,-0.45532782783915093,-0.3981541298545632,1970
Lüleburgaz,1972,4,-0.25864075538037523,-0.3159792899550434,1970
Lüleburgaz,1972,5,-0.7701600091716647,-0.5029722937616123,1970
Lüleburgaz,1972,6,-0.9938548456182917,-1.0610758724654452,1970
Lüleburgaz,1972,7,-0.7686682783325484,-0.9385297659765076,1970
Lüleburgaz,1972,8,-0.9697649785514242,-1.1353929812629917,1970
Lüleburgaz,1972,9,-0.5952344398440692,-0.7041882787218892,1970
Lüleburgaz,1972,10,-0.06037061814435629,-0.1435823241172918,1970
Lüleburgaz,1972,11,-0.6307068781582104,-0.9017139194476674,1970
Lüleburgaz,1972,12,-1.1019383055812346,-1.411990146409744,1970
Lüleburgaz,1973,1,-0.8546564319521084,-1.1431789417585154,1970
Lüleburgaz,1973,2,-0.15811637134371398,-0.5417712746621726,1970
Lüleburgaz,1973,3,0.18293561622859505,-0.05579270772167761,1970
Lüleburgaz,1973,4,0.045836979608927075,-0.09014461798382901,1970
Lüleburgaz,1973,5,-0.018696240819518258,-0.060349643916416694,1970
Lüleburgaz,1973,6,0.257487718528648,0.3611109512019895,1970
Lüleburgaz,1973,7,-0.016982426054731718,0.12406222324100179,1970
Lüleburgaz,1973,8,-0.18372592076677993,0.09858550561855062,1970
Lüleburgaz,1973,9,-0.7369837644864894,-0.5364152168468226,1970
Lüleburgaz,1973,10,-1.2302032591454672,-1.3345791825977886,1970
Lüleburgaz,1973,11,-1.3468078161954902,-1.332070015927925,1970
Lüleburgaz,1973,12,-1.0536180557503552,-1.062144512561305,1970
Lüleburgaz,1974,1,-1.3577913104354233,-1.4043173026405589,1970
Lüleburgaz,1974,2,-2.138395424861644,-1.886628832429154,1970
Lüleburgaz,1974,3,-2.0852916505370964,-1.9211067432638096,1970
Lüleburgaz,1974,4,-1.8507808875015623,-1.6369030987780901,1970
Lüleburgaz,1974,5,-1.0265878016257948,-0.5516340526845598,1970
Lüleburgaz,1974,6,-1.375538293617205,-1.1790221604326991,1970
Lüleburgaz,1974,7,-1.5059387153231507,-1.1653284030638598,1970
Lüleburgaz,1974,8,-1.310402477834224,-1.0311202869205383,1970
Lüleburgaz,1974,9,-1.1072038493452592,-0.7873283238163429,1970
Lüleburgaz,1974,10,-1.5505581911530808,-1.5363911599526587,1970
Lüleburgaz,1974,11,-0.8396414014323531,-0.7404074490346424,1970
Lüleburgaz,1974,12,-0.6998846035143055,-0.5424297151577557,1970
Lüleburgaz,1975,1,-0.2565034024707877,-0.11934910474625206,1970
Lüleburgaz,1975,2,-0.352765207339065,-0.2905270321251263,1970
Lüleburgaz,1975,3,-0.31532659523484097,-0.3516356639895566,1970
Lüleburgaz,1975,4,-0.6252108715789779,-0.8165364889386553,1970
Lüleburgaz,1975,5,-0.5603321902714299,-0.538435802893708,1970
Lüleburgaz,1975,6,0.0494406522397431,-0.12758871050577614,1970
Lüleburgaz,1975,7,0.2543590458187285,0.06892131190199546,1970
Lüleburgaz,1975,8,0.4407970186883304,0.2892151875875797,1970
Lüleburgaz,1975,9,0.3430228716045206,0.1770110918334604,1970
Lüleburgaz,1975,10,1.405176188745493,1.3655945838576538,1970
Lüleburgaz,1975,11,1.428518338662658,1.4100692581719247,1970
Lüleburgaz,1975,12,1.4577974452726545,1.4289805606121195,1970
Lüleburgaz,1976,1,1.1477002888440844,1.1446293653331387,1970
Lüleburgaz,1976,2,1.0949193069782839,1.153660888514176,1970
Lüleburgaz,1976,3,0.8876905875783687,1.044897629573149,1970
Lüleburgaz,1976,4,1.132054376303706,1.3025883708069739,1970
Lüleburgaz,1976,5,0.7168368850868309,0.5795535950603322,1970
Lüleburgaz,1976,6,0.7243212610748733,1.0048883742968246,1970
Lüleburgaz,1976,7,1.0135202547292221,1.3000410874388746,1970
Lüleburgaz,1976,8,0.873601591913123,1.2732764762115654,1970
Lüleburgaz,1976,9,0.7793229164649055,1.2635198417335052,1970
Lüleburgaz,1976,10,-0.016870155779829955,0.664604140836505,1970
Lüleburgaz,1976,11,-0.022482644910539973,0.5137250392032473,1970
Lüleburgaz,1976,12,0.3861303363556993,0.8334135323922659,1970
Lüleburgaz,1977,1,0.5821777953686527,0.9873794011405822,1970
Lüleburgaz,1977,2,0.8339228376217817,1.0724132007606468,1970
Lüleburgaz,1977,3,0.7372832526201907,0.892764406421431,1970
Lüleburgaz,1977,4,0.7302125562213728,0.916624175441373,1970
Lüleburgaz,1977,5,0.8214373689319358,0.6063950317972217,1970
Lüleburgaz,1977,6,0.4442598795543075,0.5501221515815021,1970
Lüleburgaz,1977,7,0.10882461772669555,0.15970686268881668,1970
Lüleburgaz,1977,8,-0.16411766023382296,-0.3885932195794663,1970
Lüleburgaz,1977,9,0.19583042415339147,0.08917997931195273,1970
Lüleburgaz,1977,10,-0.37758649744034095,-0.3984670090186017,1970
Lüleburgaz,1977,11,-0.7420322002487332,-0.8861840886497052,1970
Lüleburgaz,1977,12,-1.3252235035846893,-1.501906612535157,1970
Lüleburgaz,1978,1,-1.1382008041725378,-1.3279643774031749,1970
Lüleburgaz,1978,2,-0.8301874514416825,-0.9403653844256824,1970
Lüleburgaz,1978,3,-0.3969201540632016,-0.5223484836060054,1970
Lüleburgaz,1978,4,-0.05161217580542227,-0.11329904830268767,1970
Lüleburgaz,1978,5,-0.008649095705030342,0.04066158396806658,1970
Lüleburgaz,1978,6,-0.15551266378603817,-0.18637514120513804,1970
Lüleburgaz,1978,7,-0.3395134334467364,-0.29269246203091126,1970
Lüleburgaz,1978,8,-0.30794245249630103,-0.11445481190762326,1970
Lüleburgaz,1978,9,-0.058439742081420415,0.22560553315642226,1970
Lüleburgaz,1978,10,0.29311561891987564,0.5109990906386215,1970
Lüleburgaz,1978,11,0.03556726624741716,0.3316042308615382,1970
Lüleburgaz,1978,12,-0.34868116822834844,-0.18320262758782752,1970
Lüleburgaz,1979,1,0.11827342816740564,0.2949368110982117,1970
Lüleburgaz,1979,2,0.0016283373449536792,0.07231155138011346,1970
Lüleburgaz,1979,3,-0.4829933792394025,-0.527395709128409,1970
Lüleburgaz,1979,4,-0.5056943671768418,-0.4757833799609176,1970
Lüleburgaz,1979,5,-0.8700122818125808,-0.5800101229242921,1970
Lüleburgaz,1979,6,-0.9354375971141783,-0.9744968049904963,1970
Lüleburgaz,1979,7,-0.5780471143854887,-0.4838426614168891,1970
Lüleburgaz,1979,8,-0.4287899460088723,-0.4168110952983749,1970
Lüleburgaz,1979,9,-1.0758222250608573,-1.1435952965499212,1970
Lüleburgaz,1979,10,-0.7836511838466896,-0.8366773250922566,1970
Lüleburgaz,1979,11,0.5336024411274505,0.5854692318607367,1970
Lüleburgaz,1979,12,0.6437728087204726,0.7046006468729774,1970
Lüleburgaz,1980,1,0.7329493608295143,0.7906354997807695,1980
Lüleburgaz,1980,2,0.8648320911396262,0.975203735980212,1980
Lüleburgaz,1980,3,1.168066267361685,1.4091487790111634,1980
Lüleburgaz,1980,4,1.1143854215956506,1.322897005282058,1980
Lüleburgaz,1980,5,1.3220505786633312,0.8908865414644364,1980
Lüleburgaz,1980,6,1.5541738320959417,1.738717341030585,1980
Lüleburgaz,1980,7,1.6680323356305546,1.709325371589154,1980
Lüleburgaz,1980,8,1.5965024359131887,1.7148318213246085,1980
Lüleburgaz,1980,9,1.7155900383034732,1.7605421171179811,1980
Lüleburgaz,1980,10,0.9799825155168396,1.2636258431758987,1980
