name,year,month,SPI12,SPEI12,SPEI12_ou,dekad
Edirne,1965,12,0.127,0.456,0.47958860016925187,1960
Edirne,1966,1,0.715,1.045,1.0623523652541655,1960
Edirne,1966,2,0.027,0.216,0.22254830720189073,1960
Edirne,1966,3,0.039,0.273,0.2620878652362059,1960
Edirne,1966,4,0.122,0.221,0.2141942225493013,1960
Edirne,1966,5,-0.026,0.03,-0.002352353763338797,1960
Edirne,1966,6,0.178,0.447,0.3365899284043871,1960
Edirne,1966,7,0.339,0.571,0.47093903575332685,1960
Edirne,1966,8,0.321,0.378,0.33313849994178113,1960
Edirne,1966,9,0.549,0.684,0.6042515105641462,1960
Edirne,1966,10,1.16,1.091,1.085117156057564,1960
Edirne,1966,11,1.843,1.731,1.7238874323200242,1960
Edirne,1966,12,1.928,1.73,1.707643116565062,1960
Edirne,1967,1,1.898,1.731,1.7203646423759145,1960
Edirne,1967,2,1.764,1.719,1.702470528709056,1960
Edirne,1967,3,1.579,1.541,1.5347214652574757,1960
Edirne,1967,4,1.531,1.551,1.5521633189220818,1960
Edirne,1967,5,1.542,1.505,1.540811105142462,1960
Edirne,1967,6,1.804,1.678,1.7125675355299588,1960
Edirne,1967,7,1.869,1.751,1.7839273742064767,1960
Edirne,1967,8,1.729,1.726,1.744966743393477,1960
Edirne,1967,9,1.805,1.739,1.7745694184676488,1960
Edirne,1967,10,1.513,1.605,1.6225314720405783,1960
Edirne,1967,11,0.217,0.428,0.4412622926663526,1960
Edirne,1967,12,-0.385,-0.075,-0.07514382578785792,1960
Edirne,1968,1,-0.173,0.149,0.14643033239673883,1960
Edirne,1968,2,0.099,0.333,0.33239107156056336,1960
Edirne,1968,3,-0.029,0.269,0.2524398646251454,1960
Edirne,1968,4,-0.334,-0.159,-0.17618600414631566,1960
Edirne,1968,5,-0.722,-0.781,-0.7512055845521578,1960
Edirne,1968,6,-1.036,-1.217,-1.1556327904474282,1960
Edirne,1968,7,-1.382,-1.536,-1.499511739642772,1960
Edirne,1968,8,-0.833,-0.922,-0.9117743944333433,1960
Edirne,1968,9,-0.756,-0.809,-0.8156832833761423,1960
Edirne,1968,10,-1.013,-0.958,-1.0207789814196961,1960
Edirne,1968,11,-0.778,-0.799,-0.8426223920586154,1960
Edirne,1968,12,-0.491,-0.466,-0.5158044282336477,1960
Edirne,1969,1,-0.997,-1.025,-1.0527718937648256,1960
Edirne,1969,2,-0.404,-0.381,-0.38524967072004856,1960
Edirne,1969,3,-0.152,-0.007,-0.0009339271730508771,1960
Edirne,1969,4,0.312,0.594,0.5801200440391698,1960
Edirne,1969,5,0.373,0.673,0.6506675606388237,1960
Edirne,1969,6,0.284,0.609,0.5878429081850987,1960
Edirne,1969,7,0.361,0.775,0.7145571383736884,1960
Edirne,1969,8,0.215,0.573,0.5277248166333923,1960
Edirne,1969,9,-0.04,0.275,0.25703316580692936,1960
Edirne,1969,10,-0.116,0.136,0.13985810389784417,1960
Edirne,1969,11,-0.331,-0.133,-0.13484133642166643,1960
Edirne,1969,12,0.096,0.311,0.34675293054698675,1960
Edirne,1970,1,-0.205,-0.064,-0.06559695826231444,1970
Edirne,1970,2,-0.398,-0.301,-0.30960171619745275,1970
Edirne,1970,3,-0.155,-0.075,-0.0655308165243574,1970
Edirne,1970,4,0.043,-0.052,0.0024959135376161515,1970
Edirne,1970,5,0.35,0.447,0.43916842292285263,1970
Edirne,1970,6,0.38,0.579,0.5374097731736391,1970
Edirne,1970,7,0.53,0.522,0.5609487836371266,1970
Edirne,1970,8,0.208,0.135,0.1827891276447549,1970
Edirne,1970,9,0.148,0.139,0.16137932388028478,1970
Edirne,1970,10,0.484,0.515,0.5166985414415108,1970
Edirne,1970,11,0.747,0.812,0.7912221779882073,1970
Edirne,1970,12,-0.126,0.019,-0.0482664514087272,1970
Edirne,1971,1,0.01,0.153,0.09877395211724108,1970
Edirne,1971,2,-0.123,0.027,-0.02960282943850421,1970
Edirne,1971,3,0.207,0.446,0.41243245921116145,1970
Edirne,1971,4,0.091,0.42,0.3661911006614527,1970
Edirne,1971,5,-0.088,0.037,0.04909218922818311,1970
Edirne,1971,6,0.529,0.71,0.7271374415117434,1970
Edirne,1971,7,0.727,0.982,0.9642206791762117,1970
Edirne,1971,8,0.716,0.966,0.9498010390132585,1970
Edirne,1971,9,1.315,1.493,1.4730997559941634,1970
Edirne,1971,10,1.24,1.449,1.433384719151891,1970
Edirne,1971,11,1.097,1.34,1.3277232797663039,1970
Edirne,1971,12,1.291,1.475,1.4703511785118708,1970
Edirne,1972,1,0.945,1.284,1.2598605850712827,1970
Edirne,1972,2,0.767,1.129,1.0959935129486666,1970
Edirne,1972,3,-0.047,0.406,0.3406651192797474,1970
Edirne,1972,4,-0.25,0.046,-0.004270015633974425,1970
Edirne,1972,5,-0.047,0.271,0.20781033056299067,1970
Edirne,1972,6,-0.846,-0.624,-0.6876673130972821,1970
Edirne,1972,7,-1.181,-1.08,-1.112715644652022,1970
Edirne,1972,8,-0.587,-0.524,-0.5347429686715944,1970
Edirne,1972,9,-0.719,-0.627,-0.6558679736964819,1970
Edirne,1972,10,0.245,0.309,0.31475178293998085,1970
Edirne,1972,11,0.074,0.108,0.09575392705465903,1970
Edirne,1972,12,-0.273,-0.156,-0.19317870780012328,1970
Edirne,1973,1,0.258,0.425,0.4048151542213433,1970
Edirne,1973,2,0.653,0.749,0.7542243220494461,1970
Edirne,1973,3,1.138,1.208,1.2227004557371381,1970
Edirne,1973,4,1.197,1.327,1.3316318821717825,1970
Edirne,1973,5,0.972,1.111,1.1318647382161626,1970
Edirne,1973,6,1.205,1.424,1.3990401508798884,1970
Edirne,1973,7,1.113,1.348,1.3273500429002103,1970
Edirne,1973,8,0.687,1.095,1.0280822673234777,1970
Edirne,1973,9,0.116,0.482,0.45015066218198624,1970
Edirne,1973,10,-0.71,-0.437,-0.44677951731423554,1970
Edirne,1973,11,-0.699,-0.405,-0.44322211130210626,1970
Edirne,1973,12,-0.29,0.074,0.05311814274756591,1970
Edirne,1974,1,-0.941,-0.582,-0.6319693437522932,1970
Edirne,1974,2,-1.245,-0.881,-0.9452433261842124,1970
Edirne,1974,3,-1.465,-1.126,-1.2002622016785542,1970
Edirne,1974,4,-1.762,-1.312,-1.4162239387747755,1970
Edirne,1974,5,-1.151,-0.565,-0.691446434357109,1970
Edirne,1974,6,-1.16,-0.571,-0.6970864020434973,1970
Edirne,1974,7,-1.184,-0.524,-0.67831551511561,1970
Edirne,1974,8,-1.115,-0.576,-0.6895415540011344,1970
Edirne,1974,9,-1.038,-0.494,-0.6009666142977178,1970
Edirne,1974,10,-1.075,-0.644,-0.6986083089257288,1970
Edirne,1974,11,-0.39,-0.111,-0.1258974263088895,1970
Edirne,1974,12,-0.626,-0.259,-0.282135005334652,1970
Edirne,1975,1,-0.341,0.019,0.0005548511487780319,1970
Edirne,1975,2,-0.603,-0.219,-0.2578226815532002,1970
Edirne,1975,3,-0.73,-0.406,-0.43070026647738746,1970
Edirne,1975,4,-0.196,-0.007,0.014699540963522844,1970
Edirne,1975,5,-0.022,0.032,0.0922078578462155,1970
Edirne,1975,6,0.333,0.427,0.4853557548966872,1970
Edirne,1975,7,0.28,0.26,0.3556758867722284,1970
Edirne,1975,8,1.012,1.041,1.096125965574711,1970
Edirne,1975,9,0.922,0.909,0.9872035253925787,1970
Edirne,1975,10,1.419,1.46,1.4703613917066698,1970
Edirne,1975,11,1.219,1.325,1.3275443852251512,1970
Edirne,1975,12,1.332,1.408,1.4064291605102683,1970
Edirne,1976,1,1.121,1.254,1.2580219817978229,1970
Edirne,1976,2,1.08,1.219,1.2278904128543628,1970
Edirne,1976,3,0.923,1.171,1.1710007434922178,1970
Edirne,1976,4,0.496,0.838,0.8404022338071805,1970
Edirne,1976,5,0.054,0.42,0.42852216003372795,1970
Edirne,1976,6,-0.491,0.012,-0.014283560418276988,1970
Edirne,1976,7,-0.375,0.171,0.13157462807084985,1970
Edirne,1976,8,-0.992,-0.373,-0.4532175036793472,1970
Edirne,1976,9,-0.95,-0.197,-0.30927144328303124,1970
Edirne,1976,10,-1.473,-0.686,-0.7908335784513445,1970
Edirne,1976,11,-1.521,-0.889,-0.9337447025616472,1970
Edirne,1976,12,-1.337,-0.705,-0.733587841271559,1970
Edirne,1977,1,-1.136,-0.53,-0.5611537327631587,1970
Edirne,1977,2,-0.528,-0.138,-0.12481232992359587,1970
Edirne,1977,3,-0.348,0.02,0.03375373369005265,1970
Edirne,1977,4,-0.115,0.277,0.2611277980574634,1970
Edirne,1977,5,-0.137,0.191,0.16910934525652302,1970
Edirne,1977,6,0.071,0.423,0.3916221508807826,1970
Edirne,1977,7,0.27,0.521,0.5167678565991825,1970
Edirne,1977,8,-0.016,0.007,0.06683536311059403,1970
Edirne,1977,9,0.576,0.624,0.6774214397908144,1970
Edirne,1977,10,0.22,0.348,0.33802463752697903,1970
Edirne,1977,11,0.191,0.291,0.262909314603511,1970
Edirne,1977,12,-0.125,0.082,0.022654830111234824,1970
Edirne,1978,1,-0.266,-0.051,-0.11978712042521635,1970
Edirne,1978,2,-0.346,-0.071,-0.1582813863368085,1970
Edirne,1978,3,-0.144,0.158,0.10347896037554585,1970
Edirne,1978,4,-0.118,0.189,0.14424479457031766,1970
Edirne,1978,5,0.07,0.384,0.3539461955151114,1970
Edirne,1978,6,-0.139,0.224,0.18844739419040554,1970
Edirne,1978,7,-0.48,-0.124,-0.16977605113084673,1970
Edirne,1978,8,-0.429,-0.014,-0.08846559083778088,1970
Edirne,1978,9,-0.231,0.213,0.15340546124928728,1970
Edirne,1978,10,-0.115,0.197,0.19923316632504026,1970
Edirne,1978,11,-0.272,0.098,0.044440701895760555,1970
Edirne,1978,12,-0.359,0.064,0.022197908671498297,1970
Edirne,1979,1,0.205,0.64,0.6096953791632652,1970
Edirne,1979,2,0.313,0.723,0.685419286349381,1970
Edirne,1979,3,-0.155,0.276,0.22079785710086533,1970
Edirne,1979,4,-0.43,0.004,-0.08787148781061314,1970
Edirne,1979,5,-0.578,-0.243,-0.3287455463989088,1970
Edirne,1979,6,-0.832,-0.567,-0.6394736203459862,1970
Edirne,1979,7,-0.156,0.197,0.11157000226449588,1970
Edirne,1979,8,-0.074,0.199,0.13082773553127075,1970
Edirne,1979,9,-1.059,-0.843,-0.9236450542627559,1970
Edirne,1979,10,-0.574,-0.334,-0.42851555756002174,1970
Edirne,1979,11,0.18,0.313,0.26585058106016884,1970
Edirne,1979,12,0.536,0.715,0.6782216128587408,1970
Edirne,1980,1,0.3,0.546,0.5002885701965428,1980
Edirne,1980,2,0.013,0.291,0.23639609298481207,1980
Edirne,1980,3,0.196,0.613,0.5622235574254218,1980
Edirne,1980,4,0.605,0.957,0.9346790589015147,1980
Edirne,1980,5,0.914,1.256,1.2359440322752353,1980
Edirne,1980,6,1.175,1.549,1.4995089468294733,1980
Edirne,1980,7,0.678,1.083,1.0645773733293664,1980
Edirne,1980,8,0.83,1.247,1.2159636105273213,1980
Edirne,1980,9,0.884,1.336,1.2916915250064642,1980
Edirne,1980,10,0.306,0.708,0.7272073999782848,1980
Edirne,1980,11,-0.082,0.29,0.30084214157134165,1980
Edirne,1980,12,0.4,0.818,0.8452898640333559,1980
Edirne,1981,1,0.996,1.345,1.3723053003501948,1980
Edirne,1981,2,1.044,1.344,1.3676757411840967,1980
Edirne,1981,3,1.27,1.427,1.4545361405242565,1980
Edirne,1981,4,0.804,1.073,1.0957250541821868,1980
Edirne,1981,5,0.52,0.849,0.8491719685390663,1980
Edirne,1981,6,0.306,0.557,0.5899574951778803,1980
Edirne,1981,7,0.373,0.635,0.6522164914990028,1980
Edirne,1981,8,0.235,0.433,0.46212478443628285,1980
Edirne,1981,9,0.188,0.322,0.37828096387903065,1980
Edirne,1981,10,0.453,0.556,0.6115708380700751,1980
Edirne,1981,11,0.646,0.819,0.823083080360001,1980
Edirne,1981,12,0.295,0.509,0.5120426194625366,1980
Edirne,1982,1,-0.801,-0.621,-0.6606973516090644,1980
Edirne,1982,2,-0.65,-0.448,-0.4758170271671924,1980
Edirne,1982,3,-0.656,-0.305,-0.343360711994862,1980
Edirne,1982,4,-0.03,0.366,0.34673257153842774,1980
Edirne,1982,5,-0.144,0.119,0.1415216756658215,1980
Edirne,1982,6,-0.029,0.411,0.38376078676046843,1980
Edirne,1982,7,-0.11,0.329,0.29869854860964606,1980
Edirne,1982,8,-0.101,0.316,0.28526327236153304,1980
Edirne,1982,9,-0.16,0.187,0.20047517780906016,1980
Edirne,1982,10,-0.226,0.149,0.14297161266270833,1980
Edirne,1982,11,-0.529,-0.23,-0.23619365837364134,1980
Edirne,1982,12,-0.489,-0.112,-0.107526112167126,1980
Edirne,1983,1,-0.686,-0.351,-0.34877583073803387,1980
Edirne,1983,2,-0.834,-0.565,-0.5671960667551968,1980
Edirne,1983,3,-1.292,-1.08,-1.0778037223605232,1980
Edirne,1983,4,-1.974,-1.893,-1.8628092856173377,1980
Edirne,1983,5,-2.091,-1.954,-1.9132795553511013,1980
Edirne,1983,6,-1.049,-0.95,-0.8876199901474535,1980
Edirne,1983,7,-0.934,-0.901,-0.8173276545692133,1980
Edirne,1983,8,-0.9,-0.792,-0.7426032153951204,1980
Edirne,1983,9,-0.054,0.128,0.18401788467605773,1980
Edirne,1983,10,-0.217,0.044,0.05400361553877128,1980
Edirne,1983,11,-0.337,-0.093,-0.10499978973701997,1980
Edirne,1983,12,-0.845,-0.424,-0.4890424977014301,1980
Edirne,1984,1,-0.253,0.144,0.10579229894311196,1980
Edirne,1984,2,-0.036,0.327,0.2944771595468469,1980
Edirne,1984,3,0.893,1.215,1.2002172348181568,1980
Edirne,1984,4,1.128,1.485,1.4504004826541714,1980
Edirne,1984,5,1.376,1.695,1.6522200292190197,1980
Edirne,1984,6,0.572,1.098,1.0308084547500718,1980
Edirne,1984,7,0.757,1.274,1.197778461309034,1980
Edirne,1984,8,0.864,1.392,1.2994007499681357,1980
Edirne,1984,9,0.112,0.692,0.6027361681887224,1980
Edirne,1984,10,-0.023,0.387,0.3650744270753088,1980
Edirne,1984,11,0.697,0.995,1.0005347483042615,1980
Edirne,1984,12,0.56,0.912,0.915065827269586,1980
Edirne,1985,1,0.343,0.799,0.7828687019206813,1980
Edirne,1985,2,0.614,1.044,1.0610246234838432,1980
Edirne,1985,3,-0.32,0.229,0.2281909607149559,1980
Edirne,1985,4,-0.38,0.018,0.045502055266327834,1980
Edirne,1985,5,-0.8,-0.513,-0.4674678151353896,1980
Edirne,1985,6,-0.505,-0.162,-0.11363080278581603,1980
Edirne,1985,7,-0.825,-0.533,-0.48677295003639304,1980
Edirne,1985,8,-0.856,-0.798,-0.6731752064527848,1980
Edirne,1985,9,-0.835,-0.662,-0.578634988413879,1980
Edirne,1985,10,-0.714,-0.353,-0.35755933794320516,1980
Edirne,1985,11,-0.968,-0.654,-0.664425819160265,1980
Edirne,1985,12,-1.125,-0.792,-0.7884379543627117,1980
Edirne,1986,1,-0.997,-0.791,-0.7575881179347137,1980
Edirne,1986,2,-0.713,-0.55,-0.5583252264011046,1980
Edirne,1986,3,-0.731,-0.538,-0.550240514655846,1980
Edirne,1986,4,-1.039,-0.94,-0.9495284246349305,1980
Edirne,1986,5,-0.948,-0.698,-0.7526485459120971,1980
Edirne,1986,6,-1.228,-1.063,-1.091896499160182,1980
Edirne,1986,7,-1.133,-0.965,-0.996134325038065,1980
Edirne,1986,8,-1.271,-1.138,-1.156579262026963,1980
Edirne,1986,9,-1.365,-1.258,-1.2667623642149106,1980
Edirne,1986,10,-0.913,-0.919,-0.8800147575416183,1980
Edirne,1986,11,-1.324,-1.169,-1.1921939844007827,1980
Edirne,1986,12,-1.134,-0.917,-0.970256609253159,1980
Edirne,1987,1,-1.327,-1.083,-1.1584562514664727,1980
Edirne,1987,2,-2.13,-1.841,-1.915372877502961,1980
Edirne,1987,3,-1.862,-1.567,-1.637210891577121,1980
Edirne,1987,4,-1.118,-0.609,-0.6938300135933695,1980
Edirne,1987,5,-1.176,-0.608,-0.6926018532359944,1980
Edirne,1987,6,-1.07,-0.465,-0.5446321960699783,1980
Edirne,1987,7,-1.174,-0.711,-0.7369053449284462,1980
Edirne,1987,8,-1.006,-0.411,-0.4950609541679229,1980
Edirne,1987,9,-1.022,-0.453,-0.5089413071916731,1980
Edirne,1987,10,-1.179,-0.576,-0.6389699816859895,1980
Edirne,1987,11,-0.346,0.001,0.02482510454653805,1980
Edirne,1987,12,0.202,0.597,0.6393509235253522,1980
Edirne,1988,1,-0.294,0.083,0.1263429690031492,1980
Edirne,1988,2,-0.128,0.241,0.2737086674541862,1980
Edirne,1988,3,0.374,0.637,0.6819513132030733,1980
Edirne,1988,4,-0.033,0.206,0.24663579211816705,1980
Edirne,1988,5,-0.017,0.157,0.20828523070829083,1980
Edirne,1988,6,-0.171,0.094,0.11582399954715819,1980
Edirne,1988,7,-0.196,-0.03,0.02266636607970074,1980
Edirne,1988,8,-0.417,-0.426,-0.3250312905253342,1980
Edirne,1988,9,-0.196,-0.139,-0.05145298823057484,1980
Edirne,1988,10,-0.499,-0.455,-0.38484516118356954,1980
Edirne,1988,11,-0.287,-0.109,-0.1141806854410208,1980
Edirne,1988,12,-0.893,-0.62,-0.6521450438823473,1980
Edirne,1989,1,-1.034,-0.742,-0.7899971086876458,1980
Edirne,1989,2,-1.202,-0.954,-0.9961342074945231,1980
Edirne,1989,3,-1.071,-0.885,-0.9021314876963483,1980
Edirne,1989,4,-1.235,-1.297,-1.2520690949646454,1980
Edirne,1989,5,-0.849,-0.82,-0.7829507142337345,1980
Edirne,1989,6,-0.466,-0.292,-0.2771205538565287,1980
Edirne,1989,7,-0.459,-0.058,-0.13948477247045885,1980
Edirne,1989,8,-0.261,0.127,0.04621850550231405,1980
Edirne,1989,9,-0.34,0.076,-0.008279889595946333,1980
Edirne,1989,10,-0.163,0.205,0.1385798293943225,1980
Edirne,1989,11,-0.694,-0.434,-0.4965479917152001,1980
Edirne,1989,12,-0.465,-0.119,-0.18246340984049242,1980
Edirne,1990,1,-0.483,-0.117,-0.18539373606825477,1990
Edirne,1990,2,-0.406,-0.069,-0.13924292262638668,1990
Edirne,1990,3,-1.39,-1.044,-1.1718495094776258,1990
Edirne,1990,4,-1.034,-0.543,-0.710772916743782,1990
Edirne,1990,5,-1.081,-0.635,-0.7969305750484108,1990
Edirne,1990,6,-1.509,-1.111,-1.2789249971540326,1990
Edirne,1990,7,-1.372,-1.026,-1.1677869327873878,1990
Edirne,1990,8,-1.511,-1.116,-1.272065770588113,1990
Edirne,1990,9,-1.234,-0.826,-1.000468238797719,1990
Edirne,1990,10,-0.796,-0.46,-0.6087843773703158,1990
Edirne,1990,11,-0.982,-0.782,-0.8816838964951993,1990
Edirne,1990,12,-0.691,-0.531,-0.6165371808360247,1990
Edirne,1991,1,-0.661,-0.555,-0.6489823001219699,1990
Edirne,1991,2,-0.377,-0.197,-0.27345162822236835,1990
Edirne,1991,3,-0.245,0.098,0.023546392825801746,1990
Edirne,1991,4,-0.432,-0.038,-0.12046119788444498,1990
Edirne,1991,5,-0.179,0.227,0.17144428325876607,1990
Edirne,1991,6,-0.364,0.048,0.006066267779583368,1990
Edirne,1991,7,-0.369,0.011,-0.019220635087107932,1990
Edirne,1991,8,-0.16,0.18,0.16629151091943334,1990
Edirne,1991,9,-0.508,-0.232,-0.20668827212647348,1990
Edirne,1991,10,-0.336,-0.125,-0.06132158886441469,1990
Edirne,1991,11,0.145,0.378,0.4182237345998629,1990
Edirne,1991,12,-0.712,-0.285,-0.2883441512574258,1990
Edirne,1992,1,-0.834,-0.413,-0.4230281266854164,1990
Edirne,1992,2,-0.845,-0.439,-0.45314426916392714,1990
Edirne,1992,3,-0.754,-0.323,-0.3334599005682864,1990
Edirne,1992,4,-0.771,-0.416,-0.41931997057077325,1990
Edirne,1992,5,-1.085,-0.714,-0.7369625791668186,1990
Edirne,1992,6,-0.26,0.229,0.1968328850175569,1990
Edirne,1992,7,-0.232,0.322,0.25777324418778685,1990
Edirne,1992,8,-0.352,0.047,0.028379407986251496,1990
Edirne,1992,9,-0.443,0.018,-0.020755959183992846,1990
Edirne,1992,10,-0.934,-0.554,-0.5707799722318587,1990
Edirne,1992,11,-0.762,-0.451,-0.46684850006413686,1990
Edirne,1992,12,-0.867,-0.491,-0.5146181214723197,1990
Edirne,1993,1,-0.851,-0.479,-0.5008372115546162,1990
Edirne,1993,2,-0.723,-0.347,-0.3588545028195718,1990
Edirne,1993,3,-0.733,-0.263,-0.2781462515756855,1990
Edirne,1993,4,-0.888,-0.42,-0.4429442187603231,1990
Edirne,1993,5,-0.46,-0.102,-0.07614405051033536,1990
Edirne,1993,6,-0.687,-0.282,-0.26160788011460495,1990
Edirne,1993,7,-0.786,-0.457,-0.41837763136300415,1990
Edirne,1993,8,-0.586,-0.202,-0.19457099651978157,1990
Edirne,1993,9,-0.625,-0.285,-0.24697189437140246,1990
Edirne,1993,10,-0.801,-0.435,-0.41599892761832336,1990
Edirne,1993,11,-0.933,-0.516,-0.5451885397997639,1990
Edirne,1993,12,-0.708,-0.306,-0.2960778675615619,1990
Edirne,1994,1,-0.651,-0.318,-0.30958418578744407,1990
Edirne,1994,2,-0.692,-0.428,-0.4453516708974136,1990
Edirne,1994,3,-0.744,-0.499,-0.5392493509749554,1990
Edirne,1994,4,-0.544,-0.375,-0.42703449061624105,1990
Edirne,1994,5,-1.151,-1.044,-1.1305659623511093,1990
Edirne,1994,6,-1.572,-1.486,-1.6016122851681363,1990
Edirne,1994,7,-1.347,-1.291,-1.3924906829745418,1990
Edirne,1994,8,-1.536,-1.525,-1.5947351010104724,1990
Edirne,1994,9,-1.605,-1.753,-1.769797397093011,1990
Edirne,1994,10,-0.924,-1.147,-1.15329470907772,1990
Edirne,1994,11,-0.954,-1.188,-1.1952322278586474,1990
Edirne,1994,12,-0.604,-0.826,-0.8572168843117388,1990
Edirne,1995,1,0.423,0.303,0.31174909027494224,1990
Edirne,1995,2,0.554,0.364,0.4021317756525554,1990
Edirne,1995,3,0.935,0.785,0.8411382752611813,1990
Edirne,1995,4,0.966,0.871,0.9285415429700855,1990
Edirne,1995,5,0.749,0.66,0.7328000319531345,1990
Edirne,1995,6,0.671,0.491,0.6174394776279301,1990
Edirne,1995,7,0.912,0.729,0.8508765240731118,1990
Edirne,1995,8,1.114,1.04,1.1057389055142735,1990
Edirne,1995,9,1.34,1.386,1.3782173460606253,1990
Edirne,1995,10,0.75,0.923,0.8949031912211786,1990
Edirne,1995,11,0.931,1.111,1.0829948723523712,1990
Edirne,1995,12,0.707,0.895,0.8809497854883915,1990
Edirne,1996,1,-0.308,-0.065,-0.11590997327734533,1990
Edirne,1996,2,0.401,0.738,0.6999743678007886,1990
Edirne,1996,3,0.196,0.688,0.6421359114496361,1990
Edirne,1996,4,0.391,0.862,0.8210725775775425,1990
Edirne,1996,5,0.543,0.828,0.8448517661630277,1990
Edirne,1996,6,0.327,0.741,0.719098287522874,1990
Edirne,1996,7,-0.181,0.176,0.1684946070762601,1990
Edirne,1996,8,-0.204,0.09,0.0958763221346629,1990
Edirne,1996,9,0.033,0.4,0.3903624509766203,1990
Edirne,1996,10,-0.1,0.227,0.22594374108607768,1990
Edirne,1996,11,0.177,0.355,0.3988959660439004,1990
Edirne,1996,12,0.43,0.654,0.7090315487112466,1990
Edirne,1997,1,0.414,0.643,0.7032082762462796,1990
Edirne,1997,2,-0.322,-0.18,-0.1265582733057221,1990
Edirne,1997,3,-0.327,-0.228,-0.1579623296310067,1990
Edirne,1997,4,-0.412,-0.252,-0.18578171489487139,1990
Edirne,1997,5,-0.392,-0.179,-0.12283732016182337,1990
Edirne,1997,6,-0.202,0.069,0.13142546159116095,1990
Edirne,1997,7,0.057,0.337,0.39350495166037963,1990
Edirne,1997,8,0.361,0.698,0.7248499921408608,1990
Edirne,1997,9,-0.116,0.269,0.29537111767698515,1990
Edirne,1997,10,0.383,0.751,0.7827816135047444,1990
Edirne,1997,11,-0.013,0.336,0.3560471259900441,1990
Edirne,1997,12,0.273,0.72,0.7374120083771318,1990
Edirne,1998,1,0.322,0.799,0.8093674129136001,1990
Edirne,1998,2,0.681,1.055,1.0643959487437267,1990
Edirne,1998,3,0.863,1.22,1.220016690732647,1990
Edirne,1998,4,0.62,0.885,0.9015597298392983,1990
Edirne,1998,5,1.511,1.636,1.6327191644323846,1990
Edirne,1998,6,1.483,1.617,1.5969336205405413,1990
Edirne,1998,7,1.556,1.636,1.6290859472225416,1990
Edirne,1998,8,1.496,1.504,1.5405257452077752,1990
Edirne,1998,9,2.296,2.058,2.0685730486386995,1990
Edirne,1998,10,2.547,2.246,2.2579901878354725,1990
Edirne,1998,11,2.729,2.495,2.498902460408896,1990
Edirne,1998,12,2.756,2.315,2.3227416304236823,1990
Edirne,1999,1,2.982,2.403,2.4218782777413197,1990
Edirne,1999,2,2.75,2.315,2.3362985978040314,1990
Edirne,1999,3,2.716,2.154,2.172541481723785,1990
Edirne,1999,4,2.734,2.225,2.240115677255038,1990
Edirne,1999,5,2.28,2.007,2.0142557857114753,1990
Edirne,1999,6,2.483,2.058,2.067570254417131,1990
Edirne,1999,7,2.755,2.231,2.2427385055401614,1990
Edirne,1999,8,2.633,2.292,2.271691524303657,1990
Edirne,1999,9,1.95,1.793,1.7810607890465202,1990
Edirne,1999,10,1.345,1.3,1.2990939584355652,1990
Edirne,1999,11,0.617,0.584,0.575916760122512,1990
Edirne,1999,12,0.399,0.319,0.32005858007868365,1990
Edirne,2000,1,0.143,0.096,0.0955946046435585,2000
Edirne,2000,2,-0.168,-0.287,-0.2976217204802578,2000
Edirne,2000,3,-0.46,-0.523,-0.5498414906297444,2000
Edirne,2000,4,-0.218,-0.344,-0.3412430702945958,2000
Edirne,2000,5,-0.424,-0.582,-0.5860027591415937,2000
Edirne,2000,6,-0.604,-0.67,-0.7180927897626089,2000
Edirne,2000,7,-1.555,-1.621,-1.6836242040222529,2000
Edirne,2000,8,-1.811,-1.773,-1.8444694031853623,2000
Edirne,2000,9,-1.495,-1.482,-1.5695702717111333,2000
Edirne,2000,10,-1.246,-1.194,-1.2900732157136683,2000
Edirne,2000,11,-0.986,-1.08,-1.1143679313337613,2000
Edirne,2000,12,-1.451,-1.497,-1.5653190201385716,2000
Edirne,2001,1,-1.38,-1.66,-1.726165374436966,2000
Edirne,2001,2,-1.282,-1.54,-1.5914570596321627,2000
Edirne,2001,3,-1.367,-1.859,-1.891041409039688,2000
Edirne,2001,4,-1.4,-1.676,-1.7626557104070328,2000
Edirne,2001,5,-1.684,-1.779,-1.8987574085063528,2000
Edirne,2001,6,-1.755,-1.993,-2.096228017038675,2000
Edirne,2001,7,-1.449,-1.602,-1.7139640847180515,2000
Edirne,2001,8,-1.616,-1.779,-1.8507091244224383,2000
Edirne,2001,9,-1.456,-1.711,-1.765858188250116,2000
Edirne,2001,10,-1.803,-1.936,-1.9892357615642475,2000
Edirne,2001,11,-1.633,-1.735,-1.7789238316158056,2000
Edirne,2001,12,-0.993,-1.265,-1.2742395219248426,2000
Edirne,2002,1,-1.247,-1.585,-1.5903719077089093,2000
Edirne,2002,2,-1.178,-1.519,-1.4959952482922163,2000
Edirne,2002,3,-0.556,-0.756,-0.7255156523447198,2000
Edirne,2002,4,-0.785,-0.969,-0.9438504921587635,2000
Edirne,2002,5,-0.883,-1.078,-1.0374122991561636,2000
Edirne,2002,6,-0.837,-1.147,-1.0414531065940449,2000
Edirne,2002,7,-0.779,-0.973,-0.9215936431216548,2000
Edirne,2002,8,-0.726,-0.776,-0.7926508228766771,2000
Edirne,2002,9,-0.276,-0.259,-0.2731359732097836,2000
Edirne,2002,10,0.26,0.291,0.2914938783781611,2000
Edirne,2002,11,0.606,0.581,0.6102848747237319,2000
