name,indeks,k,D,n_nonzero,P0,dagilim,AD,uygun,T2,T5,T10,T25,T50,T100,T10_gev,T50_gev,T100_gev
Tekirdağ,SPEI,6,8,22,0.627,Gumbel,0.241,True,0.0,9.27,12.53,16.18,18.79,21.35,12.508450890305573,18.961751766787234,21.650279806655952
Tekirdağ,SPEI,6,9,18,0.695,Gumbel,0.266,True,0.0,8.4,12.39,16.6,19.55,22.43,12.262925160688791,20.074310350008556,23.467211632572035
Tekirdağ,SPEI,6,10,16,0.729,Gamma3,0.219,True,0.0,8.76,13.13,17.96,21.36,24.63,13.050186916656916,20.91090058738458,24.494331106812194
Tekirdağ,SPEI,9,1,53,0.102,Gumbel,0.247,True,0.89,1.6,2.06,2.64,3.07,3.5,2.113015312621656,3.3767685484585033,3.968047759656391
Tekirdağ,SPEI,9,2,45,0.237,GEV,0.274,True,1.44,3.0,4.05,5.49,6.65,7.87,4.054559342590972,6.645040011955775,7.871532488947478
Tekirdağ,SPEI,9,3,41,0.305,Weibull3,0.394,True,1.72,4.25,5.97,8.12,9.68,11.2,5.709495602955101,9.723238928607593,11.735634903829819
Tekirdağ,SPEI,9,4,35,0.407,Gumbel,0.399,True,2.01,5.48,7.32,9.56,11.2,12.81,7.334607494027743,11.493727182338475,13.298269390220042
Tekirdağ,SPEI,9,5,33,0.441,Lojistik,0.366,True,1.53,6.92,8.78,10.84,12.3,13.71,8.908465562554278,13.5329716578562,15.42126212778135
Tekirdağ,SPEI,9,6,32,0.458,GEV,0.311,True,2.07,7.89,10.43,13.32,15.31,17.18,10.433826815018577,15.305922101086956,17.177211291583767
Tekirdağ,SPEI,9,7,28,0.525,GEV,0.204,True,0.0,9.05,11.78,14.77,16.78,18.65,11.782052066632332,16.782543695095455,18.65405078457614
Tekirdağ,SPEI,9,8,24,0.593,Gumbel,0.139,True,0.0,9.38,12.55,16.19,18.81,21.37,12.572791547583362,18.461834642909775,20.77995123539378
Tekirdağ,SPEI,9,9,24,0.593,Gumbel,0.178,True,0.0,10.14,13.48,17.31,20.06,22.75,13.489328353490961,19.913576403609554,22.505335486776833
Tekirdağ,SPEI,9,10,21,0.644,Gumbel,0.397,True,0.0,10.73,14.47,18.63,21.58,24.47,14.511157485191472,21.11731051664773,23.663595339817114
Tekirdağ,SPEI,9,11,17,0.712,Gumbel,0.217,True,0.0,10.35,15.24,20.25,23.74,27.14,15.583888236596849,22.424596104776672,24.669380654608485
Tekirdağ,SPEI,9,12,17,0.712,Gumbel,0.196,True,0.0,11.13,16.17,21.33,24.94,28.44,16.61984949283436,23.394897921470807,25.527102081343436
Tekirdağ,SPEI,12,1,48,0.186,Weibull3,0.41,True,0.61,1.53,2.18,2.99,3.59,4.18,2.148713805854909,4.565086929940841,6.082899409008322
Tekirdağ,SPEI,12,2,44,0.254,Weibull3,0.818,False,0.94,2.83,4.31,6.3,7.82,9.35,3.9358527367574867,8.490242961244684,11.36961835406829
Tekirdağ,SPEI,12,3,40,0.322,Lojistik,0.78,False,1.68,4.1,5.23,6.52,7.44,8.34,5.317324945851173,8.61753504418609,10.097817875181672
Tekirdağ,SPEI,12,4,34,0.424,Weibull3,0.44,True,1.75,5.37,7.22,9.27,10.63,11.89,7.110907086973446,10.251758236698066,11.423700098855036
Tekirdağ,SPEI,12,5,30,0.492,Lojistik,0.46,True,0.0,6.89,8.62,10.49,11.79,13.05,8.718488924512116,12.270920187589468,13.56980293633148
Tekirdağ,SPEI,12,6,29,0.508,GEV,0.376,True,0.0,7.86,10.14,12.58,14.18,15.64,10.137565570659795,14.179054102433653,15.63524523352012
Tekirdağ,SPEI,12,7,29,0.508,LN3,0.327,True,0.0,8.77,11.49,14.63,16.88,19.08,11.470511064277439,16.201171345529236,17.967284211326877
Tekirdağ,SPEI,12,8,29,0.508,LN3,0.3,True,0.0,9.69,12.73,16.34,18.96,21.55,12.689717561520347,18.274651565737788,20.465090938333056
Tekirdağ,SPEI,12,9,29,0.508,LN3,0.346,True,0.0,10.53,13.89,18.05,21.17,24.34,13.8092750300852,20.48622963188713,23.316469323913932
Tekirdağ,SPEI,12,10,27,0.542,Gamma3,0.359,True,0.0,10.87,15.0,20.01,23.63,27.16,14.707555765648149,22.710270187202333,26.283908090142
Tekirdağ,SPEI,12,11,26,0.559,Gamma3,0.435,True,0.0,11.69,16.14,21.45,25.25,28.94,15.828238455548927,24.624991671348354,28.568493722860744
Tekirdağ,SPEI,12,12,24,0.593,Gamma3,0.611,True,0.0,12.14,17.12,22.98,27.16,31.21,16.841113915935836,26.425016969846,30.66322356410945
Tekirdağ,SPI,1,1,59,0.0,Gumbel,0.364,True,1.58,2.19,2.6,3.11,3.49,3.87,2.5655437792986566,3.342235495025574,3.6510925300830217
Tekirdağ,SPI,1,2,56,0.051,Weibull3,0.327,True,2.15,3.07,3.59,4.16,4.53,4.88,3.540519606569548,4.5020727534285685,4.852545651803725
Tekirdağ,SPI,1,3,39,0.339,Weibull3,0.193,True,1.99,3.33,4.08,4.92,5.5,6.03,4.001465049153936,5.4403150795074104,6.0239652974457085
Tekirdağ,SPI,1,4,23,0.61,Weibull3,0.433,True,0.0,3.21,4.16,5.16,5.81,6.41,4.221855822982538,5.441489764116407,5.8151585231589085
Tekirdağ,SPI,3,1,58,0.017,LN3,0.184,True,1.46,2.07,2.42,2.81,3.08,3.33,2.4271862947263774,3.0277734436984036,3.2298717638349714
Tekirdağ,SPI,3,2,55,0.068,Weibull3,0.139,True,2.34,3.52,4.17,4.88,5.35,5.78,4.115543463827335,5.266668720553685,5.672943960495914
Tekirdağ,SPI,3,3,49,0.169,LN3,0.169,True,3.16,4.62,5.4,6.26,6.84,7.38,5.400294271530334,6.677251166700496,7.094541012659925
Tekirdağ,SPI,3,4,41,0.305,Weibull3,0.16,True,3.11,5.09,6.3,7.71,8.7,9.63,6.157776935532901,8.906865950092119,10.177683794542554
Tekirdağ,SPI,3,5,29,0.508,Weibull3,0.221,True,0.0,5.32,7.0,8.97,10.34,11.65,6.805898105909597,10.385874593191874,12.085842053323294
Tekirdağ,SPI,3,6,21,0.644,GEV,0.147,True,0.0,5.42,7.31,9.62,11.4,13.28,7.309555697650056,11.402768475704502,13.277704785930409
Tekirdağ,SPI,6,1,55,0.068,Lojistik,0.422,True,1.17,1.7,2.0,2.36,2.62,2.88,2.162767566198123,2.983681376470212,3.3109703745890333
Tekirdağ,SPI,6,2,51,0.136,Gumbel,0.336,True,1.98,3.16,3.92,4.87,5.57,6.26,3.9404510807612434,5.683838171302191,6.437659168258775
Tekirdağ,SPI,6,3,44,0.254,GEV,0.229,True,2.61,4.31,5.4,6.82,7.92,9.05,5.400445691281613,7.92266770569908,9.052354073986836
Tekirdağ,SPI,6,4,40,0.322,Gumbel,0.262,True,2.97,5.35,6.75,8.46,9.72,10.97,6.766881653558652,9.878110448444096,11.210604911925135
Tekirdağ,SPI,6,5,35,0.407,Gumbel,0.237,True,3.48,6.3,7.8,9.63,10.96,12.28,7.847385493622278,12.11811972010725,14.229196231140886
Tekirdağ,SPI,6,6,31,0.475,GEV,0.228,True,3.23,7.02,8.96,11.53,13.57,15.75,8.960626151743384,13.570366145752699,15.747089701288719
Tekirdağ,SPI,6,7,25,0.576,GEV,0.16,True,0.0,7.59,9.75,12.57,14.84,17.29,9.74850208043505,14.838710780685524,17.2885894507817
Tekirdağ,SPI,6,8,22,0.627,GEV,0.33,True,0.0,8.13,10.57,13.49,15.69,17.95,10.574442241760627,15.694302277872257,17.951628574969426
Tekirdağ,SPI,6,9,17,0.712,GEV,0.164,True,0.0,8.36,10.98,14.3,17.07,20.18,10.983355431338572,17.066874669764424,20.176919449772743
Tekirdağ,SPI,6,10,15,0.746,GEV,0.392,True,0.0,8.96,11.69,14.96,17.66,20.7,11.694813743638282,17.655949393122555,20.69645677588707
Tekirdağ,SPI,9,1,52,0.119,GEV,0.166,True,0.95,1.61,2.01,2.5,2.86,3.2,2.0126945354817076,2.856812533671463,3.196967262992314
Tekirdağ,SPI,9,2,46,0.22,Gamma3,0.137,True,1.58,2.95,3.82,4.9,5.67,6.42,3.7310599111960197,5.804491469251619,6.773556768313966
Tekirdağ,SPI,9,3,43,0.271,Gamma3,0.186,True,2.04,4.12,5.45,7.08,8.27,9.42,5.293237513031366,8.37737200881541,9.829987631425597
Tekirdağ,SPI,9,4,38,0.356,GEV,0.146,True,2.44,5.04,6.66,8.78,10.44,12.18,6.656885190640218,10.441982854708357,12.183940335771585
Tekirdağ,SPI,9,5,33,0.441,Gumbel,0.209,True,2.34,6.13,8.02,10.29,11.96,13.6,8.032324699010445,12.328245338116535,14.205101278537255
Tekirdağ,SPI,9,6,29,0.508,Gumbel,0.25,True,0.0,6.85,8.92,11.38,13.16,14.91,8.896246785637533,14.261347929433391,16.833886344973617
Tekirdağ,SPI,9,7,27,0.542,Gumbel,0.273,True,0.0,7.65,10.03,12.83,14.85,16.84,10.008273546859755,15.539821285544166,18.033551755800517
Tekirdağ,SPI,9,8,24,0.593,GEV,0.363,True,0.0,8.43,11.21,14.35,16.58,18.74,11.208125486073014,16.578996141071897,18.741967495868465
Tekirdağ,SPI,9,9,23,0.61,GEV,0.513,True,0.0,9.23,12.07,15.3,17.62,19.89,12.07207483693095,17.61836302032346,19.88851673358259
Tekirdağ,SPI,9,10,21,0.644,Gumbel,0.53,True,0.0,9.71,12.81,16.24,18.69,21.08,12.810598481088483,18.646128693918378,21.005843052118458
Tekirdağ,SPI,9,11,16,0.729,GEV,0.485,True,0.0,10.0,12.94,16.56,19.57,22.96,12.940797101142678,19.57462664436966,22.96358812831061
Tekirdağ,SPI,9,12,16,0.729,GEV,0.535,True,0.0,10.53,13.57,17.27,20.3,23.69,13.570581558705635,20.30335825141881,23.690971558658703
Tekirdağ,SPI,12,1,48,0.186,Weibull3,0.336,True,0.72,1.51,2.01,2.6,3.02,3.41,1.9599354412869043,3.251747906781062,3.8832080120853174
Tekirdağ,SPI,12,2,44,0.254,LN3,0.966,False,1.11,2.6,3.91,5.97,7.83,9.98,3.72721183465196,6.933956097014635,8.720034432154138
Tekirdağ,SPI,12,3,39,0.339,Weibull3,0.393,True,1.47,3.81,5.17,6.74,7.82,8.83,5.030933350201645,8.04122644915521,9.38994342132521
Tekirdağ,SPI,12,4,34,0.424,GEV,0.37,True,1.98,5.08,6.56,8.24,9.39,10.48,6.558359663832549,9.394613733198778,10.481224928689898
Tekirdağ,SPI,12,5,32,0.458,GEV,0.3,True,2.05,6.29,8.06,10.01,11.31,12.51,8.059453207842232,11.308798658088325,12.505363365895768
Tekirdağ,SPI,12,6,31,0.475,Lojistik,0.354,True,1.08,7.5,9.28,11.22,12.58,13.9,9.505630823805564,12.967264696410027,14.155746955165098
Tekirdağ,SPI,12,7,29,0.508,LN3,0.423,True,0.0,8.58,10.78,13.13,14.7,16.17,10.80720057264859,14.625536950983326,15.967276361555589
Tekirdağ,SPI,12,8,28,0.525,LN3,0.468,True,0.0,9.45,11.93,14.59,16.38,18.06,11.946375944923346,16.322919167440332,17.89987097322613
Tekirdağ,SPI,12,9,27,0.542,Gumbel,0.664,True,0.0,10.33,12.95,16.02,18.24,20.41,12.927786761401066,17.708944039040354,19.567505906493928
Tekirdağ,SPI,12,10,25,0.576,Gumbel,0.561,True,0.0,10.92,13.89,17.32,19.79,22.22,13.888003861402932,19.363138885822956,21.50895580008215
Tekirdağ,SPI,12,11,24,0.593,Gumbel,0.582,True,0.0,11.58,14.83,18.56,21.24,23.86,14.8392363241781,20.90268987045656,23.30147563620276
Tekirdağ,SPI,12,12,23,0.61,GEV,0.377,True,0.0,12.33,15.48,19.44,22.55,25.84,15.476805666321514,22.547917759764587,25.838033933379144
Uzunköprü,SPEI,1,1,59,0.0,Gumbel,0.648,True,1.48,2.01,2.37,2.81,3.15,3.48,2.3721960650260936,3.16675255985279,3.5051100007361864
Uzunköprü,SPEI,1,2,51,0.136,LN3,0.476,True,2.12,3.16,3.78,4.51,5.03,5.53,3.8146657045879016,5.152787576774076,5.688859143812108
Uzunköprü,SPEI,1,3,38,0.356,GEV,0.302,True,1.93,3.63,4.57,5.69,6.49,7.27,4.571461126064534,6.491785262665237,7.267512637526808
Uzunköprü,SPEI,1,4,25,0.576,GEV,0.33,True,0.0,3.67,5.0,6.47,7.49,8.47,4.995376500223218,7.494356573869671,8.470102296942137
Uzunköprü,SPEI,1,5,17,0.712,GEV,0.343,True,0.0,3.59,4.9,6.86,8.75,11.12,4.902617195701309,8.745157441367084,11.122136789816015
Uzunköprü,SPEI,3,1,59,0.0,Weibull3,0.193,True,1.34,1.87,2.14,2.42,2.61,2.77,2.1265124897876353,2.5398792305377236,2.6648554868690084
Uzunköprü,SPEI,3,2,51,0.136,LN3,0.135,True,2.24,3.19,3.74,4.38,4.82,5.24,3.7386102232965808,4.763831765736678,5.1379212452145016
Uzunköprü,SPEI,3,3,48,0.186,Weibull3,0.418,True,2.74,4.32,5.21,6.22,6.89,7.51,5.123906717188412,6.857268606893507,7.533014054628696
Uzunköprü,SPEI,3,4,37,0.373,Lojistik,0.396,True,3.19,5.3,6.2,7.21,7.93,8.64,6.31078190688204,8.121535251628647,8.760356929845388
Uzunköprü,SPEI,3,5,32,0.458,Lojistik,0.408,True,2.43,5.68,6.71,7.84,8.64,9.41,6.817193239043773,9.047746226921742,9.87504956481661
Uzunköprü,SPEI,3,6,23,0.61,Lojistik,0.229,True,0.0,5.91,7.06,8.2,8.97,9.72,7.220738739636089,9.422364335404712,10.1631325094366
Uzunköprü,SPEI,3,7,18,0.695,LN3,0.16,True,0.0,6.01,7.86,9.51,10.54,11.46,7.88089938067281,10.568833657028545,11.443829366025598
Uzunköprü,SPEI,6,1,54,0.085,GEV,0.4,True,1.15,1.69,1.94,2.17,2.3,2.4,1.9386238504220994,2.302162241420634,2.402599279223443
Uzunköprü,SPEI,6,2,50,0.153,Normal,0.163,True,2.08,3.02,3.48,3.97,4.28,4.56,3.511381585741331,4.320612015591253,4.576968152018118
Uzunköprü,SPEI,6,3,45,0.237,Weibull3,0.235,True,2.73,4.21,4.93,5.68,6.16,6.59,4.913508449660398,6.169233534268546,6.590768441897134
Uzunköprü,SPEI,6,4,42,0.288,Weibull3,0.23,True,3.24,5.26,6.22,7.21,7.83,8.39,6.1871817074656885,7.897029704490774,8.483827558000321
Uzunköprü,SPEI,6,5,36,0.39,Normal,0.38,True,3.59,6.37,7.47,8.55,9.23,9.84,7.379364472454795,9.828693860945435,10.768455335350978
Uzunköprü,SPEI,6,6,33,0.441,Normal,0.498,True,3.46,7.28,8.6,9.89,10.69,11.39,8.486358811449524,11.27220987106858,12.314679869371178
Uzunköprü,SPEI,6,7,23,0.61,Lojistik,0.199,True,0.0,8.02,9.56,11.08,12.12,13.11,9.740073031019774,12.561056952155496,13.478432506029591
Uzunköprü,SPEI,6,8,20,0.661,LN3,0.171,True,0.0,8.88,10.61,12.35,13.5,14.59,10.613921344907855,13.515013248339663,14.577949768640174
Uzunköprü,SPEI,6,9,17,0.712,Lojistik,0.2,True,0.0,9.61,11.59,13.23,14.28,15.28,11.664874479119613,14.951534794544692,16.06922398492283
Uzunköprü,SPEI,6,10,16,0.729,GEV,0.168,True,0.0,10.34,12.25,14.42,16.11,17.91,12.248474813724178,16.11186398727314,17.914903801542664
Uzunköprü,SPEI,9,1,49,0.169,GEV,0.346,True,0.84,1.55,2.08,2.85,3.51,4.24,2.080896624589438,3.5064214055583927,4.238837853138261
Uzunköprü,SPEI,9,2,47,0.203,GEV,0.327,True,1.47,2.87,3.91,5.43,6.72,8.17,3.913675052904065,6.720536861945417,8.17028073975578
Uzunköprü,SPEI,9,3,43,0.271,LN3,0.351,True,1.94,3.97,5.42,7.42,9.02,10.73,5.3304127512110195,9.066463084975123,10.985498007968442
Uzunköprü,SPEI,9,4,37,0.373,Gumbel,0.576,True,2.48,5.16,6.66,8.48,9.82,11.14,6.738514566306966,11.664234546703451,14.295082967103253
Uzunköprü,SPEI,9,5,31,0.475,Lojistik,0.588,True,0.17,6.4,8.13,10.01,11.33,12.61,8.179548719607704,13.181598202119265,15.48179357990535
Uzunköprü,SPEI,9,6,28,0.525,Lojistik,0.379,True,0.0,7.58,9.55,11.65,13.1,14.51,9.651571886721504,14.445381367030851,16.411394094432737
Uzunköprü,SPEI,9,7,27,0.542,GEV,0.24,True,0.0,8.45,11.14,14.16,16.26,18.25,11.142742266715004,16.25800523971644,18.249369800557215
Uzunköprü,SPEI,9,8,25,0.576,LN3,0.208,True,0.0,9.5,12.48,15.67,17.82,19.85,12.506240227362724,17.83113453478272,19.794620302412817
Uzunköprü,SPEI,9,9,25,0.576,Lojistik,0.236,True,0.0,10.7,13.44,16.25,18.17,20.03,13.651703093301196,19.426689039379614,21.560639553187244
Uzunköprü,SPEI,9,10,22,0.627,Lojistik,0.282,True,0.0,11.56,14.68,17.7,19.74,21.69,14.957905517614186,21.14083253969427,23.330194317067637
Uzunköprü,SPEI,9,11,20,0.661,GEV,0.342,True,0.0,12.37,15.98,19.75,22.31,24.72,15.982401833511858,22.309554137585685,24.722398363955442
Uzunköprü,SPEI,9,12,19,0.678,Lojistik,0.334,True,0.0,13.51,16.95,20.03,22.06,23.99,17.118553412049746,23.851006217736916,26.37502523109944
Uzunköprü,SPEI,12,1,46,0.22,Gumbel,0.441,True,0.73,1.51,2.0,2.61,3.06,3.5,2.0455544448130576,3.441278948939683,4.11565363591361
Uzunköprü,SPEI,12,2,38,0.356,Gumbel,0.323,True,1.12,2.82,3.78,4.96,5.83,6.68,3.8231536393095698,6.460148170472793,7.726252054563595
Uzunköprü,SPEI,12,3,32,0.458,Lojistik,0.402,True,0.42,4.22,5.42,6.74,7.66,8.56,5.6525178674467,9.10149621897412,10.604780073357748
Uzunköprü,SPEI,12,4,30,0.492,Gumbel,0.374,True,0.51,5.33,7.23,9.48,11.12,12.73,7.233457243071684,11.757651474752656,13.808017856546229
Uzunköprü,SPEI,12,5,30,0.492,Gumbel,0.327,True,0.67,6.48,8.76,11.48,13.45,15.4,8.764174041933241,14.364208699374304,16.94570815718349
Uzunköprü,SPEI,12,6,28,0.525,Lojistik,0.339,True,0.0,7.73,9.87,12.13,13.71,15.23,10.161137661933644,16.295143223600903,19.050051413133943
Uzunköprü,SPEI,12,7,27,0.542,Lojistik,0.342,True,0.0,8.74,11.12,13.63,15.36,17.03,11.427218349238533,18.089497758245237,21.047928071164208
Uzunköprü,SPEI,12,8,24,0.593,Lojistik,0.403,True,0.0,9.72,12.41,15.11,16.95,18.72,12.63829054053088,19.73401346590376,22.877428389797892
Uzunköprü,SPEI,12,9,23,0.61,Gumbel,0.401,True,0.0,10.52,13.86,17.66,20.37,23.03,13.772924623709393,21.352853444318,24.801145999404028
Uzunköprü,SPEI,12,10,23,0.61,Gumbel,0.265,True,0.0,11.48,14.94,18.88,21.69,24.45,14.78730833537386,23.079347707431907,27.01198218575833
Uzunköprü,SPEI,12,11,21,0.644,GEV,0.248,True,0.0,11.38,15.43,20.82,25.33,30.37,15.431416243576646,25.32883104273744,30.371156849307244
Uzunköprü,SPEI,12,12,21,0.644,Gumbel,0.356,True,0.0,12.72,16.92,21.58,24.9,28.14,16.505217005176743,27.248157782906105,32.790518437331095
Uzunköprü,SPI,1,1,59,0.0,Gumbel,0.213,True,1.52,2.12,2.51,3.0,3.37,3.73,2.5081569648422954,3.369894427752726,3.7341148401395423
Uzunköprü,SPI,1,2,52,0.119,GEV,0.243,True,1.99,2.97,3.58,4.33,4.87,5.4,3.576535204434942,4.873160839880983,5.404593803308183
Uzunköprü,SPI,1,3,34,0.424,GEV,0.349,True,1.77,3.19,3.91,4.77,5.38,5.97,3.913873555968716,5.378956613738577,5.973179431514084
Uzunköprü,SPI,1,4,21,0.644,Weibull3,0.156,True,0.0,3.49,4.37,5.14,5.59,5.98,4.384013147347227,5.517449600311473,5.8441691027535665
Uzunköprü,SPI,3,1,58,0.017,GEV,0.346,True,1.37,1.97,2.31,2.68,2.92,3.13,2.3055383369187847,2.917311596630957,3.1300355445390067
Uzunköprü,SPI,3,2,51,0.136,GEV,0.433,True,2.36,3.41,3.92,4.44,4.75,5.0,3.922105702824499,4.745694963910354,4.998332681689222
Uzunköprü,SPI,3,3,44,0.254,GEV,0.244,True,3.03,4.66,5.39,6.07,6.45,6.76,5.385280164925439,6.454167296097198,6.761422580640447
Uzunköprü,SPI,3,4,36,0.39,Weibull3,0.163,True,3.26,5.64,6.5,7.3,7.78,8.19,6.532496148079293,7.6292941346427465,7.909360523628637
Uzunköprü,SPI,3,5,30,0.492,Weibull3,0.328,True,2.35,6.12,7.07,7.96,8.49,8.94,7.124204235686856,8.19832849198769,8.457418926205337
Uzunköprü,SPI,3,6,25,0.576,Weibull3,0.36,True,0.0,6.46,7.46,8.26,8.71,9.08,7.520887524039879,8.724109063718029,9.007086488506658
Uzunköprü,SPI,3,7,20,0.661,Weibull3,0.195,True,0.0,6.57,8.01,9.1,9.69,10.17,8.140735705642081,9.544171794194057,9.835134324749603
Uzunköprü,SPI,6,1,53,0.102,GEV,0.656,True,1.21,1.84,2.11,2.35,2.48,2.58,2.113789219027804,2.481620963740432,2.575934309229475
Uzunköprü,SPI,6,2,46,0.22,GEV,0.644,True,2.12,3.29,3.76,4.17,4.38,4.54,3.760650111066851,4.3825495695902195,4.539150872747587
Uzunköprü,SPI,6,3,43,0.271,GEV,0.624,True,2.81,4.54,5.24,5.85,6.17,6.41,5.236989373563673,6.167310474402672,6.40773869090674
Uzunköprü,SPI,6,4,42,0.288,GEV,0.548,True,3.45,5.59,6.5,7.35,7.83,8.2,6.501094774126944,7.828751512091535,8.204495630169202
Uzunköprü,SPI,6,5,37,0.373,GEV,0.514,True,3.55,6.41,7.6,8.77,9.45,10.02,7.602965047762866,9.452132777826307,10.017779268258186
Uzunköprü,SPI,6,6,34,0.424,GEV,0.392,True,3.68,7.32,8.67,9.95,10.68,11.28,8.671060466471062,10.682055427848168,11.278552110916936
Uzunköprü,SPI,6,7,26,0.559,GEV,0.322,True,0.0,8.24,9.71,10.95,11.61,12.11,9.711478238493594,11.609423847615062,12.114767981004182
Uzunköprü,SPI,6,8,23,0.61,GEV,0.339,True,0.0,9.12,10.77,12.0,12.59,13.0,10.773869146977994,12.586570955201323,13.004605090614469
Uzunköprü,SPI,6,9,20,0.661,Lojistik,0.236,True,0.0,10.08,11.56,12.93,13.84,14.71,11.78518846584809,13.797182063200895,14.29086340744352
Uzunköprü,SPI,6,10,18,0.695,Lojistik,0.148,True,0.0,10.93,12.4,13.66,14.49,15.27,12.475953590793859,14.714371757550927,15.399333776037675
Uzunköprü,SPI,6,11,15,0.746,Lojistik,0.173,True,0.0,11.2,13.26,14.74,15.67,16.54,13.330007774289435,15.981853017445061,16.74552776767151
Uzunköprü,SPI,9,1,50,0.153,Weibull3,0.431,True,0.89,1.58,1.96,2.39,2.67,2.92,1.9162179911715655,2.451918460550613,2.623060418344226
Uzunköprü,SPI,9,2,42,0.288,Weibull3,0.578,True,1.57,2.97,3.69,4.47,4.98,5.44,3.6327954487132477,4.525636430144803,4.786590367575891
Uzunköprü,SPI,9,3,40,0.322,Weibull3,0.831,False,2.1,4.11,5.21,6.42,7.24,7.99,5.110325599391173,6.457536448651849,6.86822943480467
Uzunköprü,SPI,9,4,36,0.39,Weibull3,0.836,False,2.46,5.31,6.66,8.09,9.02,9.85,6.670183545854553,7.895046911490532,8.185614834621383
Uzunköprü,SPI,9,5,30,0.492,GEV,0.494,True,0.0,6.9,8.2,9.17,9.61,9.91,8.20430529958371,9.614177965720785,9.914176638660036
Uzunköprü,SPI,9,6,29,0.508,GEV,0.428,True,0.0,7.91,9.48,10.68,11.24,11.63,9.484911326491755,11.243687075876075,11.634777620582845
Uzunköprü,SPI,9,7,27,0.542,GEV,0.343,True,0.0,8.95,10.76,12.14,12.81,13.28,10.756279034195607,12.805486988654557,13.27596610923408
Uzunköprü,SPI,9,8,26,0.559,GEV,0.312,True,0.0,9.91,11.91,13.44,14.19,14.73,11.90902001012677,14.193730618715357,14.72736145629769
Uzunköprü,SPI,9,9,24,0.593,Weibull3,0.218,True,0.0,10.82,12.96,14.68,15.63,16.42,13.081972562294506,15.685499279847289,16.305664053743246
Uzunköprü,SPI,9,10,22,0.627,Weibull3,0.175,True,0.0,11.6,14.07,16.12,17.28,18.25,18.993864572274475,19.094676867780713,19.09650522404504
Uzunköprü,SPI,9,11,21,0.644,GEV,0.164,True,0.0,12.09,15.04,17.51,18.85,19.92,15.044501032795461,18.85397912763579,19.92083989075472
Uzunköprü,SPI,9,12,17,0.712,GEV,0.216,True,0.0,12.15,16.25,19.09,20.49,21.52,16.254598028468592,20.488649546157614,21.522268502384925
Uzunköprü,SPI,12,1,45,0.237,Weibull3,0.692,True,0.72,1.49,1.92,2.39,2.71,3.0,1.8635314439063175,2.343399901913771,2.4814561427772777
Uzunköprü,SPI,12,2,38,0.356,Weibull3,1.051,False,1.15,2.74,3.64,4.67,5.38,6.03,3.575877986744482,4.471589474306736,4.718939341547152
Uzunköprü,SPI,12,3,33,0.441,GEV,0.651,True,1.15,4.27,5.23,6.04,6.47,6.78,5.228205612032396,6.465223909386628,6.782339127120752
Uzunköprü,SPI,12,4,32,0.458,GEV,0.53,True,1.09,5.51,6.77,7.83,8.39,8.8,6.766267535888655,8.388524864291675,8.80360861560533
Uzunköprü,SPI,12,5,31,0.475,GEV,0.489,True,1.01,6.68,8.21,9.54,10.24,10.78,8.210208236513237,10.242817096761978,10.78201046858488
Uzunköprü,SPI,12,6,30,0.492,GEV,0.404,True,0.0,7.81,9.64,11.23,12.1,12.77,9.63898599603373,12.098520392707979,12.76511615466896
Uzunköprü,SPI,12,7,29,0.508,GEV,0.335,True,0.0,8.89,11.03,12.88,13.88,14.64,11.032592313902644,13.876461952997843,14.640421746430803
Uzunköprü,SPI,12,8,26,0.559,GEV,0.225,True,0.0,10.01,12.36,14.4,15.53,16.41,12.356532206444967,15.526411763544731,16.40904598216274
Uzunköprü,SPI,12,9,25,0.576,Normal,0.212,True,0.0,11.12,13.5,15.69,17.01,18.16,13.494804828535774,17.09849807286193,18.189026196056965
Uzunköprü,SPI,12,10,25,0.576,GEV,0.181,True,0.0,11.89,14.56,17.1,18.62,19.9,14.563007019336204,18.615777084498582,19.896389397035385
Uzunköprü,SPI,12,11,24,0.593,Weibull3,0.128,True,0.0,12.43,15.64,18.76,20.7,22.42,15.648139535515318,20.20521481174577,21.65152243577448
Uzunköprü,SPI,12,12,23,0.61,Gamma3,0.129,True,0.0,13.36,16.71,20.04,22.18,24.14,16.785214296447926,21.758316901662468,23.349615934694782
Çorlu,SPEI,1,1,59,0.0,Lojistik,0.574,True,1.53,1.99,2.25,2.58,2.81,3.04,2.4329795049230274,3.3152233199419294,3.7008782484132596
Çorlu,SPEI,1,2,54,0.085,LN3,0.262,True,2.16,3.06,3.58,4.19,4.62,5.02,3.5896647600269764,4.591359462090882,4.959553064748398
Çorlu,SPEI,1,3,39,0.339,Weibull3,0.424,True,1.82,3.56,4.53,5.61,6.35,7.02,4.446645862492781,6.061837394440745,6.659883891987194
Çorlu,SPEI,1,4,25,0.576,Weibull3,0.312,True,0.0,3.57,4.92,6.38,7.34,8.23,4.8812137610712325,7.1157673457021815,7.957956652953468
Çorlu,SPEI,3,1,58,0.017,LN3,0.198,True,1.38,1.92,2.22,2.55,2.77,2.98,2.2276841486356624,2.7333929733920916,2.898343692459364
Çorlu,SPEI,3,2,54,0.085,Weibull3,0.198,True,2.31,3.42,4.05,4.76,5.23,5.66,3.9994961654344046,5.178759065700886,5.616539975306707
Çorlu,SPEI,3,3,49,0.169,GEV,0.253,True,2.89,4.49,5.38,6.37,7.03,7.62,5.380648655826162,7.030597008198707,7.624832430435219
