name,indeks,k,D,n_nonzero,P0,dagilim,AD,uygun,T2,T5,T10,T25,T50,T100
İpsala,SPEI,6,10,17,0.712,Gumbel,0.341,True,0.0,10.15,13.59,17.11,19.57,21.96
İpsala,SPEI,6,11,16,0.729,Gumbel,0.345,True,0.0,10.54,14.36,18.15,20.77,23.32
İpsala,SPEI,9,1,51,0.136,Gamma3,0.214,True,0.75,1.53,2.05,2.7,3.17,3.64
İpsala,SPEI,9,2,43,0.271,Gamma3,0.497,True,1.13,2.83,4.06,5.66,6.86,8.05
İpsala,SPEI,9,3,39,0.339,Gumbel,0.511,True,1.76,4.09,5.43,7.08,8.29,9.48
İpsala,SPEI,9,4,34,0.424,Lojistik,0.441,True,1.81,5.42,6.76,8.25,9.3,10.32
İpsala,SPEI,9,5,30,0.492,Lojistik,0.447,True,0.0,6.67,8.27,10.0,11.21,12.38
İpsala,SPEI,9,6,30,0.492,GEV,0.423,True,0.89,7.68,9.97,12.45,14.1,15.62
İpsala,SPEI,9,7,29,0.508,LN3,0.338,True,0.0,8.58,11.22,14.17,16.21,18.16
İpsala,SPEI,9,8,28,0.525,LN3,0.307,True,0.0,9.36,12.36,15.68,17.98,20.18
İpsala,SPEI,9,9,26,0.559,Weibull3,0.25,True,0.0,10.29,13.67,17.1,19.29,21.26
İpsala,SPEI,9,10,24,0.593,Gamma3,0.243,True,0.0,10.97,14.67,18.51,21.05,23.4
İpsala,SPEI,9,11,20,0.661,Weibull3,0.325,True,0.0,12.04,16.25,19.81,21.87,23.61
İpsala,SPEI,9,12,18,0.695,Gumbel,0.298,True,0.0,12.2,16.81,21.65,25.06,28.37
İpsala,SPEI,12,1,41,0.305,GEV,0.307,True,0.62,1.52,2.19,3.18,4.06,5.06
İpsala,SPEI,12,2,38,0.356,Gumbel,0.247,True,1.21,2.9,3.87,5.05,5.91,6.77
İpsala,SPEI,12,3,35,0.407,Weibull3,0.192,True,1.53,4.2,5.49,6.88,7.8,8.63
İpsala,SPEI,12,4,34,0.424,GEV,0.241,True,2.08,5.25,6.75,8.46,9.63,10.72
İpsala,SPEI,12,5,34,0.424,GEV,0.302,True,2.39,6.23,8.05,10.12,11.53,12.86
İpsala,SPEI,12,6,33,0.441,Weibull3,0.224,True,2.52,7.16,9.5,12.09,13.82,15.41
İpsala,SPEI,12,7,32,0.458,Weibull3,0.278,True,2.44,8.02,10.83,13.97,16.08,18.04
İpsala,SPEI,12,8,30,0.492,GEV,0.24,True,1.43,9.02,11.94,15.36,17.81,20.19
İpsala,SPEI,12,9,26,0.559,Weibull3,0.147,True,0.0,10.17,13.62,17.3,19.71,21.91
İpsala,SPEI,12,10,25,0.576,GEV,0.151,True,0.0,10.99,14.47,18.65,21.77,24.92
İpsala,SPEI,12,11,24,0.593,LN3,0.171,True,0.0,11.22,15.46,20.89,25.11,29.52
İpsala,SPEI,12,12,23,0.61,LN3,0.168,True,0.0,11.46,16.2,22.47,27.49,32.84
İpsala,SPI,1,1,59,0.0,GEV,0.243,True,1.54,2.04,2.35,2.71,2.96,3.19
İpsala,SPI,1,2,54,0.085,GEV,0.222,True,1.95,2.92,3.44,4.01,4.37,4.68
İpsala,SPI,1,3,32,0.458,Gamma3,0.351,True,1.42,3.14,3.99,4.97,5.66,6.32
İpsala,SPI,1,4,21,0.644,Gamma3,0.271,True,0.0,2.94,4.08,5.34,6.22,7.05
İpsala,SPI,3,1,58,0.017,GEV,0.367,True,1.24,1.93,2.4,3.0,3.45,3.91
İpsala,SPI,3,2,52,0.119,Gamma3,0.19,True,1.99,3.32,4.18,5.22,5.98,6.71
İpsala,SPI,3,3,46,0.22,Gumbel,0.258,True,2.6,4.41,5.53,6.92,7.95,8.97
İpsala,SPI,3,4,34,0.424,GEV,0.391,True,2.5,5.32,6.76,8.5,9.76,10.99
İpsala,SPI,3,5,25,0.576,GEV,0.703,True,0.0,5.56,7.28,9.46,11.16,12.95
İpsala,SPI,3,6,18,0.695,GEV,0.937,False,0.0,5.36,7.71,10.4,12.43,14.54
İpsala,SPI,3,7,15,0.746,GEV,0.633,True,0.0,5.37,7.76,10.89,13.7,17.07
İpsala,SPI,6,1,54,0.085,GEV,0.208,True,1.04,1.72,2.15,2.71,3.12,3.53
İpsala,SPI,6,2,49,0.169,Gamma3,0.222,True,1.79,3.21,4.12,5.22,6.01,6.78
İpsala,SPI,6,3,43,0.271,Weibull3,0.576,True,2.09,4.51,5.93,7.57,8.7,9.75
İpsala,SPI,6,4,35,0.407,Lojistik,0.545,True,2.39,5.64,6.9,8.33,9.33,10.31
İpsala,SPI,6,5,30,0.492,Gumbel,0.499,True,1.66,6.47,8.35,10.59,12.22,13.83
İpsala,SPI,6,6,26,0.559,GEV,0.465,True,0.0,7.16,9.44,12.27,14.43,16.65
İpsala,SPI,6,7,23,0.61,GEV,0.415,True,0.0,7.59,9.96,13.1,15.66,18.47
İpsala,SPI,6,8,21,0.644,GEV,0.29,True,0.0,7.84,10.6,14.09,16.9,19.93
İpsala,SPI,6,9,17,0.712,GEV,0.329,True,0.0,7.41,10.67,14.63,17.83,21.34
İpsala,SPI,6,10,15,0.746,GEV,0.282,True,0.0,7.99,11.14,15.36,19.19,23.84
İpsala,SPI,9,1,51,0.136,LN3,0.517,True,0.77,1.48,2.03,2.79,3.42,4.09
İpsala,SPI,9,2,44,0.254,Weibull3,0.621,True,1.26,2.89,3.89,5.07,5.9,6.68
İpsala,SPI,9,3,36,0.39,Gumbel,0.586,True,1.68,4.12,5.46,7.08,8.27,9.45
İpsala,SPI,9,4,32,0.458,Lojistik,0.682,True,1.44,5.38,6.63,8.0,8.96,9.89
İpsala,SPI,9,5,30,0.492,GEV,0.716,True,1.68,6.41,8.21,10.32,11.82,13.29
İpsala,SPI,9,6,30,0.492,GEV,0.689,True,1.87,7.41,9.55,12.09,13.91,15.7
İpsala,SPI,9,7,30,0.492,GEV,0.678,True,1.98,8.3,10.81,13.81,16.01,18.19
İpsala,SPI,9,8,28,0.525,GEV,0.575,True,0.0,9.24,12.08,15.43,17.86,20.25
İpsala,SPI,9,9,28,0.525,GEV,0.455,True,0.0,10.08,13.24,16.98,19.68,22.34
İpsala,SPI,9,10,24,0.593,GEV,0.437,True,0.0,10.77,14.18,18.37,21.57,24.87
İpsala,SPI,9,11,22,0.627,LN3,0.429,True,0.0,11.45,15.5,20.09,23.38,26.62
İpsala,SPI,9,12,18,0.695,Gumbel,0.232,True,0.0,11.06,16.11,21.42,25.15,28.79
İpsala,SPI,12,1,44,0.254,Lojistik,0.6,True,0.74,1.48,1.85,2.28,2.59,2.9
İpsala,SPI,12,2,37,0.373,Normal,0.435,True,1.24,2.95,3.63,4.32,4.75,5.13
İpsala,SPI,12,3,32,0.458,Lojistik,0.298,True,1.44,4.12,4.97,5.9,6.56,7.19
İpsala,SPI,12,4,32,0.458,Lojistik,0.326,True,1.79,5.24,6.32,7.52,8.36,9.18
İpsala,SPI,12,5,32,0.458,GEV,0.221,True,2.36,6.28,8.01,9.99,11.36,12.66
İpsala,SPI,12,6,31,0.475,Gumbel,0.234,True,2.45,7.27,9.41,11.97,13.83,15.67
İpsala,SPI,12,7,30,0.492,GEV,0.249,True,1.88,8.3,10.87,13.96,16.24,18.5
İpsala,SPI,12,8,29,0.508,LN3,0.22,True,0.0,9.08,12.15,16.06,19.07,22.17
İpsala,SPI,12,9,29,0.508,LN3,0.215,True,0.0,9.89,13.42,17.98,21.5,25.17
İpsala,SPI,12,10,27,0.542,LN3,0.286,True,0.0,10.9,14.8,19.61,23.22,26.88
İpsala,SPI,12,11,24,0.593,GEV,0.354,True,0.0,11.71,15.82,21.05,25.18,29.56
İpsala,SPI,12,12,23,0.61,GEV,0.416,True,0.0,11.99,16.49,22.38,27.17,32.39
